point,parameter,parameter_value,is_baseline,group_kind,group,generation,runs,mean_directional_bias,mean_receiver_attention,mean_sender_transposition,mean_receiver_transposition,mean_min_transposition,mean_transposition_gap,mean_comb_tilt,mean_success,mean_payoff
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,44,10,0.275,0.281,0.171,0.189,0.150,0.060,0.418,0.388,3.531
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,45,10,0.277,0.270,0.168,0.188,0.147,0.062,0.420,0.386,3.515
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,46,10,0.284,0.270,0.175,0.188,0.154,0.055,0.419,0.387,3.517
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,47,10,0.292,0.270,0.176,0.188,0.154,0.056,0.431,0.389,3.547
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,48,10,0.291,0.272,0.184,0.189,0.157,0.059,0.428,0.390,3.563
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,49,10,0.286,0.283,0.185,0.188,0.156,0.061,0.427,0.389,3.552
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,50,10,0.285,0.293,0.180,0.181,0.153,0.056,0.432,0.388,3.538
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,51,10,0.298,0.300,0.182,0.180,0.155,0.052,0.423,0.390,3.558
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,52,10,0.293,0.309,0.194,0.191,0.166,0.054,0.421,0.391,3.559
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,53,10,0.286,0.307,0.185,0.185,0.157,0.056,0.448,0.389,3.555
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,54,10,0.300,0.308,0.191,0.187,0.161,0.055,0.463,0.390,3.582
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,55,10,0.299,0.309,0.181,0.175,0.150,0.056,0.480,0.390,3.599
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,56,10,0.291,0.306,0.179,0.172,0.144,0.064,0.487,0.389,3.585
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,57,10,0.288,0.315,0.180,0.166,0.140,0.066,0.505,0.388,3.580
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,58,10,0.284,0.313,0.194,0.172,0.146,0.073,0.508,0.389,3.605
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,59,10,0.292,0.315,0.198,0.179,0.154,0.070,0.519,0.387,3.597
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,60,10,0.300,0.331,0.200,0.188,0.158,0.072,0.520,0.388,3.602
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,61,10,0.311,0.347,0.207,0.208,0.169,0.076,0.514,0.391,3.635
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,62,10,0.321,0.366,0.202,0.214,0.169,0.079,0.507,0.392,3.632
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,63,10,0.314,0.371,0.206,0.226,0.179,0.075,0.529,0.393,3.665
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,64,10,0.305,0.369,0.209,0.234,0.182,0.078,0.532,0.389,3.618
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,65,10,0.303,0.371,0.214,0.238,0.185,0.081,0.541,0.393,3.681
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,66,10,0.304,0.374,0.217,0.249,0.192,0.081,0.535,0.391,3.630
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,67,10,0.311,0.378,0.213,0.252,0.192,0.081,0.551,0.390,3.642
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,68,10,0.311,0.395,0.226,0.274,0.205,0.090,0.549,0.391,3.645
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,69,10,0.320,0.395,0.228,0.276,0.210,0.084,0.548,0.393,3.667
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,70,10,0.325,0.397,0.226,0.272,0.210,0.077,0.557,0.392,3.664
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,71,10,0.326,0.404,0.229,0.273,0.215,0.071,0.551,0.387,3.613
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,72,10,0.337,0.420,0.230,0.284,0.220,0.075,0.553,0.389,3.635
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,73,10,0.347,0.429,0.224,0.282,0.213,0.079,0.553,0.392,3.667
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,74,10,0.351,0.442,0.226,0.291,0.219,0.078,0.558,0.390,3.646
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,75,10,0.346,0.450,0.227,0.300,0.223,0.082,0.553,0.391,3.646
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,76,10,0.345,0.468,0.230,0.297,0.226,0.075,0.558,0.393,3.675
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,77,10,0.347,0.462,0.230,0.299,0.221,0.086,0.569,0.391,3.654
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,78,10,0.357,0.445,0.236,0.307,0.228,0.089,0.569,0.396,3.715
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,79,10,0.364,0.434,0.232,0.301,0.221,0.091,0.587,0.394,3.712
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,80,10,0.358,0.443,0.214,0.283,0.201,0.095,0.600,0.391,3.690
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,81,10,0.361,0.462,0.220,0.285,0.207,0.090,0.614,0.394,3.726
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,82,10,0.363,0.479,0.233,0.291,0.221,0.083,0.624,0.393,3.709
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,83,10,0.376,0.488,0.231,0.290,0.220,0.080,0.622,0.397,3.771
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,84,10,0.365,0.482,0.238,0.274,0.224,0.064,0.636,0.394,3.760
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,85,10,0.378,0.487,0.250,0.275,0.231,0.064,0.630,0.394,3.758
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,86,10,0.387,0.487,0.249,0.263,0.225,0.062,0.625,0.394,3.743
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,87,10,0.391,0.476,0.249,0.261,0.228,0.055,0.615,0.393,3.716
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,88,10,0.396,0.481,0.246,0.254,0.223,0.054,0.608,0.397,3.777
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,89,10,0.394,0.483,0.249,0.246,0.220,0.056,0.599,0.398,3.782
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,90,10,0.390,0.491,0.240,0.247,0.216,0.055,0.605,0.398,3.792
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,91,10,0.394,0.487,0.241,0.248,0.215,0.059,0.610,0.396,3.768
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,92,10,0.398,0.483,0.240,0.246,0.212,0.062,0.608,0.397,3.777
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,93,10,0.404,0.486,0.234,0.240,0.206,0.061,0.597,0.399,3.788
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,94,10,0.412,0.496,0.229,0.235,0.206,0.051,0.573,0.400,3.786
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,95,10,0.421,0.503,0.243,0.244,0.220,0.048,0.571,0.404,3.825
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,96,10,0.418,0.516,0.253,0.245,0.223,0.052,0.564,0.406,3.850
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,97,10,0.439,0.510,0.249,0.249,0.224,0.050,0.565,0.404,3.826
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,98,10,0.448,0.505,0.257,0.251,0.231,0.047,0.577,0.402,3.817
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,99,10,0.432,0.511,0.267,0.281,0.246,0.056,0.584,0.401,3.808
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,100,10,0.423,0.510,0.274,0.291,0.252,0.061,0.593,0.401,3.804
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,101,10,0.429,0.522,0.277,0.289,0.251,0.065,0.570,0.403,3.816
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,102,10,0.440,0.506,0.280,0.284,0.254,0.056,0.571,0.402,3.797
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,103,10,0.434,0.517,0.265,0.282,0.243,0.060,0.563,0.402,3.801
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,104,10,0.438,0.535,0.269,0.283,0.244,0.064,0.560,0.407,3.849
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,105,10,0.444,0.526,0.269,0.280,0.240,0.068,0.574,0.406,3.845
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,106,10,0.433,0.524,0.275,0.287,0.245,0.070,0.588,0.407,3.869
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,107,10,0.441,0.521,0.284,0.291,0.257,0.062,0.596,0.405,3.850
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,108,10,0.438,0.519,0.277,0.292,0.250,0.068,0.592,0.404,3.832
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,109,10,0.437,0.524,0.275,0.290,0.251,0.064,0.595,0.405,3.853
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,110,10,0.452,0.527,0.290,0.292,0.255,0.071,0.594,0.405,3.845
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,111,10,0.457,0.531,0.291,0.288,0.255,0.070,0.602,0.405,3.854
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,112,10,0.452,0.529,0.289,0.288,0.259,0.059,0.611,0.403,3.855
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,113,10,0.452,0.540,0.292,0.288,0.258,0.065,0.599,0.402,3.833
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,114,10,0.454,0.541,0.276,0.276,0.245,0.061,0.598,0.399,3.784
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,115,10,0.450,0.551,0.290,0.271,0.251,0.060,0.614,0.401,3.822
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,116,10,0.445,0.552,0.299,0.268,0.252,0.062,0.611,0.400,3.802
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,117,10,0.449,0.566,0.310,0.279,0.268,0.053,0.619,0.398,3.792
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,118,10,0.469,0.582,0.331,0.293,0.280,0.064,0.629,0.403,3.866
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,119,10,0.458,0.607,0.326,0.283,0.271,0.068,0.623,0.403,3.862
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_tilt,120,10,0.457,0.599,0.334,0.292,0.279,0.068,0.628,0.400,3.832
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,0,9,0.077,0.126,0.000,0.000,0.000,0.000,0.000,0.101,0.660
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,1,9,0.081,0.120,0.018,0.019,0.017,0.003,0.020,0.129,0.911
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,2,9,0.088,0.125,0.032,0.033,0.029,0.007,0.033,0.154,1.131
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,3,9,0.097,0.122,0.048,0.047,0.042,0.010,0.042,0.172,1.304
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,4,9,0.105,0.131,0.057,0.058,0.053,0.009,0.053,0.187,1.440
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,5,9,0.113,0.134,0.066,0.066,0.061,0.009,0.063,0.204,1.598
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,6,9,0.115,0.145,0.073,0.073,0.067,0.012,0.075,0.219,1.744
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,7,9,0.119,0.158,0.073,0.078,0.070,0.011,0.085,0.232,1.859
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,8,9,0.122,0.161,0.076,0.081,0.074,0.010,0.091,0.248,2.012
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,9,9,0.124,0.162,0.080,0.085,0.074,0.017,0.097,0.258,2.106
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,10,9,0.122,0.175,0.082,0.087,0.078,0.013,0.109,0.274,2.264
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,11,9,0.131,0.177,0.089,0.099,0.086,0.017,0.111,0.281,2.325
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,12,9,0.137,0.193,0.091,0.104,0.089,0.017,0.115,0.292,2.419
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,13,9,0.144,0.192,0.094,0.103,0.087,0.023,0.122,0.304,2.539
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,14,9,0.148,0.197,0.104,0.111,0.096,0.024,0.118,0.314,2.623
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,15,9,0.142,0.202,0.106,0.113,0.100,0.018,0.121,0.329,2.766
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,16,9,0.148,0.205,0.105,0.116,0.100,0.022,0.131,0.333,2.810
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,17,9,0.153,0.196,0.105,0.125,0.098,0.034,0.132,0.337,2.845
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,18,9,0.162,0.192,0.108,0.130,0.099,0.039,0.132,0.346,2.928
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,19,9,0.169,0.203,0.110,0.133,0.101,0.040,0.141,0.351,2.979
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,20,9,0.174,0.207,0.118,0.135,0.105,0.042,0.146,0.358,3.048
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,21,9,0.188,0.224,0.125,0.145,0.112,0.046,0.155,0.362,3.092
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,22,9,0.201,0.224,0.128,0.146,0.113,0.048,0.155,0.368,3.156
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,23,9,0.200,0.227,0.134,0.148,0.120,0.042,0.154,0.372,3.182
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,24,9,0.210,0.233,0.139,0.160,0.121,0.056,0.153,0.376,3.221
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,25,9,0.221,0.235,0.143,0.157,0.126,0.047,0.156,0.375,3.224
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,26,9,0.229,0.245,0.143,0.162,0.131,0.043,0.157,0.377,3.244
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,27,9,0.246,0.252,0.153,0.176,0.145,0.040,0.165,0.377,3.247
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,28,9,0.253,0.255,0.154,0.179,0.144,0.045,0.163,0.380,3.273
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,29,9,0.254,0.259,0.164,0.181,0.152,0.040,0.168,0.383,3.310
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,30,9,0.247,0.272,0.160,0.179,0.148,0.043,0.161,0.382,3.279
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,31,9,0.243,0.263,0.161,0.179,0.148,0.045,0.167,0.388,3.354
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,32,9,0.258,0.284,0.167,0.187,0.154,0.047,0.180,0.395,3.433
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,33,9,0.271,0.296,0.175,0.190,0.159,0.047,0.178,0.392,3.399
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,34,9,0.276,0.299,0.189,0.203,0.169,0.054,0.184,0.394,3.427
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,35,9,0.281,0.314,0.194,0.215,0.175,0.060,0.187,0.396,3.453
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,36,9,0.292,0.326,0.191,0.215,0.174,0.058,0.192,0.399,3.485
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,37,9,0.308,0.335,0.201,0.227,0.185,0.058,0.195,0.399,3.481
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,38,9,0.319,0.349,0.208,0.235,0.193,0.056,0.199,0.397,3.469
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,39,9,0.329,0.372,0.211,0.238,0.195,0.059,0.205,0.401,3.506
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,40,9,0.342,0.388,0.207,0.235,0.195,0.052,0.222,0.405,3.565
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,41,9,0.340,0.390,0.206,0.231,0.194,0.050,0.240,0.407,3.612
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,42,9,0.337,0.404,0.206,0.238,0.199,0.046,0.246,0.407,3.608
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,43,9,0.348,0.411,0.202,0.234,0.194,0.048,0.241,0.409,3.636
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,44,9,0.360,0.421,0.207,0.245,0.197,0.058,0.251,0.406,3.613
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,45,9,0.370,0.436,0.198,0.236,0.184,0.066,0.256,0.406,3.626
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,46,9,0.388,0.454,0.194,0.223,0.182,0.053,0.258,0.411,3.681
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,47,9,0.407,0.460,0.190,0.225,0.181,0.052,0.265,0.409,3.674
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,48,9,0.417,0.494,0.189,0.222,0.179,0.053,0.280,0.411,3.698
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,49,9,0.425,0.500,0.193,0.231,0.183,0.059,0.285,0.411,3.723
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,50,9,0.433,0.501,0.197,0.232,0.186,0.057,0.286,0.412,3.722
alpha_0p25_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0p6,false,outcome,partial_transposition,51,9,0.448,0.506,0.198,0.227,0.181,0.062,0.296,0.413,3.746
