point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
transposition_mutation_correlation_0p600,transposition_mutation_correlation,0.600,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.600,outcome,success,87,"300,301,303,304,305,306,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,325,326,327,328,329,330,331,333,334,335,336,337,338,339,340,341,342,344,347,348,349,350,351,353,354,355,356,357,358,359,361,362,363,364,367,368,369,370,372,373,374,375,376,377,378,379,380,381,382,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,57.632,52.483,25.425,27.851,0.912,0.875,0.164,0.783,0.794,0.816,0.032,0.861,0.561,5.310
transposition_mutation_correlation_0p600,transposition_mutation_correlation,0.600,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.600,outcome,vertical_without_gravity,2,"332,360",0.000,0.000,1.000,0.000,not_reached,110.000,45.000,47.500,0.853,0.367,0.168,0.643,0.786,0.343,0.054,0.835,0.500,4.149
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.800,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.910,0.980,0.910,0.000,54.663,50.608,26.212,23.970,0.902,0.868,0.164,0.781,0.796,0.813,0.020,0.839,0.561,5.278
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.800,comparison,successful,91,"300,301,302,304,305,306,307,308,310,311,312,313,314,315,316,317,318,319,320,321,323,324,325,326,327,328,330,331,332,333,334,335,336,337,338,339,340,341,342,344,345,346,348,349,350,351,353,354,355,356,357,358,359,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,395,396,397,398,399",1.000,1.000,1.000,0.000,54.429,50.945,26.176,22.956,0.909,0.879,0.164,0.779,0.796,0.824,0.020,0.853,0.562,5.326
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.800,comparison,unsuccessful,9,"303,309,322,329,343,347,352,360,394",0.000,0.778,0.000,0.000,57.714,45.500,26.625,34.222,0.826,0.755,0.162,0.801,0.798,0.701,0.019,0.695,0.548,4.793
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.800,outcome,flat,1,322,0.000,0.000,0.000,0.000,not_reached,not_reached,not_reached,36.000,0.417,0.336,0.161,0.763,0.809,0.214,0.006,0.284,0.564,4.084
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.800,outcome,gravity_without_vertical,7,"303,309,329,343,347,360,394",0.000,1.000,0.000,0.000,57.714,45.500,27.857,32.714,0.894,0.853,0.163,0.803,0.786,0.810,0.023,0.775,0.546,4.909
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.800,outcome,partial_tilt,1,352,0.000,0.000,0.000,0.000,not_reached,not_reached,18.000,43.000,0.760,0.481,0.160,0.826,0.872,0.427,0.002,0.546,0.550,4.693
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.800,outcome,success,91,"300,301,302,304,305,306,307,308,310,311,312,313,314,315,316,317,318,319,320,321,323,324,325,326,327,328,330,331,332,333,334,335,336,337,338,339,340,341,342,344,345,346,348,349,350,351,353,354,355,356,357,358,359,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,395,396,397,398,399",1.000,1.000,1.000,0.000,54.429,50.945,26.176,22.956,0.909,0.879,0.164,0.779,0.796,0.824,0.020,0.853,0.562,5.326
transposition_mutation_correlation_0p900,transposition_mutation_correlation,0.900,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.940,0.980,0.940,0.000,57.459,54.309,28.758,21.310,0.899,0.879,0.164,0.771,0.794,0.810,0.017,0.850,0.565,5.350
transposition_mutation_correlation_0p900,transposition_mutation_correlation,0.900,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.900,comparison,successful,94,"300,301,302,303,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,342,343,344,345,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,371,372,373,374,375,376,377,378,379,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,56.521,54.394,28.213,21.553,0.908,0.893,0.164,0.774,0.794,0.827,0.017,0.859,0.566,5.392
transposition_mutation_correlation_0p900,transposition_mutation_correlation,0.900,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.900,comparison,unsuccessful,6,"304,322,341,346,370,380",0.000,0.667,0.000,0.000,79.500,51.667,39.000,17.500,0.765,0.656,0.164,0.732,0.803,0.530,0.029,0.705,0.550,4.691
transposition_mutation_correlation_0p900,transposition_mutation_correlation,0.900,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.900,outcome,flat,1,304,0.000,0.000,0.000,0.000,not_reached,not_reached,not_reached,25.000,0.483,0.322,0.165,0.798,0.850,0.114,0.049,0.483,0.573,4.406
transposition_mutation_correlation_0p900,transposition_mutation_correlation,0.900,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.900,outcome,gravity_without_vertical,4,"322,341,346,380",0.000,1.000,0.000,0.000,79.500,51.667,41.250,18.000,0.845,0.785,0.167,0.730,0.804,0.675,0.031,0.757,0.553,4.896
transposition_mutation_correlation_0p900,transposition_mutation_correlation,0.900,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.900,outcome,partial_tilt,1,370,0.000,0.000,0.000,0.000,not_reached,not_reached,30.000,8.000,0.727,0.478,0.151,0.673,0.748,0.363,0.004,0.720,0.513,4.159
transposition_mutation_correlation_0p900,transposition_mutation_correlation,0.900,false,8,0.270,9,1.000,0.600,6.500,0.055,0.090,0.900,outcome,success,94,"300,301,302,303,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,342,343,344,345,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,371,372,373,374,375,376,377,378,379,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,56.521,54.394,28.213,21.553,0.908,0.893,0.164,0.774,0.794,0.827,0.017,0.859,0.566,5.392
