point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,125,successful,success,true,true,true,false,80,42,21,45,0.905,119,0.870,98,0.256,0,0.755,0.805,0.812,0.805,0.805,0.006,0.897,0.699,8.178,88.930
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,131,successful,success,true,true,true,false,49,54,24,32,0.926,119,0.914,109,0.259,0,0.761,0.863,0.891,0.908,0.891,0.017,0.893,0.727,8.562,89.996
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,134,successful,success,true,true,true,false,67,57,33,21,0.934,94,0.858,108,0.257,0,0.611,0.823,0.838,0.841,0.838,0.003,0.884,0.704,8.106,90.160
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,135,successful,success,true,true,true,false,114,30,22,57,0.898,86,0.513,114,0.258,0,0.355,0.736,0.535,0.512,0.512,0.024,0.809,0.634,6.730,87.445
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,136,unsuccessful,gravity_without_vertical,false,true,false,false,120,not_reached,28,85,0.754,117,0.528,120,0.247,0,0.512,0.903,0.533,0.528,0.528,0.005,0.713,0.650,6.894,91.045
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,137,successful,success,true,true,true,false,71,53,21,36,0.899,105,0.767,120,0.270,0,0.360,0.439,0.767,0.823,0.767,0.056,0.892,0.623,6.941,81.199
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,138,successful,success,true,true,true,false,50,25,19,26,0.902,79,0.848,118,0.267,0,0.819,0.768,0.838,0.853,0.838,0.016,0.820,0.682,7.760,88.597
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,139,successful,success,true,true,true,false,72,55,19,62,0.908,119,0.910,104,0.274,0,0.640,0.850,0.826,0.790,0.790,0.036,0.881,0.708,8.249,88.639
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,143,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,46,35,not_reached,0.882,47,0.247,85,0.261,0,0.287,0.380,0.168,0.233,0.168,0.065,0.847,0.580,6.236,81.644
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,140,successful,success,true,true,true,false,90,80,34,64,0.899,120,0.903,109,0.240,0,0.704,0.902,0.894,0.869,0.869,0.026,0.899,0.707,8.395,88.313
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,142,unsuccessful,partial_tilt,false,false,false,false,not_reached,47,20,not_reached,0.855,63,0.205,53,0.266,0,0.656,0.857,0.192,0.251,0.192,0.058,0.757,0.628,6.664,87.293
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,141,successful,success,true,true,true,false,61,58,33,43,0.933,73,0.899,83,0.258,0,0.656,0.865,0.839,0.824,0.824,0.015,0.842,0.698,7.994,89.802
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,145,unsuccessful,partial_transposition,false,false,false,false,not_reached,41,24,85,0.896,71,0.303,89,0.266,0,0.713,0.847,0.302,0.376,0.302,0.074,0.483,0.666,6.605,85.652
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,148,unsuccessful,partial_tilt,false,false,false,false,not_reached,57,30,51,0.869,59,0.398,62,0.230,0,0.658,0.591,0.251,0.227,0.227,0.024,0.743,0.620,6.392,83.753
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,146,unsuccessful,partial_tilt,false,false,false,false,not_reached,56,20,93,0.886,59,0.301,95,0.229,0,0.767,0.854,0.178,0.162,0.162,0.016,0.525,0.670,6.594,86.193
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,149,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,80,39,32,0.875,81,0.416,120,0.278,0,0.208,0.520,0.481,0.416,0.416,0.065,0.827,0.573,6.123,81.858
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,147,unsuccessful,vertical_without_gravity,false,true,true,false,103,61,24,33,0.921,120,0.515,103,0.226,0,0.384,0.636,0.583,0.439,0.439,0.144,0.921,0.637,7.205,86.980
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,144,unsuccessful,partial_tilt,false,false,false,false,not_reached,44,36,56,0.904,72,0.377,65,0.249,0,0.765,0.884,0.286,0.216,0.216,0.071,0.727,0.628,6.582,89.926
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,150,unsuccessful,partial_tilt,false,false,false,false,not_reached,43,35,not_reached,0.888,50,0.226,55,0.234,0,0.298,0.805,0.235,0.173,0.173,0.062,0.719,0.602,6.265,84.777
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,151,successful,success,true,true,true,false,46,46,26,19,0.913,80,0.921,94,0.275,0,0.793,0.839,0.908,0.882,0.882,0.026,0.843,0.702,8.200,89.610
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,152,successful,success,true,true,true,false,90,54,21,57,0.920,118,0.875,119,0.282,0,0.602,0.832,0.900,0.851,0.851,0.049,0.898,0.693,8.204,87.737
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,153,successful,success,true,true,true,false,96,66,55,85,0.879,106,0.823,120,0.250,0,0.806,0.890,0.852,0.823,0.823,0.029,0.870,0.709,8.326,89.275
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,154,successful,success,true,true,true,false,32,39,24,19,0.901,41,0.925,87,0.258,0,0.656,0.846,0.797,0.821,0.797,0.024,0.826,0.697,7.864,83.629
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,157,unsuccessful,gravity_without_vertical,false,true,false,false,112,32,20,84,0.899,83,0.569,113,0.249,0,0.412,0.207,0.258,0.260,0.258,0.002,0.797,0.584,6.118,81.078
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,158,unsuccessful,vertical_without_gravity,false,true,true,false,113,36,17,79,0.927,55,0.505,113,0.218,0,0.376,0.555,0.468,0.534,0.468,0.066,0.801,0.620,6.782,82.795
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,156,successful,success,true,true,true,false,86,33,27,42,0.922,97,0.860,108,0.250,0,0.597,0.916,0.803,0.858,0.803,0.055,0.859,0.703,8.156,87.714
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,155,successful,success,true,true,true,false,44,73,22,30,0.895,90,0.891,94,0.265,0,0.736,0.886,0.874,0.871,0.871,0.002,0.882,0.714,8.590,90.116
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,159,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,48,28,87,0.941,102,0.335,89,0.268,0,0.300,0.314,0.236,0.189,0.189,0.048,0.813,0.592,6.247,83.519
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,163,unsuccessful,vertical_without_gravity,false,true,true,false,118,50,27,96,0.887,61,0.540,119,0.266,0,0.569,0.591,0.561,0.479,0.479,0.081,0.854,0.634,6.906,82.427
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,162,unsuccessful,flat,false,false,false,false,not_reached,43,23,85,0.885,66,0.350,107,0.266,0,0.585,0.856,0.309,0.172,0.172,0.137,0.485,0.671,6.574,85.001
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,165,unsuccessful,partial_tilt,false,false,false,false,not_reached,44,25,55,0.880,107,0.365,109,0.267,0,0.732,0.679,0.272,0.306,0.272,0.034,0.712,0.632,6.404,83.821
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,164,unsuccessful,partial_tilt,false,false,false,false,not_reached,67,34,88,0.808,67,0.318,118,0.246,0,0.216,0.397,0.288,0.427,0.288,0.139,0.645,0.605,6.033,84.493
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,161,unsuccessful,partial_tilt,false,false,false,false,not_reached,44,33,39,0.810,44,0.415,120,0.256,0,0.572,0.871,0.462,0.415,0.415,0.047,0.603,0.666,6.958,87.887
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,160,successful,success,true,true,true,false,90,65,17,54,0.879,107,0.925,120,0.248,0,0.385,0.891,0.940,0.925,0.925,0.014,0.870,0.671,7.771,89.743
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,166,successful,success,true,true,true,false,61,56,22,41,0.924,112,0.923,119,0.240,0,0.690,0.588,0.909,0.909,0.909,0.000,0.900,0.662,7.687,86.235
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,167,unsuccessful,partial_tilt,false,false,false,false,not_reached,34,23,27,0.890,108,0.432,70,0.267,0,0.446,0.660,0.084,0.080,0.080,0.003,0.707,0.619,6.382,82.928
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,168,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,31,21,28,0.889,112,0.259,31,0.246,0,0.385,0.632,0.194,0.202,0.194,0.008,0.855,0.598,6.365,84.597
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,169,unsuccessful,partial_tilt,false,false,false,false,not_reached,58,19,not_reached,0.881,61,0.213,102,0.231,0,0.548,0.839,0.109,0.107,0.107,0.002,0.662,0.635,6.653,86.582
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,170,unsuccessful,partial_tilt,false,false,false,false,not_reached,70,18,110,0.840,71,0.307,111,0.270,0,0.627,0.810,0.308,0.291,0.291,0.016,0.782,0.590,6.364,86.189
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,171,unsuccessful,partial_tilt,false,false,false,false,not_reached,35,19,110,0.896,39,0.256,110,0.258,0,0.830,0.787,0.219,0.257,0.219,0.039,0.788,0.640,6.849,90.330
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,173,successful,success,true,true,true,false,115,40,21,95,0.847,101,0.626,120,0.237,0,0.844,0.728,0.626,0.710,0.626,0.084,0.800,0.668,7.390,87.478
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,172,unsuccessful,gravity_without_vertical,false,true,false,false,108,45,18,90,0.888,100,0.754,118,0.238,0,0.778,0.872,0.850,0.752,0.752,0.099,0.800,0.702,7.882,87.999
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,174,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,93,30,18,0.869,113,0.428,57,0.251,0,0.440,0.889,0.077,0.087,0.077,0.010,0.805,0.616,6.579,87.649
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,176,unsuccessful,partial_tilt,false,false,false,false,not_reached,77,40,96,0.863,90,0.314,118,0.270,0,0.525,0.791,0.301,0.274,0.274,0.027,0.669,0.636,6.431,86.168
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,178,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,68,28,97,0.896,101,0.257,97,0.241,0,0.773,0.385,0.127,0.097,0.097,0.030,0.816,0.570,6.018,82.790
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,175,unsuccessful,gravity_without_vertical,false,true,false,false,99,94,27,38,0.864,112,0.872,117,0.256,0,0.681,0.635,0.884,0.868,0.868,0.016,0.794,0.657,7.336,87.568
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,177,unsuccessful,partial_tilt,false,false,false,false,not_reached,65,25,not_reached,0.822,78,0.242,89,0.266,0,0.634,0.812,0.144,0.173,0.144,0.028,0.783,0.614,6.663,85.108
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,181,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,55,20,not_reached,0.892,58,0.231,70,0.241,0,0.232,0.330,0.139,0.154,0.139,0.015,0.859,0.586,6.239,82.644
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,180,unsuccessful,partial_tilt,false,false,false,false,not_reached,48,23,52,0.893,52,0.277,63,0.270,0,0.330,0.860,0.247,0.252,0.247,0.005,0.712,0.617,6.424,85.577
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,179,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,45,21,not_reached,0.885,119,0.222,120,0.237,0,0.355,0.746,0.222,0.274,0.222,0.053,0.881,0.613,6.661,87.671
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,182,successful,success,true,true,true,false,91,55,27,72,0.911,111,0.865,120,0.234,0,0.531,0.908,0.886,0.865,0.865,0.021,0.846,0.693,8.078,89.324
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,183,successful,success,true,true,true,false,73,58,31,34,0.894,115,0.800,101,0.254,0,0.813,0.725,0.741,0.806,0.741,0.065,0.887,0.676,7.767,89.953
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,184,successful,success,true,true,true,false,99,43,25,89,0.915,98,0.768,120,0.228,0,0.327,0.867,0.768,0.785,0.768,0.016,0.809,0.643,6.895,86.332
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,185,successful,success,true,true,true,false,75,43,28,24,0.908,94,0.865,115,0.234,0,0.834,0.840,0.839,0.836,0.836,0.003,0.856,0.709,8.267,85.366
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,186,unsuccessful,partial_tilt,false,false,false,false,not_reached,31,24,44,0.909,76,0.362,88,0.245,0,0.322,0.554,0.417,0.216,0.216,0.201,0.768,0.596,6.111,81.745
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,192,successful,success,true,true,true,false,115,27,22,36,0.909,31,0.617,118,0.284,0,0.676,0.625,0.602,0.642,0.602,0.039,0.822,0.639,6.926,82.643
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,188,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,59,33,not_reached,0.886,81,0.238,86,0.233,0,0.350,0.706,0.189,0.109,0.109,0.079,0.814,0.580,6.208,84.057
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,190,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,56,29,103,0.888,109,0.447,119,0.228,0,0.358,0.584,0.482,0.430,0.430,0.052,0.861,0.586,6.371,84.152
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,195,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,67,49,63,0.903,74,0.410,120,0.259,0,0.230,0.442,0.410,0.494,0.410,0.083,0.894,0.599,6.399,82.616
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,189,successful,success,true,true,true,false,113,45,24,104,0.890,105,0.652,120,0.248,0,0.745,0.868,0.652,0.703,0.652,0.050,0.818,0.674,7.618,85.491
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,194,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,40,24,52,0.855,117,0.336,112,0.236,0,0.279,0.728,0.256,0.295,0.256,0.039,0.852,0.597,6.447,84.781
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,187,unsuccessful,partial_tilt,false,false,false,false,not_reached,69,25,29,0.845,71,0.360,120,0.239,0,0.773,0.775,0.430,0.360,0.360,0.070,0.769,0.655,7.137,89.680
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,193,successful,success,true,true,true,false,110,43,33,70,0.866,111,0.673,120,0.263,0,0.691,0.898,0.673,0.765,0.673,0.091,0.866,0.694,7.899,86.823
mutation_sd_0p045,mutation_sd,0.045,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.080,0.900,191,unsuccessful,gravity_without_vertical,false,true,false,false,106,103,24,43,0.888,106,0.795,120,0.257,0,0.817,0.905,0.852,0.795,0.795,0.058,0.790,0.712,8.115,88.736
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,97,successful,success,true,true,true,false,46,33,21,13,0.908,88,0.901,64,0.265,0,0.686,0.854,0.837,0.837,0.837,0.000,0.890,0.706,8.338,87.659
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,96,unsuccessful,gravity_without_vertical,false,true,false,false,75,95,27,46,0.937,103,0.507,75,0.261,0,0.704,0.731,0.281,0.284,0.281,0.003,0.761,0.605,6.289,89.198
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,98,successful,success,true,true,true,false,52,54,30,43,0.910,74,0.885,89,0.247,0,0.883,0.758,0.849,0.825,0.825,0.024,0.870,0.678,7.827,90.048
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,99,successful,success,true,true,true,false,62,53,25,24,0.899,92,0.873,111,0.268,0,0.843,0.814,0.796,0.835,0.796,0.039,0.808,0.694,7.847,88.263
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,105,unsuccessful,partial_tilt,false,false,false,false,not_reached,119,34,27,0.817,119,0.404,37,0.259,0,0.720,0.741,0.203,0.199,0.199,0.004,0.781,0.640,6.836,89.262
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,106,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,39,0.492,110,0.273,39,0.274,0,0.613,0.813,0.256,0.241,0.241,0.015,0.261,0.684,6.256,89.226
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,107,successful,success,true,true,true,false,36,35,28,27,0.904,103,0.904,77,0.243,0,0.672,0.826,0.821,0.817,0.817,0.004,0.876,0.688,8.041,88.286
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,109,unsuccessful,gravity_without_vertical,false,true,false,false,117,101,23,31,0.860,107,0.589,120,0.236,0,0.602,0.767,0.589,0.630,0.589,0.041,0.691,0.633,6.772,88.837
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,112,successful,success,true,true,true,false,68,40,25,22,0.910,62,0.869,90,0.247,0,0.849,0.815,0.812,0.823,0.812,0.011,0.882,0.701,8.180,87.923
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,111,successful,success,true,true,true,false,58,65,27,27,0.910,111,0.882,99,0.252,0,0.780,0.872,0.832,0.779,0.779,0.053,0.841,0.694,7.911,88.738
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,110,successful,success,true,true,true,false,79,80,45,17,0.913,96,0.895,98,0.237,0,0.759,0.839,0.752,0.816,0.752,0.063,0.829,0.680,7.677,90.263
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,108,successful,success,true,true,true,false,94,104,94,34,0.909,115,0.825,120,0.253,0,0.591,0.850,0.825,0.886,0.825,0.060,0.874,0.685,7.842,92.084
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,113,successful,success,true,true,true,false,85,58,36,65,0.872,98,0.809,104,0.268,0,0.749,0.753,0.822,0.776,0.776,0.047,0.855,0.648,7.438,90.218
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,114,successful,success,true,true,true,false,57,73,26,37,0.889,80,0.913,85,0.266,0,0.634,0.719,0.758,0.776,0.758,0.017,0.844,0.671,7.553,89.618
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,115,successful,success,true,true,true,false,44,62,41,19,0.899,83,0.903,115,0.241,0,0.858,0.775,0.867,0.857,0.857,0.010,0.896,0.687,8.029,89.445
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,116,successful,success,true,true,true,false,38,30,20,21,0.903,65,0.898,116,0.237,0,0.785,0.875,0.880,0.862,0.862,0.018,0.900,0.725,8.610,90.443
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,117,successful,success,true,true,true,false,75,55,29,63,0.885,85,0.862,85,0.236,0,0.782,0.853,0.740,0.776,0.740,0.036,0.866,0.682,7.809,87.895
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,118,successful,success,true,true,true,false,66,80,41,35,0.924,88,0.906,83,0.241,0,0.822,0.825,0.628,0.648,0.628,0.019,0.828,0.657,7.489,89.624
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,119,successful,success,true,true,true,false,56,28,19,21,0.922,97,0.891,104,0.252,0,0.742,0.829,0.795,0.802,0.795,0.007,0.860,0.692,7.900,89.756
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,120,successful,success,true,true,true,false,66,78,28,25,0.923,101,0.848,111,0.262,0,0.847,0.861,0.860,0.834,0.834,0.025,0.866,0.710,8.354,89.796
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,121,successful,success,true,true,true,false,66,58,28,15,0.914,86,0.882,98,0.258,0,0.866,0.703,0.890,0.880,0.880,0.010,0.856,0.700,7.927,88.849
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,122,successful,success,true,true,true,false,57,59,21,24,0.920,94,0.897,113,0.264,0,0.758,0.822,0.862,0.875,0.862,0.012,0.848,0.698,8.039,90.805
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,123,successful,success,true,true,true,false,25,32,22,16,0.912,78,0.878,58,0.262,0,0.733,0.650,0.797,0.851,0.797,0.054,0.892,0.648,7.442,89.069
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,126,successful,success,true,true,true,false,87,61,54,26,0.897,98,0.869,118,0.247,0,0.689,0.812,0.870,0.858,0.858,0.012,0.814,0.701,7.938,90.141
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,125,successful,success,true,true,true,false,49,48,32,37,0.913,101,0.886,116,0.256,0,0.806,0.728,0.860,0.834,0.834,0.026,0.851,0.678,7.737,90.828
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,124,unsuccessful,partial_tilt,false,false,false,false,not_reached,not_reached,58,40,0.646,71,0.489,120,0.248,0,0.578,0.729,0.529,0.489,0.489,0.039,0.630,0.623,6.394,91.642
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,127,successful,success,true,true,true,false,73,49,23,52,0.894,89,0.887,111,0.250,0,0.830,0.872,0.868,0.841,0.841,0.027,0.868,0.716,8.336,91.187
mutation_sd_0p075,mutation_sd,0.075,false,7,0.370,10,0.900,0.440,5.000,0.035,0.075,0.080,0.900,128,successful,success,true,true,true,false,56,40,24,21,0.912,99,0.895,102,0.234,0,0.595,0.774,0.780,0.800,0.780,0.020,0.875,0.675,7.649,90.473
