candidate,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
trial_176,comparison,unsuccessful,4,"134,143,147,148",0.000,1.000,0.000,0.000,54.250,44.750,28.500,23.000,0.906,0.852,0.096,0.759,0.682,0.766,0.012,0.782,0.404,4.413
trial_176,outcome,gravity_without_vertical,4,"134,143,147,148",0.000,1.000,0.000,0.000,54.250,44.750,28.500,23.000,0.906,0.852,0.096,0.759,0.682,0.766,0.012,0.782,0.404,4.413
trial_176,outcome,success,36,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,135,136,137,138,139,140,141,142,144,145,146,149",1.000,1.000,1.000,0.000,54.917,48.389,28.056,26.194,0.906,0.872,0.101,0.771,0.784,0.799,0.039,0.861,0.422,4.857
trial_237,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.850,1.000,0.875,0.000,52.100,46.850,26.375,28.550,0.905,0.841,0.121,0.726,0.735,0.777,0.036,0.849,0.480,6.431
trial_237,comparison,successful,34,"112,114,115,116,117,119,120,121,122,123,124,125,126,127,128,129,130,132,133,134,135,137,138,139,140,141,142,143,144,145,146,147,148,149",1.000,1.000,1.000,0.000,51.235,47.118,26.765,28.176,0.908,0.853,0.120,0.733,0.731,0.793,0.039,0.861,0.481,6.475
trial_237,comparison,unsuccessful,6,"110,111,113,118,131,136",0.000,1.000,0.167,0.000,57.000,45.333,24.167,30.667,0.890,0.772,0.121,0.684,0.757,0.684,0.019,0.783,0.477,6.179
trial_237,outcome,gravity_without_vertical,5,"111,113,118,131,136",0.000,1.000,0.000,0.000,47.200,39.600,24.800,29.400,0.892,0.814,0.123,0.738,0.767,0.751,0.006,0.770,0.482,6.244
trial_237,outcome,success,34,"112,114,115,116,117,119,120,121,122,123,124,125,126,127,128,129,130,132,133,134,135,137,138,139,140,141,142,143,144,145,146,147,148,149",1.000,1.000,1.000,0.000,51.235,47.118,26.765,28.176,0.908,0.853,0.120,0.733,0.731,0.793,0.039,0.861,0.481,6.475
trial_237,outcome,vertical_without_gravity,1,110,0.000,1.000,1.000,0.000,106.000,74.000,21.000,37.000,0.884,0.563,0.115,0.415,0.708,0.348,0.086,0.844,0.453,5.855
trial_155,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.750,1.000,0.775,0.000,49.650,46.650,24.675,21.175,0.903,0.855,0.104,0.714,0.735,0.776,0.032,0.830,0.428,5.414
trial_155,comparison,successful,30,"110,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,137,138,139,140,143,144,145,147",1.000,1.000,1.000,0.000,49.767,46.000,24.400,22.200,0.905,0.861,0.103,0.726,0.749,0.789,0.030,0.847,0.432,5.505
trial_155,comparison,unsuccessful,10,"111,133,134,135,136,141,142,146,148,149",0.000,1.000,0.100,0.000,49.300,48.600,25.500,18.100,0.897,0.839,0.104,0.680,0.693,0.735,0.040,0.781,0.417,5.138
trial_155,outcome,gravity_without_vertical,9,"111,133,135,136,141,142,146,148,149",0.000,1.000,0.000,0.000,47.000,48.333,25.222,18.111,0.900,0.874,0.104,0.716,0.730,0.786,0.043,0.777,0.423,5.225
trial_155,outcome,success,30,"110,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,137,138,139,140,143,144,145,147",1.000,1.000,1.000,0.000,49.767,46.000,24.400,22.200,0.905,0.861,0.103,0.726,0.749,0.789,0.030,0.847,0.432,5.505
trial_155,outcome,vertical_without_gravity,1,134,0.000,1.000,1.000,0.000,70.000,51.000,28.000,18.000,0.871,0.520,0.106,0.363,0.355,0.271,0.005,0.816,0.367,4.358
trial_169,all,all,40,"110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149",0.900,0.975,0.900,0.000,62.385,56.692,27.275,28.450,0.897,0.848,0.094,0.771,0.782,0.791,0.035,0.844,0.406,4.514
trial_169,comparison,successful,36,"111,112,113,115,116,117,118,119,120,121,122,123,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,147,148,149",1.000,1.000,1.000,0.000,62.861,56.972,26.389,26.889,0.903,0.858,0.095,0.772,0.785,0.807,0.035,0.859,0.407,4.562
trial_169,comparison,unsuccessful,4,"110,114,124,146",0.000,0.750,0.000,0.000,56.667,53.333,35.250,42.500,0.838,0.749,0.091,0.767,0.760,0.644,0.040,0.710,0.396,4.088
trial_169,outcome,gravity_without_vertical,3,"110,114,146",0.000,1.000,0.000,0.000,56.667,53.333,29.000,28.333,0.925,0.879,0.091,0.757,0.757,0.739,0.040,0.784,0.395,4.216
trial_169,outcome,partial_transposition,1,124,0.000,0.000,0.000,0.000,not_reached,not_reached,54.000,85.000,0.578,0.361,0.090,0.798,0.768,0.361,0.038,0.490,0.400,3.702
trial_169,outcome,success,36,"111,112,113,115,116,117,118,119,120,121,122,123,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,147,148,149",1.000,1.000,1.000,0.000,62.861,56.972,26.389,26.889,0.903,0.858,0.095,0.772,0.785,0.807,0.035,0.859,0.407,4.562
