number,state,value,food_site_count,food_site_radius,food_site_radius_log_sd,food_site_capacity,food_value,vertical_comb_benefit,food_site_min_distance,food_site_max_distance,foray_shape,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,mean_final_dance_propensity,elapsed_seconds
0,COMPLETE,-9.875,7,75.000,0.6,11,,0.360,750.0,4000.000,2.0,2.250000e-05,0.050,0.700,0,10,10,0.125,0.066,0.089,0.132,0.162,0.601,625.075
1,COMPLETE,8.903,5,330.000,0.6,4,,0.580,750.0,3750.000,2.0,3.000000e-05,0.070,0.800,8,10,0,0.903,0.263,3.275,0.777,0.723,0.553,908.921
2,COMPLETE,-7.518,2,195.000,0.6,6,,0.200,750.0,5250.000,2.0,4.250000e-05,0.090,0.400,2,10,10,0.482,0.003,0.004,0.504,0.359,0.549,253.459
3,COMPLETE,0.201,4,345.000,0.6,3,,0.420,750.0,7500.000,2.0,1.750000e-05,0.100,0.700,0,10,0,0.201,0.128,0.555,0.161,0.190,0.690,684.260
4,COMPLETE,-1.843,7,195.000,0.6,5,,0.420,750.0,5500.000,2.0,4.000000e-05,0.080,0.100,0,10,2,0.157,0.143,0.177,0.125,0.215,0.690,813.451
5,COMPLETE,-9.707,3,330.000,0.6,11,,0.280,750.0,7000.000,2.0,4.000000e-05,0.040,0.500,0,10,10,0.293,0.004,0.025,0.396,0.244,0.572,288.742
6,COMPLETE,0.226,3,330.000,0.6,4,,0.340,750.0,4250.000,2.0,2.500000e-05,0.070,0.900,0,10,0,0.226,0.164,1.182,0.181,0.203,0.551,746.421
7,COMPLETE,9.980,6,300.000,0.6,2,,0.360,750.0,3250.000,2.0,1.250000e-05,0.120,0.700,9,10,0,0.980,0.269,3.711,0.823,0.721,0.567,1024.104
8,COMPLETE,0.263,7,330.000,0.6,11,,0.120,750.0,5750.000,2.0,2.750000e-05,0.090,0.900,0,10,0,0.263,0.233,1.647,0.220,0.206,0.518,987.508
9,COMPLETE,-8.435,1,360.000,0.6,12,,0.140,750.0,7000.000,2.0,3.000000e-05,0.120,0.500,1,10,10,0.565,0.004,0.011,0.578,0.424,0.648,218.337
10,COMPLETE,-9.702,3,90.000,0.6,4,,0.260,750.0,3500.000,2.0,5.750000e-05,0.040,0.400,0,10,10,0.298,0.011,0.001,0.243,0.255,0.649,333.272
11,COMPLETE,-9.499,2,90.000,0.6,11,,0.300,750.0,3250.000,2.0,5.750000e-05,0.070,0.300,0,10,10,0.501,0.010,0.001,0.459,0.376,0.476,286.940
12,COMPLETE,-9.360,3,135.000,0.6,9,,0.320,750.0,4750.000,2.0,5.750000e-05,0.120,0.900,0,10,10,0.640,0.015,0.001,0.512,0.592,0.544,331.067
13,COMPLETE,-9.582,3,105.000,0.6,6,,0.580,750.0,6750.000,2.0,3.750000e-05,0.050,0.400,0,10,10,0.418,0.011,0.001,0.357,0.274,0.647,378.112
14,COMPLETE,1.600,7,225.000,0.6,3,,0.140,750.0,6750.000,2.0,1.000000e-05,0.130,0.700,1,10,0,0.600,0.122,0.987,0.482,0.488,0.613,827.482
15,COMPLETE,0.210,3,255.000,0.6,6,,0.420,750.0,3000.000,2.0,3.750000e-05,0.070,0.700,0,10,0,0.210,0.166,1.139,0.168,0.211,0.636,793.603
16,COMPLETE,5.644,7,210.000,0.6,2,,0.540,750.0,6000.000,2.0,1.000000e-05,0.040,0.900,5,10,0,0.644,0.132,1.482,0.729,0.477,0.700,815.628
17,COMPLETE,-9.526,7,105.000,0.6,8,,0.280,750.0,6250.000,2.0,2.500000e-05,0.130,0.000,0,10,10,0.474,0.027,0.001,0.457,0.269,0.566,500.960
18,COMPLETE,-7.427,5,315.000,0.6,2,,0.200,750.0,6000.000,2.0,5.750000e-05,0.100,0.600,2,10,10,0.573,0.045,0.056,0.558,0.398,0.543,527.667
19,COMPLETE,-8.646,3,360.000,0.6,11,,0.560,750.0,5750.000,2.0,3.750000e-05,0.070,0.900,1,10,10,0.354,0.085,0.178,0.459,0.271,0.698,543.271
20,COMPLETE,-8.427,4,150.000,0.6,2,,0.220,750.0,4250.000,2.0,5.000000e-05,0.100,0.800,1,10,10,0.573,0.012,0.003,0.567,0.449,0.515,413.702
21,COMPLETE,-8.591,5,180.000,0.6,4,,0.480,750.0,6500.000,2.0,4.750000e-05,0.100,0.800,1,10,10,0.409,0.006,0.003,0.412,0.391,0.484,438.119
22,COMPLETE,-1.839,8,345.000,0.6,3,,0.400,750.0,7500.000,2.0,4.250000e-05,0.080,0.100,0,10,2,0.161,0.214,0.490,0.129,0.175,0.675,980.410
23,COMPLETE,0.187,6,180.000,0.6,3,,0.140,750.0,4000.000,2.0,4.750000e-05,0.110,0.900,0,10,0,0.187,0.150,0.361,0.150,0.197,0.606,903.909
24,COMPLETE,0.241,8,285.000,0.6,9,,0.360,750.0,6500.000,2.0,1.250000e-05,0.040,1.000,0,10,0,0.241,0.211,2.017,0.284,0.180,0.634,926.320
25,COMPLETE,-9.375,4,120.000,0.6,3,,0.380,750.0,7000.000,2.0,4.500000e-05,0.100,0.900,0,10,10,0.625,0.017,0.001,0.560,0.462,0.526,481.305
26,COMPLETE,0.190,5,345.000,0.6,5,,0.120,750.0,5000.000,2.0,3.750000e-05,0.090,0.600,0,10,0,0.190,0.222,1.281,0.152,0.195,0.628,940.987
27,COMPLETE,0.158,3,345.000,0.6,5,,0.600,750.0,3500.000,2.0,6.000000e-05,0.040,0.600,0,10,0,0.158,0.225,1.131,0.162,0.115,0.595,819.226
28,COMPLETE,0.301,6,345.000,0.6,7,,0.340,750.0,3750.000,2.0,2.000000e-05,0.040,0.300,0,10,0,0.301,0.305,3.341,0.342,0.185,0.721,1097.826
29,COMPLETE,7.928,5,180.000,0.6,2,,0.560,750.0,5500.000,2.0,1.250000e-05,0.110,0.500,7,10,0,0.928,0.086,0.695,0.781,0.751,0.685,605.423
30,COMPLETE,-9.398,3,90.000,0.6,10,,0.460,750.0,6250.000,2.0,5.500000e-05,0.100,0.500,0,10,10,0.602,0.012,0.001,0.498,0.456,0.506,450.151
31,COMPLETE,-9.584,3,120.000,0.6,8,,0.380,750.0,5000.000,2.0,5.750000e-05,0.050,0.500,0,10,10,0.416,0.016,0.001,0.378,0.307,0.662,331.187
32,COMPLETE,-6.496,4,195.000,0.6,4,,0.520,750.0,5750.000,2.0,3.250000e-05,0.110,0.400,3,10,10,0.504,0.030,0.009,0.435,0.442,0.589,497.623
33,COMPLETE,2.406,7,285.000,0.6,2,,0.320,750.0,5500.000,2.0,3.500000e-05,0.140,0.600,2,10,0,0.406,0.196,1.029,0.329,0.326,0.600,995.104
34,COMPLETE,0.203,5,240.000,0.6,3,,0.180,750.0,5500.000,2.0,2.750000e-05,0.140,0.900,0,10,0,0.203,0.129,0.427,0.168,0.215,0.630,824.493
35,COMPLETE,-8.739,5,120.000,0.6,4,,0.340,750.0,5500.000,2.0,1.500000e-05,0.090,1.000,1,10,10,0.261,0.059,0.098,0.211,0.308,0.674,675.413
36,COMPLETE,-7.670,4,240.000,0.6,5,,0.240,750.0,5750.000,2.0,3.500000e-05,0.120,1.000,2,10,10,0.330,0.070,0.034,0.325,0.336,0.656,512.561
37,COMPLETE,-8.522,1,195.000,0.6,10,,0.360,750.0,7250.000,2.0,3.750000e-05,0.090,0.300,1,10,10,0.478,0.004,0.002,0.503,0.407,0.437,230.706
38,COMPLETE,-8.456,3,270.000,0.6,3,,0.540,750.0,6750.000,2.0,5.250000e-05,0.120,0.800,1,10,10,0.544,0.005,0.008,0.636,0.371,0.538,328.982
39,COMPLETE,-6.839,4,150.000,0.6,9,,0.420,750.0,3500.000,2.0,5.000000e-05,0.130,0.000,0,10,7,0.161,0.081,0.026,0.179,0.202,0.709,630.401
40,COMPLETE,0.211,6,180.000,0.6,6,,0.360,750.0,3750.000,2.0,4.750000e-05,0.120,0.900,0,10,0,0.211,0.151,0.499,0.172,0.219,0.621,931.721
41,COMPLETE,-9.851,6,75.000,0.6,8,,0.400,750.0,3500.000,2.0,2.750000e-05,0.140,0.100,0,10,10,0.149,0.056,0.030,0.133,0.172,0.682,571.420
42,COMPLETE,-9.412,7,60.000,0.6,3,,0.380,750.0,7250.000,2.0,4.250000e-05,0.110,0.900,0,10,10,0.588,0.017,0.001,0.476,0.490,0.541,444.516
43,COMPLETE,-8.530,4,300.000,0.6,10,,0.360,750.0,6250.000,2.0,4.500000e-05,0.110,0.500,1,10,10,0.470,0.012,0.033,0.555,0.317,0.598,439.701
44,COMPLETE,-8.497,8,135.000,0.6,2,,0.160,750.0,7250.000,2.0,5.750000e-05,0.070,0.000,0,10,9,0.503,0.020,0.001,0.447,0.359,0.401,501.137
45,COMPLETE,0.165,7,180.000,0.6,5,,0.180,750.0,6000.000,2.0,2.500000e-05,0.060,0.900,0,10,0,0.165,0.129,0.359,0.132,0.187,0.679,844.454
46,COMPLETE,-9.656,2,240.000,0.6,6,,0.220,750.0,6750.000,2.0,5.000000e-05,0.080,0.300,0,10,10,0.344,0.002,0.006,0.359,0.314,0.634,255.142
47,COMPLETE,5.791,4,240.000,0.6,7,,0.560,750.0,3500.000,2.0,2.000000e-05,0.110,0.000,5,10,0,0.791,0.149,1.641,0.651,0.604,0.583,713.167
48,COMPLETE,-9.755,2,165.000,0.6,10,,0.540,750.0,6000.000,2.0,3.000000e-05,0.050,0.200,0,10,10,0.245,0.002,0.001,0.233,0.236,0.631,327.572
49,COMPLETE,2.681,7,360.000,0.6,2,,0.160,750.0,4250.000,2.0,1.250000e-05,0.120,0.300,2,10,0,0.681,0.283,3.220,0.572,0.468,0.541,1118.501
50,COMPLETE,1.318,8,270.000,0.6,6,,0.460,750.0,4500.000,2.0,4.750000e-05,0.090,0.100,1,10,0,0.318,0.258,1.662,0.261,0.288,0.492,1139.623
51,COMPLETE,8.889,5,285.000,0.6,3,,0.560,750.0,5250.000,2.0,1.750000e-05,0.090,0.900,8,10,0,0.889,0.163,1.733,0.754,0.727,0.638,791.690
52,COMPLETE,9.997,5,210.000,0.6,5,,0.560,750.0,4250.000,2.0,1.750000e-05,0.100,0.500,9,10,0,0.997,0.133,1.462,0.848,0.806,0.623,793.374
53,COMPLETE,-9.590,1,180.000,0.6,5,,0.320,750.0,4750.000,2.0,2.000000e-05,0.090,0.200,0,10,10,0.410,0.005,0.004,0.539,0.294,0.510,321.620
54,COMPLETE,-9.843,2,195.000,0.6,11,,0.240,750.0,6250.000,2.0,1.500000e-05,0.050,1.000,0,10,10,0.157,0.021,0.009,0.206,0.260,0.613,373.779
55,COMPLETE,-4.829,6,135.000,0.6,6,,0.500,750.0,3500.000,2.0,4.750000e-05,0.110,0.000,0,10,5,0.171,0.118,0.184,0.137,0.214,0.650,825.566
56,COMPLETE,0.263,8,285.000,0.6,12,,0.100,750.0,3250.000,2.0,2.250000e-05,0.050,0.900,0,10,0,0.263,0.349,3.637,0.231,0.249,0.524,1206.495
57,COMPLETE,-9.490,5,315.000,0.6,11,,0.100,750.0,6750.000,2.0,5.750000e-05,0.120,0.500,0,10,10,0.510,0.013,0.037,0.505,0.395,0.476,470.995
58,COMPLETE,-9.768,3,270.000,0.6,8,,0.300,750.0,5000.000,2.0,5.750000e-05,0.040,0.400,0,10,10,0.232,0.003,0.023,0.448,0.230,0.783,338.162
59,COMPLETE,-6.519,3,120.000,0.6,7,,0.300,750.0,3250.000,2.0,1.750000e-05,0.120,0.900,3,10,10,0.481,0.055,0.224,0.399,0.401,0.637,472.525
60,COMPLETE,0.247,7,270.000,0.6,5,,0.240,750.0,3250.000,2.0,1.750000e-05,0.060,0.800,0,10,0,0.247,0.300,3.231,0.201,0.252,0.634,1041.241
61,COMPLETE,-9.522,4,75.000,0.6,5,,0.380,750.0,7000.000,2.0,3.250000e-05,0.050,0.000,0,10,10,0.478,0.010,0.001,0.447,0.316,0.582,354.634
62,COMPLETE,0.160,7,360.000,0.6,9,,0.260,750.0,7250.000,2.0,4.250000e-05,0.100,0.100,0,10,0,0.160,0.209,0.478,0.128,0.189,0.650,1094.086
63,COMPLETE,-9.663,3,135.000,0.6,3,,0.380,750.0,7250.000,2.0,3.250000e-05,0.040,0.600,0,10,10,0.337,0.009,0.001,0.377,0.271,0.733,364.162
64,COMPLETE,0.238,4,240.000,0.6,6,,0.320,750.0,3750.000,2.0,3.500000e-05,0.130,0.000,0,10,0,0.238,0.150,0.804,0.190,0.207,0.647,802.289
65,COMPLETE,0.183,4,285.000,0.6,8,,0.200,750.0,3500.000,2.0,6.000000e-05,0.070,0.600,0,10,0,0.183,0.214,0.973,0.147,0.170,0.604,962.299
66,COMPLETE,-9.359,7,60.000,0.6,2,,0.260,750.0,5250.000,2.0,2.500000e-05,0.140,0.200,0,10,10,0.641,0.019,0.001,0.542,0.425,0.512,540.801
67,COMPLETE,-4.757,5,270.000,0.6,5,,0.320,750.0,5250.000,2.0,4.250000e-05,0.060,0.900,1,10,6,0.243,0.174,0.421,0.197,0.234,0.648,800.248
68,COMPLETE,-9.851,2,105.000,0.6,3,,0.400,750.0,3750.000,2.0,1.500000e-05,0.060,0.300,0,10,10,0.149,0.030,0.019,0.133,0.159,0.671,453.490
69,COMPLETE,-9.443,1,165.000,0.6,10,,0.520,750.0,6750.000,2.0,2.500000e-05,0.080,1.000,0,10,10,0.557,0.005,0.001,0.473,0.505,0.548,329.407
70,COMPLETE,-9.679,7,225.000,0.6,6,,0.160,750.0,6500.000,2.0,4.750000e-05,0.120,0.900,0,10,10,0.321,0.041,0.018,0.420,0.311,0.504,614.845
71,COMPLETE,-9.677,4,255.000,0.6,6,,0.340,750.0,6000.000,2.0,5.250000e-05,0.100,0.300,0,10,10,0.323,0.005,0.019,0.453,0.268,0.490,423.372
72,COMPLETE,3.638,5,240.000,0.6,10,,0.280,750.0,4750.000,2.0,1.000000e-05,0.100,0.800,3,10,0,0.638,0.142,1.479,0.527,0.489,0.564,852.806
73,COMPLETE,-8.472,4,135.000,0.6,11,,0.200,750.0,5750.000,2.0,2.750000e-05,0.090,0.600,1,10,10,0.528,0.011,0.001,0.471,0.495,0.592,361.719
74,COMPLETE,-5.460,3,300.000,0.6,12,,0.600,750.0,4000.000,2.0,5.500000e-05,0.080,0.200,4,10,10,0.540,0.131,0.341,0.560,0.467,0.635,607.479
75,COMPLETE,-9.378,3,60.000,0.6,3,,0.100,750.0,7000.000,2.0,3.250000e-05,0.080,0.700,0,10,10,0.622,0.006,0.001,0.519,0.416,0.601,388.981
76,COMPLETE,-3.788,6,195.000,0.6,10,,0.580,750.0,6000.000,2.0,3.000000e-05,0.110,0.200,0,10,4,0.212,0.114,0.146,0.172,0.148,0.659,845.255
77,COMPLETE,1.273,5,330.000,0.6,4,,0.260,750.0,4750.000,2.0,5.000000e-05,0.090,0.900,1,10,0,0.273,0.225,0.971,0.232,0.249,0.620,1003.173
78,COMPLETE,-9.360,1,285.000,0.6,10,,0.140,750.0,3250.000,2.0,5.500000e-05,0.130,0.400,0,10,10,0.640,0.005,0.025,0.586,0.469,0.384,290.109
79,COMPLETE,1.349,3,240.000,0.6,9,,0.120,750.0,3250.000,2.0,2.500000e-05,0.140,0.400,1,10,0,0.349,0.125,0.871,0.282,0.294,0.605,751.039
80,COMPLETE,0.235,2,360.000,0.6,11,,0.540,750.0,4500.000,2.0,2.000000e-05,0.090,0.100,0,10,0,0.235,0.120,0.779,0.195,0.217,0.595,634.746
81,COMPLETE,-8.724,3,75.000,0.6,6,,0.280,750.0,3250.000,2.0,1.000000e-05,0.070,0.200,1,10,10,0.276,0.033,0.134,0.250,0.258,0.712,502.056
82,COMPLETE,2.492,7,255.000,0.6,4,,0.320,750.0,3000.000,2.0,3.000000e-05,0.070,0.800,2,10,0,0.492,0.293,3.131,0.411,0.388,0.588,1089.113
83,COMPLETE,0.189,6,270.000,0.6,6,,0.260,750.0,3500.000,2.0,4.000000e-05,0.050,0.300,0,10,0,0.189,0.273,2.244,0.161,0.184,0.624,1058.092
84,COMPLETE,-7.677,3,270.000,0.6,12,,0.460,750.0,7500.000,2.0,2.000000e-05,0.130,0.700,2,10,10,0.323,0.046,0.030,0.276,0.300,0.547,491.638
85,COMPLETE,-9.480,2,120.000,0.6,8,,0.100,750.0,3500.000,2.0,5.750000e-05,0.140,0.300,0,10,10,0.520,0.011,0.001,0.543,0.376,0.504,373.093
86,COMPLETE,-9.563,1,210.000,0.6,7,,0.240,750.0,6500.000,2.0,6.000000e-05,0.070,0.900,0,10,10,0.437,0.002,0.002,0.457,0.404,0.556,329.440
87,COMPLETE,2.605,8,285.000,0.6,8,,0.180,750.0,5500.000,2.0,1.000000e-05,0.110,0.000,2,10,0,0.605,0.214,2.277,0.497,0.446,0.609,1116.683
88,COMPLETE,-9.544,4,135.000,0.6,7,,0.280,750.0,5750.000,2.0,5.000000e-05,0.140,0.100,0,10,10,0.456,0.021,0.001,0.391,0.387,0.442,441.396
89,COMPLETE,-9.663,1,180.000,0.6,5,,0.500,750.0,3250.000,2.0,3.250000e-05,0.080,0.000,0,10,10,0.337,0.003,0.004,0.330,0.449,0.702,343.469
90,COMPLETE,-9.523,2,150.000,0.6,2,,0.420,750.0,6750.000,2.0,2.000000e-05,0.140,0.300,0,10,10,0.477,0.009,0.001,0.461,0.346,0.524,333.823
91,COMPLETE,-9.697,1,165.000,0.6,11,,0.340,750.0,3500.000,2.0,5.500000e-05,0.050,0.800,0,10,10,0.303,0.001,0.001,0.438,0.269,0.624,277.690
92,COMPLETE,-7.544,3,180.000,0.6,12,,0.140,750.0,6250.000,2.0,4.250000e-05,0.090,0.300,2,10,10,0.456,0.004,0.003,0.413,0.402,0.446,371.796
93,COMPLETE,0.240,8,330.000,0.6,9,,0.180,750.0,7500.000,2.0,1.000000e-05,0.080,0.400,0,10,0,0.240,0.204,1.903,0.200,0.215,0.560,1034.825
94,COMPLETE,3.518,5,135.000,0.6,5,,0.600,750.0,4000.000,2.0,1.750000e-05,0.060,0.300,3,10,0,0.518,0.089,0.607,0.439,0.430,0.573,598.670
95,COMPLETE,-7.487,2,360.000,0.6,3,,0.380,750.0,6500.000,2.0,4.750000e-05,0.100,0.600,2,10,10,0.513,0.006,0.030,0.734,0.304,0.554,298.967
96,COMPLETE,-2.221,8,75.000,0.6,6,,0.220,750.0,3750.000,2.0,1.000000e-05,0.060,1.000,4,10,7,0.779,0.069,0.577,0.637,0.610,0.605,717.886
97,COMPLETE,0.187,7,195.000,0.6,4,,0.300,750.0,5250.000,2.0,3.000000e-05,0.100,0.100,0,10,0,0.187,0.143,0.530,0.149,0.204,0.642,857.476
98,COMPLETE,-3.165,5,300.000,0.6,9,,0.580,750.0,6500.000,2.0,5.000000e-05,0.100,0.000,6,10,10,0.835,0.016,0.042,0.813,0.564,0.604,419.105
99,COMPLETE,0.220,8,330.000,0.6,6,,0.440,750.0,7250.000,2.0,2.750000e-05,0.070,0.500,0,10,0,0.220,0.221,1.254,0.177,0.185,0.612,1121.634
100,COMPLETE,-8.581,3,120.000,0.6,10,,0.460,750.0,3000.000,2.0,4.750000e-05,0.140,0.500,1,10,10,0.419,0.053,0.007,0.337,0.390,0.611,387.091
101,COMPLETE,-9.772,5,135.000,0.6,5,,0.540,750.0,5750.000,2.0,2.750000e-05,0.050,0.000,0,10,10,0.228,0.010,0.002,0.291,0.317,0.741,473.613
102,COMPLETE,-8.391,3,315.000,0.6,4,,0.180,750.0,5500.000,2.0,5.500000e-05,0.100,0.700,1,10,10,0.609,0.010,0.032,0.605,0.456,0.507,342.864
103,COMPLETE,-8.523,2,180.000,0.6,8,,0.320,750.0,3000.000,2.0,6.000000e-05,0.080,0.800,1,10,10,0.477,0.002,0.003,0.522,0.351,0.179,318.468
104,COMPLETE,0.256,8,315.000,0.6,11,,0.480,750.0,4750.000,2.0,5.000000e-05,0.070,0.600,0,10,0,0.256,0.301,2.025,0.209,0.188,0.603,1248.848
105,COMPLETE,-7.864,4,135.000,0.6,10,,0.100,750.0,3500.000,2.0,4.500000e-05,0.140,0.200,0,10,8,0.136,0.084,0.028,0.109,0.157,0.685,607.731
106,COMPLETE,-9.415,4,60.000,0.6,11,,0.420,750.0,5500.000,2.0,5.250000e-05,0.090,0.400,0,10,10,0.585,0.011,0.001,0.490,0.476,0.502,429.496
107,COMPLETE,-8.420,4,300.000,0.6,12,,0.600,750.0,5750.000,2.0,5.000000e-05,0.130,0.000,1,10,10,0.580,0.015,0.040,0.606,0.433,0.536,439.117
108,COMPLETE,8.906,8,345.000,0.6,9,,0.540,750.0,4750.000,2.0,6.000000e-05,0.140,0.200,8,10,0,0.906,0.283,2.048,0.776,0.705,0.514,1214.369
109,COMPLETE,1.286,6,330.000,0.6,5,,0.380,750.0,4000.000,2.0,6.000000e-05,0.090,0.200,1,10,0,0.286,0.289,1.813,0.236,0.241,0.632,1095.270
110,COMPLETE,-9.667,8,150.000,0.6,4,,0.540,750.0,6250.000,2.0,5.000000e-05,0.090,0.700,0,10,10,0.333,0.013,0.002,0.444,0.237,0.477,603.628
111,COMPLETE,0.221,8,120.000,0.6,7,,0.460,750.0,4750.000,2.0,2.500000e-05,0.100,0.400,0,10,0,0.221,0.102,0.295,0.177,0.213,0.643,880.837
112,COMPLETE,1.346,8,285.000,0.6,4,,0.420,750.0,6000.000,2.0,2.250000e-05,0.070,0.200,1,10,0,0.346,0.216,1.730,0.297,0.256,0.560,1038.800
113,COMPLETE,-9.516,5,75.000,0.6,9,,0.160,750.0,7500.000,2.0,5.000000e-05,0.100,1.000,0,10,10,0.484,0.014,0.001,0.435,0.488,0.520,436.001
114,COMPLETE,-9.853,1,315.000,0.6,4,,0.300,750.0,3500.000,2.0,2.000000e-05,0.040,1.000,0,10,10,0.147,0.080,0.392,0.118,0.192,0.777,458.522
115,COMPLETE,-5.843,5,105.000,0.6,4,,0.260,750.0,3000.000,2.0,3.750000e-05,0.050,1.000,0,10,6,0.157,0.089,0.169,0.134,0.204,0.729,580.023
116,COMPLETE,-6.760,6,120.000,0.6,5,,0.580,750.0,4500.000,2.0,4.000000e-05,0.140,0.700,1,10,8,0.240,0.060,0.005,0.197,0.228,0.552,636.331
117,COMPLETE,0.220,6,270.000,0.6,10,,0.120,750.0,4750.000,2.0,3.500000e-05,0.120,0.700,0,10,0,0.220,0.194,1.085,0.176,0.227,0.593,935.607
118,COMPLETE,-7.593,7,285.000,0.6,2,,0.560,750.0,7250.000,2.0,4.250000e-05,0.110,0.700,2,10,10,0.407,0.130,0.088,0.352,0.383,0.549,766.818
119,COMPLETE,-9.411,3,105.000,0.6,3,,0.560,750.0,5750.000,2.0,2.500000e-05,0.140,0.000,0,10,10,0.589,0.013,0.001,0.482,0.424,0.520,413.949
120,COMPLETE,-9.565,1,345.000,0.6,9,,0.220,750.0,6250.000,2.0,1.750000e-05,0.070,0.500,0,10,10,0.435,0.012,0.017,0.442,0.265,0.533,282.799
121,COMPLETE,2.539,5,360.000,0.6,2,,0.180,750.0,5500.000,2.0,3.000000e-05,0.140,0.800,2,10,0,0.539,0.189,1.139,0.444,0.447,0.636,902.438
122,COMPLETE,-9.477,1,75.000,0.6,12,,0.260,750.0,4250.000,2.0,3.750000e-05,0.070,0.800,0,10,10,0.523,0.005,0.001,0.505,0.338,0.531,304.922
123,COMPLETE,-6.227,7,330.000,0.6,4,,0.520,750.0,7500.000,2.0,5.250000e-05,0.060,0.800,3,10,10,0.773,0.034,0.073,0.767,0.559,0.530,582.514
124,COMPLETE,4.629,6,285.000,0.6,11,,0.600,750.0,5000.000,2.0,1.500000e-05,0.050,0.700,4,10,0,0.629,0.195,2.382,0.677,0.446,0.682,915.470
125,COMPLETE,-9.621,6,150.000,0.6,7,,0.560,750.0,7250.000,2.0,3.250000e-05,0.100,0.800,0,10,10,0.379,0.009,0.003,0.606,0.276,0.501,417.353
126,COMPLETE,0.209,2,345.000,0.6,10,,0.480,750.0,3750.000,2.0,3.250000e-05,0.080,0.700,0,10,0,0.209,0.140,0.758,0.173,0.183,0.651,669.732
127,COMPLETE,-9.719,3,315.000,0.6,6,,0.160,750.0,5000.000,2.0,4.500000e-05,0.080,0.900,0,10,10,0.281,0.112,0.128,0.239,0.233,0.629,567.994
128,COMPLETE,0.201,4,210.000,0.6,2,,0.140,750.0,3000.000,2.0,2.250000e-05,0.040,0.200,0,10,0,0.201,0.168,1.457,0.178,0.165,0.706,738.620
129,COMPLETE,-9.392,1,150.000,0.6,2,,0.480,750.0,5500.000,2.0,2.500000e-05,0.120,0.800,0,10,10,0.608,0.005,0.001,0.562,0.404,0.497,279.304
130,COMPLETE,-6.782,4,285.000,0.6,11,,0.200,750.0,5250.000,2.0,4.000000e-05,0.080,0.500,1,10,8,0.218,0.150,0.288,0.184,0.276,0.677,737.796
131,COMPLETE,-9.588,2,165.000,0.6,10,,0.560,750.0,6000.000,2.0,5.250000e-05,0.060,0.300,0,10,10,0.412,0.005,0.002,0.463,0.330,0.623,339.815
132,COMPLETE,-9.604,1,285.000,0.6,10,,0.180,750.0,7500.000,2.0,4.000000e-05,0.130,0.600,0,10,10,0.396,0.003,0.004,0.384,0.410,0.513,333.165
133,COMPLETE,0.186,7,195.000,0.6,10,,0.580,750.0,5750.000,2.0,3.250000e-05,0.140,0.500,0,10,0,0.186,0.130,0.231,0.149,0.219,0.580,878.647
134,COMPLETE,-9.845,7,180.000,0.6,4,,0.400,750.0,6500.000,2.0,3.750000e-05,0.120,0.300,0,10,10,0.155,0.060,0.009,0.127,0.277,0.553,642.017
135,COMPLETE,-9.781,2,165.000,0.6,10,,0.320,750.0,3250.000,2.0,1.000000e-05,0.060,0.900,0,10,10,0.219,0.063,0.492,0.182,0.200,0.667,549.599
136,COMPLETE,8.985,8,180.000,0.6,8,,0.520,750.0,3000.000,2.0,1.500000e-05,0.080,0.200,8,10,0,0.985,0.212,3.067,0.839,0.737,0.500,1028.670
137,COMPLETE,-3.879,4,150.000,0.6,6,,0.200,750.0,3500.000,2.0,4.000000e-05,0.060,0.500,0,10,4,0.121,0.102,0.153,0.099,0.145,0.696,646.344
138,COMPLETE,-0.852,6,135.000,0.6,5,,0.140,750.0,3500.000,2.0,4.500000e-05,0.110,0.200,0,10,1,0.148,0.118,0.222,0.119,0.196,0.656,827.741
139,COMPLETE,0.157,5,210.000,0.6,9,,0.360,750.0,4750.000,2.0,3.250000e-05,0.050,0.500,0,10,0,0.157,0.146,0.536,0.132,0.164,0.541,809.648
140,COMPLETE,6.742,5,345.000,0.6,5,,0.560,750.0,5500.000,2.0,1.500000e-05,0.070,0.600,6,10,0,0.742,0.194,2.237,0.635,0.612,0.541,861.915
141,COMPLETE,-9.687,1,210.000,0.6,9,,0.180,750.0,5000.000,2.0,4.750000e-05,0.050,0.000,0,10,10,0.313,0.001,0.003,0.458,0.213,0.606,296.009
142,COMPLETE,-8.565,5,270.000,0.6,3,,0.140,750.0,6250.000,2.0,5.500000e-05,0.070,0.900,1,10,10,0.435,0.006,0.021,0.393,0.566,0.537,402.027
143,COMPLETE,-9.655,4,90.000,0.6,5,,0.600,750.0,6250.000,2.0,6.000000e-05,0.040,0.600,0,10,10,0.345,0.010,0.001,0.339,0.279,0.661,452.141
144,COMPLETE,-3.812,1,330.000,0.6,5,,0.460,750.0,3500.000,2.0,1.000000e-05,0.040,0.000,0,10,4,0.188,0.082,0.726,0.199,0.146,0.699,461.253
145,COMPLETE,-9.382,7,60.000,0.6,6,,0.240,750.0,7250.000,2.0,1.250000e-05,0.100,0.400,0,10,10,0.618,0.012,0.001,0.559,0.360,0.481,522.048
146,COMPLETE,-9.502,6,105.000,0.6,4,,0.400,750.0,6750.000,2.0,3.250000e-05,0.090,0.000,0,10,10,0.498,0.024,0.001,0.428,0.365,0.561,498.227
