number,state,value,food_site_count,food_site_radius,food_site_radius_log_sd,food_site_capacity,food_value,vertical_comb_benefit,food_site_min_distance,food_site_max_distance,foray_shape,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,mean_final_dance_propensity,elapsed_seconds
1003,COMPLETE,11.000,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.120,1.000,10,10,0,1.000,0.169,2.233,0.840,0.806,0.548,724.613
1004,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,723.670
1005,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,728.610
1006,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,731.500
1007,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,748.072
1008,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,728.745
1009,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,737.878
1010,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,722.565
1011,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,719.762
1012,COMPLETE,8.939,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.100,1.000,8,10,0,0.939,0.179,2.082,0.806,0.785,0.568,747.278
1013,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.110,1.000,9,10,0,0.999,0.173,2.289,0.838,0.796,0.539,731.244
1014,COMPLETE,9.935,4,330.000,0.6,9,,0.580,750.0,5250.000,2.0,1.250000e-05,0.090,1.000,9,10,0,0.935,0.159,2.003,0.808,0.757,0.514,709.659
1015,COMPLETE,9.999,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.110,1.000,9,10,0,0.999,0.170,1.974,0.840,0.825,0.552,725.179
1016,COMPLETE,6.928,4,330.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.110,1.000,6,10,0,0.928,0.156,1.672,0.784,0.732,0.598,717.214
1017,COMPLETE,8.889,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.090,1.000,8,10,0,0.889,0.180,2.058,0.758,0.724,0.573,752.404
1018,COMPLETE,8.889,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.090,1.000,8,10,0,0.889,0.180,2.058,0.758,0.724,0.573,740.946
1019,COMPLETE,8.889,4,360.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.090,1.000,8,10,0,0.889,0.180,2.058,0.758,0.724,0.573,755.072
1020,COMPLETE,9.932,4,330.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.090,1.000,9,10,0,0.932,0.165,1.831,0.818,0.794,0.564,729.803
1021,COMPLETE,8.870,5,330.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.090,1.000,8,10,0,0.870,0.193,2.250,0.731,0.742,0.697,818.116
1022,COMPLETE,8.870,5,330.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.090,1.000,8,10,0,0.870,0.193,2.250,0.731,0.742,0.697,807.925
1023,COMPLETE,9.998,5,330.000,0.6,9,,0.580,750.0,5250.000,2.0,1.750000e-05,0.110,1.000,9,10,0,0.998,0.184,2.236,0.851,0.809,0.617,825.453
