number,state,value,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,elapsed_seconds
726,COMPLETE,4.789,6,0.440,6,1.000,0.280,7.000,0.055,0.080,1.000,4,10,0,0.789,0.635,5.203,0.649,0.644,1209.339
727,COMPLETE,8.997,8,0.300,6,1.000,0.600,7.000,0.055,0.110,1.000,8,10,0,0.997,0.560,5.121,0.821,0.759,1160.947
728,COMPLETE,8.998,6,0.300,6,1.000,0.600,7.000,0.055,0.110,1.000,8,10,0,0.998,0.485,3.643,0.844,0.821,1113.185
729,COMPLETE,8.998,6,0.300,6,1.000,0.600,7.000,0.055,0.110,1.000,8,10,0,0.998,0.485,3.643,0.844,0.821,1111.952
730,COMPLETE,8.997,8,0.300,6,1.000,0.600,7.000,0.055,0.110,1.000,8,10,0,0.997,0.560,5.121,0.821,0.759,1154.165
731,COMPLETE,9.997,8,0.300,6,1.000,0.600,7.000,0.055,0.080,1.000,9,10,0,0.997,0.566,5.338,0.832,0.819,1153.218
732,COMPLETE,7.983,8,0.300,6,1.000,0.600,8.500,0.055,0.110,1.000,7,10,0,0.983,0.518,4.087,0.816,0.800,1162.376
733,COMPLETE,0.152,3,0.300,6,1.000,0.600,8.500,0.055,0.110,1.000,0,10,0,0.152,0.339,0.261,0.121,0.211,824.115
734,COMPLETE,0.152,3,0.300,6,1.000,0.600,8.500,0.055,0.110,1.000,0,10,0,0.152,0.339,0.261,0.121,0.211,823.262
735,COMPLETE,7.991,8,0.300,6,1.000,0.560,8.500,0.055,0.110,1.000,7,10,0,0.991,0.514,3.998,0.817,0.798,1164.914
736,COMPLETE,11.000,8,0.270,6,1.000,0.560,8.500,0.055,0.100,1.000,10,10,0,1.000,0.499,3.523,0.856,0.827,1138.388
737,COMPLETE,10.000,8,0.300,6,1.000,0.560,8.500,0.055,0.100,1.000,9,10,0,1.000,0.533,4.272,0.849,0.823,1175.763
738,COMPLETE,11.000,8,0.270,6,1.000,0.560,8.500,0.055,0.100,1.000,10,10,0,1.000,0.499,3.523,0.856,0.827,1147.344
739,COMPLETE,11.000,8,0.270,6,1.000,0.560,8.500,0.055,0.100,1.000,10,10,0,1.000,0.499,3.523,0.856,0.827,1147.558
740,COMPLETE,8.947,8,0.270,6,1.000,0.560,8.000,0.055,0.100,1.000,8,10,0,0.947,0.510,3.765,0.813,0.757,1140.401
741,COMPLETE,8.912,8,0.270,6,1.000,0.560,9.000,0.055,0.100,1.000,8,10,0,0.912,0.482,3.064,0.766,0.774,1141.563
742,COMPLETE,8.912,8,0.270,6,1.000,0.560,9.000,0.055,0.100,1.000,8,10,0,0.912,0.482,3.064,0.766,0.774,1139.978
743,COMPLETE,5.981,8,0.270,8,1.000,0.560,8.000,0.055,0.100,1.000,5,10,0,0.981,0.526,4.147,0.811,0.838,1183.668
744,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1173.746
745,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1176.370
746,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1168.097
747,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1171.695
748,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1174.801
749,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1179.637
750,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1179.064
751,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1179.483
752,COMPLETE,5.981,8,0.270,8,1.000,0.560,8.000,0.055,0.100,1.000,5,10,0,0.981,0.526,4.147,0.811,0.838,1180.868
753,COMPLETE,4.588,8,0.270,8,1.000,0.560,9.000,0.055,0.100,1.000,4,10,0,0.588,0.495,3.078,0.489,0.495,1181.243
754,COMPLETE,5.981,8,0.270,8,1.000,0.560,8.000,0.055,0.100,1.000,5,10,0,0.981,0.526,4.147,0.811,0.838,1185.423
755,COMPLETE,9.999,8,0.310,8,1.000,0.560,8.000,0.055,0.100,1.000,9,10,0,0.999,0.578,5.258,0.849,0.815,1216.948
756,COMPLETE,9.999,8,0.310,8,1.000,0.560,9.000,0.055,0.100,1.000,9,10,0,0.999,0.545,4.521,0.851,0.823,1218.863
757,COMPLETE,11.000,8,0.270,8,1.000,0.560,8.000,0.055,0.110,1.000,10,10,0,1.000,0.524,4.155,0.851,0.839,1190.255
758,COMPLETE,7.988,8,0.280,8,1.000,0.560,8.000,0.055,0.110,1.000,7,10,0,0.988,0.531,4.284,0.822,0.825,1205.995
759,COMPLETE,8.995,10,0.310,13,1.000,0.580,8.000,0.055,0.110,1.000,8,10,0,0.995,0.637,6.627,0.835,0.803,1296.039
760,COMPLETE,11.000,8,0.310,15,1.000,0.580,8.000,0.055,0.110,1.000,10,10,0,1.000,0.574,5.416,0.861,0.834,1239.837
761,COMPLETE,6.980,10,0.310,8,1.000,0.580,8.000,0.055,0.110,1.000,6,10,0,0.980,0.622,6.286,0.803,0.745,1290.849
762,COMPLETE,8.998,10,0.330,8,1.000,0.580,8.000,0.055,0.110,1.000,8,10,0,0.998,0.632,6.672,0.842,0.753,1305.783
763,COMPLETE,6.982,10,0.310,9,1.000,0.580,8.000,0.055,0.110,1.000,6,10,0,0.982,0.623,6.327,0.831,0.731,1280.537
764,COMPLETE,7.992,8,0.310,9,1.000,0.580,8.000,0.055,0.110,1.000,7,10,0,0.992,0.576,5.259,0.824,0.804,1232.853
765,COMPLETE,6.982,10,0.310,9,1.000,0.580,8.000,0.055,0.110,1.000,6,10,0,0.982,0.623,6.327,0.831,0.731,1279.602
766,COMPLETE,6.982,10,0.310,9,1.000,0.580,8.000,0.055,0.110,1.000,6,10,0,0.982,0.623,6.327,0.831,0.731,1280.514
767,COMPLETE,7.992,8,0.310,9,1.000,0.580,8.000,0.055,0.110,1.000,7,10,0,0.992,0.576,5.259,0.824,0.804,1237.723
768,COMPLETE,9.995,10,0.310,11,1.000,0.580,8.000,0.055,0.110,1.000,9,10,0,0.995,0.629,6.446,0.824,0.764,1285.910
769,COMPLETE,5.954,10,0.310,9,1.000,0.320,8.000,0.060,0.110,1.000,5,10,0,0.954,0.632,5.132,0.785,0.769,1309.093
770,COMPLETE,6.976,10,0.310,9,1.000,0.580,8.000,0.060,0.110,1.000,6,10,0,0.976,0.637,6.041,0.804,0.750,1318.932
771,COMPLETE,9.995,8,0.290,9,1.000,0.580,8.000,0.060,0.110,1.000,9,10,0,0.995,0.538,4.201,0.834,0.815,1224.351
772,COMPLETE,9.997,8,0.330,9,1.000,0.580,8.000,0.060,0.110,1.000,9,10,0,0.997,0.601,5.472,0.841,0.815,1266.713
773,COMPLETE,6.991,8,0.290,9,1.000,0.580,8.000,0.015,0.110,1.000,6,10,0,0.991,0.533,7.874,0.818,0.704,1115.839
774,COMPLETE,7.801,7,0.290,11,1.000,0.580,8.000,0.060,0.110,1.000,7,10,0,0.801,0.519,3.508,0.687,0.656,1207.351
775,COMPLETE,8.995,10,0.390,9,1.000,0.580,8.000,0.060,0.110,1.000,8,10,0,0.995,0.696,7.672,0.824,0.734,1372.500
776,COMPLETE,8.991,7,0.330,9,1.000,0.540,7.500,0.050,0.110,1.000,8,10,0,0.991,0.567,5.537,0.824,0.807,1210.973
777,COMPLETE,6.989,10,0.390,9,1.000,0.320,7.500,0.060,0.110,1.000,6,10,0,0.989,0.721,7.005,0.815,0.745,1390.909
778,COMPLETE,9.997,7,0.290,9,1.000,0.540,7.500,0.050,0.110,1.000,9,10,0,0.997,0.531,4.686,0.827,0.812,1175.117
779,COMPLETE,11.000,7,0.330,9,1.000,0.540,7.500,0.015,0.110,1.000,10,10,0,1.000,0.576,8.580,0.859,0.707,1129.972
780,COMPLETE,8.954,7,0.290,9,1.000,0.540,7.500,0.060,0.110,1.000,8,10,0,0.954,0.533,3.948,0.811,0.806,1196.138
781,COMPLETE,1.347,5,0.290,9,1.000,0.540,7.500,0.060,0.110,1.000,1,10,0,0.347,0.469,2.053,0.280,0.317,1109.763
782,COMPLETE,8.954,7,0.290,9,1.000,0.540,7.500,0.060,0.110,1.000,8,10,0,0.954,0.533,3.948,0.811,0.806,1206.522
783,COMPLETE,9.997,7,0.290,9,1.000,0.540,7.500,0.050,0.110,1.000,9,10,0,0.997,0.531,4.686,0.827,0.812,1179.405
784,COMPLETE,8.954,7,0.290,9,1.000,0.540,7.500,0.060,0.110,1.000,8,10,0,0.954,0.533,3.948,0.811,0.806,1198.728
785,COMPLETE,11.000,7,0.290,7,1.000,0.540,7.500,0.060,0.110,1.000,10,10,0,1.000,0.523,3.790,0.860,0.851,1188.257
786,COMPLETE,9.996,7,0.280,7,1.000,0.540,7.500,0.045,0.110,1.000,9,10,0,0.996,0.502,4.557,0.836,0.803,1134.555
787,COMPLETE,6.972,8,0.280,7,1.000,0.380,7.500,0.060,0.130,1.000,6,10,0,0.972,0.529,3.541,0.803,0.775,1203.662
788,COMPLETE,7.994,8,0.280,7,1.000,0.540,7.500,0.045,0.130,1.000,7,10,0,0.994,0.528,5.034,0.809,0.747,1153.094
789,COMPLETE,6.981,7,0.280,7,1.000,0.540,7.500,0.050,0.130,1.000,6,10,0,0.981,0.493,3.972,0.813,0.781,1126.821
790,COMPLETE,5.987,7,0.390,7,1.000,0.540,7.500,0.050,0.130,1.000,5,10,0,0.987,0.615,6.428,0.814,0.744,1221.157
791,COMPLETE,5.975,8,0.280,7,1.000,0.540,7.000,0.050,0.130,1.000,5,10,0,0.975,0.537,4.877,0.790,0.771,1165.099
792,COMPLETE,9.997,8,0.280,9,1.000,0.540,7.000,0.050,0.090,1.000,9,10,0,0.997,0.575,5.580,0.838,0.820,1201.975
793,COMPLETE,3.580,8,0.280,7,1.000,0.160,7.000,0.050,0.090,1.000,3,10,0,0.580,0.548,3.877,0.481,0.478,1199.921
794,COMPLETE,11.000,8,0.280,7,1.000,0.540,7.000,0.045,0.090,1.000,10,10,0,1.000,0.551,5.670,0.849,0.817,1152.134
795,COMPLETE,4.775,8,0.280,7,1.000,0.380,7.000,0.050,0.090,0.900,4,10,0,0.775,0.552,4.465,0.661,0.595,1186.665
796,COMPLETE,0.337,8,0.280,7,1.000,0.140,7.000,0.050,0.090,0.900,0,10,0,0.337,0.569,3.911,0.291,0.238,1201.191
797,COMPLETE,11.000,8,0.280,7,1.000,0.540,7.000,0.050,0.090,0.900,10,10,0,1.000,0.559,5.378,0.854,0.817,1166.331
798,COMPLETE,7.989,8,0.280,7,1.000,0.540,7.000,0.050,0.110,0.900,7,10,0,0.989,0.543,5.025,0.816,0.773,1167.103
799,COMPLETE,3.955,8,0.280,7,1.000,0.540,7.000,0.050,0.130,0.900,3,10,0,0.955,0.533,4.760,0.771,0.682,1160.508
800,COMPLETE,9.999,8,0.370,7,1.000,0.540,7.000,0.050,0.090,0.900,9,10,0,0.999,0.653,7.338,0.850,0.787,1263.749
801,COMPLETE,6.992,8,0.280,7,1.000,0.540,8.500,0.050,0.130,0.900,6,10,0,0.992,0.486,3.808,0.811,0.741,1141.324
802,COMPLETE,11.000,8,0.280,7,1.000,0.580,8.500,0.050,0.090,0.900,10,10,0,1.000,0.515,4.482,0.864,0.829,1145.854
803,COMPLETE,9.997,8,0.280,7,1.000,0.580,7.000,0.050,0.090,0.900,9,10,0,0.997,0.558,5.512,0.857,0.810,1163.422
804,COMPLETE,11.000,8,0.280,7,1.000,0.580,7.000,0.055,0.090,0.900,10,10,0,1.000,0.560,5.089,0.859,0.805,1186.745
805,COMPLETE,11.000,8,0.280,8,1.000,0.580,7.000,0.055,0.090,0.900,10,10,0,1.000,0.563,5.213,0.866,0.804,1218.048
806,COMPLETE,9.996,8,0.280,8,1.000,0.580,8.500,0.055,0.110,0.900,9,10,0,0.996,0.517,4.049,0.838,0.834,1192.949
807,COMPLETE,9.996,8,0.320,8,1.000,0.580,7.000,0.055,0.090,0.900,9,10,0,0.996,0.612,6.226,0.853,0.810,1233.406
808,COMPLETE,9.931,8,0.280,8,1.000,0.580,8.500,0.055,0.090,0.900,9,10,0,0.931,0.527,4.132,0.796,0.775,1190.609
809,COMPLETE,9.931,8,0.280,8,1.000,0.580,8.500,0.055,0.090,0.900,9,10,0,0.931,0.527,4.132,0.796,0.775,1194.488
810,COMPLETE,8.993,8,0.320,8,1.000,0.580,8.500,0.055,0.110,0.900,8,10,0,0.993,0.561,4.971,0.836,0.802,1206.975
811,COMPLETE,8.993,8,0.320,8,1.000,0.580,8.500,0.055,0.110,0.900,8,10,0,0.993,0.561,4.971,0.836,0.802,1209.962
812,COMPLETE,8.993,8,0.320,8,1.000,0.580,8.500,0.055,0.110,0.900,8,10,0,0.993,0.561,4.971,0.836,0.802,1211.415
813,COMPLETE,8.918,8,0.320,8,1.000,0.580,8.500,0.055,0.100,0.900,8,10,0,0.918,0.565,4.856,0.762,0.718,1209.060
814,COMPLETE,8.926,9,0.240,8,1.000,0.580,8.500,0.055,0.100,1.000,8,10,0,0.926,0.491,3.467,0.797,0.781,1176.928
815,COMPLETE,9.998,9,0.320,8,1.000,0.580,8.500,0.055,0.100,1.000,9,10,0,0.998,0.588,5.726,0.860,0.805,1236.969
816,COMPLETE,2.398,9,0.190,8,1.000,0.580,8.500,0.055,0.100,1.000,2,10,0,0.398,0.432,1.631,0.331,0.375,1112.054
817,COMPLETE,8.991,9,0.290,8,1.000,0.580,8.500,0.055,0.100,1.000,8,10,0,0.991,0.567,5.045,0.836,0.788,1228.113
818,COMPLETE,9.999,9,0.320,8,1.000,0.580,6.500,0.055,0.100,1.000,9,10,0,0.999,0.651,7.169,0.843,0.826,1279.163
819,COMPLETE,8.991,9,0.290,8,1.000,0.580,8.500,0.055,0.100,1.000,8,10,0,0.991,0.567,5.045,0.836,0.788,1229.716
820,COMPLETE,9.996,9,0.290,8,1.000,0.560,8.500,0.055,0.110,1.000,9,10,0,0.996,0.556,4.838,0.835,0.795,1236.464
821,COMPLETE,7.994,9,0.320,8,1.000,0.600,8.500,0.055,0.110,1.000,7,10,0,0.994,0.588,5.667,0.826,0.806,1275.253
822,COMPLETE,7.791,9,0.320,8,1.000,0.600,8.500,0.055,0.060,0.700,7,10,0,0.791,0.622,5.863,0.741,0.608,1215.716
823,COMPLETE,5.961,9,0.190,8,1.000,0.600,6.500,0.020,0.110,1.000,5,10,0,0.961,0.437,5.758,0.801,0.689,1028.674
824,COMPLETE,11.000,9,0.320,8,1.000,0.560,8.500,0.055,0.100,1.000,10,10,0,1.000,0.597,5.683,0.845,0.798,1262.048
825,COMPLETE,8.997,9,0.290,9,1.000,0.560,6.500,0.055,0.100,1.000,8,10,0,0.997,0.618,6.298,0.826,0.811,1253.714
826,COMPLETE,8.997,9,0.290,9,1.000,0.560,6.500,0.055,0.100,1.000,8,10,0,0.997,0.618,6.298,0.826,0.811,1251.040
827,COMPLETE,8.997,9,0.290,9,1.000,0.560,6.500,0.055,0.100,1.000,8,10,0,0.997,0.618,6.298,0.826,0.811,1252.970
828,COMPLETE,0.272,9,0.190,9,1.000,0.360,6.500,0.055,0.100,0.300,0,10,0,0.272,0.458,2.294,0.229,0.215,1129.696
829,COMPLETE,7.923,9,0.290,9,1.000,0.560,6.500,0.020,0.100,1.000,7,10,0,0.923,0.604,8.711,0.808,0.647,1196.198
830,COMPLETE,8.998,9,0.290,9,1.000,0.560,6.500,0.055,0.110,1.000,8,10,0,0.998,0.600,6.063,0.820,0.754,1265.581
831,COMPLETE,8.998,9,0.290,9,1.000,0.560,6.500,0.055,0.110,1.000,8,10,0,0.998,0.600,6.063,0.820,0.754,1251.342
832,COMPLETE,8.998,9,0.290,9,1.000,0.560,6.500,0.055,0.110,1.000,8,10,0,0.998,0.600,6.063,0.820,0.754,1265.467
833,COMPLETE,0.214,4,0.290,9,1.000,0.560,6.500,0.055,0.110,0.700,0,10,0,0.214,0.440,1.940,0.171,0.183,1033.507
834,COMPLETE,11.000,8,0.300,9,1.000,0.560,6.500,0.055,0.110,1.000,10,10,0,1.000,0.589,5.862,0.856,0.776,1243.543
835,COMPLETE,11.000,8,0.290,9,1.000,0.560,7.000,0.060,0.110,0.700,10,10,0,1.000,0.567,4.859,0.842,0.805,1227.101
836,COMPLETE,11.000,8,0.300,9,1.000,0.600,7.000,0.060,0.110,0.700,10,10,0,1.000,0.580,5.269,0.853,0.817,1239.534
837,COMPLETE,7.984,8,0.300,9,1.000,0.560,7.000,0.060,0.110,1.000,7,10,0,0.984,0.589,5.178,0.829,0.810,1242.574
838,COMPLETE,7.984,8,0.300,9,1.000,0.560,7.000,0.060,0.110,1.000,7,10,0,0.984,0.589,5.178,0.829,0.810,1248.884
839,COMPLETE,7.851,8,0.300,9,1.000,0.560,7.000,0.060,0.110,0.000,7,10,0,0.851,0.563,4.626,0.770,0.621,1209.833
840,COMPLETE,7.984,8,0.300,9,1.000,0.560,7.000,0.060,0.110,1.000,7,10,0,0.984,0.589,5.178,0.829,0.810,1245.961
841,COMPLETE,7.984,8,0.300,9,1.000,0.560,7.000,0.060,0.110,1.000,7,10,0,0.984,0.589,5.178,0.829,0.810,1244.857
842,COMPLETE,7.984,8,0.300,9,1.000,0.560,7.000,0.060,0.110,1.000,7,10,0,0.984,0.589,5.178,0.829,0.810,1243.453
843,COMPLETE,7.984,8,0.300,9,1.000,0.560,7.000,0.060,0.110,1.000,7,10,0,0.984,0.589,5.178,0.829,0.810,1242.473
844,COMPLETE,7.984,8,0.300,9,1.000,0.560,7.000,0.060,0.110,1.000,7,10,0,0.984,0.589,5.178,0.829,0.810,1243.792
845,COMPLETE,0.216,4,0.300,9,1.000,0.600,7.000,0.060,0.110,1.000,0,10,0,0.216,0.443,1.561,0.173,0.208,1038.602
846,COMPLETE,8.985,8,0.300,9,1.000,0.480,7.000,0.060,0.110,1.000,8,10,0,0.985,0.582,4.861,0.817,0.793,1241.916
847,COMPLETE,0.200,4,0.300,10,1.000,0.600,7.000,0.060,0.110,1.000,0,10,0,0.200,0.458,1.775,0.160,0.199,1043.948
848,COMPLETE,8.993,8,0.300,10,1.000,0.600,7.000,0.055,0.110,1.000,8,10,0,0.993,0.577,5.661,0.837,0.804,1224.199
849,COMPLETE,8.992,8,0.300,10,1.000,0.600,7.000,0.060,0.110,1.000,8,10,0,0.992,0.588,5.379,0.822,0.811,1240.895
850,COMPLETE,8.993,8,0.300,10,1.000,0.480,7.000,0.060,0.110,1.000,8,10,0,0.993,0.590,5.049,0.829,0.821,1253.482
851,COMPLETE,8.992,8,0.300,10,1.000,0.600,7.000,0.060,0.110,1.000,8,10,0,0.992,0.588,5.379,0.822,0.811,1232.766
852,COMPLETE,8.992,8,0.300,10,1.000,0.600,7.000,0.060,0.110,1.000,8,10,0,0.992,0.588,5.379,0.822,0.811,1235.869
853,COMPLETE,5.871,8,0.300,10,1.000,0.600,7.000,0.060,0.110,0.000,5,10,0,0.871,0.568,4.703,0.755,0.618,1221.591
854,COMPLETE,9.996,8,0.330,10,1.000,0.600,7.000,0.060,0.110,1.000,9,10,0,0.996,0.629,6.263,0.841,0.815,1278.391
855,COMPLETE,11.000,8,0.340,10,1.000,0.600,7.000,0.060,0.110,1.000,10,10,0,1.000,0.628,6.228,0.839,0.772,1287.468
856,COMPLETE,6.987,8,0.260,5,1.000,0.600,7.000,0.060,0.110,1.000,6,10,0,0.987,0.507,3.507,0.813,0.836,1102.633
857,COMPLETE,9.994,8,0.260,9,1.000,0.600,7.000,0.055,0.110,1.000,9,10,0,0.994,0.542,4.670,0.829,0.832,1202.576
858,COMPLETE,10.000,8,0.260,10,1.000,0.600,7.000,0.055,0.110,1.000,9,10,0,1.000,0.531,4.591,0.844,0.797,1198.124
859,COMPLETE,11.000,8,0.280,10,1.000,0.600,7.000,0.055,0.110,1.000,10,10,0,1.000,0.560,5.211,0.852,0.807,1190.264
860,COMPLETE,8.990,8,0.400,10,1.000,0.500,7.000,0.055,0.110,1.000,8,10,0,0.990,0.693,7.637,0.827,0.804,1319.481
861,COMPLETE,4.961,8,0.260,5,1.000,0.480,8.000,0.055,0.110,1.000,4,10,0,0.961,0.482,3.051,0.791,0.803,1083.613
862,COMPLETE,9.996,8,0.260,10,1.000,0.500,8.000,0.055,0.110,1.000,9,10,0,0.996,0.501,3.681,0.846,0.824,1186.332
863,COMPLETE,9.999,8,0.260,10,1.000,0.600,8.000,0.055,0.120,1.000,9,10,0,0.999,0.495,3.751,0.845,0.800,1189.265
864,COMPLETE,8.986,8,0.280,10,1.000,0.600,5.500,0.055,0.110,1.000,8,10,0,0.986,0.562,5.749,0.822,0.798,1222.412
865,COMPLETE,8.994,8,0.330,11,1.000,0.600,8.000,0.055,0.120,1.000,8,10,0,0.994,0.596,5.858,0.824,0.815,1268.471
866,COMPLETE,7.997,8,0.330,11,1.000,0.500,8.000,0.055,0.120,1.000,7,10,0,0.997,0.587,5.331,0.818,0.794,1246.551
867,COMPLETE,7.993,8,0.260,5,1.000,0.600,8.000,0.055,0.120,1.000,7,10,0,0.993,0.484,3.311,0.831,0.804,1066.240
868,COMPLETE,4.973,8,0.340,5,1.000,0.500,8.000,0.055,0.120,1.000,4,10,0,0.973,0.562,4.724,0.797,0.712,1122.574
869,COMPLETE,7.982,8,0.330,6,1.000,0.500,8.000,0.055,0.120,1.000,7,10,0,0.982,0.573,4.943,0.813,0.772,1199.341
870,COMPLETE,5.971,8,0.340,6,1.000,0.520,8.000,0.055,0.120,1.000,5,10,0,0.971,0.563,4.906,0.790,0.756,1175.676
871,COMPLETE,7.985,8,0.340,6,1.000,0.500,8.000,0.055,0.120,1.000,7,10,0,0.985,0.578,5.060,0.816,0.721,1190.074
872,COMPLETE,8.994,8,0.330,6,1.000,0.500,8.000,0.055,0.100,0.800,8,10,0,0.994,0.575,5.029,0.836,0.808,1191.413
873,COMPLETE,6.992,8,0.330,6,1.000,0.580,8.000,0.055,0.100,1.000,6,10,0,0.992,0.579,5.255,0.817,0.810,1191.404
874,COMPLETE,7.921,8,0.280,6,1.000,0.520,8.000,0.055,0.100,0.800,7,10,0,0.921,0.520,3.889,0.786,0.748,1159.759
875,COMPLETE,6.985,8,0.340,6,1.000,0.500,8.000,0.055,0.100,0.800,6,10,0,0.985,0.588,5.225,0.821,0.774,1187.458
876,COMPLETE,6.979,8,0.280,6,1.000,0.520,8.000,0.055,0.120,0.800,6,10,0,0.979,0.509,3.719,0.808,0.778,1150.241
877,COMPLETE,8.939,8,0.280,6,1.000,0.580,8.000,0.055,0.120,0.800,8,10,0,0.939,0.514,3.892,0.777,0.730,1149.239
878,COMPLETE,9.998,8,0.270,8,1.000,0.540,8.000,0.055,0.120,1.000,9,10,0,0.998,0.514,3.890,0.821,0.811,1169.488
879,COMPLETE,5.657,8,0.230,8,1.000,0.580,8.000,0.055,0.100,0.800,5,10,0,0.657,0.470,2.683,0.566,0.536,1153.162
880,COMPLETE,3.772,8,0.330,8,1.000,0.180,8.000,0.055,0.140,0.800,3,10,0,0.772,0.568,3.936,0.626,0.557,1223.241
881,COMPLETE,0.290,8,0.270,8,1.000,0.180,8.000,0.055,0.100,0.800,0,10,0,0.290,0.532,3.003,0.244,0.204,1198.218
882,COMPLETE,6.871,8,0.270,6,1.000,0.540,8.000,0.055,0.100,0.800,6,10,0,0.871,0.505,3.553,0.737,0.699,1144.999
883,COMPLETE,5.967,8,0.270,6,1.000,0.540,8.000,0.055,0.140,0.800,5,10,0,0.967,0.485,3.386,0.790,0.769,1129.741
884,COMPLETE,8.996,8,0.270,6,1.000,0.520,8.000,0.055,0.100,0.800,8,10,0,0.996,0.512,3.751,0.834,0.823,1143.628
885,COMPLETE,8.932,8,0.270,8,1.000,0.580,8.500,0.055,0.100,1.000,8,10,0,0.932,0.518,3.829,0.790,0.759,1184.031
886,COMPLETE,8.997,8,0.270,8,1.000,0.540,8.500,0.055,0.140,0.800,8,10,0,0.997,0.483,3.365,0.816,0.802,1158.145
887,COMPLETE,5.766,7,0.270,8,1.000,0.540,8.500,0.055,0.100,1.000,5,10,0,0.766,0.488,2.980,0.637,0.644,1156.325
888,COMPLETE,1.537,8,0.270,8,1.000,0.180,8.500,0.030,0.100,0.800,1,10,0,0.537,0.500,4.259,0.432,0.351,1121.372
889,COMPLETE,4.531,7,0.280,8,1.000,0.540,8.500,0.055,0.100,0.800,4,10,0,0.531,0.503,3.060,0.454,0.471,1165.769
890,COMPLETE,5.766,7,0.270,8,1.000,0.540,8.500,0.055,0.100,1.000,5,10,0,0.766,0.488,2.980,0.637,0.644,1156.100
891,COMPLETE,8.990,7,0.430,8,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.990,0.641,6.505,0.823,0.816,1274.700
892,COMPLETE,8.933,7,0.270,8,1.000,0.540,8.500,0.040,0.100,1.000,8,10,0,0.933,0.468,4.165,0.782,0.748,1111.241
893,COMPLETE,5.766,7,0.270,8,1.000,0.540,8.500,0.055,0.100,1.000,5,10,0,0.766,0.488,2.980,0.637,0.644,1151.324
894,COMPLETE,4.975,7,0.270,8,1.000,0.540,5.000,0.055,0.140,1.000,4,10,0,0.975,0.489,4.338,0.794,0.763,1152.674
895,COMPLETE,8.978,7,0.420,8,1.000,0.540,8.500,0.055,0.140,1.000,8,10,0,0.978,0.603,5.833,0.809,0.742,1249.433
896,COMPLETE,8.876,7,0.290,8,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.876,0.506,3.608,0.766,0.765,1175.724
897,COMPLETE,2.422,7,0.290,8,1.000,0.540,8.500,0.055,0.070,1.000,2,10,0,0.422,0.526,3.232,0.368,0.324,1178.259
898,COMPLETE,9.998,7,0.290,8,1.000,0.540,5.000,0.055,0.100,1.000,9,10,0,0.998,0.555,5.594,0.850,0.841,1182.923
899,COMPLETE,7.872,7,0.290,8,1.000,0.560,8.500,0.055,0.100,1.000,7,10,0,0.872,0.504,3.553,0.748,0.715,1175.697
900,COMPLETE,1.292,7,0.240,8,1.000,0.580,8.500,0.055,0.070,1.000,1,10,0,0.292,0.463,2.091,0.242,0.285,1119.015
901,COMPLETE,5.726,7,0.290,8,1.000,0.580,8.500,0.055,0.100,1.000,5,10,0,0.726,0.499,3.281,0.601,0.622,1158.704
902,COMPLETE,11.000,8,0.290,9,1.000,0.560,6.000,0.055,0.100,1.000,10,10,0,1.000,0.587,5.864,0.831,0.807,1207.127
903,COMPLETE,7.995,7,0.290,9,1.000,0.560,6.000,0.055,0.110,1.000,7,10,0,0.995,0.544,5.045,0.834,0.830,1201.782
904,COMPLETE,8.997,7,0.290,9,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.997,0.544,4.751,0.843,0.819,1195.848
905,COMPLETE,9.997,7,0.290,9,1.000,0.560,7.000,0.055,0.110,1.000,9,10,0,0.997,0.541,4.650,0.840,0.826,1194.468
906,COMPLETE,3.969,7,0.290,4,1.000,0.580,7.000,0.055,0.110,1.000,3,10,0,0.969,0.479,3.323,0.792,0.803,992.059
907,COMPLETE,11.000,8,0.290,9,1.000,0.580,7.000,0.055,0.110,1.000,10,10,0,1.000,0.575,5.475,0.864,0.810,1221.620
