number,state,value,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,elapsed_seconds
174,COMPLETE,11.000,8,0.190,13,1.000,0.560,8.000,0.025,0.080,0.900,10,10,0,1.000,0.405,4.496,0.856,0.800,974.651
175,COMPLETE,11.000,8,0.190,13,1.000,0.560,7.500,0.025,0.080,0.900,10,10,0,1.000,0.421,4.814,0.851,0.801,968.747
176,COMPLETE,11.000,8,0.190,12,1.000,0.560,7.500,0.025,0.080,0.900,10,10,0,1.000,0.421,4.814,0.851,0.801,976.910
177,COMPLETE,11.000,8,0.190,12,1.000,0.560,7.500,0.025,0.080,0.900,10,10,0,1.000,0.421,4.814,0.851,0.801,965.167
178,COMPLETE,11.000,8,0.190,12,1.000,0.560,7.500,0.025,0.080,0.900,10,10,0,1.000,0.421,4.814,0.851,0.801,971.659
179,COMPLETE,7.996,8,0.200,13,1.000,0.560,7.500,0.025,0.080,0.900,7,10,0,0.996,0.435,5.050,0.833,0.798,982.974
180,COMPLETE,7.996,8,0.200,12,1.000,0.560,7.500,0.025,0.080,0.900,7,10,0,0.996,0.435,5.050,0.833,0.798,984.518
181,COMPLETE,9.927,7,0.190,12,1.000,0.560,7.500,0.025,0.080,0.900,9,10,0,0.927,0.393,4.181,0.813,0.732,930.968
182,COMPLETE,11.000,8,0.190,12,1.000,0.560,7.500,0.025,0.080,0.900,10,10,0,1.000,0.421,4.814,0.851,0.801,963.184
183,COMPLETE,9.927,7,0.190,12,1.000,0.560,7.500,0.025,0.080,0.900,9,10,0,0.927,0.393,4.181,0.813,0.732,915.916
184,COMPLETE,9.927,7,0.190,12,1.000,0.560,7.500,0.025,0.080,0.900,9,10,0,0.927,0.393,4.181,0.813,0.732,916.334
185,COMPLETE,9.976,7,0.200,12,1.000,0.520,7.500,0.025,0.090,0.900,9,10,0,0.976,0.396,4.248,0.833,0.772,934.031
186,COMPLETE,9.988,8,0.200,12,1.000,0.520,7.500,0.025,0.080,0.900,9,10,0,0.988,0.439,4.996,0.831,0.824,965.742
187,COMPLETE,6.807,7,0.190,13,1.000,0.520,7.500,0.025,0.090,0.900,6,10,0,0.807,0.380,3.738,0.719,0.604,949.559
188,COMPLETE,6.807,7,0.190,12,1.000,0.520,7.500,0.025,0.090,0.900,6,10,0,0.807,0.380,3.738,0.719,0.604,946.755
189,COMPLETE,9.976,7,0.200,12,1.000,0.520,7.500,0.025,0.090,0.900,9,10,0,0.976,0.396,4.248,0.833,0.772,932.797
190,COMPLETE,8.987,8,0.190,12,1.000,0.540,7.500,0.025,0.080,0.900,8,10,0,0.987,0.412,4.575,0.844,0.746,901.151
191,COMPLETE,9.988,8,0.200,12,1.000,0.520,7.500,0.025,0.080,0.900,9,10,0,0.988,0.439,4.996,0.831,0.824,972.698
192,COMPLETE,9.951,8,0.190,12,1.000,0.520,7.500,0.030,0.080,0.900,9,10,0,0.951,0.420,4.204,0.822,0.794,984.642
193,COMPLETE,11.000,8,0.180,12,1.000,0.520,7.500,0.030,0.080,0.900,10,10,0,1.000,0.406,3.934,0.853,0.828,952.971
194,COMPLETE,9.946,7,0.180,12,1.000,0.520,7.500,0.030,0.080,0.900,9,10,0,0.946,0.378,3.334,0.808,0.780,947.055
195,COMPLETE,4.584,7,0.180,12,1.000,0.520,7.500,0.030,0.070,0.900,4,10,0,0.584,0.376,2.971,0.510,0.443,953.571
196,COMPLETE,11.000,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,10,10,0,1.000,0.407,4.042,0.859,0.839,983.653
197,COMPLETE,9.996,8,0.190,12,1.000,0.540,7.500,0.030,0.070,0.900,9,10,0,0.996,0.425,4.360,0.852,0.845,970.706
198,COMPLETE,11.000,8,0.180,12,1.000,0.540,7.500,0.030,0.080,0.900,10,10,0,1.000,0.407,4.042,0.859,0.839,964.588
199,COMPLETE,8.935,8,0.180,12,1.000,0.540,8.000,0.025,0.070,0.900,8,10,0,0.935,0.394,4.140,0.804,0.738,931.140
200,COMPLETE,8.882,8,0.180,12,1.000,0.520,8.000,0.030,0.070,1.000,8,10,0,0.882,0.395,3.558,0.754,0.723,956.022
201,COMPLETE,8.861,8,0.180,13,1.000,0.540,8.000,0.030,0.070,1.000,8,10,0,0.861,0.399,3.629,0.747,0.718,931.181
202,COMPLETE,8.861,8,0.180,13,1.000,0.540,8.000,0.030,0.070,1.000,8,10,0,0.861,0.399,3.629,0.747,0.718,926.743
203,COMPLETE,8.861,8,0.180,13,1.000,0.540,8.000,0.030,0.070,1.000,8,10,0,0.861,0.399,3.629,0.747,0.718,930.038
204,COMPLETE,8.870,8,0.200,13,1.000,0.540,8.000,0.030,0.080,1.000,8,10,0,0.870,0.432,4.313,0.762,0.735,1020.910
205,COMPLETE,8.861,8,0.180,13,1.000,0.540,8.000,0.030,0.070,1.000,8,10,0,0.861,0.399,3.629,0.747,0.718,928.487
206,COMPLETE,8.861,8,0.180,13,1.000,0.540,8.000,0.030,0.070,1.000,8,10,0,0.861,0.399,3.629,0.747,0.718,927.244
207,COMPLETE,9.947,8,0.180,13,1.000,0.540,8.000,0.030,0.080,1.000,9,10,0,0.947,0.393,3.628,0.806,0.785,956.265
208,COMPLETE,8.861,8,0.180,13,1.000,0.540,8.000,0.030,0.070,1.000,8,10,0,0.861,0.399,3.629,0.747,0.718,925.119
209,COMPLETE,9.990,8,0.200,13,1.000,0.580,8.000,0.030,0.070,1.000,9,10,0,0.990,0.437,4.628,0.865,0.817,1010.844
210,COMPLETE,8.930,8,0.200,13,1.000,0.540,8.000,0.030,0.070,1.000,8,10,0,0.930,0.423,4.224,0.817,0.738,977.461
211,COMPLETE,1.328,8,0.180,13,1.000,0.580,8.000,0.050,0.070,1.000,1,10,0,0.328,0.420,1.669,0.269,0.296,1085.241
212,COMPLETE,8.942,8,0.200,13,1.000,0.580,8.000,0.020,0.070,1.000,8,10,0,0.942,0.421,5.357,0.853,0.754,928.566
213,COMPLETE,8.942,8,0.200,13,1.000,0.580,8.000,0.020,0.070,1.000,8,10,0,0.942,0.421,5.357,0.853,0.754,936.802
214,COMPLETE,4.660,8,0.200,13,1.000,0.580,8.000,0.050,0.090,1.000,4,10,0,0.660,0.442,2.385,0.571,0.557,1094.498
215,COMPLETE,4.660,8,0.200,13,1.000,0.580,8.000,0.050,0.090,1.000,4,10,0,0.660,0.442,2.385,0.571,0.557,1096.776
216,COMPLETE,7.995,8,0.200,13,1.000,0.580,7.000,0.025,0.090,1.000,7,10,0,0.995,0.437,5.202,0.819,0.807,1018.180
217,COMPLETE,5.627,8,0.200,13,1.000,0.580,7.000,0.050,0.090,0.900,5,10,0,0.627,0.450,2.775,0.531,0.520,1096.245
218,COMPLETE,5.627,8,0.200,13,1.000,0.580,7.000,0.050,0.090,0.900,5,10,0,0.627,0.450,2.775,0.531,0.520,1095.905
219,COMPLETE,10.000,8,0.200,13,1.000,0.580,7.000,0.025,0.090,0.900,9,10,0,1.000,0.440,5.273,0.837,0.774,1018.724
220,COMPLETE,10.000,8,0.200,14,1.000,0.580,7.000,0.025,0.090,0.900,9,10,0,1.000,0.440,5.273,0.837,0.774,1017.853
221,COMPLETE,10.000,8,0.200,14,1.000,0.580,7.000,0.025,0.090,0.900,9,10,0,1.000,0.440,5.273,0.837,0.774,1016.166
222,COMPLETE,10.000,8,0.200,14,1.000,0.580,7.000,0.025,0.090,0.900,9,10,0,1.000,0.440,5.273,0.837,0.774,1019.923
223,COMPLETE,5.627,8,0.200,14,1.000,0.580,7.000,0.050,0.090,0.900,5,10,0,0.627,0.450,2.775,0.531,0.520,1128.096
224,COMPLETE,10.000,8,0.200,14,1.000,0.580,7.000,0.025,0.090,0.900,9,10,0,1.000,0.440,5.273,0.837,0.774,1012.032
225,COMPLETE,10.000,8,0.200,14,1.000,0.580,7.000,0.025,0.090,0.900,9,10,0,1.000,0.440,5.273,0.837,0.774,1018.374
226,COMPLETE,11.000,8,0.190,14,1.000,0.580,7.000,0.025,0.090,0.900,10,10,0,1.000,0.427,5.035,0.854,0.785,1023.130
227,COMPLETE,8.993,8,0.230,14,1.000,0.560,8.000,0.025,0.090,0.900,8,10,0,0.993,0.469,5.741,0.858,0.807,1062.878
228,COMPLETE,8.992,8,0.190,14,1.000,0.560,7.000,0.025,0.090,0.900,8,10,0,0.992,0.419,4.826,0.832,0.782,1000.072
229,COMPLETE,9.999,8,0.230,14,1.000,0.560,7.000,0.025,0.090,0.900,9,10,0,0.999,0.498,6.274,0.839,0.773,1051.417
230,COMPLETE,11.000,8,0.210,14,1.000,0.560,8.000,0.025,0.090,0.900,10,10,0,1.000,0.438,5.111,0.845,0.778,1040.026
231,COMPLETE,9.999,8,0.230,14,1.000,0.560,7.000,0.025,0.090,0.900,9,10,0,0.999,0.498,6.274,0.839,0.773,1084.077
232,COMPLETE,9.996,8,0.230,14,1.000,0.560,7.000,0.025,0.080,0.900,9,10,0,0.996,0.487,6.109,0.833,0.784,1075.868
233,COMPLETE,9.996,8,0.230,14,1.000,0.560,7.000,0.025,0.080,0.900,9,10,0,0.996,0.487,6.109,0.833,0.784,1092.117
234,COMPLETE,6.957,8,0.230,14,1.000,0.560,7.500,0.025,0.080,0.900,6,10,0,0.957,0.481,5.930,0.831,0.762,991.201
235,COMPLETE,6.957,8,0.230,14,1.000,0.560,7.500,0.025,0.080,0.900,6,10,0,0.957,0.481,5.930,0.831,0.762,1004.966
236,COMPLETE,6.957,8,0.230,14,1.000,0.560,7.500,0.025,0.080,0.900,6,10,0,0.957,0.481,5.930,0.831,0.762,1036.898
237,COMPLETE,11.000,8,0.230,14,1.000,0.560,7.500,0.020,0.080,0.900,10,10,0,1.000,0.493,6.689,0.870,0.800,1060.198
238,COMPLETE,6.867,8,0.230,11,1.000,0.560,7.500,0.020,0.080,0.900,6,10,0,0.867,0.475,6.153,0.782,0.654,1005.193
239,COMPLETE,11.000,8,0.190,11,1.000,0.560,7.500,0.020,0.080,0.900,10,10,0,1.000,0.417,5.223,0.856,0.810,949.155
240,COMPLETE,6.867,8,0.230,11,1.000,0.560,7.500,0.020,0.080,0.900,6,10,0,0.867,0.475,6.153,0.782,0.654,1016.407
241,COMPLETE,6.867,8,0.230,11,1.000,0.560,7.500,0.020,0.080,0.900,6,10,0,0.867,0.475,6.153,0.782,0.654,1013.605
242,COMPLETE,6.867,8,0.230,11,1.000,0.560,7.500,0.020,0.080,0.900,6,10,0,0.867,0.475,6.153,0.782,0.654,1061.725
243,COMPLETE,6.867,8,0.230,11,1.000,0.560,7.500,0.020,0.080,0.900,6,10,0,0.867,0.475,6.153,0.782,0.654,1066.347
244,COMPLETE,9.988,8,0.220,11,1.000,0.560,7.500,0.020,0.080,0.900,9,10,0,0.988,0.467,6.169,0.844,0.777,1025.546
245,COMPLETE,9.988,8,0.220,11,1.000,0.560,7.500,0.020,0.080,0.900,9,10,0,0.988,0.467,6.169,0.844,0.777,1025.530
246,COMPLETE,9.988,8,0.220,12,1.000,0.560,7.500,0.020,0.080,0.900,9,10,0,0.988,0.458,6.051,0.857,0.738,982.832
247,COMPLETE,9.988,8,0.220,12,1.000,0.560,7.500,0.020,0.080,0.900,9,10,0,0.988,0.458,6.051,0.857,0.738,984.168
248,COMPLETE,11.000,8,0.190,12,1.000,0.560,7.500,0.020,0.080,0.900,10,10,0,1.000,0.415,5.218,0.863,0.765,960.383
249,COMPLETE,11.000,8,0.190,12,1.000,0.560,7.500,0.020,0.080,0.900,10,10,0,1.000,0.415,5.218,0.863,0.765,958.843
250,COMPLETE,8.966,8,0.190,12,1.000,0.540,7.500,0.020,0.080,0.900,8,10,0,0.966,0.412,5.026,0.817,0.754,949.408
251,COMPLETE,8.966,8,0.190,12,1.000,0.540,7.500,0.020,0.080,0.900,8,10,0,0.966,0.412,5.026,0.817,0.754,961.258
252,COMPLETE,8.966,8,0.190,12,1.000,0.540,7.500,0.020,0.080,0.900,8,10,0,0.966,0.412,5.026,0.817,0.754,948.327
253,COMPLETE,8.966,8,0.190,12,1.000,0.540,7.500,0.020,0.080,0.900,8,10,0,0.966,0.412,5.026,0.817,0.754,956.859
254,COMPLETE,8.966,8,0.190,12,1.000,0.540,7.500,0.020,0.080,0.900,8,10,0,0.966,0.412,5.026,0.817,0.754,949.663
255,COMPLETE,8.958,8,0.220,12,1.000,0.540,7.500,0.020,0.080,0.900,8,10,0,0.958,0.458,5.921,0.835,0.725,981.119
256,COMPLETE,8.995,8,0.190,12,1.000,0.540,6.500,0.020,0.080,0.900,8,10,0,0.995,0.420,5.299,0.832,0.730,915.575
257,COMPLETE,8.995,8,0.190,12,1.000,0.540,6.500,0.020,0.080,0.900,8,10,0,0.995,0.420,5.299,0.832,0.730,906.919
258,COMPLETE,10.000,8,0.190,12,1.000,0.540,8.500,0.020,0.080,0.900,9,10,0,1.000,0.403,4.871,0.865,0.824,910.725
259,COMPLETE,8.995,8,0.190,12,1.000,0.540,6.500,0.020,0.080,0.900,8,10,0,0.995,0.420,5.299,0.832,0.730,910.116
260,COMPLETE,8.995,8,0.190,12,1.000,0.540,6.500,0.020,0.080,0.900,8,10,0,0.995,0.420,5.299,0.832,0.730,914.466
261,COMPLETE,10.000,8,0.190,12,1.000,0.540,8.500,0.020,0.080,0.900,9,10,0,1.000,0.403,4.871,0.865,0.824,909.867
262,COMPLETE,6.725,8,0.190,12,1.000,0.540,8.500,0.035,0.080,0.900,6,10,0,0.725,0.399,3.027,0.631,0.573,1004.846
263,COMPLETE,8.995,8,0.190,12,1.000,0.540,6.500,0.020,0.090,0.900,8,10,0,0.995,0.432,5.515,0.846,0.795,973.560
264,COMPLETE,8.878,8,0.190,12,1.000,0.540,6.500,0.035,0.090,0.900,8,10,0,0.878,0.427,3.972,0.751,0.699,1029.212
265,COMPLETE,6.791,8,0.210,12,1.000,0.540,8.500,0.040,0.090,0.900,6,10,0,0.791,0.435,3.317,0.678,0.632,1060.225
266,COMPLETE,9.923,8,0.210,12,1.000,0.540,6.500,0.040,0.090,0.900,9,10,0,0.923,0.461,4.296,0.806,0.749,1071.706
267,COMPLETE,9.931,8,0.210,12,1.000,0.540,6.500,0.035,0.090,0.900,9,10,0,0.931,0.463,4.703,0.793,0.725,1049.723
268,COMPLETE,7.922,8,0.210,12,1.000,0.600,8.500,0.035,0.090,0.800,7,10,0,0.922,0.429,3.912,0.776,0.729,1018.827
269,COMPLETE,7.789,8,0.210,13,1.000,0.540,8.500,0.035,0.090,0.800,7,10,0,0.789,0.427,3.635,0.671,0.632,1051.046
270,COMPLETE,11.000,8,0.210,13,1.000,0.600,6.500,0.035,0.090,0.800,10,10,0,1.000,0.472,5.138,0.869,0.758,1017.379
271,COMPLETE,10.000,8,0.210,13,1.000,0.600,6.500,0.035,0.090,0.900,9,10,0,1.000,0.471,5.103,0.848,0.833,1039.647
272,COMPLETE,8.989,8,0.210,13,1.000,0.540,8.500,0.025,0.090,0.800,8,10,0,0.989,0.422,4.736,0.831,0.795,993.920
273,COMPLETE,7.922,8,0.210,13,1.000,0.600,8.500,0.035,0.090,0.800,7,10,0,0.922,0.429,3.912,0.776,0.729,1021.953
274,COMPLETE,11.000,8,0.210,13,1.000,0.600,8.500,0.025,0.090,0.800,10,10,0,1.000,0.428,5.073,0.865,0.807,970.496
275,COMPLETE,11.000,8,0.210,13,1.000,0.520,8.500,0.025,0.090,0.800,10,10,0,1.000,0.420,4.740,0.868,0.786,975.323
276,COMPLETE,9.994,8,0.210,13,1.000,0.600,8.000,0.025,0.090,0.800,9,10,0,0.994,0.436,5.225,0.846,0.786,969.086
277,COMPLETE,9.994,8,0.210,13,1.000,0.600,8.000,0.025,0.090,0.800,9,10,0,0.994,0.436,5.225,0.846,0.786,982.458
278,COMPLETE,11.000,6,0.210,13,1.000,0.600,8.000,0.025,0.090,0.800,10,10,0,1.000,0.370,3.962,0.857,0.825,911.748
279,COMPLETE,7.834,6,0.210,13,1.000,0.520,8.000,0.025,0.090,0.800,7,10,0,0.834,0.370,3.537,0.701,0.689,948.103
280,COMPLETE,11.000,6,0.210,13,1.000,0.600,8.000,0.025,0.090,0.800,10,10,0,1.000,0.370,3.962,0.857,0.825,905.105
281,COMPLETE,11.000,6,0.210,13,1.000,0.600,8.000,0.025,0.090,0.800,10,10,0,1.000,0.370,3.962,0.857,0.825,903.513
282,COMPLETE,8.967,8,0.210,13,1.000,0.520,8.000,0.025,0.090,0.800,8,10,0,0.967,0.428,4.859,0.838,0.750,971.716
283,COMPLETE,9.970,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,9,10,0,0.970,0.323,3.017,0.834,0.785,886.137
284,COMPLETE,9.970,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,9,10,0,0.970,0.323,3.017,0.834,0.785,880.760
285,COMPLETE,11.000,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,10,10,0,1.000,0.391,4.116,0.853,0.796,953.721
286,COMPLETE,11.000,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,10,10,0,1.000,0.389,4.069,0.854,0.786,931.910
287,COMPLETE,11.000,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,10,10,0,1.000,0.391,4.116,0.853,0.796,955.080
288,COMPLETE,11.000,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,10,10,0,1.000,0.389,4.069,0.854,0.786,929.001
289,COMPLETE,9.991,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,9,10,0,0.991,0.437,4.974,0.840,0.762,997.305
290,COMPLETE,7.865,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,7,10,0,0.865,0.322,2.741,0.726,0.693,879.329
291,COMPLETE,7.865,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,7,10,0,0.865,0.322,2.741,0.726,0.693,875.487
292,COMPLETE,9.989,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,9,10,0,0.989,0.434,4.923,0.824,0.768,1045.404
293,COMPLETE,9.989,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,9,10,0,0.989,0.434,4.923,0.824,0.768,1032.933
294,COMPLETE,9.989,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,9,10,0,0.989,0.434,4.923,0.824,0.768,1028.840
295,COMPLETE,9.989,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,9,10,0,0.989,0.434,4.923,0.824,0.768,1040.461
296,COMPLETE,9.989,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,9,10,0,0.989,0.434,4.923,0.824,0.768,1037.117
297,COMPLETE,9.989,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,9,10,0,0.989,0.434,4.923,0.824,0.768,1022.274
298,COMPLETE,9.989,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,9,10,0,0.989,0.434,4.923,0.824,0.768,1049.701
299,COMPLETE,8.991,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,8,10,0,0.991,0.434,5.029,0.825,0.786,1005.392
300,COMPLETE,9.965,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,9,10,0,0.965,0.432,4.506,0.819,0.747,1097.005
301,COMPLETE,9.965,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,9,10,0,0.965,0.432,4.506,0.819,0.747,1087.872
302,COMPLETE,8.975,10,0.220,16,1.000,0.560,8.000,0.025,0.100,0.900,8,10,0,0.975,0.487,6.070,0.819,0.675,1144.607
303,COMPLETE,8.998,10,0.220,16,1.000,0.560,8.000,0.030,0.100,0.900,8,10,0,0.998,0.505,5.959,0.842,0.768,1103.986
304,COMPLETE,8.998,10,0.220,15,1.000,0.560,8.000,0.030,0.100,0.900,8,10,0,0.998,0.505,5.959,0.842,0.768,1142.937
305,COMPLETE,8.993,10,0.220,16,1.000,0.560,8.000,0.030,0.080,0.900,8,10,0,0.993,0.515,6.097,0.832,0.778,1067.283
306,COMPLETE,8.991,7,0.220,15,1.000,0.560,8.000,0.030,0.100,0.900,8,10,0,0.991,0.416,4.221,0.828,0.807,1026.804
307,COMPLETE,8.991,7,0.220,15,1.000,0.560,8.000,0.030,0.100,0.900,8,10,0,0.991,0.416,4.221,0.828,0.807,1028.078
308,COMPLETE,6.787,7,0.220,16,1.000,0.560,7.500,0.030,0.080,0.900,6,10,0,0.787,0.445,4.479,0.689,0.632,1041.916
309,COMPLETE,6.787,7,0.220,14,1.000,0.560,7.500,0.030,0.080,0.900,6,10,0,0.787,0.445,4.479,0.689,0.632,1052.424
310,COMPLETE,8.863,7,0.200,14,1.000,0.560,7.500,0.030,0.080,0.900,8,10,0,0.863,0.410,3.972,0.750,0.699,1052.835
311,COMPLETE,6.787,7,0.220,14,1.000,0.560,7.500,0.030,0.080,0.900,6,10,0,0.787,0.445,4.479,0.689,0.632,1016.298
312,COMPLETE,6.787,7,0.220,14,1.000,0.560,7.500,0.030,0.080,0.900,6,10,0,0.787,0.445,4.479,0.689,0.632,1012.163
313,COMPLETE,6.787,7,0.220,14,1.000,0.560,7.500,0.030,0.080,0.900,6,10,0,0.787,0.445,4.479,0.689,0.632,1017.487
314,COMPLETE,6.787,7,0.220,14,1.000,0.560,7.500,0.030,0.080,0.900,6,10,0,0.787,0.445,4.479,0.689,0.632,1047.526
315,COMPLETE,6.787,7,0.220,14,1.000,0.560,7.500,0.030,0.080,0.900,6,10,0,0.787,0.445,4.479,0.689,0.632,1034.924
316,COMPLETE,8.997,7,0.220,14,1.000,0.560,7.500,0.020,0.080,0.900,8,10,0,0.997,0.430,5.472,0.847,0.771,979.434
317,COMPLETE,8.997,7,0.220,14,1.000,0.560,7.500,0.020,0.080,0.900,8,10,0,0.997,0.430,5.472,0.847,0.771,974.471
318,COMPLETE,11.000,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.900,10,10,0,1.000,0.451,5.943,0.874,0.834,1018.515
319,COMPLETE,0.318,7,0.220,14,1.000,0.580,7.500,0.055,0.080,0.900,0,10,0,0.318,0.464,2.084,0.264,0.237,1148.915
320,COMPLETE,9.940,7,0.200,14,1.000,0.580,7.500,0.020,0.080,0.900,9,10,0,0.940,0.394,4.826,0.814,0.713,980.924
321,COMPLETE,0.318,7,0.220,14,1.000,0.580,7.500,0.055,0.080,0.900,0,10,0,0.318,0.464,2.084,0.264,0.237,1147.649
322,COMPLETE,0.258,8,0.200,14,1.000,0.580,7.500,0.055,0.080,0.900,0,10,0,0.258,0.451,1.924,0.206,0.198,1131.277
323,COMPLETE,11.000,8,0.200,14,1.000,0.580,7.500,0.020,0.080,0.900,10,10,0,1.000,0.434,5.677,0.876,0.786,989.176
324,COMPLETE,9.996,8,0.200,14,1.000,0.420,7.500,0.020,0.080,0.900,9,10,0,0.996,0.435,5.113,0.853,0.780,965.413
325,COMPLETE,11.000,9,0.200,14,1.000,0.400,7.500,0.020,0.080,0.900,10,10,0,1.000,0.453,5.364,0.842,0.739,1029.978
326,COMPLETE,9.931,9,0.200,12,1.000,0.580,7.500,0.045,0.080,0.900,9,10,0,0.931,0.477,3.953,0.811,0.761,1102.561
327,COMPLETE,7.998,9,0.200,12,1.000,0.580,7.500,0.020,0.080,0.900,7,10,0,0.998,0.471,6.263,0.837,0.758,1009.820
328,COMPLETE,8.868,9,0.200,13,1.000,0.400,8.500,0.020,0.080,0.900,8,10,0,0.868,0.433,4.885,0.777,0.683,1008.318
329,COMPLETE,5.861,8,0.200,13,1.000,0.400,8.500,0.020,0.080,0.900,5,10,0,0.861,0.400,4.292,0.726,0.671,985.517
330,COMPLETE,9.997,9,0.200,13,1.000,0.580,8.500,0.020,0.080,0.900,9,10,0,0.997,0.439,5.670,0.849,0.833,1001.314
331,COMPLETE,9.997,9,0.200,13,1.000,0.580,8.500,0.020,0.080,0.900,9,10,0,0.997,0.439,5.670,0.849,0.833,968.528
332,COMPLETE,8.995,9,0.200,13,1.000,0.420,8.500,0.020,0.080,0.900,8,10,0,0.995,0.431,5.022,0.844,0.761,969.048
333,COMPLETE,9.997,9,0.200,12,1.000,0.420,8.500,0.020,0.090,0.900,9,10,0,0.997,0.426,4.946,0.840,0.761,1000.378
334,COMPLETE,1.304,9,0.200,12,1.000,0.580,8.500,0.055,0.090,0.900,1,10,0,0.304,0.460,2.023,0.252,0.262,1144.405
335,COMPLETE,8.997,8,0.190,12,1.000,0.580,8.500,0.020,0.090,1.000,8,10,0,0.997,0.374,4.530,0.841,0.831,949.809
336,COMPLETE,9.999,9,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,9,10,0,0.999,0.408,5.005,0.846,0.802,954.688
337,COMPLETE,9.999,9,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,9,10,0,0.999,0.408,5.005,0.846,0.802,946.518
338,COMPLETE,4.585,9,0.190,12,1.000,0.420,8.500,0.045,0.090,0.900,4,10,0,0.585,0.431,2.469,0.506,0.490,1099.729
339,COMPLETE,6.723,9,0.190,12,1.000,0.540,8.500,0.045,0.090,1.000,6,10,0,0.723,0.421,2.592,0.614,0.612,1083.351
340,COMPLETE,9.999,9,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,9,10,0,0.999,0.408,5.005,0.846,0.802,969.367
341,COMPLETE,8.996,8,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,8,10,0,0.996,0.387,4.596,0.845,0.806,934.649
342,COMPLETE,8.996,8,0.190,13,1.000,0.540,8.500,0.020,0.090,1.000,8,10,0,0.996,0.387,4.596,0.845,0.806,923.702
343,COMPLETE,8.996,8,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,8,10,0,0.996,0.387,4.596,0.845,0.806,938.621
344,COMPLETE,8.996,8,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,8,10,0,0.996,0.387,4.596,0.845,0.806,930.491
345,COMPLETE,8.996,8,0.190,13,1.000,0.540,8.500,0.020,0.090,1.000,8,10,0,0.996,0.387,4.596,0.845,0.806,931.950
346,COMPLETE,8.996,8,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,8,10,0,0.996,0.387,4.596,0.845,0.806,933.021
347,COMPLETE,8.996,8,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,8,10,0,0.996,0.387,4.596,0.845,0.806,945.848
348,COMPLETE,8.996,8,0.190,12,1.000,0.540,8.500,0.020,0.090,1.000,8,10,0,0.996,0.387,4.596,0.845,0.806,927.975
349,COMPLETE,11.000,8,0.190,12,1.000,0.540,7.000,0.020,0.090,1.000,10,10,0,1.000,0.425,5.349,0.852,0.779,988.034
350,COMPLETE,7.997,8,0.190,12,1.000,0.540,7.000,0.025,0.090,1.000,7,10,0,0.997,0.420,4.835,0.845,0.834,1014.637
351,COMPLETE,8.994,8,0.190,11,1.000,0.540,7.000,0.025,0.090,1.000,8,10,0,0.994,0.423,4.874,0.847,0.813,996.276
352,COMPLETE,8.995,8,0.190,6,1.000,0.540,7.000,0.025,0.090,1.000,8,10,0,0.995,0.416,4.709,0.842,0.795,963.477
353,COMPLETE,8.983,8,0.190,11,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.983,0.417,4.705,0.820,0.789,1009.539
354,COMPLETE,8.983,8,0.190,11,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.983,0.417,4.705,0.820,0.789,1007.905
355,COMPLETE,8.996,8,0.190,13,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.996,0.417,4.744,0.832,0.800,1015.838
356,COMPLETE,8.993,8,0.230,11,1.000,0.540,7.000,0.025,0.090,0.900,8,10,0,0.993,0.494,6.187,0.851,0.789,1073.585
