number,state,value,seed,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition
283,COMPLETE,9.970,109,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.320,2.950,0.868,0.820,0.732,0.732
284,COMPLETE,9.970,100,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.346,3.372,0.869,0.854,0.879,0.854
284,COMPLETE,9.970,101,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.323,3.016,0.863,0.786,0.805,0.786
284,COMPLETE,9.970,102,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.303,2.784,0.829,0.857,0.844,0.844
284,COMPLETE,9.970,103,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.331,3.230,0.880,0.868,0.850,0.850
284,COMPLETE,9.970,104,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,false,false,0.700,0.311,2.446,0.560,0.623,0.610,0.610
284,COMPLETE,9.970,105,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.328,3.195,0.874,0.863,0.838,0.838
284,COMPLETE,9.970,106,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.333,3.195,0.852,0.891,0.788,0.788
284,COMPLETE,9.970,107,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.322,3.136,0.913,0.819,0.744,0.744
284,COMPLETE,9.970,108,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.314,2.846,0.832,0.805,0.827,0.805
284,COMPLETE,9.970,109,6,0.180,13,1.000,0.600,8.000,0.025,0.090,0.800,true,false,1.000,0.320,2.950,0.868,0.820,0.732,0.732
285,COMPLETE,11.000,100,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.399,4.282,0.874,0.831,0.794,0.794
285,COMPLETE,11.000,101,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.387,3.998,0.803,0.859,0.786,0.786
285,COMPLETE,11.000,102,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.377,3.938,0.835,0.856,0.751,0.751
285,COMPLETE,11.000,103,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.402,4.192,0.845,0.816,0.709,0.709
285,COMPLETE,11.000,104,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.380,4.034,0.895,0.851,0.813,0.813
285,COMPLETE,11.000,105,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.404,4.313,0.899,0.825,0.843,0.825
285,COMPLETE,11.000,106,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.386,3.967,0.832,0.830,0.826,0.826
285,COMPLETE,11.000,107,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.394,4.146,0.858,0.811,0.829,0.811
285,COMPLETE,11.000,108,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.380,3.905,0.816,0.832,0.787,0.787
285,COMPLETE,11.000,109,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.405,4.384,0.868,0.865,0.856,0.856
286,COMPLETE,11.000,100,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.374,3.888,0.866,0.729,0.764,0.729
286,COMPLETE,11.000,101,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.393,4.136,0.845,0.882,0.836,0.836
286,COMPLETE,11.000,102,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.375,3.824,0.851,0.806,0.792,0.792
286,COMPLETE,11.000,103,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.388,4.049,0.861,0.867,0.749,0.749
286,COMPLETE,11.000,104,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.383,4.052,0.861,0.804,0.719,0.719
286,COMPLETE,11.000,105,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.394,4.124,0.869,0.847,0.795,0.795
286,COMPLETE,11.000,106,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.398,4.223,0.869,0.841,0.795,0.795
286,COMPLETE,11.000,107,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.395,4.088,0.813,0.830,0.860,0.830
286,COMPLETE,11.000,108,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.393,4.145,0.886,0.829,0.816,0.816
286,COMPLETE,11.000,109,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.399,4.158,0.817,0.848,0.800,0.800
287,COMPLETE,11.000,100,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.399,4.282,0.874,0.831,0.794,0.794
287,COMPLETE,11.000,101,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.387,3.998,0.803,0.859,0.786,0.786
287,COMPLETE,11.000,102,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.377,3.938,0.835,0.856,0.751,0.751
287,COMPLETE,11.000,103,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.402,4.192,0.845,0.816,0.709,0.709
287,COMPLETE,11.000,104,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.380,4.034,0.895,0.851,0.813,0.813
287,COMPLETE,11.000,105,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.404,4.313,0.899,0.825,0.843,0.825
287,COMPLETE,11.000,106,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.386,3.967,0.832,0.830,0.826,0.826
287,COMPLETE,11.000,107,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.394,4.146,0.858,0.811,0.829,0.811
287,COMPLETE,11.000,108,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.380,3.905,0.816,0.832,0.787,0.787
287,COMPLETE,11.000,109,8,0.180,16,1.000,0.520,8.000,0.025,0.090,0.800,true,false,1.000,0.405,4.384,0.868,0.865,0.856,0.856
288,COMPLETE,11.000,100,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.374,3.888,0.866,0.729,0.764,0.729
288,COMPLETE,11.000,101,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.393,4.136,0.845,0.882,0.836,0.836
288,COMPLETE,11.000,102,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.375,3.824,0.851,0.806,0.792,0.792
288,COMPLETE,11.000,103,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.388,4.049,0.861,0.867,0.749,0.749
288,COMPLETE,11.000,104,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.383,4.052,0.861,0.804,0.719,0.719
288,COMPLETE,11.000,105,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.394,4.124,0.869,0.847,0.795,0.795
288,COMPLETE,11.000,106,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.398,4.223,0.869,0.841,0.795,0.795
288,COMPLETE,11.000,107,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.395,4.088,0.813,0.830,0.860,0.830
288,COMPLETE,11.000,108,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.393,4.145,0.886,0.829,0.816,0.816
288,COMPLETE,11.000,109,8,0.180,13,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.399,4.158,0.817,0.848,0.800,0.800
289,COMPLETE,9.991,100,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.441,5.093,0.871,0.742,0.812,0.742
289,COMPLETE,9.991,101,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.464,5.310,0.819,0.846,0.846,0.846
289,COMPLETE,9.991,102,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.427,4.897,0.857,0.826,0.784,0.784
289,COMPLETE,9.991,103,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.444,5.179,0.870,0.814,0.801,0.801
289,COMPLETE,9.991,104,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.445,5.080,0.864,0.782,0.779,0.779
289,COMPLETE,9.991,105,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,false,false,0.914,0.439,4.828,0.731,0.772,0.758,0.758
289,COMPLETE,9.991,106,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.429,4.875,0.809,0.845,0.795,0.795
289,COMPLETE,9.991,107,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.439,5.016,0.863,0.752,0.699,0.699
289,COMPLETE,9.991,108,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.425,4.886,0.841,0.812,0.766,0.766
289,COMPLETE,9.991,109,10,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.413,4.581,0.873,0.668,0.648,0.648
290,COMPLETE,7.865,100,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,false,false,0.988,0.281,2.306,0.791,0.744,0.668,0.668
290,COMPLETE,7.865,101,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.328,3.019,0.857,0.850,0.867,0.850
290,COMPLETE,7.865,102,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.322,2.859,0.834,0.832,0.814,0.814
290,COMPLETE,7.865,103,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,false,false,0.334,0.315,2.149,0.267,0.244,0.288,0.244
290,COMPLETE,7.865,104,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.318,2.798,0.826,0.821,0.817,0.817
290,COMPLETE,7.865,105,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.329,3.008,0.836,0.855,0.855,0.855
290,COMPLETE,7.865,106,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.324,2.867,0.819,0.870,0.871,0.870
290,COMPLETE,7.865,107,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.325,3.004,0.895,0.843,0.845,0.843
290,COMPLETE,7.865,108,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,false,false,0.328,0.343,2.410,0.262,0.197,0.195,0.195
290,COMPLETE,7.865,109,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.331,2.987,0.872,0.776,0.839,0.776
291,COMPLETE,7.865,100,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,false,false,0.988,0.281,2.306,0.791,0.744,0.668,0.668
291,COMPLETE,7.865,101,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.328,3.019,0.857,0.850,0.867,0.850
291,COMPLETE,7.865,102,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.322,2.859,0.834,0.832,0.814,0.814
291,COMPLETE,7.865,103,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,false,false,0.334,0.315,2.149,0.267,0.244,0.288,0.244
291,COMPLETE,7.865,104,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.318,2.798,0.826,0.821,0.817,0.817
291,COMPLETE,7.865,105,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.329,3.008,0.836,0.855,0.855,0.855
291,COMPLETE,7.865,106,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.324,2.867,0.819,0.870,0.871,0.870
291,COMPLETE,7.865,107,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.325,3.004,0.895,0.843,0.845,0.843
291,COMPLETE,7.865,108,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,false,false,0.328,0.343,2.410,0.262,0.197,0.195,0.195
291,COMPLETE,7.865,109,6,0.180,16,1.000,0.520,8.000,0.025,0.090,0.900,true,false,1.000,0.331,2.987,0.872,0.776,0.839,0.776
292,COMPLETE,9.989,100,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.434,4.878,0.812,0.800,0.824,0.800
292,COMPLETE,9.989,101,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.428,4.787,0.831,0.728,0.758,0.728
292,COMPLETE,9.989,102,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.424,4.826,0.821,0.808,0.838,0.808
292,COMPLETE,9.989,103,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.458,5.315,0.864,0.774,0.731,0.731
292,COMPLETE,9.989,104,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.430,4.814,0.820,0.770,0.749,0.749
292,COMPLETE,9.989,105,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,false,false,0.889,0.395,4.170,0.711,0.701,0.680,0.680
292,COMPLETE,9.989,106,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.450,5.239,0.826,0.816,0.830,0.816
292,COMPLETE,9.989,107,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.466,5.487,0.874,0.836,0.786,0.786
292,COMPLETE,9.989,108,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.423,4.785,0.837,0.845,0.813,0.813
292,COMPLETE,9.989,109,10,0.180,13,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.435,4.925,0.839,0.766,0.814,0.766
293,COMPLETE,9.989,100,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.434,4.878,0.812,0.800,0.824,0.800
293,COMPLETE,9.989,101,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.428,4.787,0.831,0.728,0.758,0.728
293,COMPLETE,9.989,102,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.424,4.826,0.821,0.808,0.838,0.808
293,COMPLETE,9.989,103,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.458,5.315,0.864,0.774,0.731,0.731
293,COMPLETE,9.989,104,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.430,4.814,0.820,0.770,0.749,0.749
293,COMPLETE,9.989,105,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,false,false,0.889,0.395,4.170,0.711,0.701,0.680,0.680
293,COMPLETE,9.989,106,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.450,5.239,0.826,0.816,0.830,0.816
293,COMPLETE,9.989,107,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.466,5.487,0.874,0.836,0.786,0.786
293,COMPLETE,9.989,108,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.423,4.785,0.837,0.845,0.813,0.813
293,COMPLETE,9.989,109,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.435,4.925,0.839,0.766,0.814,0.766
294,COMPLETE,9.989,100,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.434,4.878,0.812,0.800,0.824,0.800
294,COMPLETE,9.989,101,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.428,4.787,0.831,0.728,0.758,0.728
294,COMPLETE,9.989,102,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.424,4.826,0.821,0.808,0.838,0.808
294,COMPLETE,9.989,103,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.458,5.315,0.864,0.774,0.731,0.731
294,COMPLETE,9.989,104,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.430,4.814,0.820,0.770,0.749,0.749
294,COMPLETE,9.989,105,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,false,false,0.889,0.395,4.170,0.711,0.701,0.680,0.680
294,COMPLETE,9.989,106,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.450,5.239,0.826,0.816,0.830,0.816
294,COMPLETE,9.989,107,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.466,5.487,0.874,0.836,0.786,0.786
294,COMPLETE,9.989,108,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.423,4.785,0.837,0.845,0.813,0.813
294,COMPLETE,9.989,109,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.435,4.925,0.839,0.766,0.814,0.766
295,COMPLETE,9.989,100,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.434,4.878,0.812,0.800,0.824,0.800
295,COMPLETE,9.989,101,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.428,4.787,0.831,0.728,0.758,0.728
295,COMPLETE,9.989,102,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.424,4.826,0.821,0.808,0.838,0.808
295,COMPLETE,9.989,103,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.458,5.315,0.864,0.774,0.731,0.731
295,COMPLETE,9.989,104,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.430,4.814,0.820,0.770,0.749,0.749
295,COMPLETE,9.989,105,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,false,false,0.889,0.395,4.170,0.711,0.701,0.680,0.680
295,COMPLETE,9.989,106,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.450,5.239,0.826,0.816,0.830,0.816
295,COMPLETE,9.989,107,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.466,5.487,0.874,0.836,0.786,0.786
295,COMPLETE,9.989,108,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.423,4.785,0.837,0.845,0.813,0.813
295,COMPLETE,9.989,109,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.435,4.925,0.839,0.766,0.814,0.766
296,COMPLETE,9.989,100,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.434,4.878,0.812,0.800,0.824,0.800
296,COMPLETE,9.989,101,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.428,4.787,0.831,0.728,0.758,0.728
296,COMPLETE,9.989,102,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.424,4.826,0.821,0.808,0.838,0.808
296,COMPLETE,9.989,103,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.458,5.315,0.864,0.774,0.731,0.731
296,COMPLETE,9.989,104,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.430,4.814,0.820,0.770,0.749,0.749
296,COMPLETE,9.989,105,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,false,false,0.889,0.395,4.170,0.711,0.701,0.680,0.680
296,COMPLETE,9.989,106,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.450,5.239,0.826,0.816,0.830,0.816
296,COMPLETE,9.989,107,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.466,5.487,0.874,0.836,0.786,0.786
296,COMPLETE,9.989,108,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.423,4.785,0.837,0.845,0.813,0.813
296,COMPLETE,9.989,109,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.435,4.925,0.839,0.766,0.814,0.766
297,COMPLETE,9.989,100,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.434,4.878,0.812,0.800,0.824,0.800
297,COMPLETE,9.989,101,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.428,4.787,0.831,0.728,0.758,0.728
297,COMPLETE,9.989,102,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.424,4.826,0.821,0.808,0.838,0.808
297,COMPLETE,9.989,103,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.458,5.315,0.864,0.774,0.731,0.731
297,COMPLETE,9.989,104,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.430,4.814,0.820,0.770,0.749,0.749
297,COMPLETE,9.989,105,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,false,false,0.889,0.395,4.170,0.711,0.701,0.680,0.680
297,COMPLETE,9.989,106,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.450,5.239,0.826,0.816,0.830,0.816
297,COMPLETE,9.989,107,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.466,5.487,0.874,0.836,0.786,0.786
297,COMPLETE,9.989,108,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.423,4.785,0.837,0.845,0.813,0.813
297,COMPLETE,9.989,109,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.435,4.925,0.839,0.766,0.814,0.766
298,COMPLETE,9.989,100,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.434,4.878,0.812,0.800,0.824,0.800
298,COMPLETE,9.989,101,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.428,4.787,0.831,0.728,0.758,0.728
298,COMPLETE,9.989,102,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.424,4.826,0.821,0.808,0.838,0.808
298,COMPLETE,9.989,103,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.458,5.315,0.864,0.774,0.731,0.731
298,COMPLETE,9.989,104,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.430,4.814,0.820,0.770,0.749,0.749
298,COMPLETE,9.989,105,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,false,false,0.889,0.395,4.170,0.711,0.701,0.680,0.680
298,COMPLETE,9.989,106,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.450,5.239,0.826,0.816,0.830,0.816
298,COMPLETE,9.989,107,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.466,5.487,0.874,0.836,0.786,0.786
298,COMPLETE,9.989,108,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.423,4.785,0.837,0.845,0.813,0.813
298,COMPLETE,9.989,109,10,0.180,16,1.000,0.520,8.000,0.025,0.100,0.900,true,false,1.000,0.435,4.925,0.839,0.766,0.814,0.766
299,COMPLETE,8.991,100,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,true,false,1.000,0.458,5.314,0.816,0.880,0.819,0.819
299,COMPLETE,8.991,101,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,true,false,1.000,0.424,5.014,0.886,0.785,0.749,0.749
299,COMPLETE,8.991,102,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,true,false,1.000,0.464,5.509,0.846,0.807,0.764,0.764
299,COMPLETE,8.991,103,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,true,false,1.000,0.420,4.857,0.819,0.860,0.854,0.854
299,COMPLETE,8.991,104,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,true,false,1.000,0.427,4.962,0.835,0.829,0.827,0.827
299,COMPLETE,8.991,105,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,true,false,1.000,0.426,5.008,0.856,0.804,0.791,0.791
299,COMPLETE,8.991,106,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,true,false,1.000,0.442,5.101,0.815,0.777,0.735,0.735
299,COMPLETE,8.991,107,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,true,false,1.000,0.421,4.883,0.854,0.819,0.808,0.808
299,COMPLETE,8.991,108,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,false,false,0.961,0.439,4.986,0.769,0.827,0.820,0.820
299,COMPLETE,8.991,109,10,0.180,13,1.000,0.560,8.000,0.025,0.100,0.900,false,false,0.948,0.423,4.660,0.758,0.689,0.740,0.689
300,COMPLETE,9.965,100,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,false,false,0.655,0.410,3.725,0.630,0.327,0.398,0.327
300,COMPLETE,9.965,101,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.406,4.214,0.866,0.770,0.717,0.717
300,COMPLETE,9.965,102,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.416,4.317,0.809,0.832,0.791,0.791
300,COMPLETE,9.965,103,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.455,4.804,0.808,0.855,0.850,0.850
300,COMPLETE,9.965,104,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.454,4.854,0.842,0.807,0.785,0.785
300,COMPLETE,9.965,105,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.440,4.721,0.874,0.843,0.857,0.843
300,COMPLETE,9.965,106,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.415,4.330,0.812,0.831,0.812,0.812
300,COMPLETE,9.965,107,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.458,5.005,0.881,0.812,0.823,0.812
300,COMPLETE,9.965,108,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.426,4.348,0.801,0.766,0.754,0.754
300,COMPLETE,9.965,109,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.437,4.744,0.869,0.827,0.778,0.778
301,COMPLETE,9.965,100,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,false,false,0.655,0.410,3.725,0.630,0.327,0.398,0.327
301,COMPLETE,9.965,101,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.406,4.214,0.866,0.770,0.717,0.717
301,COMPLETE,9.965,102,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.416,4.317,0.809,0.832,0.791,0.791
301,COMPLETE,9.965,103,10,0.180,16,1.000,0.560,8.000,0.030,0.100,0.900,true,false,1.000,0.455,4.804,0.808,0.855,0.850,0.850
