point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,157,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,9,0.451,31,0.497,33,0.249,0,0.570,0.691,0.496,0.340,0.340,0.156,0.171,0.645,5.278,87.759
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,158,unsuccessful,gravity_without_vertical,false,true,false,false,28,not_reached,31,10,0.732,117,0.692,59,0.218,0,0.417,0.734,0.658,0.543,0.543,0.115,0.655,0.599,4.964,88.644
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,159,unsuccessful,gravity_without_vertical,false,true,false,false,54,not_reached,35,12,0.549,44,0.532,55,0.268,0,0.628,0.704,0.365,0.550,0.365,0.186,0.240,0.619,5.084,88.679
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,160,unsuccessful,gravity_without_vertical,false,true,false,false,47,58,52,10,0.846,59,0.745,60,0.248,0,0.607,0.786,0.352,0.584,0.352,0.233,0.634,0.601,5.040,88.780
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,161,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,11,0.454,113,0.430,67,0.256,0,0.730,0.785,0.346,0.322,0.322,0.023,0.292,0.625,5.190,93.892
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,162,successful,success,true,true,true,false,95,111,51,12,0.865,117,0.654,99,0.266,0,0.582,0.570,0.569,0.711,0.569,0.142,0.823,0.601,5.106,88.505
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,163,unsuccessful,gravity_without_vertical,false,true,false,false,53,not_reached,76,18,0.777,119,0.695,119,0.266,0,0.726,0.768,0.643,0.744,0.643,0.101,0.746,0.595,5.227,89.036
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,164,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,14,26,0.538,16,0.399,49,0.246,0,0.729,0.844,0.296,0.310,0.296,0.014,0.314,0.659,5.502,89.255
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,165,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,51,28,0.505,51,0.383,71,0.267,0,0.641,0.746,0.369,0.315,0.315,0.054,0.306,0.603,5.023,89.148
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,166,unsuccessful,gravity_without_vertical,false,true,false,false,108,not_reached,110,5,0.660,112,0.600,120,0.240,0,0.746,0.683,0.605,0.600,0.600,0.005,0.657,0.639,5.441,88.424
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,167,unsuccessful,gravity_without_vertical,false,true,false,false,48,not_reached,20,19,0.752,93,0.698,78,0.267,0,0.746,0.750,0.210,0.316,0.210,0.106,0.299,0.671,5.686,88.670
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,168,unsuccessful,gravity_without_vertical,false,true,false,false,21,not_reached,21,10,0.743,34,0.766,37,0.246,0,0.658,0.822,0.515,0.595,0.515,0.080,0.656,0.643,5.514,88.556
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,169,unsuccessful,gravity_without_vertical,false,true,false,false,74,not_reached,101,29,0.589,108,0.569,107,0.231,0,0.744,0.833,0.363,0.288,0.288,0.076,0.182,0.647,5.453,88.308
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,170,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,11,0.499,23,0.477,80,0.270,0,0.667,0.707,0.430,0.577,0.430,0.147,0.254,0.593,4.898,87.583
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,171,unsuccessful,gravity_without_vertical,false,true,false,false,67,not_reached,83,8,0.676,107,0.573,102,0.258,0,0.708,0.809,0.615,0.450,0.450,0.165,0.572,0.606,5.123,86.080
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,172,unsuccessful,gravity_without_vertical,false,true,false,false,104,not_reached,71,10,0.561,118,0.554,105,0.238,0,0.707,0.558,0.517,0.560,0.517,0.042,0.486,0.608,5.048,88.288
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,173,unsuccessful,partial_tilt,false,false,false,false,not_reached,not_reached,112,15,0.633,117,0.495,114,0.237,0,0.694,0.733,0.351,0.490,0.351,0.139,0.549,0.639,5.408,86.804
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,174,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,84,16,0.583,85,0.413,119,0.251,0,0.591,0.681,0.363,0.414,0.363,0.051,0.308,0.639,5.291,88.435
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,175,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,27,0.369,17,0.397,96,0.256,0,0.636,0.643,0.296,0.311,0.296,0.015,0.266,0.619,5.103,88.587
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,176,unsuccessful,gravity_without_vertical,false,true,false,false,103,not_reached,39,13,0.731,120,0.759,120,0.270,0,0.606,0.727,0.770,0.759,0.759,0.011,0.731,0.636,5.529,87.708
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,177,unsuccessful,gravity_without_vertical,false,true,false,false,43,80,43,10,0.861,82,0.797,94,0.266,0,0.742,0.687,0.618,0.558,0.558,0.060,0.611,0.619,5.194,88.858
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,178,unsuccessful,gravity_without_vertical,false,true,false,false,41,not_reached,42,17,0.731,111,0.690,112,0.241,0,0.653,0.706,0.638,0.732,0.638,0.094,0.660,0.629,5.357,88.831
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,179,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,110,9,0.626,115,0.335,36,0.237,0,0.239,0.497,0.433,0.301,0.301,0.132,0.379,0.597,4.781,88.817
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,180,unsuccessful,gravity_without_vertical,false,true,false,false,60,not_reached,48,15,0.613,61,0.558,66,0.270,0,0.677,0.726,0.344,0.456,0.344,0.112,0.407,0.640,5.287,87.736
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,181,unsuccessful,gravity_without_vertical,false,true,false,false,92,not_reached,87,12,0.654,101,0.528,92,0.241,0,0.583,0.653,0.374,0.329,0.329,0.045,0.281,0.631,5.175,88.713
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,182,unsuccessful,gravity_without_vertical,false,true,false,false,97,not_reached,52,13,0.664,120,0.597,101,0.234,0,0.670,0.697,0.556,0.556,0.556,0.000,0.664,0.648,5.575,88.580
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,183,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,57,14,0.569,70,0.483,120,0.254,0,0.747,0.654,0.483,0.575,0.483,0.091,0.444,0.610,5.078,88.805
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,184,unsuccessful,gravity_without_vertical,false,true,false,false,41,not_reached,42,15,0.747,54,0.690,53,0.228,0,0.470,0.678,0.294,0.288,0.288,0.006,0.333,0.631,5.184,88.021
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,185,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,19,7,0.683,24,0.468,44,0.234,0,0.565,0.661,0.341,0.262,0.262,0.079,0.355,0.615,5.165,86.155
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,186,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,8,0.498,65,0.448,45,0.245,0,0.738,0.768,0.315,0.278,0.278,0.036,0.310,0.625,5.270,88.082
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,187,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,13,0.481,72,0.359,31,0.239,0,0.702,0.735,0.213,0.313,0.213,0.100,0.249,0.656,5.478,87.361
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,188,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,99,12,0.508,99,0.450,79,0.233,0,0.512,0.593,0.396,0.431,0.396,0.034,0.350,0.552,4.464,89.494
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,189,unsuccessful,gravity_without_vertical,false,true,false,false,40,85,61,18,0.875,85,0.801,103,0.248,0,0.808,0.769,0.778,0.707,0.707,0.071,0.654,0.634,5.545,87.542
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,190,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,42,14,0.512,54,0.455,60,0.228,0,0.651,0.811,0.341,0.310,0.310,0.031,0.202,0.665,5.623,86.864
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,191,unsuccessful,gravity_without_vertical,false,true,false,false,43,63,50,9,0.828,69,0.737,64,0.257,0,0.653,0.814,0.330,0.354,0.330,0.024,0.335,0.657,5.614,88.276
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,192,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,29,17,0.578,30,0.461,98,0.284,0,0.634,0.489,0.365,0.256,0.256,0.110,0.490,0.584,4.803,89.319
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,193,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,11,0.457,81,0.497,81,0.263,0,0.737,0.814,0.359,0.187,0.187,0.171,0.133,0.665,5.647,89.220
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,194,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,42,8,0.547,45,0.433,105,0.236,0,0.650,0.693,0.325,0.316,0.316,0.009,0.245,0.612,5.096,90.659
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.000,195,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,13,0.409,91,0.412,114,0.259,0,0.757,0.749,0.392,0.324,0.324,0.068,0.232,0.657,5.577,92.446
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,96,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,14,9,0.514,64,0.470,34,0.261,0,0.650,0.566,0.426,0.374,0.374,0.052,0.362,0.608,5.014,87.986
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,97,unsuccessful,flat,false,false,false,false,not_reached,not_reached,11,17,0.595,96,0.444,51,0.265,0,0.731,0.763,0.317,0.219,0.219,0.098,0.288,0.673,5.692,90.373
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,98,unsuccessful,gravity_without_vertical,false,true,false,false,102,not_reached,45,8,0.674,49,0.522,103,0.247,0,0.659,0.762,0.410,0.463,0.410,0.053,0.447,0.619,5.254,87.589
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,99,unsuccessful,gravity_without_vertical,false,true,false,false,96,not_reached,87,18,0.771,102,0.623,98,0.268,0,0.565,0.648,0.384,0.535,0.384,0.150,0.668,0.609,5.102,89.960
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,105,unsuccessful,gravity_without_vertical,false,true,false,false,120,not_reached,53,19,0.527,53,0.533,120,0.259,0,0.528,0.713,0.533,0.678,0.533,0.144,0.205,0.601,4.844,88.893
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,106,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,23,0.387,13,0.470,58,0.274,0,0.723,0.702,0.195,0.189,0.189,0.006,0.253,0.652,5.541,90.004
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,107,unsuccessful,gravity_without_vertical,false,true,false,false,61,not_reached,36,11,0.732,59,0.576,66,0.243,0,0.822,0.775,0.517,0.563,0.517,0.046,0.415,0.634,5.263,88.640
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,108,unsuccessful,gravity_without_vertical,false,true,false,false,37,not_reached,16,22,0.646,48,0.534,48,0.253,0,0.740,0.768,0.357,0.238,0.238,0.120,0.152,0.691,5.825,87.277
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,109,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,18,11,0.616,21,0.399,71,0.236,0,0.691,0.732,0.287,0.291,0.287,0.004,0.234,0.648,5.398,87.952
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,110,unsuccessful,gravity_without_vertical,false,true,false,false,50,not_reached,50,22,0.713,100,0.656,51,0.237,0,0.716,0.697,0.248,0.200,0.200,0.048,0.419,0.635,5.365,87.970
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,111,unsuccessful,gravity_without_vertical,false,true,false,false,43,77,21,10,0.811,83,0.815,85,0.252,0,0.619,0.788,0.641,0.711,0.641,0.070,0.692,0.623,5.362,88.890
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,112,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,9,0.457,25,0.476,118,0.247,0,0.679,0.717,0.502,0.458,0.458,0.044,0.367,0.629,5.287,87.844
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,113,unsuccessful,gravity_without_vertical,false,true,false,false,87,99,83,11,0.833,101,0.793,109,0.268,0,0.631,0.535,0.543,0.629,0.543,0.087,0.610,0.609,5.149,89.204
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,114,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,15,0.456,114,0.411,42,0.266,0,0.584,0.510,0.324,0.237,0.237,0.087,0.322,0.594,4.871,87.894
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,115,unsuccessful,gravity_without_vertical,false,true,false,false,56,113,57,10,0.808,116,0.838,113,0.241,0,0.697,0.593,0.775,0.794,0.775,0.019,0.746,0.596,5.137,88.279
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,116,unsuccessful,flat,false,false,false,false,not_reached,not_reached,43,18,0.539,56,0.496,35,0.237,0,0.705,0.763,0.346,0.227,0.227,0.119,0.309,0.645,5.409,88.629
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,117,unsuccessful,gravity_without_vertical,false,true,false,false,26,not_reached,41,8,0.782,91,0.739,97,0.236,0,0.622,0.778,0.609,0.791,0.609,0.182,0.667,0.625,5.313,87.896
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,118,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,21,8,0.520,21,0.431,42,0.241,0,0.769,0.812,0.301,0.332,0.301,0.031,0.189,0.687,5.798,87.834
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,119,unsuccessful,flat,false,false,false,false,not_reached,not_reached,24,13,0.532,24,0.443,95,0.252,0,0.700,0.843,0.178,0.247,0.178,0.069,0.369,0.628,5.313,87.268
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,120,unsuccessful,gravity_without_vertical,false,true,false,false,34,not_reached,20,15,0.768,80,0.682,78,0.262,0,0.675,0.742,0.395,0.472,0.395,0.077,0.233,0.638,5.213,88.061
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,121,unsuccessful,gravity_without_vertical,false,true,false,false,22,not_reached,17,9,0.790,47,0.775,56,0.258,0,0.664,0.780,0.178,0.270,0.178,0.091,0.241,0.665,5.618,88.897
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,122,unsuccessful,gravity_without_vertical,false,true,false,false,41,not_reached,26,10,0.689,62,0.697,55,0.264,0,0.563,0.780,0.551,0.518,0.518,0.033,0.585,0.610,5.228,89.359
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,123,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,13,0.498,26,0.443,108,0.262,0,0.506,0.760,0.223,0.303,0.223,0.081,0.364,0.610,5.060,86.790
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,124,unsuccessful,gravity_without_vertical,false,true,false,false,46,not_reached,30,10,0.664,38,0.568,59,0.248,0,0.659,0.753,0.341,0.299,0.299,0.042,0.483,0.623,5.199,87.399
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,125,unsuccessful,gravity_without_vertical,false,true,false,false,110,not_reached,69,17,0.611,72,0.593,116,0.256,0,0.748,0.774,0.451,0.426,0.426,0.024,0.213,0.627,5.215,88.032
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,126,unsuccessful,gravity_without_vertical,false,true,false,false,84,91,66,15,0.816,91,0.723,120,0.247,0,0.725,0.667,0.733,0.723,0.723,0.009,0.672,0.656,5.705,88.228
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,127,unsuccessful,gravity_without_vertical,false,true,false,false,101,not_reached,not_reached,10,0.490,114,0.524,101,0.250,0,0.617,0.708,0.465,0.440,0.440,0.024,0.426,0.621,5.076,89.538
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,128,unsuccessful,gravity_without_vertical,false,true,false,false,62,102,73,14,0.879,108,0.804,98,0.234,0,0.622,0.677,0.620,0.655,0.620,0.035,0.703,0.611,5.203,89.469
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,129,unsuccessful,gravity_without_vertical,false,true,false,false,112,not_reached,43,20,0.542,111,0.513,112,0.261,0,0.556,0.677,0.273,0.344,0.273,0.072,0.177,0.652,5.373,88.680
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,130,unsuccessful,gravity_without_vertical,false,true,false,false,23,31,21,12,0.838,78,0.774,72,0.237,0,0.545,0.790,0.630,0.603,0.603,0.028,0.665,0.574,4.785,93.603
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,131,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,103,11,0.676,107,0.451,116,0.259,0,0.749,0.684,0.522,0.362,0.362,0.160,0.382,0.629,5.233,89.159
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,132,unsuccessful,partial_tilt,false,false,false,false,not_reached,not_reached,118,10,0.508,118,0.367,22,0.238,0,0.783,0.763,0.236,0.235,0.235,0.002,0.507,0.635,5.344,89.257
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,133,unsuccessful,gravity_without_vertical,false,true,false,false,56,not_reached,23,14,0.729,60,0.765,64,0.243,0,0.748,0.751,0.579,0.544,0.544,0.034,0.484,0.611,5.122,90.002
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.135,0.135,0.300,134,unsuccessful,gravity_without_vertical,false,true,false,false,53,not_reached,32,26,0.788,92,0.820,88,0.257,0,0.694,0.648,0.500,0.703,0.500,0.204,0.493,0.595,4.961,88.229
