point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,126,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,51,0.287,111,0.286,54,0.247,0,0.789,0.827,0.150,0.151,0.150,0.000,0.245,0.728,6.261,86.655
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,127,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,82,0.239,66,0.341,111,0.250,0,0.870,0.844,0.225,0.401,0.225,0.176,0.123,0.731,6.255,83.712
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,128,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.348,116,0.225,116,0.234,0,0.860,0.921,0.259,0.217,0.217,0.041,0.279,0.715,6.230,88.220
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,129,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.216,55,0.202,67,0.261,0,0.574,0.863,0.348,0.168,0.168,0.181,0.126,0.726,6.214,87.091
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,130,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,38,0.467,87,0.279,38,0.237,0,0.739,0.780,0.090,0.129,0.090,0.039,0.210,0.720,6.176,82.475
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,131,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,109,0.493,75,0.310,114,0.259,0,0.894,0.801,0.254,0.280,0.254,0.026,0.148,0.713,6.168,85.926
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,132,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,44,0.296,95,0.450,54,0.238,0,0.659,0.897,0.070,0.432,0.070,0.362,0.165,0.698,6.046,87.508
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,133,unsuccessful,flat,false,false,false,false,not_reached,not_reached,48,not_reached,0.597,56,0.220,30,0.243,0,0.662,0.853,0.230,0.150,0.150,0.080,0.154,0.714,6.145,86.830
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,134,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.369,93,0.238,82,0.257,0,0.865,0.868,0.271,0.168,0.168,0.103,0.186,0.708,6.167,88.169
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,135,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.331,60,0.231,115,0.258,0,0.746,0.671,0.147,0.283,0.147,0.136,0.183,0.690,5.810,87.101
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,136,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.240,68,0.220,119,0.247,0,0.811,0.896,0.299,0.217,0.217,0.082,0.202,0.733,6.282,87.670
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.045,0.045,0.000,137,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,74,0.259,29,0.285,80,0.270,0,0.755,0.874,0.205,0.163,0.163,0.043,0.144,0.724,6.356,87.092
