candidate,group_kind,group,generation,runs,mean_directional_bias,mean_receiver_attention,mean_sender_transposition,mean_receiver_transposition,mean_min_transposition,mean_transposition_gap,mean_comb_tilt,mean_success,mean_payoff
trial_196,all,all,0,40,0.075,0.123,0.000,0.000,0.000,0.000,0.000,0.096,0.333
trial_196,all,all,1,40,0.088,0.130,0.032,0.031,0.030,0.002,0.033,0.130,0.563
trial_196,all,all,2,40,0.098,0.138,0.053,0.051,0.050,0.004,0.056,0.157,0.767
trial_196,all,all,3,40,0.114,0.149,0.072,0.071,0.069,0.006,0.075,0.180,0.940
trial_196,all,all,4,40,0.131,0.162,0.089,0.091,0.086,0.008,0.096,0.206,1.146
trial_196,all,all,5,40,0.149,0.172,0.106,0.106,0.102,0.009,0.114,0.231,1.339
trial_196,all,all,6,40,0.162,0.178,0.118,0.120,0.112,0.014,0.131,0.254,1.532
trial_196,all,all,7,40,0.176,0.189,0.132,0.134,0.126,0.014,0.151,0.275,1.705
trial_196,all,all,8,40,0.190,0.203,0.147,0.150,0.141,0.015,0.166,0.294,1.859
trial_196,all,all,9,40,0.204,0.213,0.162,0.163,0.154,0.016,0.184,0.309,1.996
trial_196,all,all,10,40,0.209,0.224,0.174,0.176,0.166,0.018,0.200,0.319,2.081
trial_196,all,all,11,40,0.224,0.236,0.183,0.186,0.174,0.020,0.217,0.329,2.171
trial_196,all,all,12,40,0.231,0.253,0.194,0.197,0.184,0.024,0.238,0.336,2.257
trial_196,all,all,13,40,0.240,0.265,0.206,0.210,0.195,0.025,0.257,0.340,2.307
trial_196,all,all,14,40,0.253,0.286,0.208,0.210,0.198,0.022,0.268,0.345,2.368
trial_196,all,all,15,40,0.270,0.284,0.214,0.217,0.205,0.020,0.289,0.347,2.394
trial_196,all,all,16,40,0.277,0.297,0.220,0.223,0.210,0.023,0.307,0.349,2.436
trial_196,all,all,17,40,0.286,0.308,0.222,0.223,0.211,0.022,0.331,0.352,2.482
trial_196,all,all,18,40,0.298,0.322,0.224,0.225,0.213,0.023,0.349,0.355,2.532
trial_196,all,all,19,40,0.316,0.340,0.225,0.226,0.214,0.022,0.364,0.357,2.572
trial_196,all,all,20,40,0.333,0.359,0.230,0.230,0.219,0.020,0.383,0.356,2.579
trial_196,all,all,21,40,0.344,0.375,0.241,0.240,0.229,0.024,0.401,0.360,2.646
trial_196,all,all,22,40,0.353,0.390,0.244,0.243,0.231,0.024,0.420,0.361,2.673
trial_196,all,all,23,40,0.366,0.410,0.250,0.249,0.236,0.027,0.428,0.362,2.689
trial_196,all,all,24,40,0.380,0.421,0.253,0.250,0.236,0.031,0.445,0.363,2.731
trial_196,all,all,25,40,0.393,0.437,0.256,0.251,0.239,0.029,0.454,0.364,2.743
trial_196,all,all,26,40,0.409,0.448,0.264,0.262,0.247,0.033,0.465,0.365,2.769
trial_196,all,all,27,40,0.424,0.460,0.266,0.266,0.250,0.032,0.470,0.365,2.777
trial_196,all,all,28,40,0.441,0.469,0.273,0.272,0.258,0.030,0.473,0.366,2.791
trial_196,all,all,29,40,0.461,0.473,0.289,0.286,0.272,0.031,0.491,0.364,2.795
trial_196,all,all,30,40,0.463,0.486,0.287,0.282,0.269,0.031,0.505,0.365,2.823
trial_196,all,all,31,40,0.464,0.493,0.294,0.288,0.275,0.032,0.513,0.363,2.802
trial_196,all,all,32,40,0.469,0.499,0.305,0.297,0.283,0.035,0.529,0.364,2.828
trial_196,all,all,33,40,0.475,0.491,0.312,0.307,0.292,0.036,0.531,0.365,2.840
trial_196,all,all,34,40,0.477,0.504,0.321,0.318,0.302,0.036,0.544,0.365,2.856
trial_196,all,all,35,40,0.492,0.510,0.329,0.324,0.308,0.038,0.550,0.365,2.868
trial_196,all,all,36,40,0.505,0.522,0.344,0.338,0.321,0.041,0.554,0.368,2.918
trial_196,all,all,37,40,0.507,0.527,0.351,0.345,0.326,0.044,0.572,0.369,2.942
trial_196,all,all,38,40,0.505,0.537,0.364,0.356,0.338,0.044,0.578,0.369,2.957
trial_196,all,all,39,40,0.511,0.551,0.366,0.357,0.339,0.045,0.579,0.371,2.991
trial_196,all,all,40,40,0.521,0.564,0.383,0.368,0.351,0.050,0.587,0.371,2.993
trial_196,all,all,41,40,0.531,0.562,0.400,0.385,0.367,0.052,0.598,0.372,3.032
trial_196,all,all,42,40,0.532,0.569,0.404,0.390,0.369,0.056,0.602,0.373,3.051
trial_196,all,all,43,40,0.532,0.570,0.413,0.403,0.380,0.055,0.606,0.373,3.057
trial_196,all,all,44,40,0.535,0.579,0.426,0.415,0.394,0.054,0.609,0.375,3.085
trial_196,all,all,45,40,0.540,0.589,0.438,0.427,0.403,0.059,0.613,0.376,3.108
trial_196,all,all,46,40,0.539,0.592,0.437,0.429,0.404,0.057,0.609,0.375,3.107
trial_196,all,all,47,40,0.553,0.603,0.446,0.442,0.417,0.054,0.615,0.376,3.123
trial_196,all,all,48,40,0.554,0.604,0.455,0.451,0.426,0.054,0.631,0.376,3.144
trial_196,all,all,49,40,0.557,0.612,0.463,0.458,0.435,0.050,0.633,0.376,3.149
trial_196,all,all,50,40,0.569,0.620,0.471,0.463,0.440,0.054,0.643,0.379,3.207
trial_196,all,all,51,40,0.571,0.627,0.482,0.473,0.450,0.054,0.645,0.379,3.204
trial_196,all,all,52,40,0.584,0.626,0.498,0.490,0.468,0.052,0.650,0.381,3.249
trial_196,all,all,53,40,0.593,0.629,0.511,0.502,0.481,0.051,0.662,0.382,3.264
trial_196,all,all,54,40,0.597,0.632,0.523,0.510,0.492,0.049,0.661,0.384,3.290
trial_196,all,all,55,40,0.613,0.640,0.525,0.514,0.495,0.049,0.661,0.386,3.313
trial_196,all,all,56,40,0.618,0.643,0.536,0.523,0.505,0.049,0.669,0.385,3.320
trial_196,all,all,57,40,0.636,0.645,0.547,0.533,0.513,0.054,0.676,0.385,3.340
trial_196,all,all,58,40,0.641,0.654,0.546,0.534,0.515,0.051,0.685,0.386,3.375
trial_196,all,all,59,40,0.643,0.657,0.548,0.538,0.517,0.053,0.689,0.385,3.379
trial_196,all,all,60,40,0.648,0.662,0.553,0.541,0.520,0.054,0.693,0.384,3.367
trial_196,all,all,61,40,0.650,0.670,0.561,0.549,0.527,0.056,0.698,0.384,3.362
trial_196,all,all,62,40,0.654,0.678,0.567,0.557,0.532,0.061,0.694,0.387,3.402
trial_196,all,all,63,40,0.663,0.688,0.577,0.567,0.542,0.061,0.698,0.388,3.426
trial_196,all,all,64,40,0.667,0.685,0.590,0.580,0.554,0.063,0.700,0.390,3.465
trial_196,all,all,65,40,0.673,0.688,0.601,0.590,0.565,0.061,0.697,0.390,3.466
trial_196,all,all,66,40,0.679,0.694,0.618,0.606,0.582,0.061,0.699,0.390,3.484
trial_196,all,all,67,40,0.689,0.705,0.627,0.614,0.591,0.060,0.707,0.391,3.504
trial_196,all,all,68,40,0.692,0.710,0.637,0.622,0.601,0.058,0.716,0.392,3.544
trial_196,all,all,69,40,0.702,0.717,0.647,0.627,0.609,0.057,0.720,0.392,3.543
trial_196,all,all,70,40,0.708,0.722,0.658,0.634,0.618,0.056,0.726,0.392,3.564
trial_196,all,all,71,40,0.717,0.727,0.666,0.645,0.627,0.057,0.728,0.391,3.558
trial_196,all,all,72,40,0.723,0.739,0.675,0.654,0.639,0.051,0.726,0.393,3.588
trial_196,all,all,73,40,0.727,0.741,0.684,0.658,0.646,0.051,0.739,0.393,3.603
trial_196,all,all,74,40,0.733,0.744,0.688,0.656,0.646,0.053,0.748,0.396,3.652
trial_196,all,all,75,40,0.733,0.750,0.704,0.679,0.667,0.049,0.754,0.397,3.682
trial_196,all,all,76,40,0.730,0.750,0.712,0.684,0.673,0.049,0.757,0.397,3.690
trial_196,all,all,77,40,0.728,0.751,0.719,0.692,0.681,0.049,0.762,0.398,3.706
trial_196,all,all,78,40,0.737,0.748,0.727,0.700,0.688,0.051,0.763,0.399,3.723
trial_196,all,all,79,40,0.740,0.746,0.739,0.714,0.700,0.053,0.767,0.400,3.751
trial_196,all,all,80,40,0.744,0.752,0.747,0.721,0.709,0.050,0.778,0.402,3.798
trial_196,all,all,81,40,0.749,0.760,0.759,0.732,0.722,0.047,0.785,0.401,3.795
trial_196,all,all,82,40,0.749,0.760,0.763,0.733,0.723,0.051,0.789,0.399,3.786
trial_196,all,all,83,40,0.748,0.763,0.768,0.738,0.729,0.048,0.795,0.402,3.818
trial_196,all,all,84,40,0.751,0.761,0.770,0.742,0.733,0.046,0.795,0.401,3.802
trial_196,all,all,85,40,0.756,0.763,0.769,0.742,0.733,0.045,0.796,0.402,3.817
trial_196,all,all,86,40,0.755,0.764,0.779,0.756,0.747,0.042,0.804,0.402,3.843
trial_196,all,all,87,40,0.760,0.768,0.782,0.759,0.751,0.039,0.807,0.401,3.841
trial_196,all,all,88,40,0.761,0.762,0.784,0.759,0.752,0.040,0.808,0.402,3.853
trial_196,all,all,89,40,0.770,0.764,0.786,0.760,0.754,0.038,0.805,0.402,3.846
trial_196,all,all,90,40,0.772,0.762,0.781,0.755,0.749,0.037,0.803,0.402,3.845
trial_196,all,all,91,40,0.772,0.764,0.786,0.758,0.754,0.037,0.809,0.402,3.853
trial_196,all,all,92,40,0.778,0.762,0.788,0.763,0.757,0.037,0.818,0.403,3.883
trial_196,all,all,93,40,0.775,0.762,0.793,0.766,0.762,0.035,0.816,0.402,3.870
trial_196,all,all,94,40,0.774,0.763,0.791,0.766,0.762,0.033,0.812,0.400,3.848
trial_196,all,all,95,40,0.773,0.770,0.790,0.766,0.761,0.033,0.817,0.400,3.843
trial_196,all,all,96,40,0.772,0.772,0.789,0.765,0.761,0.032,0.816,0.401,3.854
trial_196,all,all,97,40,0.774,0.768,0.799,0.774,0.770,0.033,0.816,0.400,3.840
trial_196,all,all,98,40,0.773,0.772,0.802,0.776,0.774,0.031,0.817,0.403,3.895
trial_196,all,all,99,40,0.779,0.770,0.805,0.778,0.775,0.032,0.815,0.403,3.890
trial_196,all,all,100,40,0.779,0.773,0.806,0.777,0.775,0.032,0.816,0.404,3.910
trial_196,all,all,101,40,0.778,0.778,0.804,0.778,0.776,0.031,0.822,0.404,3.912
trial_196,all,all,102,40,0.776,0.777,0.810,0.786,0.784,0.029,0.827,0.405,3.937
trial_196,all,all,103,40,0.774,0.782,0.814,0.790,0.787,0.029,0.829,0.406,3.947
trial_196,all,all,104,40,0.778,0.782,0.816,0.791,0.789,0.030,0.832,0.407,3.964
trial_196,all,all,105,40,0.776,0.786,0.818,0.795,0.792,0.029,0.832,0.409,3.980
trial_196,all,all,106,40,0.778,0.785,0.813,0.793,0.790,0.026,0.827,0.407,3.958
trial_196,all,all,107,40,0.776,0.785,0.815,0.794,0.791,0.026,0.826,0.408,3.958
trial_196,all,all,108,40,0.773,0.786,0.815,0.796,0.793,0.026,0.828,0.407,3.960
trial_196,all,all,109,40,0.775,0.789,0.815,0.799,0.793,0.027,0.819,0.407,3.935
trial_196,all,all,110,40,0.778,0.795,0.815,0.798,0.793,0.028,0.822,0.408,3.956
trial_196,all,all,111,40,0.782,0.799,0.819,0.803,0.797,0.028,0.826,0.406,3.947
trial_196,all,all,112,40,0.785,0.797,0.816,0.801,0.795,0.028,0.828,0.407,3.970
trial_196,all,all,113,40,0.790,0.790,0.814,0.800,0.794,0.026,0.827,0.407,3.964
trial_196,all,all,114,40,0.795,0.798,0.816,0.803,0.797,0.024,0.829,0.410,3.996
trial_196,all,all,115,40,0.795,0.794,0.812,0.801,0.794,0.024,0.832,0.407,3.954
trial_196,all,all,116,40,0.799,0.792,0.809,0.794,0.789,0.025,0.832,0.409,3.993
trial_196,all,all,117,40,0.799,0.787,0.813,0.798,0.793,0.024,0.835,0.408,3.981
trial_196,all,all,118,40,0.805,0.783,0.812,0.795,0.791,0.025,0.838,0.408,3.987
trial_196,all,all,119,40,0.799,0.779,0.812,0.795,0.792,0.024,0.835,0.408,3.992
trial_196,all,all,120,40,0.805,0.782,0.812,0.800,0.795,0.021,0.835,0.408,3.972
trial_196,comparison,successful,0,37,0.075,0.123,0.000,0.000,0.000,0.000,0.000,0.096,0.333
trial_196,comparison,successful,1,37,0.088,0.130,0.032,0.031,0.030,0.002,0.033,0.129,0.562
trial_196,comparison,successful,2,37,0.098,0.137,0.054,0.052,0.051,0.005,0.057,0.157,0.767
trial_196,comparison,successful,3,37,0.115,0.149,0.072,0.071,0.069,0.006,0.076,0.180,0.942
trial_196,comparison,successful,4,37,0.132,0.163,0.089,0.091,0.086,0.008,0.097,0.206,1.150
trial_196,comparison,successful,5,37,0.151,0.174,0.106,0.107,0.102,0.009,0.115,0.230,1.336
trial_196,comparison,successful,6,37,0.164,0.179,0.120,0.122,0.114,0.014,0.132,0.253,1.529
trial_196,comparison,successful,7,37,0.176,0.190,0.134,0.136,0.128,0.015,0.152,0.275,1.701
trial_196,comparison,successful,8,37,0.191,0.205,0.149,0.153,0.143,0.016,0.167,0.292,1.849
trial_196,comparison,successful,9,37,0.205,0.217,0.164,0.165,0.156,0.017,0.186,0.309,1.996
trial_196,comparison,successful,10,37,0.210,0.228,0.176,0.177,0.167,0.018,0.203,0.319,2.084
trial_196,comparison,successful,11,37,0.226,0.239,0.185,0.187,0.176,0.021,0.221,0.330,2.183
trial_196,comparison,successful,12,37,0.233,0.257,0.196,0.198,0.185,0.024,0.240,0.336,2.260
trial_196,comparison,successful,13,37,0.240,0.269,0.207,0.209,0.195,0.026,0.260,0.340,2.313
trial_196,comparison,successful,14,37,0.253,0.290,0.208,0.210,0.198,0.023,0.269,0.346,2.368
trial_196,comparison,successful,15,37,0.272,0.288,0.213,0.216,0.204,0.021,0.290,0.347,2.396
trial_196,comparison,successful,16,37,0.278,0.302,0.220,0.222,0.209,0.023,0.308,0.350,2.444
trial_196,comparison,successful,17,37,0.287,0.312,0.223,0.224,0.212,0.024,0.332,0.352,2.485
trial_196,comparison,successful,18,37,0.301,0.326,0.227,0.228,0.215,0.024,0.348,0.356,2.538
trial_196,comparison,successful,19,37,0.321,0.344,0.227,0.228,0.216,0.023,0.362,0.357,2.572
trial_196,comparison,successful,20,37,0.338,0.362,0.231,0.232,0.221,0.021,0.381,0.357,2.582
trial_196,comparison,successful,21,37,0.349,0.376,0.243,0.244,0.231,0.024,0.400,0.360,2.651
trial_196,comparison,successful,22,37,0.357,0.392,0.246,0.246,0.233,0.025,0.418,0.361,2.675
trial_196,comparison,successful,23,37,0.370,0.411,0.254,0.253,0.239,0.028,0.431,0.362,2.693
trial_196,comparison,successful,24,37,0.384,0.424,0.257,0.255,0.239,0.034,0.447,0.363,2.736
trial_196,comparison,successful,25,37,0.397,0.438,0.260,0.256,0.243,0.030,0.455,0.364,2.752
trial_196,comparison,successful,26,37,0.411,0.449,0.269,0.266,0.251,0.033,0.467,0.365,2.775
trial_196,comparison,successful,27,37,0.425,0.462,0.273,0.273,0.257,0.033,0.472,0.365,2.785
trial_196,comparison,successful,28,37,0.441,0.472,0.279,0.278,0.263,0.031,0.475,0.366,2.795
trial_196,comparison,successful,29,37,0.460,0.478,0.294,0.291,0.277,0.031,0.494,0.364,2.801
trial_196,comparison,successful,30,37,0.463,0.489,0.291,0.285,0.272,0.032,0.509,0.366,2.840
trial_196,comparison,successful,31,37,0.464,0.498,0.300,0.292,0.279,0.033,0.518,0.363,2.812
trial_196,comparison,successful,32,37,0.470,0.504,0.310,0.301,0.287,0.037,0.534,0.364,2.835
trial_196,comparison,successful,33,37,0.476,0.496,0.316,0.309,0.294,0.037,0.536,0.365,2.847
trial_196,comparison,successful,34,37,0.479,0.510,0.327,0.323,0.306,0.038,0.548,0.366,2.866
trial_196,comparison,successful,35,37,0.493,0.512,0.335,0.329,0.313,0.038,0.555,0.366,2.879
trial_196,comparison,successful,36,37,0.509,0.520,0.353,0.344,0.328,0.042,0.559,0.369,2.931
trial_196,comparison,successful,37,37,0.508,0.527,0.361,0.351,0.333,0.045,0.577,0.369,2.949
trial_196,comparison,successful,38,37,0.505,0.535,0.374,0.364,0.347,0.045,0.586,0.369,2.966
trial_196,comparison,successful,39,37,0.510,0.549,0.377,0.364,0.347,0.046,0.588,0.371,2.995
trial_196,comparison,successful,40,37,0.518,0.559,0.394,0.376,0.359,0.052,0.597,0.371,3.001
trial_196,comparison,successful,41,37,0.527,0.559,0.413,0.395,0.378,0.053,0.608,0.372,3.038
trial_196,comparison,successful,42,37,0.528,0.563,0.416,0.400,0.379,0.057,0.614,0.373,3.056
trial_196,comparison,successful,43,37,0.529,0.563,0.426,0.413,0.391,0.056,0.616,0.372,3.062
trial_196,comparison,successful,44,37,0.532,0.572,0.440,0.426,0.406,0.053,0.621,0.374,3.092
trial_196,comparison,successful,45,37,0.537,0.585,0.452,0.437,0.416,0.057,0.624,0.375,3.116
trial_196,comparison,successful,46,37,0.536,0.587,0.449,0.439,0.416,0.057,0.620,0.375,3.115
trial_196,comparison,successful,47,37,0.550,0.596,0.461,0.454,0.431,0.054,0.625,0.375,3.135
trial_196,comparison,successful,48,37,0.552,0.597,0.469,0.461,0.438,0.054,0.644,0.375,3.158
trial_196,comparison,successful,49,37,0.556,0.607,0.477,0.468,0.448,0.049,0.644,0.375,3.160
trial_196,comparison,successful,50,37,0.567,0.615,0.483,0.473,0.452,0.053,0.655,0.378,3.222
trial_196,comparison,successful,51,37,0.570,0.620,0.496,0.484,0.463,0.053,0.658,0.378,3.216
trial_196,comparison,successful,52,37,0.582,0.620,0.513,0.502,0.482,0.050,0.662,0.381,3.259
trial_196,comparison,successful,53,37,0.593,0.624,0.526,0.516,0.496,0.050,0.677,0.380,3.272
trial_196,comparison,successful,54,37,0.597,0.628,0.537,0.522,0.506,0.047,0.675,0.384,3.308
trial_196,comparison,successful,55,37,0.612,0.636,0.539,0.525,0.508,0.047,0.676,0.385,3.324
trial_196,comparison,successful,56,37,0.619,0.640,0.551,0.535,0.519,0.048,0.685,0.384,3.334
trial_196,comparison,successful,57,37,0.637,0.642,0.564,0.546,0.529,0.052,0.694,0.384,3.360
trial_196,comparison,successful,58,37,0.641,0.649,0.564,0.548,0.531,0.049,0.704,0.385,3.398
trial_196,comparison,successful,59,37,0.642,0.653,0.565,0.551,0.532,0.051,0.708,0.385,3.404
trial_196,comparison,successful,60,37,0.645,0.656,0.569,0.554,0.535,0.053,0.713,0.383,3.380
trial_196,comparison,successful,61,37,0.648,0.664,0.578,0.562,0.542,0.055,0.719,0.383,3.382
trial_196,comparison,successful,62,37,0.653,0.671,0.586,0.573,0.550,0.060,0.716,0.387,3.432
trial_196,comparison,successful,63,37,0.662,0.682,0.598,0.583,0.561,0.058,0.719,0.388,3.457
trial_196,comparison,successful,64,37,0.668,0.679,0.612,0.596,0.574,0.060,0.718,0.391,3.495
trial_196,comparison,successful,65,37,0.674,0.682,0.624,0.607,0.586,0.059,0.715,0.391,3.501
trial_196,comparison,successful,66,37,0.681,0.690,0.641,0.624,0.604,0.057,0.719,0.391,3.518
trial_196,comparison,successful,67,37,0.691,0.702,0.650,0.629,0.612,0.055,0.725,0.392,3.546
trial_196,comparison,successful,68,37,0.693,0.707,0.659,0.639,0.621,0.055,0.736,0.393,3.585
trial_196,comparison,successful,69,37,0.703,0.714,0.671,0.645,0.631,0.053,0.739,0.392,3.578
trial_196,comparison,successful,70,37,0.708,0.719,0.681,0.652,0.640,0.053,0.744,0.392,3.589
trial_196,comparison,successful,71,37,0.716,0.723,0.689,0.663,0.649,0.053,0.746,0.392,3.592
trial_196,comparison,successful,72,37,0.723,0.735,0.698,0.674,0.661,0.049,0.745,0.393,3.622
trial_196,comparison,successful,73,37,0.726,0.739,0.706,0.677,0.667,0.049,0.757,0.393,3.633
trial_196,comparison,successful,74,37,0.729,0.744,0.709,0.675,0.666,0.052,0.764,0.395,3.671
trial_196,comparison,successful,75,37,0.729,0.750,0.727,0.698,0.689,0.048,0.770,0.396,3.703
trial_196,comparison,successful,76,37,0.727,0.751,0.734,0.703,0.694,0.049,0.772,0.397,3.709
trial_196,comparison,successful,77,37,0.725,0.749,0.742,0.711,0.703,0.048,0.780,0.397,3.728
trial_196,comparison,successful,78,37,0.732,0.745,0.749,0.719,0.710,0.049,0.783,0.398,3.745
trial_196,comparison,successful,79,37,0.738,0.746,0.762,0.735,0.723,0.052,0.788,0.400,3.784
trial_196,comparison,successful,80,37,0.744,0.751,0.771,0.743,0.732,0.050,0.798,0.402,3.824
trial_196,comparison,successful,81,37,0.748,0.760,0.781,0.755,0.744,0.047,0.805,0.400,3.819
trial_196,comparison,successful,82,37,0.748,0.760,0.787,0.756,0.746,0.052,0.808,0.399,3.811
trial_196,comparison,successful,83,37,0.748,0.761,0.791,0.760,0.751,0.049,0.814,0.401,3.842
trial_196,comparison,successful,84,37,0.752,0.758,0.793,0.765,0.755,0.048,0.816,0.400,3.828
trial_196,comparison,successful,85,37,0.758,0.760,0.792,0.765,0.756,0.046,0.819,0.401,3.842
trial_196,comparison,successful,86,37,0.757,0.762,0.801,0.779,0.768,0.043,0.826,0.401,3.861
trial_196,comparison,successful,87,37,0.762,0.766,0.806,0.783,0.775,0.040,0.829,0.400,3.856
trial_196,comparison,successful,88,37,0.762,0.761,0.808,0.784,0.776,0.040,0.832,0.400,3.873
trial_196,comparison,successful,89,37,0.771,0.763,0.810,0.784,0.778,0.038,0.829,0.401,3.870
trial_196,comparison,successful,90,37,0.773,0.761,0.806,0.779,0.773,0.038,0.826,0.401,3.867
trial_196,comparison,successful,91,37,0.771,0.765,0.812,0.783,0.778,0.038,0.833,0.401,3.873
trial_196,comparison,successful,92,37,0.777,0.761,0.814,0.789,0.782,0.038,0.842,0.402,3.913
trial_196,comparison,successful,93,37,0.775,0.761,0.820,0.792,0.788,0.036,0.839,0.400,3.888
trial_196,comparison,successful,94,37,0.775,0.761,0.820,0.794,0.790,0.035,0.838,0.399,3.872
trial_196,comparison,successful,95,37,0.774,0.769,0.820,0.794,0.790,0.034,0.843,0.400,3.880
trial_196,comparison,successful,96,37,0.773,0.770,0.817,0.792,0.788,0.033,0.843,0.400,3.885
trial_196,comparison,successful,97,37,0.775,0.766,0.827,0.801,0.797,0.034,0.844,0.399,3.872
trial_196,comparison,successful,98,37,0.774,0.772,0.830,0.804,0.801,0.032,0.844,0.402,3.926
trial_196,comparison,successful,99,37,0.777,0.768,0.833,0.806,0.803,0.033,0.843,0.403,3.924
trial_196,comparison,successful,100,37,0.776,0.770,0.834,0.805,0.803,0.033,0.847,0.403,3.939
trial_196,comparison,successful,101,37,0.775,0.773,0.835,0.808,0.806,0.032,0.854,0.404,3.953
trial_196,comparison,successful,102,37,0.774,0.773,0.842,0.817,0.815,0.030,0.858,0.404,3.976
trial_196,comparison,successful,103,37,0.770,0.778,0.847,0.821,0.819,0.030,0.860,0.405,3.981
trial_196,comparison,successful,104,37,0.773,0.777,0.848,0.822,0.819,0.032,0.860,0.407,3.997
trial_196,comparison,successful,105,37,0.771,0.783,0.851,0.826,0.824,0.030,0.861,0.408,4.017
trial_196,comparison,successful,106,37,0.775,0.783,0.848,0.825,0.823,0.027,0.857,0.407,4.006
trial_196,comparison,successful,107,37,0.775,0.783,0.849,0.826,0.824,0.026,0.855,0.407,3.994
trial_196,comparison,successful,108,37,0.772,0.784,0.848,0.828,0.826,0.025,0.857,0.407,4.002
trial_196,comparison,successful,109,37,0.774,0.786,0.850,0.831,0.827,0.026,0.851,0.407,3.984
trial_196,comparison,successful,110,37,0.777,0.793,0.850,0.830,0.827,0.027,0.851,0.408,4.006
trial_196,comparison,successful,111,37,0.781,0.798,0.852,0.832,0.829,0.027,0.854,0.407,3.998
trial_196,comparison,successful,112,37,0.785,0.795,0.849,0.830,0.826,0.027,0.856,0.408,4.018
trial_196,comparison,successful,113,37,0.789,0.787,0.846,0.828,0.824,0.025,0.853,0.408,4.012
trial_196,comparison,successful,114,37,0.795,0.795,0.848,0.832,0.829,0.023,0.855,0.411,4.050
trial_196,comparison,successful,115,37,0.795,0.790,0.844,0.828,0.825,0.022,0.859,0.408,4.007
trial_196,comparison,successful,116,37,0.799,0.789,0.843,0.823,0.821,0.024,0.859,0.410,4.041
trial_196,comparison,successful,117,37,0.798,0.783,0.845,0.826,0.824,0.024,0.863,0.408,4.024
trial_196,comparison,successful,118,37,0.803,0.780,0.844,0.824,0.821,0.025,0.865,0.408,4.029
trial_196,comparison,successful,119,37,0.797,0.776,0.844,0.824,0.822,0.025,0.860,0.408,4.035
trial_196,comparison,successful,120,37,0.802,0.777,0.842,0.829,0.825,0.021,0.862,0.408,4.014
trial_196,comparison,unsuccessful,0,3,0.075,0.121,0.000,0.000,0.000,0.000,0.000,0.096,0.340
trial_196,comparison,unsuccessful,1,3,0.082,0.136,0.034,0.031,0.031,0.004,0.026,0.134,0.579
trial_196,comparison,unsuccessful,2,3,0.091,0.141,0.048,0.047,0.047,0.002,0.051,0.158,0.768
trial_196,comparison,unsuccessful,3,3,0.107,0.148,0.068,0.067,0.064,0.007,0.060,0.181,0.925
trial_196,comparison,unsuccessful,4,3,0.113,0.149,0.084,0.088,0.081,0.011,0.082,0.204,1.101
trial_196,comparison,unsuccessful,5,3,0.127,0.151,0.101,0.097,0.092,0.013,0.097,0.236,1.373
trial_196,comparison,unsuccessful,6,3,0.143,0.157,0.094,0.093,0.089,0.008,0.128,0.259,1.561
trial_196,comparison,unsuccessful,7,3,0.167,0.174,0.103,0.107,0.101,0.008,0.143,0.283,1.754
trial_196,comparison,unsuccessful,8,3,0.182,0.172,0.113,0.119,0.111,0.010,0.157,0.309,1.983
trial_196,comparison,unsuccessful,9,3,0.188,0.169,0.135,0.142,0.134,0.008,0.164,0.312,1.986
trial_196,comparison,unsuccessful,10,3,0.187,0.174,0.151,0.164,0.151,0.014,0.168,0.319,2.049
trial_196,comparison,unsuccessful,11,3,0.198,0.194,0.158,0.174,0.158,0.016,0.178,0.316,2.023
trial_196,comparison,unsuccessful,12,3,0.213,0.208,0.166,0.185,0.166,0.019,0.208,0.337,2.225
trial_196,comparison,unsuccessful,13,3,0.234,0.221,0.194,0.215,0.194,0.021,0.226,0.337,2.234
trial_196,comparison,unsuccessful,14,3,0.258,0.238,0.200,0.212,0.200,0.012,0.265,0.343,2.363
trial_196,comparison,unsuccessful,15,3,0.245,0.243,0.218,0.222,0.215,0.009,0.276,0.347,2.378
trial_196,comparison,unsuccessful,16,3,0.263,0.233,0.223,0.229,0.220,0.013,0.288,0.341,2.341
trial_196,comparison,unsuccessful,17,3,0.268,0.254,0.204,0.207,0.203,0.005,0.320,0.350,2.448
trial_196,comparison,unsuccessful,18,3,0.261,0.273,0.194,0.195,0.188,0.013,0.356,0.351,2.465
trial_196,comparison,unsuccessful,19,3,0.252,0.288,0.207,0.204,0.197,0.016,0.379,0.359,2.569
trial_196,comparison,unsuccessful,20,3,0.270,0.324,0.213,0.202,0.202,0.011,0.406,0.355,2.539
trial_196,comparison,unsuccessful,21,3,0.287,0.356,0.208,0.196,0.196,0.012,0.419,0.360,2.584
trial_196,comparison,unsuccessful,22,3,0.303,0.367,0.213,0.210,0.210,0.003,0.434,0.363,2.643
trial_196,comparison,unsuccessful,23,3,0.321,0.388,0.197,0.195,0.194,0.004,0.396,0.364,2.639
trial_196,comparison,unsuccessful,24,3,0.330,0.396,0.201,0.195,0.195,0.006,0.420,0.362,2.665
trial_196,comparison,unsuccessful,25,3,0.339,0.419,0.206,0.189,0.189,0.018,0.444,0.357,2.633
trial_196,comparison,unsuccessful,26,3,0.387,0.432,0.209,0.206,0.195,0.026,0.438,0.361,2.697
trial_196,comparison,unsuccessful,27,3,0.407,0.439,0.178,0.176,0.168,0.019,0.446,0.359,2.678
trial_196,comparison,unsuccessful,28,3,0.445,0.438,0.198,0.205,0.196,0.011,0.453,0.366,2.747
trial_196,comparison,unsuccessful,29,3,0.465,0.416,0.219,0.228,0.212,0.024,0.448,0.364,2.728
