seed,comparison_group,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
104,unsuccessful,flat,44,0.643,0.772,0.209,0.164,0.164,0.045,0.430,0.020,0.042,6.706,0.552,5.490
104,unsuccessful,flat,45,0.653,0.796,0.246,0.177,0.177,0.069,0.399,0.363,0.083,6.738,0.543,5.327
104,unsuccessful,flat,46,0.691,0.815,0.265,0.209,0.209,0.056,0.306,0.672,0.124,7.011,0.583,5.689
104,unsuccessful,flat,47,0.680,0.807,0.256,0.202,0.202,0.054,0.259,0.272,0.274,7.095,0.590,5.709
104,unsuccessful,flat,48,0.675,0.824,0.257,0.204,0.204,0.053,0.234,0.381,0.302,6.996,0.591,5.710
104,unsuccessful,flat,49,0.706,0.829,0.247,0.203,0.203,0.044,0.234,0.379,0.265,7.151,0.601,5.833
104,unsuccessful,flat,50,0.636,0.847,0.287,0.260,0.260,0.027,0.217,0.329,0.189,6.984,0.588,5.643
104,unsuccessful,flat,51,0.648,0.835,0.289,0.280,0.280,0.009,0.210,1.015,0.141,6.919,0.590,5.662
104,unsuccessful,flat,52,0.661,0.840,0.276,0.275,0.275,0.001,0.218,1.333,0.163,6.874,0.591,5.685
104,unsuccessful,flat,53,0.696,0.818,0.248,0.246,0.246,0.002,0.230,1.085,0.265,6.783,0.580,5.566
104,unsuccessful,flat,54,0.691,0.802,0.202,0.206,0.202,0.004,0.262,0.929,0.176,6.931,0.588,5.693
104,unsuccessful,flat,55,0.745,0.819,0.199,0.172,0.172,0.028,0.245,0.410,0.188,6.843,0.594,5.787
104,unsuccessful,flat,56,0.724,0.868,0.213,0.189,0.189,0.023,0.267,0.577,0.154,6.893,0.601,5.904
104,unsuccessful,flat,57,0.710,0.842,0.223,0.171,0.171,0.052,0.242,0.804,0.178,6.875,0.595,5.777
104,unsuccessful,flat,58,0.738,0.845,0.215,0.164,0.164,0.052,0.239,1.211,0.239,6.812,0.588,5.678
104,unsuccessful,flat,59,0.694,0.830,0.214,0.174,0.174,0.041,0.209,1.087,0.264,6.924,0.600,5.797
104,unsuccessful,flat,60,0.673,0.807,0.204,0.154,0.154,0.050,0.225,1.090,0.301,7.015,0.599,5.800
104,unsuccessful,flat,61,0.659,0.810,0.181,0.150,0.150,0.031,0.239,1.177,0.191,7.069,0.587,5.658
104,unsuccessful,flat,62,0.640,0.787,0.165,0.143,0.143,0.022,0.221,1.254,0.164,6.931,0.587,5.653
104,unsuccessful,flat,63,0.646,0.810,0.169,0.141,0.141,0.028,0.199,0.872,0.180,6.966,0.599,5.770
104,unsuccessful,flat,64,0.619,0.786,0.159,0.137,0.137,0.022,0.212,1.083,0.103,6.868,0.584,5.605
104,unsuccessful,flat,65,0.621,0.810,0.171,0.128,0.128,0.043,0.231,1.492,0.171,6.906,0.586,5.654
104,unsuccessful,flat,66,0.620,0.836,0.195,0.175,0.175,0.020,0.282,2.571,0.122,6.929,0.590,5.776
104,unsuccessful,flat,67,0.655,0.846,0.204,0.169,0.169,0.035,0.278,0.513,0.099,6.736,0.593,5.858
104,unsuccessful,flat,68,0.633,0.813,0.214,0.163,0.163,0.051,0.248,2.430,0.042,6.624,0.583,5.702
104,unsuccessful,flat,69,0.631,0.837,0.226,0.200,0.200,0.026,0.289,0.162,0.144,6.520,0.574,5.633
104,unsuccessful,flat,70,0.667,0.848,0.195,0.183,0.183,0.011,0.271,0.291,0.318,6.140,0.573,5.698
104,unsuccessful,flat,71,0.708,0.815,0.231,0.189,0.189,0.042,0.291,0.320,0.306,6.122,0.565,5.601
104,unsuccessful,flat,72,0.725,0.812,0.234,0.182,0.182,0.052,0.274,0.310,0.294,6.108,0.562,5.565
104,unsuccessful,flat,73,0.726,0.782,0.234,0.170,0.170,0.065,0.284,0.070,0.282,6.301,0.564,5.558
104,unsuccessful,flat,74,0.770,0.783,0.208,0.166,0.166,0.042,0.276,0.202,0.219,6.334,0.569,5.596
104,unsuccessful,flat,75,0.758,0.797,0.192,0.200,0.192,0.008,0.278,0.026,0.130,6.377,0.571,5.602
104,unsuccessful,flat,76,0.755,0.825,0.180,0.178,0.178,0.002,0.272,0.674,0.293,6.207,0.582,5.789
104,unsuccessful,flat,77,0.727,0.828,0.174,0.185,0.174,0.012,0.236,0.548,0.469,6.399,0.582,5.703
104,unsuccessful,flat,78,0.716,0.816,0.193,0.198,0.193,0.005,0.232,0.896,0.474,6.452,0.591,5.792
104,unsuccessful,flat,79,0.679,0.804,0.225,0.217,0.217,0.009,0.257,0.877,0.377,6.621,0.583,5.708
104,unsuccessful,flat,80,0.664,0.803,0.221,0.187,0.187,0.034,0.252,0.733,0.299,6.771,0.580,5.619
104,unsuccessful,flat,81,0.712,0.811,0.261,0.233,0.233,0.028,0.244,0.794,0.273,6.781,0.593,5.781
104,unsuccessful,flat,82,0.717,0.807,0.296,0.258,0.258,0.038,0.261,0.911,0.080,6.834,0.571,5.500
104,unsuccessful,flat,83,0.729,0.825,0.296,0.262,0.262,0.034,0.266,2.032,0.068,6.828,0.581,5.647
104,unsuccessful,flat,84,0.711,0.854,0.253,0.223,0.223,0.030,0.264,2.045,0.084,6.937,0.604,5.953
104,unsuccessful,flat,85,0.694,0.868,0.236,0.235,0.235,0.000,0.278,2.248,0.146,6.876,0.584,5.691
104,unsuccessful,flat,86,0.700,0.821,0.209,0.201,0.201,0.009,0.279,2.264,0.140,6.693,0.586,5.757
104,unsuccessful,flat,87,0.733,0.813,0.217,0.215,0.215,0.002,0.305,2.160,0.080,6.591,0.580,5.743
104,unsuccessful,flat,88,0.756,0.812,0.236,0.201,0.201,0.034,0.313,2.148,0.209,6.526,0.586,5.847
104,unsuccessful,flat,89,0.743,0.805,0.248,0.191,0.191,0.057,0.325,2.550,0.244,6.480,0.580,5.783
104,unsuccessful,flat,90,0.711,0.784,0.274,0.215,0.215,0.059,0.289,2.478,0.195,6.255,0.566,5.563
104,unsuccessful,flat,91,0.717,0.779,0.243,0.186,0.186,0.057,0.282,1.989,0.170,6.350,0.581,5.753
104,unsuccessful,flat,92,0.736,0.803,0.243,0.201,0.201,0.042,0.294,2.072,0.236,6.301,0.573,5.677
104,unsuccessful,flat,93,0.766,0.815,0.234,0.247,0.234,0.013,0.260,1.941,0.280,6.175,0.567,5.583
104,unsuccessful,flat,94,0.742,0.810,0.283,0.258,0.258,0.024,0.286,2.315,0.149,5.976,0.538,5.253
104,unsuccessful,flat,95,0.740,0.788,0.256,0.255,0.255,0.001,0.282,2.613,0.139,5.910,0.540,5.274
104,unsuccessful,flat,96,0.762,0.771,0.248,0.249,0.248,0.001,0.286,2.487,0.148,6.028,0.550,5.385
104,unsuccessful,flat,97,0.784,0.781,0.234,0.246,0.234,0.012,0.288,2.624,0.051,6.137,0.542,5.256
104,unsuccessful,flat,98,0.820,0.831,0.304,0.219,0.219,0.085,0.207,3.110,0.062,6.101,0.568,5.506
104,unsuccessful,flat,99,0.839,0.815,0.271,0.222,0.222,0.049,0.219,1.143,0.096,6.144,0.565,5.471
104,unsuccessful,flat,100,0.852,0.873,0.298,0.216,0.216,0.081,0.145,2.177,0.005,5.980,0.584,5.635
104,unsuccessful,flat,101,0.870,0.885,0.234,0.190,0.190,0.043,0.102,0.402,0.055,6.244,0.606,5.831
104,unsuccessful,flat,102,0.857,0.868,0.263,0.229,0.229,0.034,0.131,1.237,0.153,6.595,0.621,6.010
104,unsuccessful,flat,103,0.873,0.861,0.284,0.207,0.207,0.077,0.117,0.599,0.070,6.730,0.617,5.898
104,unsuccessful,flat,104,0.886,0.869,0.279,0.202,0.202,0.077,0.137,3.082,0.076,6.755,0.613,5.893
104,unsuccessful,flat,105,0.879,0.848,0.247,0.206,0.206,0.040,0.150,1.508,0.191,6.520,0.614,5.971
104,unsuccessful,flat,106,0.875,0.826,0.220,0.174,0.174,0.047,0.175,2.386,0.092,6.435,0.607,5.917
104,unsuccessful,flat,107,0.838,0.837,0.263,0.221,0.221,0.041,0.183,0.116,0.031,6.326,0.595,5.808
104,unsuccessful,flat,108,0.850,0.839,0.255,0.234,0.234,0.021,0.154,0.780,0.133,6.250,0.607,5.915
104,unsuccessful,flat,109,0.837,0.850,0.266,0.216,0.216,0.050,0.128,0.888,0.013,5.985,0.597,5.780
104,unsuccessful,flat,110,0.835,0.860,0.224,0.223,0.223,0.001,0.145,2.097,0.089,5.903,0.604,5.944
104,unsuccessful,flat,111,0.866,0.856,0.201,0.218,0.201,0.017,0.162,1.466,0.052,6.151,0.594,5.788
104,unsuccessful,flat,112,0.847,0.843,0.194,0.209,0.194,0.015,0.202,1.078,0.185,5.807,0.584,5.800
104,unsuccessful,flat,113,0.851,0.835,0.227,0.229,0.227,0.002,0.215,0.931,0.067,6.010,0.585,5.775
104,unsuccessful,flat,114,0.861,0.840,0.277,0.290,0.277,0.012,0.221,2.262,0.030,6.022,0.564,5.501
104,unsuccessful,flat,115,0.882,0.844,0.276,0.275,0.275,0.001,0.251,0.941,0.106,5.716,0.550,5.421
104,unsuccessful,flat,116,0.877,0.833,0.278,0.286,0.278,0.008,0.306,2.933,0.008,6.061,0.560,5.576
104,unsuccessful,flat,117,0.825,0.858,0.308,0.309,0.308,0.001,0.285,1.089,0.122,6.106,0.553,5.441
104,unsuccessful,flat,118,0.847,0.876,0.301,0.300,0.300,0.001,0.251,1.687,0.162,6.321,0.580,5.713
104,unsuccessful,flat,119,0.852,0.867,0.249,0.251,0.249,0.001,0.283,2.143,0.103,6.372,0.580,5.758
104,unsuccessful,flat,120,0.874,0.856,0.232,0.264,0.232,0.032,0.293,1.947,0.153,6.410,0.588,5.876
105,unsuccessful,gravity_without_vertical,0,0.078,0.116,0.000,0.000,0.000,0.000,0.000,1.220,0.098,2.383,0.164,1.154
105,unsuccessful,gravity_without_vertical,1,0.086,0.126,0.023,0.022,0.022,0.000,0.025,0.232,0.181,2.770,0.201,1.507
105,unsuccessful,gravity_without_vertical,2,0.118,0.141,0.050,0.042,0.042,0.008,0.056,0.257,0.272,2.959,0.224,1.746
105,unsuccessful,gravity_without_vertical,3,0.139,0.170,0.069,0.069,0.069,0.001,0.076,0.209,0.339,3.303,0.256,2.045
105,unsuccessful,gravity_without_vertical,4,0.177,0.166,0.065,0.061,0.061,0.003,0.091,0.142,0.296,3.655,0.291,2.392
105,unsuccessful,gravity_without_vertical,5,0.214,0.185,0.080,0.073,0.073,0.006,0.098,0.366,0.246,3.895,0.315,2.637
105,unsuccessful,gravity_without_vertical,6,0.240,0.217,0.118,0.084,0.084,0.035,0.085,0.437,0.250,4.426,0.362,3.070
105,unsuccessful,gravity_without_vertical,7,0.252,0.241,0.111,0.072,0.072,0.039,0.088,0.271,0.337,4.923,0.403,3.482
105,unsuccessful,gravity_without_vertical,8,0.245,0.259,0.120,0.080,0.080,0.040,0.085,0.601,0.068,4.845,0.395,3.385
105,unsuccessful,gravity_without_vertical,9,0.271,0.261,0.122,0.085,0.085,0.037,0.089,0.065,0.053,5.158,0.415,3.567
105,unsuccessful,gravity_without_vertical,10,0.259,0.280,0.136,0.071,0.071,0.065,0.080,1.306,0.140,5.360,0.424,3.631
105,unsuccessful,gravity_without_vertical,11,0.239,0.281,0.152,0.108,0.108,0.044,0.077,0.953,0.123,5.589,0.437,3.761
105,unsuccessful,gravity_without_vertical,12,0.246,0.338,0.135,0.109,0.109,0.026,0.114,1.175,0.228,5.949,0.463,4.044
105,unsuccessful,gravity_without_vertical,13,0.264,0.394,0.125,0.096,0.096,0.029,0.123,1.363,0.238,6.341,0.494,4.355
105,unsuccessful,gravity_without_vertical,14,0.281,0.423,0.185,0.136,0.136,0.049,0.130,0.730,0.204,6.144,0.502,4.521
105,unsuccessful,gravity_without_vertical,15,0.322,0.457,0.199,0.166,0.166,0.033,0.126,1.049,0.188,6.346,0.504,4.493
105,unsuccessful,gravity_without_vertical,16,0.303,0.485,0.198,0.188,0.188,0.010,0.150,0.611,0.243,6.347,0.505,4.537
105,unsuccessful,gravity_without_vertical,17,0.326,0.448,0.208,0.221,0.208,0.014,0.159,2.980,0.202,6.354,0.504,4.535
105,unsuccessful,gravity_without_vertical,18,0.334,0.529,0.201,0.213,0.201,0.012,0.172,2.957,0.209,6.305,0.512,4.671
105,unsuccessful,gravity_without_vertical,19,0.379,0.550,0.197,0.210,0.197,0.014,0.173,0.460,0.169,6.107,0.502,4.583
105,unsuccessful,gravity_without_vertical,20,0.340,0.526,0.206,0.233,0.206,0.027,0.173,0.751,0.166,6.144,0.501,4.558
105,unsuccessful,gravity_without_vertical,21,0.361,0.565,0.234,0.235,0.234,0.001,0.214,0.682,0.201,6.117,0.511,4.745
105,unsuccessful,gravity_without_vertical,22,0.371,0.590,0.251,0.252,0.251,0.001,0.197,0.992,0.149,6.039,0.507,4.689
105,unsuccessful,gravity_without_vertical,23,0.443,0.629,0.225,0.242,0.225,0.017,0.210,1.046,0.203,6.210,0.533,5.028
105,unsuccessful,gravity_without_vertical,24,0.492,0.698,0.187,0.216,0.187,0.028,0.191,0.661,0.234,6.361,0.553,5.251
105,unsuccessful,gravity_without_vertical,25,0.476,0.699,0.179,0.214,0.179,0.034,0.192,1.320,0.144,6.406,0.537,5.035
105,unsuccessful,gravity_without_vertical,26,0.492,0.742,0.168,0.182,0.168,0.014,0.195,0.980,0.016,6.679,0.561,5.289
105,unsuccessful,gravity_without_vertical,27,0.582,0.735,0.205,0.193,0.193,0.013,0.261,0.600,0.141,6.504,0.555,5.346
105,unsuccessful,gravity_without_vertical,28,0.571,0.682,0.215,0.187,0.187,0.028,0.259,1.016,0.125,6.449,0.542,5.174
105,unsuccessful,gravity_without_vertical,29,0.614,0.684,0.219,0.216,0.216,0.003,0.276,1.234,0.241,6.506,0.549,5.288
105,unsuccessful,gravity_without_vertical,30,0.589,0.684,0.204,0.227,0.204,0.023,0.262,1.282,0.206,6.615,0.535,5.065
105,unsuccessful,gravity_without_vertical,31,0.674,0.686,0.204,0.219,0.204,0.014,0.249,1.641,0.145,6.687,0.558,5.347
105,unsuccessful,gravity_without_vertical,32,0.675,0.717,0.184,0.201,0.184,0.017,0.281,1.822,0.165,7.113,0.575,5.576
105,unsuccessful,gravity_without_vertical,33,0.685,0.740,0.187,0.211,0.187,0.025,0.304,1.776,0.095,7.250,0.585,5.693
105,unsuccessful,gravity_without_vertical,34,0.728,0.801,0.173,0.239,0.173,0.066,0.306,2.705,0.109,7.189,0.601,5.935
105,unsuccessful,gravity_without_vertical,35,0.745,0.803,0.124,0.184,0.124,0.061,0.296,2.350,0.210,7.182,0.613,6.093
105,unsuccessful,gravity_without_vertical,36,0.799,0.828,0.134,0.213,0.134,0.079,0.249,2.359,0.204,7.215,0.618,6.058
105,unsuccessful,gravity_without_vertical,37,0.796,0.839,0.132,0.193,0.132,0.061,0.231,2.393,0.229,7.226,0.631,6.218
105,unsuccessful,gravity_without_vertical,38,0.801,0.848,0.151,0.200,0.151,0.049,0.268,2.097,0.092,7.070,0.613,6.060
105,unsuccessful,gravity_without_vertical,39,0.759,0.797,0.160,0.173,0.160,0.013,0.283,1.929,0.181,6.817,0.593,5.832
105,unsuccessful,gravity_without_vertical,40,0.754,0.805,0.133,0.190,0.133,0.057,0.252,0.462,0.046,6.642,0.596,5.873
105,unsuccessful,gravity_without_vertical,41,0.779,0.816,0.133,0.195,0.133,0.062,0.235,0.780,0.063,6.647,0.596,5.852
105,unsuccessful,gravity_without_vertical,42,0.766,0.831,0.151,0.206,0.151,0.055,0.253,0.988,0.047,6.638,0.587,5.773
105,unsuccessful,gravity_without_vertical,43,0.778,0.834,0.162,0.225,0.162,0.063,0.249,2.324,0.059,6.640,0.583,5.700
105,unsuccessful,gravity_without_vertical,44,0.803,0.877,0.133,0.237,0.133,0.104,0.263,3.059,0.119,6.744,0.593,5.867
105,unsuccessful,gravity_without_vertical,45,0.834,0.864,0.125,0.230,0.125,0.105,0.288,0.027,0.233,6.896,0.600,5.957
105,unsuccessful,gravity_without_vertical,46,0.807,0.864,0.122,0.203,0.122,0.081,0.307,0.039,0.189,6.937,0.614,6.164
105,unsuccessful,gravity_without_vertical,47,0.840,0.842,0.105,0.194,0.105,0.089,0.257,3.054,0.299,6.882,0.618,6.131
105,unsuccessful,gravity_without_vertical,48,0.820,0.832,0.116,0.177,0.116,0.061,0.251,2.771,0.217,6.699,0.612,6.085
105,unsuccessful,gravity_without_vertical,49,0.822,0.816,0.129,0.184,0.129,0.056,0.267,2.685,0.287,6.271,0.577,5.710
105,unsuccessful,gravity_without_vertical,50,0.829,0.836,0.159,0.238,0.159,0.079,0.323,2.646,0.297,6.228,0.587,5.930
105,unsuccessful,gravity_without_vertical,51,0.840,0.822,0.189,0.259,0.189,0.070,0.338,0.015,0.133,6.260,0.592,6.015
105,unsuccessful,gravity_without_vertical,52,0.831,0.815,0.200,0.266,0.200,0.066,0.361,2.990,0.228,6.302,0.575,5.763
105,unsuccessful,gravity_without_vertical,53,0.822,0.782,0.210,0.248,0.210,0.038,0.315,2.828,0.173,6.324,0.576,5.735
105,unsuccessful,gravity_without_vertical,54,0.799,0.780,0.218,0.249,0.218,0.031,0.296,2.565,0.110,6.542,0.581,5.736
105,unsuccessful,gravity_without_vertical,55,0.791,0.810,0.235,0.245,0.235,0.010,0.307,2.950,0.115,6.414,0.568,5.613
105,unsuccessful,gravity_without_vertical,56,0.794,0.799,0.223,0.241,0.223,0.018,0.318,0.340,0.081,6.290,0.560,5.549
105,unsuccessful,gravity_without_vertical,57,0.736,0.824,0.269,0.261,0.261,0.008,0.349,0.058,0.088,6.055,0.553,5.550
105,unsuccessful,gravity_without_vertical,58,0.770,0.820,0.253,0.261,0.253,0.007,0.295,2.736,0.225,5.824,0.553,5.514
105,unsuccessful,gravity_without_vertical,59,0.784,0.793,0.243,0.259,0.243,0.016,0.281,3.036,0.233,5.886,0.551,5.455
105,unsuccessful,gravity_without_vertical,60,0.778,0.769,0.217,0.270,0.217,0.053,0.256,0.122,0.202,5.697,0.537,5.270
105,unsuccessful,gravity_without_vertical,61,0.780,0.765,0.215,0.289,0.215,0.074,0.257,0.360,0.219,6.140,0.561,5.477
105,unsuccessful,gravity_without_vertical,62,0.757,0.721,0.183,0.258,0.183,0.075,0.250,2.318,0.061,6.262,0.555,5.355
105,unsuccessful,gravity_without_vertical,63,0.796,0.725,0.176,0.270,0.176,0.094,0.233,1.020,0.099,6.528,0.579,5.613
105,unsuccessful,gravity_without_vertical,64,0.798,0.747,0.194,0.256,0.194,0.063,0.220,0.817,0.251,6.450,0.576,5.579
105,unsuccessful,gravity_without_vertical,65,0.772,0.734,0.209,0.247,0.209,0.037,0.199,0.894,0.057,6.329,0.563,5.394
105,unsuccessful,gravity_without_vertical,66,0.816,0.766,0.230,0.286,0.230,0.056,0.227,1.187,0.150,6.852,0.594,5.778
105,unsuccessful,gravity_without_vertical,67,0.790,0.787,0.226,0.285,0.226,0.060,0.252,1.601,0.221,6.598,0.577,5.614
105,unsuccessful,gravity_without_vertical,68,0.745,0.779,0.258,0.286,0.258,0.028,0.258,1.847,0.221,6.787,0.579,5.655
105,unsuccessful,gravity_without_vertical,69,0.747,0.808,0.199,0.246,0.199,0.047,0.238,1.779,0.218,6.756,0.599,5.902
105,unsuccessful,gravity_without_vertical,70,0.760,0.784,0.215,0.267,0.215,0.052,0.271,1.790,0.080,6.652,0.590,5.848
105,unsuccessful,gravity_without_vertical,71,0.778,0.762,0.206,0.281,0.206,0.075,0.269,1.159,0.044,6.521,0.593,5.909
105,unsuccessful,gravity_without_vertical,72,0.774,0.743,0.216,0.305,0.216,0.089,0.328,2.463,0.134,6.466,0.585,5.858
105,unsuccessful,gravity_without_vertical,73,0.760,0.788,0.220,0.333,0.220,0.113,0.279,2.471,0.119,6.547,0.582,5.730
105,unsuccessful,gravity_without_vertical,74,0.756,0.806,0.205,0.353,0.205,0.149,0.258,2.510,0.167,6.625,0.587,5.759
105,unsuccessful,gravity_without_vertical,75,0.745,0.821,0.237,0.392,0.237,0.154,0.275,2.784,0.224,6.656,0.592,5.847
105,unsuccessful,gravity_without_vertical,76,0.807,0.814,0.236,0.365,0.236,0.129,0.256,2.988,0.166,6.543,0.591,5.836
105,unsuccessful,gravity_without_vertical,77,0.812,0.822,0.237,0.417,0.237,0.180,0.257,2.462,0.045,6.806,0.601,5.925
105,unsuccessful,gravity_without_vertical,78,0.832,0.838,0.250,0.404,0.250,0.153,0.260,0.260,0.097,6.484,0.592,5.862
105,unsuccessful,gravity_without_vertical,79,0.839,0.843,0.265,0.364,0.265,0.100,0.276,1.870,0.183,6.690,0.611,6.132
105,unsuccessful,gravity_without_vertical,80,0.796,0.809,0.305,0.353,0.305,0.048,0.295,2.870,0.061,6.631,0.592,5.871
105,unsuccessful,gravity_without_vertical,81,0.809,0.790,0.351,0.378,0.351,0.027,0.343,2.139,0.193,6.765,0.597,6.029
105,unsuccessful,gravity_without_vertical,82,0.801,0.775,0.389,0.402,0.389,0.013,0.401,1.796,0.227,6.815,0.599,6.142
105,unsuccessful,gravity_without_vertical,83,0.802,0.724,0.399,0.388,0.388,0.011,0.407,1.708,0.092,6.815,0.585,5.930
105,unsuccessful,gravity_without_vertical,84,0.792,0.697,0.405,0.349,0.349,0.056,0.428,0.850,0.105,6.547,0.577,5.894
105,unsuccessful,gravity_without_vertical,85,0.803,0.726,0.408,0.340,0.340,0.068,0.428,0.902,0.058,6.433,0.579,5.953
105,unsuccessful,gravity_without_vertical,86,0.765,0.692,0.409,0.345,0.345,0.064,0.429,1.197,0.098,6.350,0.562,5.746
105,unsuccessful,gravity_without_vertical,87,0.743,0.723,0.340,0.274,0.274,0.066,0.372,1.463,0.203,6.129,0.552,5.538
105,unsuccessful,gravity_without_vertical,88,0.764,0.744,0.338,0.247,0.247,0.090,0.337,1.690,0.154,6.036,0.561,5.621
105,unsuccessful,gravity_without_vertical,89,0.758,0.775,0.314,0.213,0.213,0.101,0.284,1.628,0.139,6.221,0.568,5.626
105,unsuccessful,gravity_without_vertical,90,0.770,0.801,0.333,0.219,0.219,0.114,0.290,1.866,0.217,6.211,0.574,5.721
105,unsuccessful,gravity_without_vertical,91,0.797,0.840,0.322,0.210,0.210,0.112,0.297,1.760,0.205,6.107,0.573,5.739
105,unsuccessful,gravity_without_vertical,92,0.794,0.839,0.353,0.257,0.257,0.096,0.317,1.705,0.123,6.067,0.568,5.716
105,unsuccessful,gravity_without_vertical,93,0.782,0.872,0.339,0.233,0.233,0.106,0.313,0.856,0.104,5.808,0.555,5.554
105,unsuccessful,gravity_without_vertical,94,0.792,0.854,0.347,0.247,0.247,0.100,0.322,0.742,0.051,5.667,0.544,5.456
105,unsuccessful,gravity_without_vertical,95,0.827,0.838,0.406,0.318,0.318,0.088,0.375,2.346,0.119,5.513,0.558,5.771
105,unsuccessful,gravity_without_vertical,96,0.835,0.833,0.471,0.417,0.417,0.053,0.401,1.911,0.078,5.475,0.550,5.724
105,unsuccessful,gravity_without_vertical,97,0.877,0.854,0.480,0.444,0.444,0.036,0.393,0.973,0.033,5.594,0.563,5.876
105,unsuccessful,gravity_without_vertical,98,0.881,0.852,0.529,0.422,0.422,0.107,0.415,1.874,0.145,5.881,0.566,5.921
105,unsuccessful,gravity_without_vertical,99,0.895,0.857,0.547,0.407,0.407,0.140,0.406,1.804,0.218,5.892,0.580,6.072
105,unsuccessful,gravity_without_vertical,100,0.878,0.846,0.552,0.401,0.401,0.151,0.432,1.648,0.133,5.978,0.572,6.016
105,unsuccessful,gravity_without_vertical,101,0.867,0.821,0.549,0.386,0.386,0.162,0.436,2.646,0.027,6.134,0.583,6.177
105,unsuccessful,gravity_without_vertical,102,0.888,0.789,0.582,0.435,0.435,0.147,0.512,0.235,0.125,6.413,0.607,6.600
105,unsuccessful,gravity_without_vertical,103,0.883,0.781,0.599,0.474,0.474,0.125,0.530,0.179,0.144,6.279,0.593,6.438
105,unsuccessful,gravity_without_vertical,104,0.876,0.779,0.663,0.559,0.559,0.104,0.621,0.225,0.169,6.163,0.585,6.514
105,unsuccessful,gravity_without_vertical,105,0.849,0.807,0.650,0.546,0.546,0.104,0.557,3.050,0.210,6.141,0.592,6.521
105,unsuccessful,gravity_without_vertical,106,0.832,0.776,0.702,0.603,0.603,0.099,0.612,0.079,0.245,6.368,0.585,6.458
105,unsuccessful,gravity_without_vertical,107,0.836,0.781,0.655,0.526,0.526,0.128,0.565,0.358,0.104,6.116,0.577,6.312
105,unsuccessful,gravity_without_vertical,108,0.850,0.744,0.658,0.549,0.549,0.109,0.619,1.163,0.091,6.221,0.572,6.276
105,unsuccessful,gravity_without_vertical,109,0.838,0.722,0.700,0.582,0.582,0.117,0.660,1.876,0.162,6.462,0.582,6.451
105,unsuccessful,gravity_without_vertical,110,0.807,0.718,0.699,0.599,0.599,0.099,0.624,1.953,0.130,6.447,0.583,6.423
105,unsuccessful,gravity_without_vertical,111,0.771,0.782,0.749,0.664,0.664,0.085,0.679,2.518,0.108,6.375,0.576,6.420
105,unsuccessful,gravity_without_vertical,112,0.739,0.753,0.737,0.694,0.694,0.043,0.699,2.409,0.063,6.574,0.581,6.472
105,unsuccessful,gravity_without_vertical,113,0.744,0.756,0.733,0.678,0.678,0.055,0.685,1.873,0.208,6.556,0.584,6.486
105,unsuccessful,gravity_without_vertical,114,0.766,0.783,0.679,0.600,0.600,0.079,0.611,1.908,0.241,6.662,0.589,6.427
105,unsuccessful,gravity_without_vertical,115,0.745,0.831,0.735,0.715,0.715,0.020,0.727,1.436,0.150,6.502,0.579,6.533
105,unsuccessful,gravity_without_vertical,116,0.741,0.866,0.787,0.818,0.787,0.032,0.805,1.310,0.161,6.629,0.582,6.684
105,unsuccessful,gravity_without_vertical,117,0.743,0.874,0.773,0.771,0.771,0.002,0.768,1.682,0.080,6.524,0.574,6.506
105,unsuccessful,gravity_without_vertical,118,0.766,0.875,0.709,0.692,0.692,0.017,0.705,1.154,0.231,6.551,0.582,6.533
105,unsuccessful,gravity_without_vertical,119,0.782,0.866,0.703,0.708,0.703,0.006,0.715,0.817,0.127,6.451,0.573,6.399
105,unsuccessful,gravity_without_vertical,120,0.796,0.869,0.732,0.718,0.718,0.014,0.721,0.252,0.215,6.067,0.571,6.488
