point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,358,successful,success,true,true,true,false,48,58,24,8,0.903,74,0.898,68,0.195,0,0.836,0.832,0.810,0.810,0.810,0.000,0.851,0.665,7.472,130.426
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,359,successful,success,true,true,true,false,46,39,24,29,0.897,78,0.878,70,0.213,0,0.836,0.760,0.702,0.702,0.702,0.000,0.806,0.665,7.137,127.898
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,361,successful,success,true,true,true,false,63,43,24,46,0.903,65,0.875,95,0.201,0,0.798,0.854,0.805,0.805,0.805,0.000,0.847,0.631,7.164,123.862
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,362,successful,success,true,true,true,false,42,41,22,12,0.926,114,0.875,63,0.212,0,0.774,0.752,0.745,0.745,0.745,0.000,0.856,0.643,7.219,125.430
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,363,successful,success,true,true,true,false,87,92,46,9,0.904,96,0.856,105,0.231,0,0.627,0.774,0.710,0.710,0.710,0.000,0.866,0.629,6.919,128.439
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,364,successful,success,true,true,true,false,43,27,14,32,0.900,108,0.884,88,0.221,0,0.787,0.803,0.780,0.780,0.780,0.000,0.865,0.646,7.213,130.091
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,365,successful,success,true,true,true,false,37,24,19,12,0.910,94,0.915,98,0.200,0,0.795,0.846,0.865,0.865,0.865,0.000,0.858,0.674,7.674,125.100
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,366,successful,success,true,true,true,false,50,22,18,31,0.887,104,0.892,113,0.210,0,0.846,0.855,0.782,0.782,0.782,0.000,0.837,0.660,7.379,124.540
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,369,successful,success,true,true,true,false,42,24,12,19,0.939,66,0.885,90,0.223,0,0.630,0.799,0.885,0.885,0.885,0.000,0.885,0.657,7.402,113.024
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,367,successful,success,true,true,true,false,48,53,37,10,0.899,91,0.876,118,0.217,0,0.831,0.837,0.850,0.850,0.850,0.000,0.865,0.657,7.442,125.046
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,368,unsuccessful,gravity_without_vertical,false,true,false,false,46,23,18,33,0.929,60,0.918,104,0.198,0,0.704,0.851,0.817,0.817,0.817,0.000,0.780,0.601,6.369,126.462
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,373,successful,success,true,true,true,false,79,32,24,17,0.904,87,0.881,109,0.197,0,0.729,0.838,0.835,0.835,0.835,0.000,0.864,0.646,7.313,111.873
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,372,successful,success,true,true,true,false,42,36,22,7,0.915,100,0.890,86,0.195,0,0.642,0.815,0.827,0.827,0.827,0.000,0.807,0.658,7.067,121.131
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,370,successful,success,true,true,true,false,35,35,20,26,0.897,90,0.887,62,0.181,0,0.760,0.850,0.781,0.781,0.781,0.000,0.815,0.644,7.165,128.358
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,371,successful,success,true,true,true,false,31,32,23,18,0.915,51,0.874,62,0.194,0,0.734,0.655,0.843,0.843,0.843,0.000,0.814,0.636,6.877,126.642
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,374,successful,success,true,true,true,false,56,25,14,34,0.916,114,0.880,114,0.199,0,0.694,0.862,0.825,0.825,0.825,0.000,0.887,0.666,7.619,124.478
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,375,successful,success,true,true,true,false,74,68,29,22,0.903,119,0.884,94,0.193,0,0.792,0.872,0.837,0.837,0.837,0.000,0.889,0.685,7.994,124.866
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,376,successful,success,true,true,true,false,38,22,15,23,0.917,104,0.905,117,0.179,0,0.820,0.848,0.844,0.844,0.844,0.000,0.846,0.673,7.625,124.277
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,377,successful,success,true,true,true,false,31,36,17,24,0.913,64,0.902,67,0.200,0,0.831,0.711,0.794,0.794,0.794,0.000,0.848,0.643,7.057,125.669
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,378,successful,success,true,true,true,false,38,30,15,18,0.905,61,0.920,83,0.187,0,0.712,0.808,0.866,0.866,0.866,0.000,0.849,0.635,7.097,122.658
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,380,successful,success,true,true,true,false,51,28,19,25,0.921,61,0.886,65,0.207,0,0.796,0.798,0.835,0.835,0.835,0.000,0.838,0.659,7.414,121.428
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,379,unsuccessful,gravity_without_vertical,false,true,false,false,28,33,21,22,0.919,90,0.881,73,0.205,0,0.795,0.743,0.675,0.675,0.675,0.000,0.788,0.586,6.128,125.280
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,381,successful,success,true,true,true,false,78,74,31,17,0.890,120,0.886,94,0.206,0,0.729,0.806,0.777,0.777,0.777,0.000,0.890,0.630,7.106,126.053
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,384,successful,success,true,true,true,false,30,41,31,17,0.909,68,0.896,61,0.194,0,0.724,0.757,0.640,0.640,0.640,0.000,0.848,0.632,6.781,122.557
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,382,successful,success,true,true,true,false,82,91,54,26,0.860,115,0.861,110,0.201,0,0.793,0.788,0.848,0.848,0.848,0.000,0.850,0.664,7.448,124.152
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,383,successful,success,true,true,true,false,52,38,14,14,0.899,101,0.875,113,0.192,0,0.608,0.811,0.847,0.847,0.847,0.000,0.814,0.632,6.888,124.770
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,385,successful,success,true,true,true,false,38,37,14,10,0.923,55,0.916,56,0.196,0,0.750,0.761,0.753,0.753,0.753,0.000,0.824,0.622,6.772,123.261
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,389,successful,success,true,true,true,false,22,42,18,14,0.865,116,0.899,112,0.189,0,0.761,0.797,0.825,0.825,0.825,0.000,0.829,0.657,7.370,111.853
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,386,successful,success,true,true,true,false,37,33,25,12,0.893,70,0.885,67,0.200,0,0.796,0.729,0.833,0.833,0.833,0.000,0.827,0.660,7.316,126.662
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,387,successful,success,true,true,true,false,34,22,16,22,0.857,65,0.896,107,0.207,0,0.781,0.787,0.816,0.816,0.816,0.000,0.813,0.657,7.217,123.278
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,390,successful,success,true,true,true,false,65,62,28,26,0.893,117,0.879,106,0.194,0,0.728,0.818,0.796,0.796,0.796,0.000,0.858,0.634,7.064,115.574
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,392,successful,success,true,true,true,false,72,35,23,26,0.906,113,0.850,120,0.199,0,0.778,0.752,0.850,0.850,0.850,0.000,0.901,0.657,7.513,115.921
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,388,successful,success,true,true,true,false,59,51,33,49,0.896,120,0.916,106,0.197,0,0.835,0.780,0.878,0.878,0.878,0.000,0.896,0.675,7.774,131.506
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,391,unsuccessful,gravity_without_vertical,false,true,false,false,43,46,33,20,0.901,98,0.864,57,0.194,0,0.596,0.729,0.825,0.825,0.825,0.000,0.795,0.584,6.274,122.930
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,393,successful,success,true,true,true,false,60,62,44,15,0.918,116,0.864,107,0.218,0,0.733,0.774,0.763,0.763,0.763,0.000,0.853,0.636,7.027,126.974
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,394,successful,success,true,true,true,false,27,42,18,12,0.905,80,0.892,60,0.192,0,0.624,0.637,0.781,0.781,0.781,0.000,0.804,0.623,6.685,123.066
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,300,successful,success,true,true,true,false,46,59,39,19,0.928,66,0.915,67,0.124,0,0.675,0.798,0.867,0.867,0.867,0.000,0.881,0.471,3.602,108.462
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,396,successful,success,true,true,true,false,26,38,21,15,0.907,109,0.900,83,0.229,0,0.697,0.821,0.677,0.677,0.677,0.000,0.806,0.631,6.719,119.661
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,395,successful,success,true,true,true,false,43,51,33,29,0.900,81,0.909,86,0.203,0,0.750,0.739,0.769,0.769,0.769,0.000,0.887,0.646,7.229,121.024
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,301,successful,success,true,true,true,false,46,52,43,14,0.929,63,0.930,73,0.119,0,0.899,0.868,0.874,0.874,0.874,0.000,0.820,0.495,3.922,108.908
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,399,successful,success,true,true,true,false,17,26,15,11,0.932,80,0.900,72,0.226,0,0.741,0.779,0.819,0.819,0.819,0.000,0.880,0.604,6.753,119.816
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,397,successful,success,true,true,true,false,25,28,15,20,0.894,93,0.886,114,0.183,0,0.880,0.683,0.838,0.838,0.838,0.000,0.836,0.636,6.994,122.394
food_site_width_0p340,food_site_width,0.340,false,8,0.340,9,1.000,0.600,6.500,0.055,0.090,1.000,398,successful,success,true,true,true,false,29,29,17,16,0.903,39,0.895,94,0.211,0,0.767,0.807,0.804,0.804,0.804,0.000,0.857,0.669,7.571,128.145
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,302,successful,success,true,true,true,false,50,61,17,21,0.924,107,0.919,71,0.126,0,0.829,0.842,0.875,0.875,0.875,0.000,0.862,0.518,4.095,110.042
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,303,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,24,0.323,17,0.356,83,0.134,0,0.767,0.874,0.212,0.212,0.212,0.000,0.276,0.473,2.776,109.901
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,304,unsuccessful,flat,false,false,false,false,not_reached,not_reached,23,9,0.572,25,0.422,19,0.130,0,0.815,0.824,0.237,0.237,0.237,0.000,0.173,0.495,2.838,109.518
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,305,successful,success,true,true,true,false,90,99,89,10,0.878,101,0.906,118,0.144,0,0.840,0.869,0.898,0.898,0.898,0.000,0.868,0.491,4.027,110.226
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,306,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,15,0.288,51,0.384,69,0.132,0,0.878,0.836,0.152,0.152,0.152,0.000,0.214,0.527,3.169,110.332
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,307,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,33,0.315,117,0.305,33,0.121,0,0.817,0.869,0.256,0.256,0.256,0.000,0.264,0.501,3.109,113.279
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,308,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,10,0.345,119,0.341,59,0.137,0,0.846,0.826,0.236,0.236,0.236,0.000,0.318,0.494,2.940,112.380
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,309,successful,success,true,true,true,false,25,32,14,12,0.913,91,0.917,89,0.128,0,0.831,0.864,0.914,0.914,0.914,0.000,0.871,0.501,4.183,111.169
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,310,successful,success,true,true,true,false,34,41,34,14,0.923,66,0.925,67,0.129,0,0.833,0.827,0.818,0.818,0.818,0.000,0.858,0.512,4.095,113.700
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,311,successful,success,true,true,true,false,96,109,96,11,0.891,116,0.886,119,0.136,0,0.872,0.864,0.885,0.885,0.885,0.000,0.883,0.504,4.101,109.192
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,313,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.367,31,0.322,52,0.127,0,0.812,0.770,0.137,0.137,0.137,0.000,0.312,0.480,2.812,108.034
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,314,successful,success,true,true,true,false,72,81,14,14,0.905,93,0.911,102,0.127,0,0.781,0.870,0.896,0.896,0.896,0.000,0.892,0.501,4.034,107.328
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,312,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.323,28,0.238,17,0.124,0,0.789,0.858,0.228,0.228,0.228,0.000,0.147,0.497,2.898,112.050
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,315,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,19,0.346,95,0.316,20,0.127,0,0.808,0.812,0.151,0.151,0.151,0.000,0.259,0.493,2.925,110.764
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,316,unsuccessful,flat,false,false,false,false,not_reached,not_reached,17,31,0.550,19,0.329,64,0.137,0,0.859,0.858,0.195,0.195,0.195,0.000,0.281,0.483,2.889,109.604
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,317,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,13,0.465,49,0.278,22,0.128,0,0.856,0.807,0.203,0.203,0.203,0.000,0.138,0.534,3.196,109.594
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,318,successful,success,true,true,true,false,41,47,27,15,0.925,68,0.917,61,0.110,0,0.813,0.801,0.840,0.840,0.840,0.000,0.829,0.480,3.633,110.712
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,320,successful,success,true,true,true,false,76,80,76,16,0.927,105,0.900,105,0.124,0,0.878,0.844,0.878,0.878,0.878,0.000,0.867,0.498,4.037,108.736
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,319,successful,success,true,true,true,false,58,63,56,27,0.938,116,0.908,103,0.146,0,0.840,0.808,0.890,0.890,0.890,0.000,0.910,0.516,4.206,111.799
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,321,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,13,0.474,40,0.280,92,0.140,0,0.803,0.824,0.172,0.172,0.172,0.000,0.301,0.484,2.939,109.829
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,322,successful,success,true,true,true,false,77,84,74,41,0.902,103,0.902,92,0.130,0,0.838,0.788,0.864,0.864,0.864,0.000,0.881,0.503,4.084,112.211
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,323,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,95,0.337,17,0.317,102,0.133,0,0.837,0.862,0.227,0.227,0.227,0.000,0.192,0.508,2.968,112.940
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,324,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,21,0.410,16,0.447,28,0.113,0,0.870,0.859,0.321,0.321,0.321,0.000,0.208,0.488,2.833,107.766
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,325,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,11,0.306,33,0.376,34,0.129,0,0.848,0.831,0.231,0.231,0.231,0.000,0.209,0.501,3.011,110.427
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,326,successful,success,true,true,true,false,25,37,19,15,0.915,51,0.936,53,0.137,0,0.805,0.894,0.859,0.859,0.859,0.000,0.884,0.514,4.254,112.018
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,327,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.373,39,0.387,71,0.126,0,0.822,0.811,0.219,0.219,0.219,0.000,0.174,0.503,2.944,106.294
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,328,successful,success,true,true,true,false,21,30,21,9,0.912,60,0.920,31,0.133,0,0.757,0.773,0.834,0.834,0.834,0.000,0.852,0.453,3.454,110.351
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,330,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,14,0.354,40,0.441,26,0.126,0,0.789,0.798,0.292,0.292,0.292,0.000,0.195,0.490,2.705,108.877
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,329,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,18,0.384,14,0.431,104,0.127,0,0.811,0.817,0.140,0.140,0.140,0.000,0.298,0.471,2.765,109.488
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,331,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,15,0.307,65,0.412,103,0.134,0,0.809,0.834,0.321,0.321,0.321,0.000,0.176,0.501,2.907,107.452
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,332,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,26,0.429,120,0.354,42,0.127,0,0.815,0.844,0.143,0.143,0.143,0.000,0.429,0.480,2.807,111.267
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,333,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,35,0.397,14,0.300,66,0.126,0,0.824,0.768,0.289,0.289,0.289,0.000,0.233,0.473,2.780,110.499
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,334,successful,success,true,true,true,false,29,34,29,23,0.915,73,0.929,100,0.131,0,0.838,0.802,0.908,0.908,0.908,0.000,0.810,0.494,3.759,110.856
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,335,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,56,0.473,22,0.282,57,0.118,0,0.854,0.867,0.199,0.199,0.199,0.000,0.265,0.529,3.139,108.914
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,336,successful,success,true,true,true,false,32,43,31,19,0.924,54,0.930,98,0.117,0,0.772,0.831,0.872,0.872,0.872,0.000,0.903,0.492,3.947,109.884
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,337,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,70,0.361,40,0.351,88,0.124,0,0.806,0.865,0.217,0.217,0.217,0.000,0.246,0.493,2.916,112.819
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,338,successful,success,true,true,true,false,44,50,44,29,0.918,83,0.911,91,0.123,0,0.880,0.854,0.862,0.862,0.862,0.000,0.832,0.492,4.044,108.755
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,340,unsuccessful,partial_tilt,false,false,false,false,not_reached,not_reached,120,24,0.533,120,0.412,120,0.135,0,0.699,0.879,0.412,0.412,0.412,0.000,0.533,0.481,3.006,109.139
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,339,successful,success,true,true,true,false,77,84,74,36,0.924,108,0.906,89,0.119,0,0.734,0.786,0.875,0.875,0.875,0.000,0.891,0.503,4.070,113.236
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,341,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,32,0.483,16,0.293,33,0.129,0,0.880,0.872,0.207,0.207,0.207,0.000,0.182,0.520,3.164,107.990
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,342,successful,success,true,true,true,false,102,110,104,39,0.897,118,0.902,115,0.128,0,0.823,0.837,0.859,0.859,0.859,0.000,0.885,0.521,4.194,110.751
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,343,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,18,0.428,18,0.409,85,0.120,0,0.851,0.832,0.295,0.295,0.295,0.000,0.207,0.527,3.111,110.470
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,344,successful,success,true,true,true,false,38,48,37,19,0.923,108,0.911,108,0.122,0,0.817,0.757,0.844,0.844,0.844,0.000,0.864,0.495,3.721,107.827
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,346,successful,success,true,true,true,false,84,92,80,67,0.887,120,0.907,120,0.128,0,0.849,0.820,0.907,0.907,0.907,0.000,0.887,0.516,4.308,106.802
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,345,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,13,0.387,64,0.436,93,0.129,0,0.777,0.877,0.260,0.260,0.260,0.000,0.312,0.494,2.898,110.119
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,347,successful,success,true,true,true,false,22,40,21,9,0.935,101,0.916,60,0.122,0,0.794,0.849,0.866,0.866,0.866,0.000,0.835,0.503,4.006,110.183
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,348,successful,success,true,true,true,false,64,69,63,43,0.910,119,0.942,104,0.132,0,0.906,0.846,0.894,0.894,0.894,0.000,0.899,0.522,4.496,110.219
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,349,successful,success,true,true,true,false,29,34,26,16,0.921,109,0.913,112,0.123,0,0.813,0.889,0.879,0.879,0.879,0.000,0.853,0.508,3.925,108.578
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,350,successful,success,true,true,true,false,97,115,96,18,0.892,119,0.909,117,0.124,0,0.815,0.798,0.898,0.898,0.898,0.000,0.879,0.504,4.051,108.949
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,351,successful,success,true,true,true,false,70,86,70,36,0.927,100,0.916,105,0.114,0,0.826,0.863,0.883,0.883,0.883,0.000,0.888,0.505,4.277,108.231
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,352,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,17,0.403,14,0.393,64,0.128,0,0.909,0.847,0.203,0.203,0.203,0.000,0.153,0.516,3.043,106.613
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,353,successful,success,true,true,true,false,55,59,17,32,0.918,88,0.915,85,0.128,0,0.741,0.856,0.840,0.840,0.840,0.000,0.866,0.510,3.870,108.852
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,354,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,26,0.343,77,0.446,110,0.130,0,0.852,0.878,0.285,0.285,0.285,0.000,0.278,0.509,3.187,106.676
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,355,successful,success,true,true,true,false,32,35,19,25,0.900,116,0.898,48,0.119,0,0.793,0.821,0.877,0.877,0.877,0.000,0.899,0.495,4.063,108.172
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,356,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,13,0.298,74,0.340,110,0.131,0,0.804,0.857,0.168,0.168,0.168,0.000,0.135,0.523,3.142,110.491
food_site_count_6,food_site_count,6,false,6,0.270,9,1.000,0.600,6.500,0.055,0.090,1.000,357,successful,success,true,true,true,false,100,110,99,16,0.875,115,0.899,116,0.134,0,0.805,0.827,0.850,0.850,0.850,0.000,0.829,0.476,3.538,112.181
