job_index,point,seed,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation
3248,alpha_0p44_mut_0p045_rho_0p6,119,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3249,alpha_0p44_mut_0p045_rho_0p6,120,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3250,alpha_0p44_mut_0p045_rho_0p6,121,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3251,alpha_0p44_mut_0p045_rho_0p6,122,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3252,alpha_0p44_mut_0p045_rho_0p6,123,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3253,alpha_0p44_mut_0p045_rho_0p6,124,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3254,alpha_0p44_mut_0p045_rho_0p6,125,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3255,alpha_0p44_mut_0p045_rho_0p6,126,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3256,alpha_0p44_mut_0p045_rho_0p6,127,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3257,alpha_0p44_mut_0p045_rho_0p6,128,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3258,alpha_0p44_mut_0p045_rho_0p6,129,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3259,alpha_0p44_mut_0p045_rho_0p6,130,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3260,alpha_0p44_mut_0p045_rho_0p6,131,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3261,alpha_0p44_mut_0p045_rho_0p6,132,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3262,alpha_0p44_mut_0p045_rho_0p6,133,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3263,alpha_0p44_mut_0p045_rho_0p6,134,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3264,alpha_0p44_mut_0p045_rho_0p6,135,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3265,alpha_0p44_mut_0p045_rho_0p6,136,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3266,alpha_0p44_mut_0p045_rho_0p6,137,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3267,alpha_0p44_mut_0p045_rho_0p6,138,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3268,alpha_0p44_mut_0p045_rho_0p6,139,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3269,alpha_0p44_mut_0p045_rho_0p6,140,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3270,alpha_0p44_mut_0p045_rho_0p6,141,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3271,alpha_0p44_mut_0p045_rho_0p6,142,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3272,alpha_0p44_mut_0p045_rho_0p6,143,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3273,alpha_0p44_mut_0p045_rho_0p6,144,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3274,alpha_0p44_mut_0p045_rho_0p6,145,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3275,alpha_0p44_mut_0p045_rho_0p6,146,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3276,alpha_0p44_mut_0p045_rho_0p6,147,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3277,alpha_0p44_mut_0p045_rho_0p6,148,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3278,alpha_0p44_mut_0p045_rho_0p6,149,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3279,alpha_0p44_mut_0p045_rho_0p6,150,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3280,alpha_0p44_mut_0p045_rho_0p6,151,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3281,alpha_0p44_mut_0p045_rho_0p6,152,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3282,alpha_0p44_mut_0p045_rho_0p6,153,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3283,alpha_0p44_mut_0p045_rho_0p6,154,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3284,alpha_0p44_mut_0p045_rho_0p6,155,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3285,alpha_0p44_mut_0p045_rho_0p6,156,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3286,alpha_0p44_mut_0p045_rho_0p6,157,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3287,alpha_0p44_mut_0p045_rho_0p6,158,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3288,alpha_0p44_mut_0p045_rho_0p6,159,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3289,alpha_0p44_mut_0p045_rho_0p6,160,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3290,alpha_0p44_mut_0p045_rho_0p6,161,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3291,alpha_0p44_mut_0p045_rho_0p6,162,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3292,alpha_0p44_mut_0p045_rho_0p6,163,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3293,alpha_0p44_mut_0p045_rho_0p6,164,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3294,alpha_0p44_mut_0p045_rho_0p6,165,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3295,alpha_0p44_mut_0p045_rho_0p6,166,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3296,alpha_0p44_mut_0p045_rho_0p6,167,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3297,alpha_0p44_mut_0p045_rho_0p6,168,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3298,alpha_0p44_mut_0p045_rho_0p6,169,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3299,alpha_0p44_mut_0p045_rho_0p6,170,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3300,alpha_0p44_mut_0p045_rho_0p6,171,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3301,alpha_0p44_mut_0p045_rho_0p6,172,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3302,alpha_0p44_mut_0p045_rho_0p6,173,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3303,alpha_0p44_mut_0p045_rho_0p6,174,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3304,alpha_0p44_mut_0p045_rho_0p6,175,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3305,alpha_0p44_mut_0p045_rho_0p6,176,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3306,alpha_0p44_mut_0p045_rho_0p6,177,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3307,alpha_0p44_mut_0p045_rho_0p6,178,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3308,alpha_0p44_mut_0p045_rho_0p6,179,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3309,alpha_0p44_mut_0p045_rho_0p6,180,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3310,alpha_0p44_mut_0p045_rho_0p6,181,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3311,alpha_0p44_mut_0p045_rho_0p6,182,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3312,alpha_0p44_mut_0p045_rho_0p6,183,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3313,alpha_0p44_mut_0p045_rho_0p6,184,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3314,alpha_0p44_mut_0p045_rho_0p6,185,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3315,alpha_0p44_mut_0p045_rho_0p6,186,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3316,alpha_0p44_mut_0p045_rho_0p6,187,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3317,alpha_0p44_mut_0p045_rho_0p6,188,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3318,alpha_0p44_mut_0p045_rho_0p6,189,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3319,alpha_0p44_mut_0p045_rho_0p6,190,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3320,alpha_0p44_mut_0p045_rho_0p6,191,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3321,alpha_0p44_mut_0p045_rho_0p6,192,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3322,alpha_0p44_mut_0p045_rho_0p6,193,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3323,alpha_0p44_mut_0p045_rho_0p6,194,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3324,alpha_0p44_mut_0p045_rho_0p6,195,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.600
3325,alpha_0p44_mut_0p045_rho_0p9,96,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3326,alpha_0p44_mut_0p045_rho_0p9,97,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3327,alpha_0p44_mut_0p045_rho_0p9,98,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3328,alpha_0p44_mut_0p045_rho_0p9,99,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3329,alpha_0p44_mut_0p045_rho_0p9,105,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3330,alpha_0p44_mut_0p045_rho_0p9,106,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3331,alpha_0p44_mut_0p045_rho_0p9,107,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3332,alpha_0p44_mut_0p045_rho_0p9,108,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3333,alpha_0p44_mut_0p045_rho_0p9,109,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3334,alpha_0p44_mut_0p045_rho_0p9,110,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3335,alpha_0p44_mut_0p045_rho_0p9,111,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3336,alpha_0p44_mut_0p045_rho_0p9,112,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3337,alpha_0p44_mut_0p045_rho_0p9,113,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3338,alpha_0p44_mut_0p045_rho_0p9,114,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3339,alpha_0p44_mut_0p045_rho_0p9,115,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3340,alpha_0p44_mut_0p045_rho_0p9,116,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3341,alpha_0p44_mut_0p045_rho_0p9,117,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3342,alpha_0p44_mut_0p045_rho_0p9,118,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3343,alpha_0p44_mut_0p045_rho_0p9,119,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3344,alpha_0p44_mut_0p045_rho_0p9,120,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3345,alpha_0p44_mut_0p045_rho_0p9,121,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3346,alpha_0p44_mut_0p045_rho_0p9,122,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3347,alpha_0p44_mut_0p045_rho_0p9,123,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3348,alpha_0p44_mut_0p045_rho_0p9,124,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3349,alpha_0p44_mut_0p045_rho_0p9,125,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3350,alpha_0p44_mut_0p045_rho_0p9,126,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3351,alpha_0p44_mut_0p045_rho_0p9,127,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3352,alpha_0p44_mut_0p045_rho_0p9,128,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3353,alpha_0p44_mut_0p045_rho_0p9,129,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3354,alpha_0p44_mut_0p045_rho_0p9,130,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3355,alpha_0p44_mut_0p045_rho_0p9,131,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3356,alpha_0p44_mut_0p045_rho_0p9,132,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3357,alpha_0p44_mut_0p045_rho_0p9,133,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3358,alpha_0p44_mut_0p045_rho_0p9,134,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3359,alpha_0p44_mut_0p045_rho_0p9,135,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3360,alpha_0p44_mut_0p045_rho_0p9,136,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3361,alpha_0p44_mut_0p045_rho_0p9,137,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3362,alpha_0p44_mut_0p045_rho_0p9,138,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3363,alpha_0p44_mut_0p045_rho_0p9,139,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3364,alpha_0p44_mut_0p045_rho_0p9,140,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3365,alpha_0p44_mut_0p045_rho_0p9,141,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3366,alpha_0p44_mut_0p045_rho_0p9,142,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3367,alpha_0p44_mut_0p045_rho_0p9,143,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3368,alpha_0p44_mut_0p045_rho_0p9,144,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3369,alpha_0p44_mut_0p045_rho_0p9,145,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3370,alpha_0p44_mut_0p045_rho_0p9,146,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3371,alpha_0p44_mut_0p045_rho_0p9,147,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3372,alpha_0p44_mut_0p045_rho_0p9,148,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3373,alpha_0p44_mut_0p045_rho_0p9,149,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3374,alpha_0p44_mut_0p045_rho_0p9,150,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3375,alpha_0p44_mut_0p045_rho_0p9,151,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3376,alpha_0p44_mut_0p045_rho_0p9,152,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3377,alpha_0p44_mut_0p045_rho_0p9,153,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3378,alpha_0p44_mut_0p045_rho_0p9,154,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3379,alpha_0p44_mut_0p045_rho_0p9,155,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3380,alpha_0p44_mut_0p045_rho_0p9,156,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3381,alpha_0p44_mut_0p045_rho_0p9,157,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3382,alpha_0p44_mut_0p045_rho_0p9,158,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3383,alpha_0p44_mut_0p045_rho_0p9,159,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3384,alpha_0p44_mut_0p045_rho_0p9,160,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3385,alpha_0p44_mut_0p045_rho_0p9,161,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3386,alpha_0p44_mut_0p045_rho_0p9,162,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3387,alpha_0p44_mut_0p045_rho_0p9,163,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3388,alpha_0p44_mut_0p045_rho_0p9,164,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3389,alpha_0p44_mut_0p045_rho_0p9,165,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
3390,alpha_0p44_mut_0p045_rho_0p9,166,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,7,0.370,10,0.900,0.440,5.000,0.035,0.045,0.045,0.900
