job_index,point,seed,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation
395,alpha_0p1_mut_0p075_rho_0,116,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
396,alpha_0p1_mut_0p075_rho_0,117,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
397,alpha_0p1_mut_0p075_rho_0,118,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
398,alpha_0p1_mut_0p075_rho_0,119,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
399,alpha_0p1_mut_0p075_rho_0,120,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
400,alpha_0p1_mut_0p075_rho_0,121,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
401,alpha_0p1_mut_0p075_rho_0,122,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
402,alpha_0p1_mut_0p075_rho_0,123,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
403,alpha_0p1_mut_0p075_rho_0,124,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
404,alpha_0p1_mut_0p075_rho_0,125,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
405,alpha_0p1_mut_0p075_rho_0,126,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
406,alpha_0p1_mut_0p075_rho_0,127,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
407,alpha_0p1_mut_0p075_rho_0,128,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
408,alpha_0p1_mut_0p075_rho_0,129,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
409,alpha_0p1_mut_0p075_rho_0,130,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
410,alpha_0p1_mut_0p075_rho_0,131,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
411,alpha_0p1_mut_0p075_rho_0,132,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
412,alpha_0p1_mut_0p075_rho_0,133,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
413,alpha_0p1_mut_0p075_rho_0,134,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
414,alpha_0p1_mut_0p075_rho_0,135,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
415,alpha_0p1_mut_0p075_rho_0,136,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
416,alpha_0p1_mut_0p075_rho_0,137,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
417,alpha_0p1_mut_0p075_rho_0,138,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
418,alpha_0p1_mut_0p075_rho_0,139,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
419,alpha_0p1_mut_0p075_rho_0,140,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
420,alpha_0p1_mut_0p075_rho_0,141,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
421,alpha_0p1_mut_0p075_rho_0,142,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
422,alpha_0p1_mut_0p075_rho_0,143,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
423,alpha_0p1_mut_0p075_rho_0,144,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
424,alpha_0p1_mut_0p075_rho_0,145,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
425,alpha_0p1_mut_0p075_rho_0,146,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
426,alpha_0p1_mut_0p075_rho_0,147,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
427,alpha_0p1_mut_0p075_rho_0,148,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
428,alpha_0p1_mut_0p075_rho_0,149,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
429,alpha_0p1_mut_0p075_rho_0,150,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
430,alpha_0p1_mut_0p075_rho_0,151,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
431,alpha_0p1_mut_0p075_rho_0,152,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
432,alpha_0p1_mut_0p075_rho_0,153,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
433,alpha_0p1_mut_0p075_rho_0,154,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
434,alpha_0p1_mut_0p075_rho_0,155,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
435,alpha_0p1_mut_0p075_rho_0,156,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
436,alpha_0p1_mut_0p075_rho_0,157,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
437,alpha_0p1_mut_0p075_rho_0,158,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
438,alpha_0p1_mut_0p075_rho_0,159,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
439,alpha_0p1_mut_0p075_rho_0,160,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
440,alpha_0p1_mut_0p075_rho_0,161,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
441,alpha_0p1_mut_0p075_rho_0,162,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
442,alpha_0p1_mut_0p075_rho_0,163,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
443,alpha_0p1_mut_0p075_rho_0,164,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
444,alpha_0p1_mut_0p075_rho_0,165,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
445,alpha_0p1_mut_0p075_rho_0,166,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
446,alpha_0p1_mut_0p075_rho_0,167,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
447,alpha_0p1_mut_0p075_rho_0,168,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
448,alpha_0p1_mut_0p075_rho_0,169,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
449,alpha_0p1_mut_0p075_rho_0,170,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
450,alpha_0p1_mut_0p075_rho_0,171,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
451,alpha_0p1_mut_0p075_rho_0,172,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
452,alpha_0p1_mut_0p075_rho_0,173,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
453,alpha_0p1_mut_0p075_rho_0,174,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
454,alpha_0p1_mut_0p075_rho_0,175,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
455,alpha_0p1_mut_0p075_rho_0,176,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
456,alpha_0p1_mut_0p075_rho_0,177,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
457,alpha_0p1_mut_0p075_rho_0,178,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
458,alpha_0p1_mut_0p075_rho_0,179,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
459,alpha_0p1_mut_0p075_rho_0,180,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
460,alpha_0p1_mut_0p075_rho_0,181,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
461,alpha_0p1_mut_0p075_rho_0,182,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
462,alpha_0p1_mut_0p075_rho_0,183,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
463,alpha_0p1_mut_0p075_rho_0,184,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
464,alpha_0p1_mut_0p075_rho_0,185,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
465,alpha_0p1_mut_0p075_rho_0,186,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
466,alpha_0p1_mut_0p075_rho_0,187,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
467,alpha_0p1_mut_0p075_rho_0,188,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
468,alpha_0p1_mut_0p075_rho_0,189,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
469,alpha_0p1_mut_0p075_rho_0,190,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
470,alpha_0p1_mut_0p075_rho_0,191,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
471,alpha_0p1_mut_0p075_rho_0,192,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
472,alpha_0p1_mut_0p075_rho_0,193,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
473,alpha_0p1_mut_0p075_rho_0,194,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
474,alpha_0p1_mut_0p075_rho_0,195,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.000
475,alpha_0p1_mut_0p075_rho_0p3,96,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
476,alpha_0p1_mut_0p075_rho_0p3,97,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
477,alpha_0p1_mut_0p075_rho_0p3,98,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
478,alpha_0p1_mut_0p075_rho_0p3,99,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
479,alpha_0p1_mut_0p075_rho_0p3,105,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
480,alpha_0p1_mut_0p075_rho_0p3,106,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
481,alpha_0p1_mut_0p075_rho_0p3,107,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
482,alpha_0p1_mut_0p075_rho_0p3,108,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
483,alpha_0p1_mut_0p075_rho_0p3,109,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
484,alpha_0p1_mut_0p075_rho_0p3,110,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
485,alpha_0p1_mut_0p075_rho_0p3,111,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
486,alpha_0p1_mut_0p075_rho_0p3,112,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
487,alpha_0p1_mut_0p075_rho_0p3,113,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
488,alpha_0p1_mut_0p075_rho_0p3,114,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
489,alpha_0p1_mut_0p075_rho_0p3,115,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
490,alpha_0p1_mut_0p075_rho_0p3,116,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
491,alpha_0p1_mut_0p075_rho_0p3,117,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
492,alpha_0p1_mut_0p075_rho_0p3,118,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
493,alpha_0p1_mut_0p075_rho_0p3,119,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
494,alpha_0p1_mut_0p075_rho_0p3,120,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
495,alpha_0p1_mut_0p075_rho_0p3,121,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
496,alpha_0p1_mut_0p075_rho_0p3,122,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
497,alpha_0p1_mut_0p075_rho_0p3,123,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
498,alpha_0p1_mut_0p075_rho_0p3,124,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
499,alpha_0p1_mut_0p075_rho_0p3,125,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
500,alpha_0p1_mut_0p075_rho_0p3,126,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
501,alpha_0p1_mut_0p075_rho_0p3,127,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
502,alpha_0p1_mut_0p075_rho_0p3,128,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
503,alpha_0p1_mut_0p075_rho_0p3,129,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
504,alpha_0p1_mut_0p075_rho_0p3,130,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
505,alpha_0p1_mut_0p075_rho_0p3,131,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
506,alpha_0p1_mut_0p075_rho_0p3,132,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
507,alpha_0p1_mut_0p075_rho_0p3,133,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
508,alpha_0p1_mut_0p075_rho_0p3,134,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
509,alpha_0p1_mut_0p075_rho_0p3,135,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
510,alpha_0p1_mut_0p075_rho_0p3,136,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
511,alpha_0p1_mut_0p075_rho_0p3,137,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
512,alpha_0p1_mut_0p075_rho_0p3,138,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
513,alpha_0p1_mut_0p075_rho_0p3,139,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
514,alpha_0p1_mut_0p075_rho_0p3,140,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
515,alpha_0p1_mut_0p075_rho_0p3,141,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
516,alpha_0p1_mut_0p075_rho_0p3,142,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
517,alpha_0p1_mut_0p075_rho_0p3,143,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
518,alpha_0p1_mut_0p075_rho_0p3,144,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
519,alpha_0p1_mut_0p075_rho_0p3,145,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
520,alpha_0p1_mut_0p075_rho_0p3,146,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
521,alpha_0p1_mut_0p075_rho_0p3,147,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
522,alpha_0p1_mut_0p075_rho_0p3,148,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
523,alpha_0p1_mut_0p075_rho_0p3,149,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
524,alpha_0p1_mut_0p075_rho_0p3,150,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
525,alpha_0p1_mut_0p075_rho_0p3,151,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
526,alpha_0p1_mut_0p075_rho_0p3,152,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
527,alpha_0p1_mut_0p075_rho_0p3,153,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
528,alpha_0p1_mut_0p075_rho_0p3,154,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
529,alpha_0p1_mut_0p075_rho_0p3,155,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
530,alpha_0p1_mut_0p075_rho_0p3,156,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
531,alpha_0p1_mut_0p075_rho_0p3,157,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
532,alpha_0p1_mut_0p075_rho_0p3,158,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
533,alpha_0p1_mut_0p075_rho_0p3,159,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
534,alpha_0p1_mut_0p075_rho_0p3,160,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
535,alpha_0p1_mut_0p075_rho_0p3,161,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
536,alpha_0p1_mut_0p075_rho_0p3,162,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
537,alpha_0p1_mut_0p075_rho_0p3,163,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
538,alpha_0p1_mut_0p075_rho_0p3,164,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
539,alpha_0p1_mut_0p075_rho_0p3,165,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
540,alpha_0p1_mut_0p075_rho_0p3,166,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
541,alpha_0p1_mut_0p075_rho_0p3,167,evolutionary_interaction,alpha_0p1_mut_0p075_rho_0p3,false,7,0.370,10,0.900,0.100,5.000,0.035,0.075,0.075,0.300
