point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
alpha_0p25_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.075,0.900,comparison,successful,20,"300,301,302,304,327,335,348,353,354,357,358,362,363,373,374,375,377,381,391,394",1.000,1.000,1.000,0.000,58.800,73.100,42.900,24.450,0.899,0.898,0.162,0.792,0.799,0.826,0.020,0.847,0.569,4.337
alpha_0p25_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.075,0.900,comparison,unsuccessful,80,"303,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,328,329,330,331,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,349,350,351,352,355,356,359,360,361,364,365,366,367,368,369,370,371,372,376,378,379,380,382,383,384,385,386,387,388,389,390,392,393,395,396,397,398,399",0.000,0.050,0.000,0.000,90.000,68.000,52.056,38.468,0.445,0.368,0.164,0.791,0.813,0.240,0.034,0.262,0.576,3.896
alpha_0p25_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.075,0.900,outcome,flat,56,"305,307,308,309,313,314,315,317,318,319,320,321,322,323,324,325,330,331,332,333,334,337,339,340,341,342,345,346,349,351,352,355,359,360,361,364,365,368,370,371,372,376,378,379,380,382,383,384,388,389,390,392,393,395,397,399",0.000,0.000,0.000,0.000,not_reached,not_reached,36.556,38.600,0.414,0.342,0.163,0.789,0.810,0.183,0.031,0.228,0.577,3.896
alpha_0p25_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.075,0.900,outcome,gravity_without_vertical,4,"316,350,356,367",0.000,1.000,0.000,0.000,90.000,77.000,85.000,34.500,0.784,0.773,0.170,0.765,0.781,0.734,0.027,0.713,0.575,4.236
alpha_0p25_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.075,0.900,outcome,partial_tilt,2,"347,366",0.000,0.000,0.000,0.000,not_reached,50.000,66.500,23.000,0.792,0.382,0.164,0.746,0.828,0.264,0.028,0.711,0.534,3.663
alpha_0p25_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.075,0.900,outcome,partial_transposition,18,"303,306,310,311,312,326,328,329,336,338,343,344,369,385,386,387,396,398",0.000,0.000,0.000,0.000,not_reached,not_reached,45.000,40.667,0.429,0.358,0.167,0.805,0.829,0.306,0.043,0.218,0.576,3.843
alpha_0p25_mut_0p075_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p075_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.075,0.900,outcome,success,20,"300,301,302,304,327,335,348,353,354,357,358,362,363,373,374,375,377,381,391,394",1.000,1.000,1.000,0.000,58.800,73.100,42.900,24.450,0.899,0.898,0.162,0.792,0.799,0.826,0.020,0.847,0.569,4.337
alpha_0p25_mut_0p09_rho_0,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.000,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.060,0.080,0.060,0.000,50.000,60.500,34.000,32.290,0.476,0.382,0.164,0.783,0.798,0.266,0.075,0.258,0.561,3.717
alpha_0p25_mut_0p09_rho_0,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.000,comparison,successful,6,"308,314,330,359,384,392",1.000,1.000,1.000,0.000,43.833,60.500,26.833,20.333,0.905,0.860,0.163,0.752,0.792,0.791,0.058,0.838,0.545,4.038
alpha_0p25_mut_0p09_rho_0,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.000,comparison,unsuccessful,94,"300,301,302,303,304,305,306,307,309,310,311,312,313,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,385,386,387,388,389,390,391,393,394,395,396,397,398,399",0.000,0.021,0.000,0.000,68.500,not_reached,35.536,33.053,0.449,0.352,0.164,0.785,0.798,0.233,0.076,0.221,0.562,3.697
alpha_0p25_mut_0p09_rho_0,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.000,outcome,flat,62,"300,301,302,304,305,306,310,311,312,315,316,317,320,321,323,324,326,327,328,329,331,332,333,334,335,337,338,340,341,343,345,347,348,349,351,352,355,357,358,360,362,364,366,367,368,369,370,373,374,375,376,378,379,381,383,389,391,393,396,397,398,399",0.000,0.000,0.000,0.000,not_reached,not_reached,37.333,32.210,0.442,0.343,0.164,0.781,0.799,0.203,0.080,0.222,0.565,3.730
alpha_0p25_mut_0p09_rho_0,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.000,outcome,gravity_without_vertical,2,"344,377",0.000,1.000,0.000,0.000,68.500,not_reached,26.000,21.000,0.593,0.572,0.160,0.779,0.802,0.255,0.078,0.257,0.551,3.715
alpha_0p25_mut_0p09_rho_0,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.000,outcome,partial_tilt,1,353,0.000,0.000,0.000,0.000,not_reached,not_reached,30.000,35.000,0.530,0.414,0.158,0.836,0.844,0.274,0.038,0.507,0.511,3.336
alpha_0p25_mut_0p09_rho_0,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.000,outcome,partial_transposition,29,"303,307,309,313,318,319,322,325,336,339,342,346,350,354,356,361,363,365,371,372,380,382,385,386,387,388,390,394,395",0.000,0.000,0.000,0.000,not_reached,not_reached,34.429,35.621,0.452,0.355,0.163,0.793,0.795,0.295,0.068,0.206,0.558,3.638
alpha_0p25_mut_0p09_rho_0,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.000,outcome,success,6,"308,314,330,359,384,392",1.000,1.000,1.000,0.000,43.833,60.500,26.833,20.333,0.905,0.860,0.163,0.752,0.792,0.791,0.058,0.838,0.545,4.038
alpha_0p25_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.300,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.080,0.140,0.080,0.000,72.286,78.111,42.457,31.384,0.485,0.404,0.164,0.784,0.797,0.288,0.069,0.297,0.561,3.752
alpha_0p25_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.300,comparison,successful,8,"300,307,318,326,329,334,346,373",1.000,1.000,1.000,0.000,64.875,74.875,51.375,28.500,0.887,0.873,0.162,0.789,0.812,0.807,0.060,0.844,0.550,4.141
alpha_0p25_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.300,comparison,unsuccessful,92,"301,302,303,304,305,306,308,309,310,311,312,313,314,315,316,317,319,320,321,322,323,324,325,327,328,330,331,332,333,335,336,337,338,339,340,341,342,343,344,345,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.065,0.000,0.000,82.167,104.000,39.815,31.637,0.450,0.363,0.164,0.784,0.796,0.243,0.070,0.250,0.562,3.718
alpha_0p25_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.300,outcome,flat,57,"301,303,308,309,310,311,312,314,315,317,320,321,323,324,325,328,330,331,332,337,338,339,341,342,344,348,349,351,352,354,355,356,358,359,360,361,363,364,365,366,367,369,370,371,374,378,379,380,381,382,386,387,389,391,392,394,399",0.000,0.000,0.000,0.000,not_reached,not_reached,30.312,30.339,0.438,0.336,0.164,0.785,0.799,0.192,0.079,0.227,0.566,3.759
alpha_0p25_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.300,outcome,gravity_without_vertical,6,"353,362,372,375,383,388",0.000,1.000,0.000,0.000,82.167,104.000,69.500,21.167,0.683,0.639,0.162,0.799,0.798,0.533,0.053,0.538,0.546,3.790
alpha_0p25_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.300,outcome,partial_transposition,29,"302,304,305,306,313,316,319,322,327,333,335,336,340,343,345,347,350,357,368,376,377,384,385,390,393,395,396,397,398",0.000,0.000,0.000,0.000,not_reached,not_reached,34.600,36.310,0.424,0.358,0.164,0.777,0.790,0.283,0.055,0.235,0.556,3.623
alpha_0p25_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.300,outcome,success,8,"300,307,318,326,329,334,346,373",1.000,1.000,1.000,0.000,64.875,74.875,51.375,28.500,0.887,0.873,0.162,0.789,0.812,0.807,0.060,0.844,0.550,4.141
alpha_0p25_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.600,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.150,0.290,0.150,0.000,67.655,79.565,49.000,30.460,0.555,0.486,0.164,0.773,0.792,0.360,0.056,0.387,0.565,3.858
alpha_0p25_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.600,comparison,successful,15,"303,333,334,342,350,354,355,357,367,368,376,377,396,397,398",1.000,1.000,1.000,0.000,62.467,80.600,47.933,23.667,0.887,0.863,0.164,0.783,0.796,0.810,0.031,0.844,0.567,4.233
alpha_0p25_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.600,comparison,unsuccessful,85,"300,301,302,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,335,336,337,338,339,340,341,343,344,345,346,347,348,349,351,352,353,356,358,359,360,361,362,363,364,365,366,369,370,371,372,373,374,375,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,399",0.000,0.165,0.000,0.000,73.214,77.625,49.500,31.659,0.496,0.419,0.164,0.772,0.792,0.281,0.060,0.306,0.565,3.792
alpha_0p25_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.600,outcome,flat,57,"301,302,305,306,307,308,309,312,313,315,316,317,318,321,322,323,324,325,326,328,331,332,335,336,338,340,344,345,346,347,348,349,356,361,362,363,364,365,370,371,373,375,378,379,380,381,383,384,385,387,389,390,391,392,393,394,395",0.000,0.000,0.000,0.000,not_reached,not_reached,39.462,30.754,0.433,0.352,0.164,0.779,0.792,0.191,0.067,0.246,0.568,3.778
alpha_0p25_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.600,outcome,gravity_without_vertical,14,"304,310,319,320,329,330,343,351,358,366,372,374,382,386",0.000,1.000,0.000,0.000,73.214,77.625,62.077,25.429,0.753,0.745,0.161,0.782,0.785,0.622,0.039,0.628,0.555,3.956
alpha_0p25_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.600,outcome,partial_transposition,14,"300,311,314,327,337,339,341,352,353,359,360,369,388,399",0.000,0.000,0.000,0.000,not_reached,not_reached,44.000,41.571,0.494,0.368,0.166,0.733,0.796,0.308,0.054,0.228,0.561,3.688
alpha_0p25_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.600,outcome,success,15,"303,333,334,342,350,354,355,357,367,368,376,377,396,397,398",1.000,1.000,1.000,0.000,62.467,80.600,47.933,23.667,0.887,0.863,0.164,0.783,0.796,0.810,0.031,0.844,0.567,4.233
alpha_0p25_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.270,0.400,0.270,0.000,54.825,70.118,41.404,24.570,0.615,0.556,0.164,0.776,0.797,0.429,0.031,0.458,0.565,3.942
alpha_0p25_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.900,comparison,successful,27,"310,312,314,316,319,321,323,327,329,343,347,350,351,362,366,367,368,379,380,385,386,388,389,391,392,395,397",1.000,1.000,1.000,0.000,51.481,70.370,40.370,20.074,0.893,0.885,0.164,0.775,0.795,0.821,0.021,0.849,0.561,4.273
alpha_0p25_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.900,comparison,unsuccessful,73,"300,301,302,303,304,305,306,307,308,309,311,313,315,317,318,320,322,324,325,326,328,330,331,332,333,334,335,336,337,338,339,340,341,342,344,345,346,348,349,352,353,354,355,356,357,358,359,360,361,363,364,365,369,370,371,372,373,374,375,376,377,378,381,382,383,384,387,390,393,394,396,398,399",0.000,0.178,0.000,0.000,61.769,69.143,42.333,26.233,0.512,0.435,0.164,0.777,0.798,0.285,0.035,0.314,0.566,3.820
alpha_0p25_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.900,outcome,flat,42,"302,305,306,308,311,313,318,320,322,326,328,330,331,335,337,338,339,340,342,344,345,346,348,353,354,355,356,357,360,361,371,373,374,375,376,378,382,384,390,394,396,399",0.000,0.000,0.000,0.000,not_reached,26.000,27.333,24.833,0.462,0.367,0.164,0.779,0.798,0.197,0.036,0.251,0.568,3.805
alpha_0p25_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.900,outcome,gravity_without_vertical,13,"300,303,304,315,332,336,352,358,363,364,365,370,398",0.000,1.000,0.000,0.000,61.769,76.333,54.083,22.615,0.721,0.735,0.165,0.765,0.791,0.559,0.020,0.552,0.560,3.957
alpha_0p25_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.900,outcome,partial_tilt,1,317,0.000,0.000,0.000,0.000,not_reached,not_reached,85.000,34.000,0.658,0.419,0.157,0.823,0.823,0.220,0.050,0.592,0.554,3.719
alpha_0p25_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.900,outcome,partial_transposition,17,"301,307,309,324,325,333,334,341,349,359,369,372,377,381,383,387,393",0.000,0.000,0.000,0.000,not_reached,not_reached,41.600,32.000,0.466,0.375,0.164,0.780,0.802,0.294,0.043,0.269,0.567,3.756
alpha_0p25_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.090,0.900,outcome,success,27,"310,312,314,316,319,321,323,327,329,343,347,350,351,362,366,367,368,379,380,385,386,388,389,391,392,395,397",1.000,1.000,1.000,0.000,51.481,70.370,40.370,20.074,0.893,0.885,0.164,0.775,0.795,0.821,0.021,0.849,0.561,4.273
alpha_0p25_mut_0p135_rho_0,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.000,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.200,0.500,0.200,0.000,59.240,69.273,42.253,13.770,0.655,0.580,0.164,0.708,0.716,0.459,0.064,0.491,0.527,3.442
alpha_0p25_mut_0p135_rho_0,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.000,comparison,successful,20,"300,301,304,313,314,318,335,340,342,346,347,353,355,359,360,364,365,371,377,399",1.000,1.000,1.000,0.000,51.550,71.700,32.850,13.150,0.877,0.822,0.162,0.692,0.717,0.752,0.062,0.825,0.527,3.679
alpha_0p25_mut_0p135_rho_0,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.000,comparison,unsuccessful,80,"302,303,305,306,307,308,309,310,311,312,315,316,317,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,336,337,338,339,341,343,344,345,348,349,350,351,352,354,356,357,358,361,362,363,366,367,368,369,370,372,373,374,375,376,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398",0.000,0.375,0.000,0.000,64.367,65.538,45.441,13.925,0.599,0.519,0.164,0.711,0.716,0.385,0.064,0.407,0.527,3.383
alpha_0p25_mut_0p135_rho_0,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.000,outcome,flat,13,"305,309,319,323,330,333,350,352,363,381,386,389,396",0.000,0.000,0.000,0.000,not_reached,53.000,52.600,15.385,0.499,0.414,0.170,0.720,0.732,0.216,0.081,0.286,0.533,3.404
alpha_0p25_mut_0p135_rho_0,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.000,outcome,gravity_without_vertical,30,"307,311,312,315,317,321,322,324,325,326,334,339,341,344,356,366,367,368,369,375,376,378,379,380,382,384,385,391,394,395",0.000,1.000,0.000,0.000,64.367,66.583,45.893,12.633,0.733,0.698,0.163,0.698,0.714,0.561,0.063,0.597,0.520,3.442
alpha_0p25_mut_0p135_rho_0,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.000,outcome,partial_tilt,1,303,0.000,0.000,0.000,0.000,not_reached,not_reached,113.000,12.000,0.632,0.341,0.168,0.692,0.759,0.244,0.009,0.542,0.515,3.298
alpha_0p25_mut_0p135_rho_0,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.000,outcome,partial_transposition,36,"302,306,308,310,316,320,327,328,329,331,332,336,337,338,343,345,348,349,351,354,357,358,361,362,370,372,373,374,383,387,388,390,392,393,397,398",0.000,0.000,0.000,0.000,not_reached,not_reached,40.800,14.528,0.522,0.413,0.163,0.720,0.711,0.304,0.061,0.289,0.531,3.329
alpha_0p25_mut_0p135_rho_0,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.000,outcome,success,20,"300,301,304,313,314,318,335,340,342,346,347,353,355,359,360,364,365,371,377,399",1.000,1.000,1.000,0.000,51.550,71.700,32.850,13.150,0.877,0.822,0.162,0.692,0.717,0.752,0.062,0.825,0.527,3.679
alpha_0p25_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.300,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.210,0.670,0.210,0.000,57.373,73.792,43.430,13.810,0.723,0.656,0.164,0.708,0.731,0.542,0.053,0.581,0.524,3.513
alpha_0p25_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.300,comparison,successful,21,"300,305,314,321,327,328,332,335,339,341,343,346,348,351,375,379,384,386,388,397,398",1.000,1.000,1.000,0.000,50.429,79.476,31.619,12.857,0.868,0.821,0.162,0.719,0.721,0.758,0.045,0.827,0.526,3.739
alpha_0p25_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.300,comparison,unsuccessful,79,"301,302,303,304,306,307,308,309,310,311,312,313,315,316,317,318,319,320,322,323,324,325,326,329,330,331,333,334,336,337,338,340,342,344,345,347,349,350,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,376,377,378,380,381,382,383,385,387,389,390,391,392,393,394,395,396,399",0.000,0.582,0.000,0.000,60.543,70.062,47.246,14.063,0.685,0.612,0.164,0.705,0.734,0.485,0.055,0.516,0.524,3.453
alpha_0p25_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.300,outcome,flat,9,"310,316,318,322,323,344,360,361,385",0.000,0.000,0.000,0.000,not_reached,not_reached,50.600,12.889,0.512,0.398,0.163,0.751,0.792,0.198,0.091,0.279,0.541,3.506
alpha_0p25_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.300,outcome,gravity_without_vertical,46,"302,304,306,309,312,313,315,319,320,324,325,326,329,334,336,337,338,340,342,345,349,352,353,355,357,358,359,362,363,364,366,368,369,370,371,372,373,374,377,381,383,390,391,392,393,394",0.000,1.000,0.000,0.000,60.543,70.062,40.870,13.761,0.802,0.756,0.164,0.695,0.727,0.632,0.044,0.676,0.517,3.492
alpha_0p25_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.300,outcome,partial_tilt,2,"308,376",0.000,0.000,0.000,0.000,not_reached,not_reached,103.500,17.000,0.584,0.488,0.159,0.742,0.700,0.362,0.051,0.528,0.534,3.591
alpha_0p25_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.300,outcome,partial_transposition,22,"301,303,307,311,317,330,331,333,347,350,354,356,365,367,378,380,382,387,389,395,396,399",0.000,0.000,0.000,0.000,not_reached,not_reached,60.917,14.909,0.520,0.408,0.166,0.704,0.727,0.305,0.064,0.278,0.531,3.337
alpha_0p25_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.300,outcome,success,21,"300,305,314,321,327,328,332,335,339,341,343,346,348,351,375,379,384,386,388,397,398",1.000,1.000,1.000,0.000,50.429,79.476,31.619,12.857,0.868,0.821,0.162,0.719,0.721,0.758,0.045,0.827,0.526,3.739
alpha_0p25_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.600,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.260,0.750,0.260,0.000,50.107,64.698,41.516,12.820,0.755,0.707,0.164,0.724,0.734,0.596,0.039,0.638,0.528,3.613
alpha_0p25_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.600,comparison,successful,26,"300,306,308,309,315,324,325,328,329,331,336,341,343,346,347,363,364,369,370,373,382,384,387,390,391,396",1.000,1.000,1.000,0.000,44.923,61.500,31.885,13.423,0.871,0.838,0.165,0.746,0.735,0.752,0.036,0.829,0.531,3.795
