point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
alpha_0p25_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.600,comparison,unsuccessful,74,"301,302,303,304,305,307,310,311,312,313,314,316,317,318,319,320,321,322,323,326,327,330,332,333,334,335,337,338,339,340,342,344,345,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,365,366,367,368,371,372,374,375,376,377,378,379,380,381,383,385,386,388,389,392,393,394,395,397,398,399",0.000,0.662,0.000,0.000,52.857,66.946,45.254,12.608,0.715,0.660,0.163,0.716,0.734,0.541,0.041,0.571,0.527,3.549
alpha_0p25_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.600,outcome,flat,8,"303,310,311,327,335,355,367,389",0.000,0.000,0.000,0.000,not_reached,not_reached,54.167,15.750,0.529,0.394,0.163,0.757,0.771,0.209,0.049,0.278,0.539,3.514
alpha_0p25_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.600,outcome,gravity_without_vertical,49,"301,302,304,313,314,317,318,319,321,322,323,326,330,333,334,337,338,339,340,344,345,348,349,350,352,353,356,357,361,362,366,368,371,372,374,377,378,379,380,381,385,386,388,392,393,394,395,397,399",0.000,1.000,0.000,0.000,52.857,66.946,38.306,12.367,0.814,0.784,0.164,0.706,0.728,0.666,0.039,0.684,0.526,3.624
alpha_0p25_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.600,outcome,partial_tilt,3,"316,354,365",0.000,0.000,0.000,0.000,not_reached,not_reached,113.667,12.667,0.544,0.456,0.168,0.585,0.720,0.431,0.025,0.531,0.506,3.237
alpha_0p25_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.600,outcome,partial_transposition,14,"305,307,312,320,332,342,351,358,359,360,375,376,383,398",0.000,0.000,0.000,0.000,not_reached,not_reached,54.333,11.643,0.512,0.425,0.161,0.753,0.737,0.315,0.044,0.349,0.530,3.377
alpha_0p25_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.600,outcome,success,26,"300,306,308,309,315,324,325,328,329,331,336,341,343,346,347,363,364,369,370,373,382,384,387,390,391,396",1.000,1.000,1.000,0.000,44.923,61.500,31.885,13.423,0.871,0.838,0.165,0.746,0.735,0.752,0.036,0.829,0.531,3.795
alpha_0p25_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.370,0.930,0.370,0.000,54.806,71.568,36.990,12.170,0.829,0.797,0.164,0.726,0.735,0.699,0.023,0.741,0.532,3.752
alpha_0p25_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.900,comparison,successful,37,"307,309,311,313,315,317,319,322,323,326,329,331,333,334,337,340,341,343,346,349,351,353,361,365,366,367,368,371,373,385,386,387,388,390,394,395,398",1.000,1.000,1.000,0.000,53.892,73.676,36.324,11.811,0.877,0.845,0.164,0.732,0.738,0.762,0.016,0.827,0.537,3.869
alpha_0p25_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.900,comparison,unsuccessful,63,"300,301,302,303,304,305,306,308,310,312,314,316,318,320,321,324,325,327,328,330,332,335,336,338,339,342,344,345,347,348,350,352,354,355,356,357,358,359,360,362,363,364,369,370,372,374,375,376,377,378,379,380,381,382,383,384,389,391,392,393,396,397,399",0.000,0.889,0.000,0.000,55.411,69.795,37.393,12.381,0.801,0.770,0.164,0.723,0.734,0.662,0.027,0.691,0.528,3.683
alpha_0p25_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.900,outcome,flat,1,362,0.000,0.000,0.000,0.000,not_reached,not_reached,not_reached,12.000,0.454,0.459,0.174,0.771,0.784,0.231,0.026,0.202,0.569,3.858
alpha_0p25_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.900,outcome,gravity_without_vertical,56,"300,301,302,303,304,306,308,310,312,314,316,318,320,321,324,325,327,330,332,335,336,338,339,342,344,347,348,350,352,354,355,356,357,358,360,363,364,369,370,372,374,375,376,377,378,380,381,382,383,384,391,392,393,396,397,399",0.000,1.000,0.000,0.000,55.411,69.795,37.661,12.679,0.832,0.812,0.163,0.721,0.733,0.707,0.024,0.733,0.527,3.708
alpha_0p25_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.900,outcome,partial_tilt,2,"345,359",0.000,0.000,0.000,0.000,not_reached,not_reached,11.000,14.500,0.618,0.427,0.169,0.793,0.736,0.296,0.053,0.519,0.525,3.474
alpha_0p25_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.900,outcome,partial_transposition,4,"305,328,379,389",0.000,0.000,0.000,0.000,not_reached,not_reached,50.000,7.250,0.542,0.431,0.166,0.699,0.730,0.323,0.062,0.308,0.531,3.400
alpha_0p25_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p25_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.250,6.500,0.055,0.135,0.900,outcome,success,37,"307,309,311,313,315,317,319,322,323,326,329,331,333,334,337,340,341,343,346,349,351,353,361,365,366,367,368,371,373,385,386,387,388,390,394,395,398",1.000,1.000,1.000,0.000,53.892,73.676,36.324,11.811,0.877,0.845,0.164,0.732,0.738,0.762,0.016,0.827,0.537,3.869
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.020,0.030,0.180,0.000,94.333,72.435,53.098,72.160,0.561,0.272,0.164,0.743,0.792,0.186,0.071,0.397,0.572,4.101
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,comparison,successful,2,"319,340",1.000,1.000,1.000,0.000,90.500,73.500,54.500,53.500,0.919,0.664,0.175,0.647,0.766,0.653,0.038,0.897,0.556,4.513
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,comparison,unsuccessful,98,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.010,0.163,0.000,102.000,72.333,53.041,72.938,0.554,0.264,0.164,0.745,0.792,0.177,0.072,0.387,0.573,4.093
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,outcome,flat,65,"300,301,302,308,309,310,311,312,313,314,315,316,317,318,321,325,327,329,330,331,332,334,335,337,341,342,344,345,346,347,348,349,350,353,354,355,357,358,359,360,361,363,365,366,368,371,372,374,376,377,378,379,380,381,382,383,385,386,387,390,391,393,396,398,399",0.000,0.000,0.000,0.000,not_reached,not_reached,56.350,70.679,0.441,0.250,0.164,0.812,0.844,0.154,0.080,0.245,0.592,4.209
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,outcome,gravity_without_vertical,1,394,0.000,1.000,0.000,0.000,102.000,not_reached,66.000,87.000,0.577,0.525,0.157,0.837,0.856,0.431,0.039,0.204,0.589,4.107
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,outcome,partial_tilt,10,"322,323,336,339,343,351,364,388,389,395",0.000,0.000,0.000,0.000,not_reached,74.500,53.400,63.500,0.769,0.257,0.160,0.565,0.673,0.170,0.063,0.635,0.533,3.812
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,outcome,partial_transposition,6,"304,306,307,326,328,352",0.000,0.000,0.000,0.000,not_reached,95.000,56.000,78.333,0.487,0.310,0.167,0.793,0.839,0.267,0.059,0.277,0.581,4.059
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,outcome,success,2,"319,340",1.000,1.000,1.000,0.000,90.500,73.500,54.500,53.500,0.919,0.664,0.175,0.647,0.766,0.653,0.038,0.897,0.556,4.513
alpha_0p44_mut_0p045_rho_0,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.000,outcome,vertical_without_gravity,16,"303,305,320,324,333,338,356,362,367,369,370,373,375,384,392,397",0.000,0.000,1.000,0.000,not_reached,70.375,47.500,79.000,0.902,0.295,0.163,0.559,0.637,0.225,0.049,0.860,0.514,3.807
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.080,0.100,0.190,0.000,97.300,78.217,57.038,59.333,0.574,0.307,0.164,0.755,0.803,0.216,0.064,0.414,0.579,4.241
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,comparison,successful,8,"342,365,374,377,378,397,398,399",1.000,1.000,1.000,0.000,91.875,80.250,52.000,64.000,0.912,0.837,0.163,0.737,0.754,0.820,0.054,0.879,0.579,5.002
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,comparison,unsuccessful,92,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,366,367,368,369,370,371,372,373,375,376,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396",0.000,0.022,0.120,0.000,119.000,77.133,57.933,58.400,0.545,0.261,0.164,0.757,0.807,0.163,0.065,0.374,0.579,4.175
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,outcome,flat,69,"300,302,303,304,306,307,308,309,311,312,313,314,316,317,319,320,323,324,327,328,329,330,331,332,333,334,335,337,338,340,341,343,344,345,346,347,348,349,350,352,353,354,355,356,359,360,361,362,363,366,367,368,369,370,371,372,373,379,380,383,384,385,386,387,389,390,391,394,396",0.000,0.000,0.000,0.000,not_reached,68.000,54.391,52.240,0.463,0.242,0.164,0.819,0.844,0.142,0.063,0.256,0.593,4.244
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,outcome,gravity_without_vertical,2,"326,393",0.000,1.000,0.000,0.000,119.000,not_reached,116.000,85.000,0.653,0.571,0.179,0.729,0.809,0.542,0.072,0.631,0.585,4.663
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,outcome,partial_tilt,9,"305,315,325,357,358,375,381,392,395",0.000,0.000,0.000,0.000,not_reached,88.333,72.889,57.750,0.733,0.274,0.167,0.712,0.810,0.151,0.050,0.646,0.545,4.003
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,outcome,partial_transposition,1,318,0.000,0.000,0.000,0.000,not_reached,not_reached,not_reached,120.000,0.295,0.255,0.146,0.775,0.874,0.255,0.175,0.150,0.582,4.010
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,outcome,success,8,"342,365,374,377,378,397,398,399",1.000,1.000,1.000,0.000,91.875,80.250,52.000,64.000,0.912,0.837,0.163,0.737,0.754,0.820,0.054,0.879,0.579,5.002
alpha_0p44_mut_0p045_rho_0p3,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p3,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.300,outcome,vertical_without_gravity,11,"301,310,321,322,336,339,351,364,376,382,388",0.000,0.000,1.000,0.000,not_reached,74.909,42.545,63.625,0.903,0.310,0.160,0.404,0.569,0.228,0.078,0.862,0.513,3.812
alpha_0p44_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.600,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.090,0.090,0.200,0.000,84.111,71.292,53.292,59.726,0.553,0.321,0.164,0.766,0.811,0.232,0.062,0.390,0.582,4.263
alpha_0p44_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.600,comparison,successful,9,"309,311,316,322,324,359,376,394,398",1.000,1.000,1.000,0.000,84.111,73.000,49.222,49.333,0.916,0.871,0.162,0.725,0.742,0.848,0.027,0.870,0.574,5.031
alpha_0p44_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.600,comparison,unsuccessful,91,"300,301,302,303,304,305,306,307,308,310,312,313,314,315,317,318,319,320,321,323,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,395,396,397,399",0.000,0.000,0.121,0.000,not_reached,70.267,54.231,61.491,0.517,0.267,0.164,0.771,0.818,0.171,0.066,0.343,0.583,4.187
alpha_0p44_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.600,outcome,flat,70,"301,302,304,305,306,307,308,310,312,313,314,315,317,319,320,321,323,325,326,327,328,329,331,333,334,336,337,339,340,341,342,343,344,345,346,347,349,351,353,354,355,360,361,362,364,367,368,370,371,373,374,375,377,378,379,380,381,382,383,384,386,387,388,389,390,392,395,396,397,399",0.000,0.000,0.000,0.000,not_reached,not_reached,57.429,58.722,0.435,0.259,0.164,0.818,0.848,0.158,0.073,0.240,0.594,4.226
alpha_0p44_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.600,outcome,partial_tilt,6,"318,338,358,363,369,385",0.000,0.000,0.000,0.000,not_reached,88.750,58.833,54.500,0.791,0.270,0.165,0.625,0.698,0.189,0.034,0.657,0.540,3.980
alpha_0p44_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.600,outcome,partial_transposition,4,"300,335,365,393",0.000,0.000,0.000,0.000,not_reached,not_reached,69.000,85.250,0.420,0.309,0.163,0.853,0.884,0.265,0.054,0.223,0.591,4.228
alpha_0p44_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.600,outcome,success,9,"309,311,316,322,324,359,376,394,398",1.000,1.000,1.000,0.000,84.111,73.000,49.222,49.333,0.916,0.871,0.162,0.725,0.742,0.848,0.027,0.870,0.574,5.031
alpha_0p44_mut_0p045_rho_0p6,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p6,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.600,outcome,vertical_without_gravity,11,"303,330,332,348,350,352,356,357,366,372,391",0.000,0.000,1.000,0.000,not_reached,63.545,44.273,65.111,0.919,0.303,0.165,0.519,0.666,0.207,0.043,0.872,0.529,4.037
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.110,0.130,0.240,0.000,78.231,74.167,53.815,59.843,0.591,0.355,0.164,0.771,0.808,0.256,0.040,0.431,0.580,4.292
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,comparison,successful,11,"301,309,319,333,334,343,351,367,368,376,384",1.000,1.000,1.000,0.000,79.455,76.636,47.455,50.909,0.919,0.891,0.161,0.794,0.807,0.865,0.024,0.892,0.590,5.277
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,comparison,unsuccessful,89,"300,302,303,304,305,306,307,308,310,311,312,313,314,315,316,317,318,320,321,322,323,324,325,326,327,328,329,330,331,332,335,336,337,338,339,340,341,342,344,345,346,347,348,349,350,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,369,370,371,372,373,374,375,377,378,379,380,381,382,383,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.022,0.146,0.000,71.500,72.737,55.442,61.508,0.551,0.289,0.164,0.768,0.808,0.181,0.042,0.374,0.579,4.171
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,outcome,flat,57,"300,303,304,305,306,307,308,312,315,316,317,318,320,322,323,324,325,326,327,330,332,335,337,338,342,347,348,349,352,353,354,358,360,361,363,364,365,369,370,372,373,375,378,379,380,381,382,383,387,389,391,392,393,394,397,398,399",0.000,0.000,0.000,0.000,not_reached,65.000,56.579,63.129,0.462,0.265,0.164,0.817,0.849,0.150,0.039,0.256,0.594,4.250
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,outcome,gravity_without_vertical,1,329,0.000,1.000,0.000,0.000,53.000,not_reached,not_reached,25.000,0.233,0.503,0.165,0.793,0.928,0.157,0.127,0.148,0.609,4.231
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,outcome,partial_tilt,8,"311,313,328,341,357,359,374,386",0.000,0.000,0.000,0.000,not_reached,54.200,52.000,64.600,0.819,0.281,0.166,0.660,0.738,0.184,0.028,0.649,0.544,4.011
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,outcome,partial_transposition,10,"302,314,321,331,350,355,366,385,390,396",0.000,0.000,0.000,0.000,not_reached,not_reached,64.000,70.700,0.409,0.346,0.166,0.800,0.852,0.297,0.041,0.211,0.601,4.214
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,outcome,success,11,"301,309,319,333,334,343,351,367,368,376,384",1.000,1.000,1.000,0.000,79.455,76.636,47.455,50.909,0.919,0.891,0.161,0.794,0.807,0.865,0.024,0.892,0.590,5.277
alpha_0p44_mut_0p045_rho_0p9,evolutionary_interaction,alpha_0p44_mut_0p045_rho_0p9,false,8,0.270,9,1.000,0.440,6.500,0.055,0.045,0.900,outcome,vertical_without_gravity,13,"310,336,339,340,344,345,346,356,362,371,377,388,395",0.000,0.077,1.000,0.000,90.000,80.462,53.923,51.417,0.912,0.340,0.164,0.590,0.626,0.226,0.059,0.864,0.518,3.883
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.220,0.250,0.230,0.000,71.800,67.500,41.033,43.305,0.620,0.452,0.164,0.789,0.811,0.358,0.056,0.434,0.566,4.174
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,comparison,successful,22,"306,309,321,323,328,330,331,333,337,342,350,351,354,361,373,374,377,380,383,387,393,394",1.000,1.000,1.000,0.000,70.091,66.909,38.045,35.955,0.900,0.861,0.165,0.771,0.826,0.822,0.039,0.868,0.568,4.933
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,comparison,unsuccessful,78,"300,301,302,303,304,305,307,308,310,311,312,313,314,315,316,317,318,319,320,322,324,325,326,327,329,332,334,335,336,338,339,340,341,343,344,345,346,347,348,349,352,353,355,356,357,358,359,360,362,363,364,365,366,367,368,369,370,371,372,375,376,378,379,381,382,384,385,386,388,389,390,391,392,395,396,397,398,399",0.000,0.038,0.013,0.000,84.333,69.667,42.763,45.521,0.541,0.337,0.164,0.794,0.806,0.227,0.061,0.312,0.565,3.959
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,outcome,flat,51,"300,301,305,307,308,310,313,314,315,318,319,322,324,325,327,332,334,335,336,341,343,345,346,347,348,352,353,355,356,358,359,362,365,367,369,370,371,372,376,378,381,382,384,385,386,389,391,392,395,396,398",0.000,0.000,0.000,0.000,not_reached,35.500,35.923,43.935,0.532,0.311,0.162,0.805,0.814,0.181,0.066,0.259,0.573,4.000
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,outcome,gravity_without_vertical,3,"302,340,360",0.000,1.000,0.000,0.000,84.333,110.000,31.667,53.333,0.748,0.769,0.166,0.830,0.795,0.569,0.025,0.666,0.557,4.418
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,outcome,partial_tilt,5,"311,339,349,364,379",0.000,0.000,0.000,0.000,not_reached,52.000,81.200,67.400,0.726,0.322,0.165,0.763,0.826,0.229,0.033,0.657,0.532,3.890
alpha_0p44_mut_0p075_rho_0,evolutionary_interaction,alpha_0p44_mut_0p075_rho_0,false,8,0.270,9,1.000,0.440,6.500,0.055,0.075,0.000,outcome,partial_transposition,18,"303,304,312,316,317,320,326,338,344,357,363,366,368,375,388,390,397,399",0.000,0.000,0.000,0.000,not_reached,not_reached,51.333,43.167,0.461,0.336,0.166,0.771,0.787,0.286,0.056,0.278,0.556,3.788
