condition,sweep,food_site_count,food_site_radius,food_site_capacity,food_value,seed,generation,directional_bias,receiver_attention,search_limit,comb_tilt,success_rate,payoff,follower_success_rate,matched_searcher_success_rate,recruitment_advantage,dance_follow_share
sites_1,site_count,1,150.000000,6,1.000000,429,23,0.299681,0.746378,456.341016,0.000000,0.001028,0.001000,0.065693,0.023256,0.042438,0.761111
sites_1,site_count,1,150.000000,6,1.000000,429,24,0.276406,0.745940,593.425651,0.000000,0.002500,0.001000,0.088235,0.032967,0.055268,0.770781
sites_1,site_count,1,150.000000,6,1.000000,429,25,0.297186,0.737701,602.724126,0.000000,0.002917,0.001000,0.080000,0.061224,0.018776,0.768322
sites_1,site_count,1,150.000000,6,1.000000,429,26,0.314963,0.764533,593.411739,0.000000,0.002250,0.001000,0.068493,0.013333,0.055160,0.795640
sites_1,site_count,1,150.000000,6,1.000000,429,27,0.301615,0.764670,854.806058,0.000000,0.003833,0.001000,0.130208,0.065693,0.064515,0.737044
sites_1,site_count,1,150.000000,6,1.000000,429,28,0.322770,0.777111,925.995664,0.000000,0.005056,0.001077,0.119342,0.037975,0.081367,0.754658
sites_1,site_count,1,150.000000,6,1.000000,429,29,0.321320,0.775556,854.332343,0.000000,0.004389,0.001139,0.111111,0.020000,0.091111,0.746193
sites_1,site_count,1,150.000000,6,1.000000,429,30,0.334970,0.820498,950.119050,0.000000,0.005333,0.001000,0.108553,0.042424,0.066128,0.786546
sites_1,site_count,1,150.000000,6,1.000000,429,31,0.316737,0.820650,853.720322,0.000000,0.005833,0.002602,0.172712,0.064815,0.107897,0.842795
sites_1,site_count,1,150.000000,6,1.000000,429,32,0.358075,0.917009,359.140195,0.000000,0.001889,0.001000,0.126984,0.116279,0.010705,0.814655
sites_1,site_count,1,150.000000,6,1.000000,429,33,0.385839,0.881603,494.804782,0.000000,0.001917,0.001000,0.102326,0.000000,0.102326,0.770609
sites_1,site_count,1,150.000000,6,1.000000,429,34,0.409552,0.877936,507.779815,0.000000,0.001750,0.001000,0.061947,0.116279,-0.054332,0.840149
sites_1,site_count,1,150.000000,6,1.000000,429,35,0.399223,0.829461,483.114461,0.000000,0.002583,0.001000,0.139442,0.044118,0.095325,0.786834
sites_1,site_count,1,150.000000,6,1.000000,429,36,0.375174,0.832403,522.205940,0.000000,0.002667,0.002894,0.164502,0.051724,0.112778,0.799308
sites_1,site_count,1,150.000000,6,1.000000,429,37,0.309104,0.932578,242.975422,0.000000,0.000917,0.001000,0.022222,0.027778,-0.005556,0.789474
sites_1,site_count,1,150.000000,6,1.000000,429,38,0.336582,0.933055,310.875773,0.000000,0.002056,0.001000,0.146226,0.000000,0.146226,0.865306
sites_1,site_count,1,150.000000,6,1.000000,429,39,0.359104,0.918958,435.924151,0.000000,0.001889,0.001000,0.071066,0.074627,-0.003561,0.746212
sites_1,site_count,1,150.000000,6,1.000000,429,40,0.363433,0.883988,662.071138,0.000000,0.003639,0.001000,0.146789,0.033613,0.113176,0.733184
sites_1,site_count,1,150.000000,6,1.000000,429,41,0.344704,0.827347,727.580488,0.000000,0.003972,0.001000,0.134474,0.020513,0.113962,0.677152
sites_1,site_count,1,150.000000,6,1.000000,429,42,0.349027,0.782627,853.994933,0.000000,0.004583,0.001178,0.123944,0.041322,0.082621,0.594640
sites_1,site_count,1,150.000000,6,1.000000,429,43,0.313152,0.735534,680.339706,0.000000,0.004222,0.001000,0.088452,0.062500,0.025952,0.661789
sites_1,site_count,1,150.000000,6,1.000000,429,44,0.342662,0.666110,944.601865,0.000000,0.005056,0.001098,0.101449,0.029412,0.072038,0.639735
sites_1,site_count,1,150.000000,6,1.000000,429,45,0.335090,0.662918,902.103296,0.000000,0.004944,0.002015,0.083333,0.042904,0.040429,0.587755
sites_1,site_count,1,150.000000,6,1.000000,429,46,0.271901,0.580526,763.243847,0.000000,0.003917,0.001163,0.140984,0.060606,0.080378,0.569030
sites_1,site_count,1,150.000000,6,1.000000,429,47,0.309376,0.601791,763.106057,0.000000,0.003861,0.001904,0.103226,0.033582,0.069644,0.536332
sites_1,site_count,1,150.000000,6,1.000000,429,48,0.414245,0.699070,484.653698,0.000000,0.002750,0.001402,0.192661,0.029412,0.163249,0.681250
sites_1,site_count,1,150.000000,6,1.000000,429,49,0.401624,0.696183,396.862498,0.000000,0.002306,0.001000,0.160000,0.026087,0.133913,0.634921
sites_1,site_count,1,150.000000,6,1.000000,429,50,0.370771,0.707989,434.113082,0.000000,0.002278,0.002900,0.126214,0.074074,0.052140,0.656051
sites_1,site_count,1,150.000000,6,1.000000,429,51,0.452264,0.759359,396.246101,0.000000,0.002417,0.001000,0.158192,0.038168,0.120024,0.574675
sites_1,site_count,1,150.000000,6,1.000000,429,52,0.466063,0.754233,489.173589,0.000000,0.003167,0.001000,0.134387,0.051095,0.083292,0.648718
sites_1,site_count,1,150.000000,6,1.000000,429,53,0.448614,0.745561,577.768023,0.000000,0.002972,0.001000,0.148760,0.047297,0.101463,0.620513
sites_1,site_count,1,150.000000,6,1.000000,429,54,0.463129,0.736230,546.993311,0.000000,0.003528,0.002878,0.181818,0.012195,0.169623,0.635556
sites_1,site_count,1,150.000000,6,1.000000,429,55,0.445056,0.877961,416.533157,0.000000,0.002500,0.002880,0.194872,0.013333,0.181538,0.722222
sites_1,site_count,1,150.000000,6,1.000000,429,56,0.441424,0.900745,335.941826,0.000000,0.002000,0.001000,0.104167,0.030303,0.073864,0.879121
sites_1,site_count,1,150.000000,6,1.000000,429,57,0.426580,0.903109,361.574434,0.000000,0.001806,0.001000,0.175000,0.000000,0.175000,0.851064
sites_1,site_count,1,150.000000,6,1.000000,429,58,0.420639,0.891158,416.017790,0.000000,0.002861,0.001454,0.176692,0.040000,0.136692,0.841772
sites_1,site_count,1,150.000000,6,1.000000,429,59,0.452733,0.895848,398.231618,0.000000,0.001861,0.001000,0.147368,0.000000,0.147368,0.900474
sites_1,site_count,1,150.000000,6,1.000000,429,60,0.465528,0.862202,421.467038,0.000000,0.002583,0.002865,0.125850,0.025641,0.100209,0.790323
sites_1,site_count,1,150.000000,6,1.000000,430,0,0.068518,0.115108,1770.163587,0.000000,0.009333,0.001000,0.062500,0.041520,0.020980,0.127686
sites_1,site_count,1,150.000000,6,1.000000,430,1,0.087194,0.119163,1778.154666,0.000000,0.008750,0.001000,0.070513,0.045490,0.025023,0.109015
sites_1,site_count,1,150.000000,6,1.000000,430,2,0.081825,0.115221,1793.641526,0.000000,0.008694,0.001344,0.104294,0.051387,0.052908,0.117351
sites_1,site_count,1,150.000000,6,1.000000,430,3,0.129870,0.147837,1612.490515,0.000000,0.008694,0.001000,0.113636,0.046178,0.067458,0.122905
sites_1,site_count,1,150.000000,6,1.000000,430,4,0.146705,0.145120,1497.617246,0.000000,0.006778,0.001000,0.058442,0.038388,0.020054,0.128763
sites_1,site_count,1,150.000000,6,1.000000,430,5,0.144581,0.136341,1539.400024,0.000000,0.006472,0.001000,0.029197,0.027132,0.002065,0.117194
sites_1,site_count,1,150.000000,6,1.000000,430,6,0.158145,0.138108,1590.509075,0.000000,0.006611,0.001000,0.069182,0.032397,0.036785,0.146544
sites_1,site_count,1,150.000000,6,1.000000,430,7,0.149658,0.137816,1777.519055,0.000000,0.008139,0.001000,0.134259,0.038565,0.095694,0.162284
sites_1,site_count,1,150.000000,6,1.000000,430,8,0.137466,0.145563,1739.934138,0.000000,0.008917,0.001000,0.115789,0.046272,0.069517,0.140015
sites_1,site_count,1,150.000000,6,1.000000,430,9,0.130234,0.162489,2081.997984,0.000000,0.008611,0.001000,0.082969,0.047098,0.035871,0.161495
sites_1,site_count,1,150.000000,6,1.000000,430,10,0.142139,0.186118,2166.408719,0.000000,0.010611,0.001000,0.138408,0.035890,0.102518,0.169006
sites_1,site_count,1,150.000000,6,1.000000,430,11,0.166158,0.178512,2380.619754,0.000000,0.010667,0.001000,0.110193,0.039398,0.070795,0.206367
sites_1,site_count,1,150.000000,6,1.000000,430,12,0.176687,0.188165,2549.685012,0.000000,0.010917,0.001000,0.081169,0.044707,0.036461,0.168398
sites_1,site_count,1,150.000000,6,1.000000,430,13,0.178973,0.184711,2542.475796,0.000000,0.011000,0.001000,0.154070,0.037736,0.116334,0.199768
sites_1,site_count,1,150.000000,6,1.000000,430,14,0.214970,0.164980,2833.880945,0.000000,0.013083,0.001000,0.102857,0.053944,0.048913,0.168756
sites_1,site_count,1,150.000000,6,1.000000,430,15,0.208182,0.172399,2853.066948,0.000000,0.012028,0.001000,0.104558,0.044072,0.060486,0.188004
sites_1,site_count,1,150.000000,6,1.000000,430,16,0.246473,0.187560,2511.320653,0.000000,0.011861,0.001000,0.098958,0.040338,0.058620,0.199896
sites_1,site_count,1,150.000000,6,1.000000,430,17,0.243982,0.209618,2688.509957,0.000000,0.012694,0.001000,0.138462,0.049702,0.088760,0.231670
sites_1,site_count,1,150.000000,6,1.000000,430,18,0.267547,0.204371,2887.368439,0.000000,0.014028,0.001000,0.122581,0.040852,0.081729,0.211076
sites_1,site_count,1,150.000000,6,1.000000,430,19,0.320992,0.234561,2663.585686,0.000000,0.012139,0.001000,0.111111,0.034618,0.076493,0.234117
sites_1,site_count,1,150.000000,6,1.000000,430,20,0.316874,0.226945,2730.749715,0.000000,0.014056,0.001000,0.111702,0.041791,0.069911,0.251898
sites_1,site_count,1,150.000000,6,1.000000,430,21,0.382913,0.204437,2544.834158,0.000000,0.012861,0.001000,0.168734,0.049728,0.119007,0.215393
sites_1,site_count,1,150.000000,6,1.000000,430,22,0.392819,0.194568,2401.781484,0.000000,0.012056,0.001000,0.144470,0.040161,0.104309,0.228704
sites_1,site_count,1,150.000000,6,1.000000,430,23,0.404085,0.216677,2313.083842,0.000000,0.012028,0.001000,0.179907,0.046825,0.133081,0.253555
sites_1,site_count,1,150.000000,6,1.000000,430,24,0.422179,0.245530,2256.723720,0.000000,0.012528,0.001000,0.159844,0.042264,0.117580,0.279108
sites_1,site_count,1,150.000000,6,1.000000,430,25,0.416759,0.233633,2234.399464,0.000000,0.011639,0.001000,0.145791,0.040059,0.105731,0.265395
sites_1,site_count,1,150.000000,6,1.000000,430,26,0.346603,0.207072,2615.673554,0.000000,0.012139,0.001000,0.153499,0.042949,0.110550,0.240761
sites_1,site_count,1,150.000000,6,1.000000,430,27,0.407935,0.244466,2687.436020,0.000000,0.013250,0.001000,0.135628,0.045307,0.090320,0.242276
sites_1,site_count,1,150.000000,6,1.000000,430,28,0.401179,0.232878,2381.973272,0.000000,0.011639,0.001000,0.171674,0.037570,0.134104,0.271404
sites_1,site_count,1,150.000000,6,1.000000,430,29,0.378796,0.221248,2215.656761,0.000000,0.010694,0.001000,0.117783,0.038308,0.079475,0.256821
sites_1,site_count,1,150.000000,6,1.000000,430,30,0.346478,0.210560,2267.199502,0.000000,0.009000,0.001000,0.107649,0.047847,0.059802,0.252504
sites_1,site_count,1,150.000000,6,1.000000,430,31,0.366291,0.206394,2540.146314,0.000000,0.011361,0.001000,0.090465,0.041393,0.049072,0.211807
sites_1,site_count,1,150.000000,6,1.000000,430,32,0.369293,0.248032,2354.701805,0.000000,0.012000,0.001000,0.150794,0.046811,0.103982,0.204104
sites_1,site_count,1,150.000000,6,1.000000,430,33,0.387673,0.290705,2409.078480,0.000000,0.011972,0.001000,0.139013,0.053036,0.085977,0.255295
sites_1,site_count,1,150.000000,6,1.000000,430,34,0.325987,0.308555,2064.084716,0.000000,0.010333,0.001000,0.146096,0.051195,0.094901,0.253027
sites_1,site_count,1,150.000000,6,1.000000,430,35,0.367905,0.340142,2001.259015,0.000000,0.009250,0.001000,0.125561,0.044466,0.081094,0.305898
sites_1,site_count,1,150.000000,6,1.000000,430,36,0.415223,0.335542,1775.920800,0.000000,0.009639,0.001000,0.129630,0.038906,0.090723,0.338205
sites_1,site_count,1,150.000000,6,1.000000,430,37,0.452299,0.323066,1954.363557,0.000000,0.008972,0.002919,0.087500,0.036383,0.051117,0.332871
sites_1,site_count,1,150.000000,6,1.000000,430,38,0.301470,0.314445,938.638826,0.000000,0.005444,0.001000,0.179104,0.054307,0.124797,0.334165
sites_1,site_count,1,150.000000,6,1.000000,430,39,0.236012,0.302183,867.000783,0.000000,0.003472,0.001000,0.079812,0.040201,0.039611,0.348609
sites_1,site_count,1,150.000000,6,1.000000,430,40,0.199137,0.323936,828.270954,0.000000,0.003833,0.001000,0.093496,0.032500,0.060996,0.380805
sites_1,site_count,1,150.000000,6,1.000000,430,41,0.230589,0.332086,929.377633,0.000000,0.004611,0.001000,0.109215,0.041565,0.067650,0.417379
sites_1,site_count,1,150.000000,6,1.000000,430,42,0.209805,0.342263,1016.754975,0.000000,0.005500,0.001000,0.097143,0.033929,0.063214,0.384615
sites_1,site_count,1,150.000000,6,1.000000,430,43,0.197823,0.375082,1077.257081,0.000000,0.006333,0.001555,0.100000,0.067698,0.032302,0.429989
sites_1,site_count,1,150.000000,6,1.000000,430,44,0.266256,0.415035,803.433463,0.000000,0.004139,0.001000,0.108475,0.020151,0.088323,0.426301
sites_1,site_count,1,150.000000,6,1.000000,430,45,0.312670,0.370022,836.321974,0.000000,0.004389,0.001000,0.136364,0.054767,0.081597,0.263079
sites_1,site_count,1,150.000000,6,1.000000,430,46,0.330057,0.420641,659.459190,0.000000,0.002694,0.001000,0.132743,0.046931,0.085812,0.289744
sites_1,site_count,1,150.000000,6,1.000000,430,47,0.294115,0.450430,833.937056,0.000000,0.003889,0.001262,0.148936,0.039894,0.109043,0.333333
sites_1,site_count,1,150.000000,6,1.000000,430,48,0.265442,0.426853,760.377962,0.000000,0.004444,0.001000,0.217617,0.060976,0.156641,0.320066
sites_1,site_count,1,150.000000,6,1.000000,430,49,0.277358,0.446317,717.309710,0.000000,0.004167,0.001000,0.125000,0.039437,0.085563,0.418985
sites_1,site_count,1,150.000000,6,1.000000,430,50,0.253023,0.486547,634.829715,0.000000,0.004056,0.001000,0.104869,0.068323,0.036546,0.453311
sites_1,site_count,1,150.000000,6,1.000000,430,51,0.267223,0.471915,736.493319,0.000000,0.003417,0.002900,0.095238,0.060241,0.034997,0.481250
sites_1,site_count,1,150.000000,6,1.000000,430,52,0.279208,0.482626,276.667265,0.000000,0.001000,0.001000,0.105263,0.078125,0.027138,0.471074
sites_1,site_count,1,150.000000,6,1.000000,430,53,0.286464,0.484458,253.771429,0.000000,0.001278,0.002894,0.256410,0.078125,0.178285,0.549296
sites_1,site_count,1,150.000000,6,1.000000,430,54,0.283352,0.505768,261.670537,0.000000,0.000944,0.001000,0.062500,0.057143,0.005357,0.477612
sites_1,site_count,1,150.000000,6,1.000000,430,55,0.301904,0.488974,297.298579,0.000000,0.001250,0.001000,0.205882,0.064935,0.140947,0.468966
sites_1,site_count,1,150.000000,6,1.000000,430,56,0.311350,0.496423,308.359832,0.000000,0.001083,0.001000,0.089744,0.044444,0.045299,0.464286
sites_1,site_count,1,150.000000,6,1.000000,430,57,0.294806,0.495992,369.292030,0.000000,0.001722,0.001000,0.179245,0.065041,0.114205,0.462882
sites_1,site_count,1,150.000000,6,1.000000,430,58,0.282205,0.474938,388.892196,0.000000,0.002139,0.001000,0.107383,0.048485,0.058898,0.474522
sites_1,site_count,1,150.000000,6,1.000000,430,59,0.257558,0.479784,581.833069,0.000000,0.002778,0.001000,0.074561,0.034043,0.040519,0.492441
sites_1,site_count,1,150.000000,6,1.000000,430,60,0.251083,0.453586,657.450312,0.000000,0.003167,0.002187,0.096639,0.053030,0.043608,0.474104
sites_1,site_count,1,150.000000,6,1.000000,431,0,0.074178,0.120009,1933.319731,0.000000,0.010056,0.001000,0.093750,0.045714,0.048036,0.137931
sites_1,site_count,1,150.000000,6,1.000000,431,1,0.074119,0.099023,1951.141130,0.000000,0.009417,0.001000,0.029557,0.037615,-0.008059,0.125931
sites_1,site_count,1,150.000000,6,1.000000,431,2,0.087512,0.124616,2027.006563,0.000000,0.010806,0.001000,0.101961,0.048128,0.053832,0.145631
sites_1,site_count,1,150.000000,6,1.000000,431,3,0.082670,0.102156,2071.955837,0.000000,0.009250,0.001000,0.082873,0.041155,0.041718,0.115581
sites_1,site_count,1,150.000000,6,1.000000,431,4,0.110880,0.112796,2041.058747,0.000000,0.009583,0.001000,0.106383,0.049242,0.057141,0.124668
sites_1,site_count,1,150.000000,6,1.000000,431,5,0.085417,0.112434,2165.827691,0.000000,0.010417,0.001000,0.108696,0.044325,0.064371,0.109982
sites_1,site_count,1,150.000000,6,1.000000,431,6,0.090562,0.106764,2111.614212,0.000000,0.010056,0.001000,0.098039,0.036120,0.061919,0.120071
sites_1,site_count,1,150.000000,6,1.000000,431,7,0.092463,0.122914,2107.113275,0.000000,0.010444,0.001000,0.103774,0.038386,0.065387,0.121212
sites_1,site_count,1,150.000000,6,1.000000,431,8,0.126937,0.121559,2066.572751,0.000000,0.009000,0.001000,0.060241,0.041635,0.018606,0.161061
sites_1,site_count,1,150.000000,6,1.000000,431,9,0.141111,0.140566,2221.086764,0.000000,0.011028,0.001000,0.094737,0.041457,0.053280,0.151838
sites_1,site_count,1,150.000000,6,1.000000,431,10,0.151339,0.124400,2080.216599,0.000000,0.009528,0.001000,0.135514,0.044129,0.091385,0.144302
sites_1,site_count,1,150.000000,6,1.000000,431,11,0.143776,0.123072,2028.854461,0.000000,0.010611,0.001440,0.145374,0.047682,0.097692,0.130685
sites_1,site_count,1,150.000000,6,1.000000,431,12,0.125823,0.090730,1633.919788,0.000000,0.007861,0.001000,0.132353,0.034821,0.097532,0.108280
sites_1,site_count,1,150.000000,6,1.000000,431,13,0.137732,0.091825,1361.760635,0.000000,0.007000,0.001000,0.098592,0.055838,0.042754,0.125998
sites_1,site_count,1,150.000000,6,1.000000,431,14,0.169139,0.080242,1426.843681,0.000000,0.007444,0.001000,0.072000,0.045113,0.026887,0.105130
sites_1,site_count,1,150.000000,6,1.000000,431,15,0.199456,0.086620,1253.288214,0.000000,0.005917,0.001000,0.117117,0.035088,0.082029,0.108504
sites_1,site_count,1,150.000000,6,1.000000,431,16,0.246071,0.106170,1206.147885,0.000000,0.005444,0.001000,0.126667,0.040417,0.086249,0.163577
sites_1,site_count,1,150.000000,6,1.000000,431,17,0.274884,0.114051,1130.245271,0.000000,0.005556,0.001000,0.084967,0.046572,0.038396,0.165227
sites_1,site_count,1,150.000000,6,1.000000,431,18,0.291970,0.113524,1033.273204,0.000000,0.004250,0.001000,0.135802,0.063080,0.072723,0.130645
sites_1,site_count,1,150.000000,6,1.000000,431,19,0.284916,0.106125,882.031471,0.000000,0.004500,0.001481,0.131579,0.056452,0.075127,0.109195
sites_1,site_count,1,150.000000,6,1.000000,431,20,0.227763,0.114184,777.954945,0.000000,0.003194,0.001000,0.066667,0.045833,0.020833,0.085714
sites_1,site_count,1,150.000000,6,1.000000,431,21,0.229270,0.151895,739.860143,0.000000,0.003639,0.001000,0.203390,0.037433,0.165957,0.095161
sites_1,site_count,1,150.000000,6,1.000000,431,22,0.197706,0.210699,939.109525,0.000000,0.004028,0.001000,0.164286,0.024440,0.139846,0.221870
sites_1,site_count,1,150.000000,6,1.000000,431,23,0.241220,0.202946,1086.918443,0.000000,0.005167,0.001000,0.057971,0.043478,0.014493,0.243243
sites_1,site_count,1,150.000000,6,1.000000,431,24,0.232118,0.238405,1245.025163,0.000000,0.006361,0.002604,0.107143,0.042497,0.064646,0.250746
sites_1,site_count,1,150.000000,6,1.000000,431,25,0.136973,0.346474,650.151192,0.000000,0.002583,0.001000,0.109091,0.068548,0.040543,0.307263
sites_1,site_count,1,150.000000,6,1.000000,431,26,0.133435,0.356384,652.975088,0.000000,0.002000,0.001000,0.061728,0.039648,0.022081,0.262987
sites_1,site_count,1,150.000000,6,1.000000,431,27,0.129320,0.344006,750.887946,0.000000,0.003972,0.001139,0.135870,0.046798,0.089072,0.311864
sites_1,site_count,1,150.000000,6,1.000000,431,28,0.134398,0.350013,748.471449,0.000000,0.003278,0.001000,0.070064,0.020725,0.049338,0.289134
sites_1,site_count,1,150.000000,6,1.000000,431,29,0.160702,0.365732,882.122576,0.000000,0.005278,0.001000,0.120623,0.046512,0.074111,0.299185
sites_1,site_count,1,150.000000,6,1.000000,431,30,0.153631,0.356144,902.301954,0.000000,0.004167,0.002912,0.089385,0.049217,0.040168,0.285942
sites_1,site_count,1,150.000000,6,1.000000,431,31,0.220665,0.387139,355.702927,0.000000,0.001278,0.001714,0.131579,0.014493,0.117086,0.355140
sites_1,site_count,1,150.000000,6,1.000000,431,32,0.244045,0.561256,405.893020,0.000000,0.001806,0.001000,0.118056,0.042553,0.075502,0.605042
sites_1,site_count,1,150.000000,6,1.000000,431,33,0.254266,0.588069,466.993817,0.000000,0.002639,0.001000,0.189744,0.044643,0.145101,0.635179
sites_1,site_count,1,150.000000,6,1.000000,431,34,0.237444,0.650045,610.259634,0.000000,0.003167,0.001268,0.102941,0.104167,-0.001225,0.653846
sites_1,site_count,1,150.000000,6,1.000000,431,35,0.194944,0.531505,558.274496,0.000000,0.002528,0.001000,0.079848,0.021053,0.058795,0.580574
sites_1,site_count,1,150.000000,6,1.000000,431,36,0.211192,0.452810,489.060585,0.000000,0.002444,0.002909,0.131579,0.056180,0.075399,0.460606
sites_1,site_count,1,150.000000,6,1.000000,431,37,0.086422,0.236142,381.932267,0.000000,0.002083,0.001000,0.208333,0.030303,0.178030,0.476190
sites_1,site_count,1,150.000000,6,1.000000,431,38,0.135822,0.273448,396.756376,0.000000,0.001750,0.001000,0.093220,0.074074,0.019146,0.522124
sites_1,site_count,1,150.000000,6,1.000000,431,39,0.143201,0.300766,578.191830,0.000000,0.002500,0.001000,0.155280,0.028090,0.127190,0.474926
sites_1,site_count,1,150.000000,6,1.000000,431,40,0.181046,0.324197,779.871260,0.000000,0.004639,0.001000,0.138211,0.056680,0.081531,0.599026
sites_1,site_count,1,150.000000,6,1.000000,431,41,0.199159,0.347067,838.419195,0.000000,0.004500,0.002879,0.134731,0.057971,0.076760,0.547541
sites_1,site_count,1,150.000000,6,1.000000,431,42,0.149501,0.142666,398.750111,0.000000,0.001722,0.001000,0.150000,0.030612,0.119388,0.550459
sites_1,site_count,1,150.000000,6,1.000000,431,43,0.164078,0.165127,562.907463,0.000000,0.003389,0.001728,0.145540,0.053232,0.092308,0.447479
sites_1,site_count,1,150.000000,6,1.000000,431,44,0.179663,0.134009,443.208175,0.000000,0.002028,0.001000,0.183673,0.048913,0.134760,0.347518
sites_1,site_count,1,150.000000,6,1.000000,431,45,0.189340,0.139729,493.654851,0.000000,0.001889,0.001000,0.107527,0.016393,0.091133,0.275964
sites_1,site_count,1,150.000000,6,1.000000,431,46,0.152218,0.125214,562.457570,0.000000,0.002528,0.001000,0.077778,0.054237,0.023540,0.233766
sites_1,site_count,1,150.000000,6,1.000000,431,47,0.156602,0.134148,528.209969,0.000000,0.002833,0.002929,0.113402,0.063636,0.049766,0.227166
sites_1,site_count,1,150.000000,6,1.000000,431,48,0.107450,0.100514,411.852911,0.000000,0.001889,0.001000,0.147541,0.037037,0.110504,0.220217
sites_1,site_count,1,150.000000,6,1.000000,431,49,0.107054,0.099578,453.357225,0.000000,0.002944,0.001000,0.135593,0.054502,0.081091,0.122661
sites_1,site_count,1,150.000000,6,1.000000,431,50,0.115075,0.095660,499.473126,0.000000,0.002583,0.001000,0.250000,0.048193,0.201807,0.126316
sites_1,site_count,1,150.000000,6,1.000000,431,51,0.135568,0.089179,456.136155,0.000000,0.001472,0.002252,0.045455,0.048889,-0.003434,0.089069
sites_1,site_count,1,150.000000,6,1.000000,431,52,0.136767,0.062649,347.714159,0.000000,0.001500,0.001000,0.117647,0.046296,0.071351,0.072961
sites_1,site_count,1,150.000000,6,1.000000,431,53,0.134486,0.097897,378.677862,0.000000,0.001806,0.001564,0.233333,0.086758,0.146575,0.120482
sites_1,site_count,1,150.000000,6,1.000000,431,54,0.173162,0.085646,470.965562,0.000000,0.003139,0.001000,0.268657,0.040000,0.228657,0.129594
sites_1,site_count,1,150.000000,6,1.000000,431,55,0.155063,0.086781,580.649257,0.000000,0.002583,0.001000,0.037736,0.068182,-0.030446,0.130864
sites_1,site_count,1,150.000000,6,1.000000,431,56,0.152722,0.092184,701.806221,0.000000,0.003500,0.001000,0.013158,0.076404,-0.063247,0.145873
sites_1,site_count,1,150.000000,6,1.000000,431,57,0.148872,0.094442,869.231114,0.000000,0.004444,0.001000,0.117647,0.043261,0.074386,0.101644
sites_1,site_count,1,150.000000,6,1.000000,431,58,0.162235,0.099978,935.552427,0.000000,0.003889,0.001000,0.042254,0.053097,-0.010844,0.111635
sites_1,site_count,1,150.000000,6,1.000000,431,59,0.190426,0.113981,869.484877,0.000000,0.003972,0.001000,0.064516,0.032368,0.032148,0.136765
sites_1,site_count,1,150.000000,6,1.000000,431,60,0.225176,0.121675,939.541472,0.000000,0.004056,0.001000,0.102804,0.040998,0.061806,0.160180
sites_1,site_count,1,150.000000,6,1.000000,432,0,0.073310,0.128906,1895.091840,0.000000,0.009972,0.001000,0.109453,0.041841,0.067612,0.122936
sites_1,site_count,1,150.000000,6,1.000000,432,1,0.085636,0.124153,1889.479869,0.000000,0.010472,0.001000,0.113537,0.045969,0.067568,0.139379
sites_1,site_count,1,150.000000,6,1.000000,432,2,0.086268,0.144872,1871.976129,0.000000,0.009028,0.001000,0.075000,0.035948,0.039052,0.163934
sites_1,site_count,1,150.000000,6,1.000000,432,3,0.106580,0.158777,1835.384389,0.000000,0.009583,0.001000,0.101562,0.043478,0.058084,0.161006
sites_1,site_count,1,150.000000,6,1.000000,432,4,0.119842,0.149041,1793.864613,0.000000,0.009694,0.001502,0.096154,0.049618,0.046536,0.165605
sites_1,site_count,1,150.000000,6,1.000000,432,5,0.092926,0.117031,1409.911052,0.000000,0.007389,0.001000,0.093333,0.039767,0.053566,0.179140
sites_1,site_count,1,150.000000,6,1.000000,432,6,0.066090,0.116391,1675.488977,0.000000,0.008556,0.001000,0.074074,0.043828,0.030246,0.178545
sites_1,site_count,1,150.000000,6,1.000000,432,7,0.076859,0.125385,1627.783852,0.000000,0.007306,0.001000,0.084746,0.038095,0.046651,0.144254
sites_1,site_count,1,150.000000,6,1.000000,432,8,0.108088,0.130547,1647.305327,0.000000,0.007222,0.001000,0.048913,0.040968,0.007945,0.146264
sites_1,site_count,1,150.000000,6,1.000000,432,9,0.103545,0.155278,1745.460313,0.000000,0.007028,0.001000,0.088670,0.045732,0.042938,0.171019
sites_1,site_count,1,150.000000,6,1.000000,432,10,0.112150,0.158728,1554.779243,0.000000,0.006250,0.001000,0.073864,0.037825,0.036039,0.172211
sites_1,site_count,1,150.000000,6,1.000000,432,11,0.148487,0.170561,1649.801829,0.000000,0.007528,0.001000,0.104478,0.041910,0.062567,0.163814
sites_1,site_count,1,150.000000,6,1.000000,432,12,0.133494,0.204519,1836.189199,0.000000,0.008417,0.001000,0.084112,0.039033,0.045079,0.229778
sites_1,site_count,1,150.000000,6,1.000000,432,13,0.149288,0.183465,1669.592949,0.000000,0.008306,0.001000,0.066901,0.050045,0.016856,0.205351
sites_1,site_count,1,150.000000,6,1.000000,432,14,0.141142,0.141406,1441.763348,0.000000,0.007806,0.001000,0.196429,0.042636,0.153793,0.140000
sites_1,site_count,1,150.000000,6,1.000000,432,15,0.184066,0.152793,1452.198698,0.000000,0.007194,0.001000,0.129032,0.038310,0.090722,0.154485
sites_1,site_count,1,150.000000,6,1.000000,432,16,0.198085,0.173171,1295.796983,0.000000,0.005139,0.001137,0.113208,0.027663,0.085545,0.180272
sites_1,site_count,1,150.000000,6,1.000000,432,17,0.175304,0.226907,1374.249611,0.000000,0.006500,0.001000,0.105023,0.037805,0.067218,0.210780
sites_1,site_count,1,150.000000,6,1.000000,432,18,0.193912,0.197010,1244.842903,0.000000,0.005806,0.001987,0.104712,0.030979,0.073733,0.191383
