candidate,seed,stable,collapsed,score,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_dance_propensity
food_site_count=5,225,True,False,2.0,1.0,0.25508333333333333,3.514291849514254,0.8632046224269807,0.8435114012035504,0.7704952312952789,0.7704952312952789,0.4379655240577099
food_site_count=5,226,False,False,0.32910816112046926,0.32910816112046926,0.2293888888888889,2.494192290826353,0.38626424215705746,0.174606437677366,0.16455408056023463,0.16455408056023463,0.38652921950453406
food_site_count=5,227,True,False,2.0,1.0,0.22577777777777777,3.0507814877460757,0.9015874930609414,0.8186688743693326,0.6986217209384782,0.6986217209384782,0.7679765796958674
food_site_count=5,228,False,False,0.34651130723207013,0.34651130723207013,0.25180555555555556,2.7195254305530723,0.30721011100877565,0.19221163964915264,0.17325565361603507,0.17325565361603507,0.6600938653548727
food_site_count=5,229,True,False,2.0,1.0,0.22566666666666668,3.0442769601383177,0.8505543809066367,0.8145354481120954,0.7295463424405513,0.7295463424405513,0.40717995384614963
food_site_count=5,230,False,False,0.6778365777092142,0.6778365777092142,0.24630555555555553,2.9642853935519895,0.5706418177400151,0.5579907153674557,0.3389182888546071,0.3389182888546071,0.6428217815170671
food_site_count=5,231,False,False,0.7392935567142881,0.7392935567142881,0.23347222222222222,2.908497213488601,0.6820441033740584,0.6045310907792758,0.36964677835714405,0.36964677835714405,0.8276347441168501
food_site_count=5,232,True,False,2.0,1.0,0.22555555555555556,2.9846080219717614,0.8197722961016881,0.8611829136818251,0.6396877703697824,0.6396877703697824,0.8073820711623781
food_site_count=5,233,False,False,0.8789960126581238,0.8789960126581238,0.23130555555555557,2.9018826054342552,0.703196810126499,0.578342520575924,0.5051183013790542,0.5051183013790542,0.6348438736325114
food_site_count=5,234,True,False,2.0,1.0,0.24408333333333332,3.319212050068203,0.8831216044180934,0.8134664105259082,0.7312374258463166,0.7312374258463166,0.7591688670006126
food_site_count=5,235,True,False,2.0,1.0,0.24761111111111112,3.4062292137391412,0.8733966433747256,0.8282502297701257,0.7838209142725054,0.7838209142725054,0.7211907256784642
food_site_count=5,236,True,False,2.0,1.0,0.23927777777777778,3.190632380639607,0.8264604272587641,0.8680595969747112,0.8118620724868194,0.8118620724868194,0.5551593617236075
food_site_count=5,237,True,False,2.0,1.0,0.26130555555555557,3.6198924405767885,0.8743647561576822,0.845114471679438,0.8030636431427571,0.8030636431427571,0.6780982958466859
food_site_count=5,238,True,False,2.0,1.0,0.23841666666666667,3.276132399473829,0.901056063578299,0.8724617716821612,0.8650336969912705,0.8650336969912705,0.6157289440515552
food_site_count=5,239,True,False,2.0,1.0,0.24305555555555555,3.3123589725674005,0.8420450376549233,0.8950663926296236,0.8858006612833678,0.8858006612833678,0.4024256882281332
