candidate,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
trial_377,9,0.270,8,1.000,0.580,8.500,0.055,0.110,1.000,148,successful,success,true,true,true,false,25,49,27,13,0.882,59,0.920,59,0.126,0,0.754,0.741,0.791,0.791,0.791,0.000,0.829,0.529,4.293,120.211
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,112,successful,success,true,true,true,false,52,57,23,11,0.866,112,0.895,110,0.148,0,0.677,0.827,0.856,0.856,0.856,0.000,0.819,0.576,5.330,120.312
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,113,successful,success,true,true,true,false,48,61,19,8,0.878,69,0.887,78,0.167,0,0.750,0.796,0.865,0.865,0.865,0.000,0.847,0.583,5.418,119.311
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,114,successful,success,true,true,true,false,21,34,12,16,0.873,77,0.894,50,0.161,0,0.743,0.624,0.745,0.745,0.745,0.000,0.863,0.548,4.813,117.747
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,110,successful,success,true,true,true,false,25,34,22,21,0.904,101,0.877,103,0.147,0,0.847,0.783,0.814,0.814,0.814,0.000,0.832,0.582,5.338,124.931
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,115,successful,success,true,true,true,false,41,29,19,7,0.886,52,0.884,63,0.148,0,0.738,0.753,0.790,0.790,0.790,0.000,0.804,0.546,4.794,120.684
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,116,successful,success,true,true,true,false,37,40,34,11,0.893,114,0.906,66,0.146,0,0.888,0.782,0.763,0.763,0.763,0.000,0.856,0.555,5.014,122.891
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,117,successful,success,true,true,true,false,36,36,11,19,0.898,58,0.897,74,0.147,0,0.718,0.711,0.795,0.795,0.795,0.000,0.846,0.549,4.980,120.487
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,118,successful,success,true,true,true,false,35,42,19,19,0.901,61,0.900,59,0.148,0,0.703,0.808,0.815,0.815,0.815,0.000,0.826,0.563,5.046,121.018
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,119,successful,success,true,true,true,false,32,17,11,24,0.899,96,0.866,55,0.154,0,0.775,0.762,0.841,0.841,0.841,0.000,0.848,0.564,5.263,122.376
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,120,successful,success,true,true,true,false,51,61,19,10,0.870,74,0.864,86,0.164,0,0.764,0.773,0.634,0.634,0.634,0.000,0.858,0.537,4.772,114.932
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,121,successful,success,true,true,true,false,26,29,21,13,0.893,105,0.878,62,0.161,0,0.786,0.744,0.800,0.800,0.800,0.000,0.837,0.566,5.052,118.111
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,123,unsuccessful,gravity_without_vertical,false,true,false,false,38,55,30,16,0.872,66,0.884,85,0.160,0,0.645,0.685,0.685,0.685,0.685,0.000,0.727,0.497,3.967,114.863
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,122,successful,success,true,true,true,false,43,41,20,12,0.877,76,0.876,99,0.162,0,0.752,0.790,0.824,0.824,0.824,0.000,0.807,0.557,4.988,123.174
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,125,successful,success,true,true,true,false,44,47,13,10,0.899,119,0.885,93,0.155,0,0.731,0.722,0.708,0.708,0.708,0.000,0.879,0.563,5.137,113.838
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,126,successful,success,true,true,true,false,38,41,27,14,0.904,112,0.898,52,0.155,0,0.652,0.673,0.707,0.707,0.707,0.000,0.833,0.529,4.552,116.716
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,130,successful,success,true,true,true,false,80,32,10,15,0.922,97,0.876,114,0.149,0,0.597,0.809,0.856,0.856,0.856,0.000,0.856,0.546,5.010,108.787
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,124,successful,success,true,true,true,false,39,55,29,12,0.903,92,0.893,92,0.151,0,0.825,0.800,0.736,0.736,0.736,0.000,0.877,0.544,4.860,118.223
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,129,successful,success,true,true,true,false,67,68,36,16,0.895,95,0.883,118,0.160,0,0.809,0.718,0.852,0.852,0.852,0.000,0.859,0.546,5.114,115.976
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,127,successful,success,true,true,true,false,25,28,12,7,0.883,89,0.871,53,0.153,0,0.795,0.762,0.807,0.807,0.807,0.000,0.873,0.566,5.211,118.811
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,128,successful,success,true,true,true,false,44,62,45,16,0.895,84,0.866,111,0.151,0,0.762,0.729,0.775,0.775,0.775,0.000,0.822,0.562,5.034,118.742
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,131,successful,success,true,true,true,false,54,52,17,22,0.887,75,0.883,99,0.157,0,0.716,0.889,0.794,0.794,0.794,0.000,0.803,0.568,5.170,118.049
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,133,successful,success,true,true,true,false,28,30,13,17,0.898,53,0.888,104,0.150,0,0.829,0.744,0.781,0.781,0.781,0.000,0.865,0.563,5.156,115.841
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,132,successful,success,true,true,true,false,37,25,12,14,0.910,118,0.872,58,0.149,0,0.705,0.711,0.805,0.805,0.805,0.000,0.891,0.562,5.127,118.593
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,134,successful,success,true,true,true,false,24,35,14,17,0.909,89,0.897,92,0.159,0,0.779,0.760,0.789,0.789,0.789,0.000,0.826,0.562,4.919,117.077
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,135,successful,success,true,true,true,false,18,52,18,10,0.892,71,0.896,62,0.163,0,0.881,0.829,0.849,0.849,0.849,0.000,0.860,0.552,5.124,119.670
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,136,successful,success,true,true,true,false,52,45,25,12,0.897,112,0.904,105,0.153,0,0.769,0.829,0.810,0.810,0.810,0.000,0.884,0.561,5.304,117.833
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,138,unsuccessful,gravity_without_vertical,false,true,false,false,54,23,16,12,0.919,79,0.882,111,0.165,0,0.762,0.799,0.783,0.783,0.783,0.000,0.755,0.562,4.941,115.950
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,137,successful,success,true,true,true,false,28,37,18,14,0.895,106,0.878,68,0.169,0,0.756,0.708,0.828,0.828,0.828,0.000,0.843,0.539,5.034,120.128
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,139,unsuccessful,gravity_without_vertical,false,true,false,false,39,52,28,22,0.903,88,0.885,85,0.167,0,0.677,0.737,0.842,0.842,0.842,0.000,0.764,0.546,4.734,120.633
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,142,successful,success,true,true,true,false,36,45,31,17,0.895,116,0.868,100,0.165,0,0.680,0.765,0.697,0.697,0.697,0.000,0.852,0.538,4.655,118.428
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,143,successful,success,true,true,true,false,46,58,22,21,0.900,93,0.884,111,0.164,0,0.814,0.730,0.793,0.793,0.793,0.000,0.860,0.569,5.164,118.881
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,140,successful,success,true,true,true,false,38,43,28,12,0.920,118,0.906,74,0.147,0,0.825,0.842,0.818,0.818,0.818,0.000,0.900,0.543,5.262,123.519
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,141,successful,success,true,true,true,false,35,44,18,11,0.882,63,0.877,75,0.160,0,0.616,0.613,0.681,0.681,0.681,0.000,0.842,0.557,4.813,123.056
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,146,successful,success,true,true,true,false,26,26,10,7,0.883,40,0.882,120,0.145,0,0.792,0.800,0.882,0.882,0.882,0.000,0.866,0.599,5.705,117.445
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,145,unsuccessful,gravity_without_vertical,false,true,false,false,37,45,14,13,0.872,81,0.873,81,0.164,0,0.747,0.720,0.741,0.741,0.741,0.000,0.747,0.558,4.810,118.693
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,144,successful,success,true,true,true,false,42,45,37,9,0.906,62,0.866,91,0.153,0,0.795,0.734,0.809,0.809,0.809,0.000,0.875,0.576,5.233,120.934
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,147,successful,success,true,true,true,false,40,44,20,18,0.902,74,0.872,120,0.133,0,0.802,0.812,0.872,0.872,0.872,0.000,0.855,0.509,4.700,121.299
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,148,successful,success,true,true,true,false,24,28,10,10,0.882,76,0.833,59,0.143,0,0.740,0.624,0.799,0.799,0.799,0.000,0.813,0.552,4.813,116.874
trial_206,8,0.280,8,1.000,0.580,7.000,0.055,0.110,1.000,149,successful,success,true,true,true,false,41,23,16,17,0.924,40,0.901,63,0.171,0,0.717,0.648,0.784,0.784,0.784,0.000,0.856,0.530,4.759,118.128
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,110,successful,success,true,true,true,false,21,27,17,7,0.911,115,0.915,85,0.122,0,0.830,0.794,0.845,0.845,0.845,0.000,0.868,0.536,3.979,116.916
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,111,successful,success,true,true,true,false,89,97,16,7,0.889,99,0.885,104,0.129,0,0.766,0.710,0.826,0.826,0.826,0.000,0.837,0.528,3.616,115.782
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,112,successful,success,true,true,true,false,46,57,43,19,0.899,118,0.893,96,0.124,0,0.770,0.854,0.872,0.872,0.872,0.000,0.835,0.557,4.022,120.561
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,113,successful,success,true,true,true,false,27,40,17,14,0.901,79,0.906,119,0.135,0,0.834,0.758,0.869,0.869,0.869,0.000,0.851,0.539,3.927,118.589
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,114,successful,success,true,true,true,false,62,75,17,7,0.890,111,0.872,81,0.134,0,0.822,0.827,0.767,0.767,0.767,0.000,0.834,0.513,3.555,120.658
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,115,successful,success,true,true,true,false,82,92,82,22,0.897,112,0.904,115,0.121,0,0.752,0.784,0.864,0.864,0.864,0.000,0.809,0.530,3.735,119.422
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,116,successful,success,true,true,true,false,46,54,47,30,0.905,97,0.879,65,0.119,0,0.683,0.875,0.834,0.834,0.834,0.000,0.892,0.480,3.344,119.092
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,117,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,7,0.404,94,0.411,111,0.117,0,0.803,0.808,0.245,0.245,0.245,0.000,0.272,0.516,2.783,118.313
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,118,unsuccessful,flat,false,false,false,false,not_reached,not_reached,12,10,0.586,23,0.349,61,0.124,0,0.845,0.790,0.206,0.206,0.206,0.000,0.309,0.547,3.102,117.805
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,119,successful,success,true,true,true,false,31,34,32,12,0.911,40,0.900,44,0.126,0,0.756,0.840,0.851,0.851,0.851,0.000,0.827,0.501,3.645,118.508
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,120,successful,success,true,true,true,false,27,36,19,21,0.907,69,0.892,120,0.135,0,0.830,0.807,0.892,0.892,0.892,0.000,0.862,0.531,4.038,115.392
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,122,unsuccessful,gravity_without_vertical,false,true,false,false,28,31,27,11,0.903,53,0.898,116,0.132,0,0.723,0.777,0.859,0.859,0.859,0.000,0.742,0.523,3.503,117.518
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,121,successful,success,true,true,true,false,41,45,38,13,0.886,86,0.910,58,0.131,0,0.744,0.800,0.829,0.829,0.829,0.000,0.849,0.545,3.920,120.377
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,123,successful,success,true,true,true,false,80,89,79,15,0.888,118,0.862,119,0.128,0,0.797,0.862,0.840,0.840,0.840,0.000,0.857,0.552,4.202,120.396
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,124,successful,success,true,true,true,false,26,43,26,9,0.897,57,0.933,108,0.122,0,0.774,0.828,0.900,0.900,0.900,0.000,0.862,0.552,4.107,120.803
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,125,successful,success,true,true,true,false,29,32,23,9,0.908,99,0.913,98,0.130,0,0.730,0.814,0.817,0.817,0.817,0.000,0.891,0.532,3.898,119.174
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,126,successful,success,true,true,true,false,53,65,53,9,0.897,68,0.891,120,0.128,0,0.660,0.862,0.891,0.891,0.891,0.000,0.859,0.507,3.693,119.375
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,127,successful,success,true,true,true,false,27,35,13,7,0.900,88,0.884,100,0.123,0,0.713,0.835,0.846,0.846,0.846,0.000,0.850,0.518,3.646,117.367
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,128,successful,success,true,true,true,false,43,53,15,17,0.877,64,0.902,63,0.126,0,0.783,0.742,0.855,0.855,0.855,0.000,0.836,0.526,3.776,117.668
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,129,successful,success,true,true,true,false,24,47,29,10,0.914,91,0.894,112,0.133,0,0.805,0.856,0.797,0.797,0.797,0.000,0.865,0.510,3.772,120.037
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,130,successful,success,true,true,true,false,21,33,21,13,0.913,75,0.908,110,0.119,0,0.843,0.771,0.869,0.869,0.869,0.000,0.834,0.527,3.903,119.965
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,131,unsuccessful,flat,false,false,false,false,not_reached,not_reached,103,45,0.503,103,0.371,68,0.130,0,0.783,0.784,0.233,0.233,0.233,0.000,0.322,0.495,2.729,118.346
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,133,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,20,0.374,112,0.347,86,0.122,0,0.731,0.717,0.276,0.276,0.276,0.000,0.247,0.497,2.654,119.338
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,134,successful,success,true,true,true,false,52,57,17,23,0.907,69,0.910,69,0.130,0,0.781,0.830,0.814,0.814,0.814,0.000,0.843,0.516,3.560,120.770
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,135,successful,success,true,true,true,false,44,49,42,16,0.891,103,0.907,99,0.130,0,0.692,0.798,0.855,0.855,0.855,0.000,0.888,0.539,3.930,118.239
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,132,successful,success,true,true,true,false,94,98,43,6,0.870,100,0.868,119,0.121,0,0.755,0.842,0.862,0.862,0.862,0.000,0.865,0.548,4.095,121.913
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,136,successful,success,true,true,true,false,24,41,19,9,0.909,74,0.914,85,0.125,0,0.825,0.837,0.862,0.862,0.862,0.000,0.852,0.542,4.096,119.634
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,138,successful,success,true,true,true,false,75,81,75,17,0.907,110,0.875,94,0.137,0,0.737,0.840,0.868,0.868,0.868,0.000,0.843,0.536,3.972,119.978
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,137,successful,success,true,true,true,false,30,44,29,10,0.888,109,0.895,86,0.141,0,0.762,0.746,0.810,0.810,0.810,0.000,0.812,0.515,3.563,122.181
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,139,successful,success,true,true,true,false,24,30,24,10,0.911,70,0.908,100,0.140,0,0.793,0.840,0.844,0.844,0.844,0.000,0.870,0.532,3.925,120.094
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,140,successful,success,true,true,true,false,40,50,25,10,0.909,108,0.893,103,0.121,0,0.831,0.724,0.753,0.753,0.753,0.000,0.822,0.508,3.447,121.156
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,141,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,9,0.380,26,0.451,59,0.132,0,0.788,0.801,0.248,0.248,0.248,0.000,0.198,0.557,3.103,119.820
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,142,successful,success,true,true,true,false,113,120,110,8,0.825,120,0.872,120,0.133,0,0.770,0.733,0.872,0.872,0.872,0.000,0.825,0.541,3.903,118.512
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,143,successful,success,true,true,true,false,33,56,21,16,0.899,104,0.900,84,0.132,0,0.853,0.825,0.861,0.861,0.861,0.000,0.834,0.554,4.227,118.209
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,144,successful,success,true,true,true,false,85,91,73,11,0.875,111,0.908,95,0.124,0,0.727,0.852,0.850,0.850,0.850,0.000,0.842,0.528,3.845,118.996
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,145,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,25,24,0.501,25,0.423,119,0.139,0,0.787,0.790,0.415,0.415,0.415,0.000,0.477,0.518,3.047,119.365
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,146,successful,success,true,true,true,false,41,51,17,10,0.910,114,0.906,86,0.117,0,0.774,0.776,0.862,0.862,0.862,0.000,0.887,0.537,4.006,117.456
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,147,successful,success,true,true,true,false,84,97,86,10,0.884,104,0.883,102,0.113,0,0.793,0.778,0.851,0.851,0.851,0.000,0.833,0.489,3.390,117.461
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,111,successful,success,true,true,true,false,33,44,20,11,0.882,69,0.909,108,0.132,0,0.825,0.801,0.860,0.860,0.860,0.000,0.849,0.508,4.153,114.124
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,110,successful,success,true,true,true,false,89,93,75,16,0.902,115,0.912,113,0.119,0,0.797,0.815,0.844,0.844,0.844,0.000,0.866,0.500,3.963,114.384
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,112,successful,success,true,true,true,false,31,39,25,23,0.895,92,0.913,67,0.123,0,0.741,0.723,0.755,0.755,0.755,0.000,0.809,0.489,3.540,114.743
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,148,successful,success,true,true,true,false,47,69,49,7,0.882,114,0.906,104,0.121,0,0.822,0.845,0.884,0.884,0.884,0.000,0.807,0.551,4.093,119.389
trial_353,8,0.300,9,1.000,0.540,9.000,0.060,0.120,1.000,149,successful,success,true,true,true,false,76,86,74,13,0.851,115,0.898,103,0.141,0,0.835,0.837,0.871,0.871,0.871,0.000,0.803,0.543,4.036,120.862
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,113,successful,success,true,true,true,false,31,34,16,13,0.946,60,0.907,56,0.134,0,0.805,0.786,0.844,0.844,0.844,0.000,0.868,0.522,4.200,115.288
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,114,successful,success,true,true,true,false,32,44,12,13,0.899,120,0.903,95,0.130,0,0.813,0.846,0.823,0.823,0.823,0.000,0.899,0.541,4.495,118.253
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,115,successful,success,true,true,true,false,21,36,20,13,0.925,102,0.929,69,0.120,0,0.800,0.800,0.866,0.866,0.866,0.000,0.851,0.526,4.207,116.672
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,116,successful,success,true,true,true,false,36,49,17,25,0.919,77,0.910,95,0.118,0,0.776,0.816,0.834,0.834,0.834,0.000,0.824,0.523,4.010,113.871
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,117,unsuccessful,gravity_without_vertical,false,true,false,false,20,28,18,13,0.925,109,0.903,41,0.116,0,0.786,0.768,0.818,0.818,0.818,0.000,0.798,0.513,3.933,117.339
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,118,successful,success,true,true,true,false,52,63,15,7,0.884,73,0.869,73,0.121,0,0.718,0.772,0.848,0.848,0.848,0.000,0.869,0.503,3.917,112.894
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,119,successful,success,true,true,true,false,43,57,31,12,0.939,108,0.877,104,0.131,0,0.712,0.764,0.756,0.756,0.756,0.000,0.851,0.505,3.825,115.538
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,120,successful,success,true,true,true,false,65,68,53,15,0.896,81,0.896,93,0.134,0,0.752,0.828,0.660,0.660,0.660,0.000,0.846,0.498,3.720,117.276
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,121,successful,success,true,true,true,false,39,45,36,16,0.913,51,0.886,112,0.133,0,0.814,0.795,0.832,0.832,0.832,0.000,0.892,0.518,4.168,117.996
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,122,successful,success,true,true,true,false,39,43,38,21,0.894,63,0.897,83,0.136,0,0.886,0.674,0.874,0.874,0.874,0.000,0.872,0.524,4.136,117.224
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,123,successful,success,true,true,true,false,78,64,15,12,0.883,97,0.900,102,0.129,0,0.825,0.758,0.839,0.839,0.839,0.000,0.842,0.506,3.957,113.576
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,125,successful,success,true,true,true,false,75,81,76,11,0.908,107,0.905,115,0.129,0,0.843,0.818,0.844,0.844,0.844,0.000,0.860,0.535,4.335,115.742
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,124,successful,success,true,true,true,false,50,48,27,10,0.897,96,0.901,96,0.124,0,0.842,0.801,0.819,0.819,0.819,0.000,0.846,0.519,4.084,116.648
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,127,successful,success,true,true,true,false,26,32,21,13,0.928,100,0.891,70,0.126,0,0.738,0.665,0.836,0.836,0.836,0.000,0.880,0.487,3.630,114.297
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,126,successful,success,true,true,true,false,36,41,34,21,0.897,53,0.901,90,0.121,0,0.775,0.843,0.779,0.779,0.779,0.000,0.802,0.464,3.445,119.239
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,128,successful,success,true,true,true,false,36,58,25,16,0.912,91,0.915,98,0.121,0,0.721,0.855,0.806,0.806,0.806,0.000,0.831,0.542,4.313,118.696
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,130,successful,success,true,true,true,false,64,87,21,11,0.887,95,0.884,118,0.119,0,0.782,0.855,0.864,0.864,0.864,0.000,0.825,0.515,4.021,112.947
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,129,unsuccessful,gravity_without_vertical,false,true,false,false,63,66,57,18,0.907,94,0.892,101,0.126,0,0.766,0.863,0.783,0.783,0.783,0.000,0.750,0.487,3.602,118.119
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,132,successful,success,true,true,true,false,100,105,25,21,0.878,107,0.897,110,0.120,0,0.722,0.766,0.839,0.839,0.839,0.000,0.841,0.510,3.980,114.583
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,131,successful,success,true,true,true,false,77,85,26,14,0.902,103,0.890,102,0.132,0,0.795,0.786,0.869,0.869,0.869,0.000,0.899,0.527,4.306,116.767
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,133,successful,success,true,true,true,false,45,58,44,29,0.916,72,0.887,75,0.121,0,0.876,0.793,0.839,0.839,0.839,0.000,0.842,0.523,4.143,115.452
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,134,unsuccessful,gravity_without_vertical,false,true,false,false,56,43,27,14,0.918,98,0.914,85,0.129,0,0.771,0.741,0.770,0.770,0.770,0.000,0.795,0.509,3.896,115.602
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,135,successful,success,true,true,true,false,38,46,15,22,0.905,119,0.905,113,0.127,0,0.849,0.823,0.836,0.836,0.836,0.000,0.880,0.531,4.347,117.746
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,136,unsuccessful,gravity_without_vertical,false,true,false,false,49,57,19,19,0.911,86,0.904,69,0.123,0,0.801,0.873,0.738,0.738,0.738,0.000,0.776,0.514,3.993,117.683
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,138,successful,success,true,true,true,false,42,55,19,12,0.912,63,0.881,119,0.133,0,0.695,0.822,0.861,0.861,0.861,0.000,0.854,0.518,4.054,114.933
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,137,successful,success,true,true,true,false,30,37,31,18,0.908,89,0.901,110,0.134,0,0.789,0.863,0.829,0.829,0.829,0.000,0.855,0.510,4.061,118.400
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,139,successful,success,true,true,true,false,93,109,76,11,0.875,118,0.859,120,0.138,0,0.829,0.854,0.859,0.859,0.859,0.000,0.858,0.536,4.309,116.059
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,140,successful,success,true,true,true,false,29,28,17,18,0.909,98,0.902,87,0.117,0,0.842,0.782,0.799,0.799,0.799,0.000,0.858,0.528,4.166,114.412
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,141,successful,success,true,true,true,false,32,35,19,10,0.921,64,0.916,91,0.127,0,0.815,0.793,0.836,0.836,0.836,0.000,0.829,0.489,3.787,113.904
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,142,successful,success,true,true,true,false,29,38,28,20,0.907,90,0.913,96,0.132,0,0.788,0.858,0.771,0.771,0.771,0.000,0.861,0.498,3.826,116.727
trial_424,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,143,successful,success,true,true,true,false,16,40,20,7,0.916,87,0.884,88,0.132,0,0.831,0.826,0.790,0.790,0.790,0.000,0.864,0.529,4.257,114.732
