number,state,value,seed,food_site_count,food_site_radius,food_site_capacity,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_dance_propensity
793,COMPLETE,6.994,102,8,225.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.286,4.576,0.849,0.766,0.766,0.766,0.795
793,COMPLETE,6.994,103,8,225.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,false,false,0.994,0.293,4.605,0.795,0.790,0.790,0.790,0.420
793,COMPLETE,6.994,104,8,225.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,false,false,0.971,0.306,4.803,0.777,0.820,0.820,0.820,0.488
793,COMPLETE,6.994,105,8,225.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,false,false,0.993,0.288,4.531,0.795,0.708,0.708,0.708,0.461
793,COMPLETE,6.994,106,8,225.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.308,5.019,0.880,0.851,0.851,0.851,0.357
793,COMPLETE,6.994,107,8,225.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.271,4.287,0.838,0.628,0.628,0.628,0.763
793,COMPLETE,6.994,108,8,225.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,false,false,0.985,0.287,4.504,0.788,0.773,0.773,0.773,0.476
793,COMPLETE,6.994,109,8,225.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.277,4.383,0.804,0.767,0.767,0.767,0.440
794,COMPLETE,7.987,100,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,true,false,1.000,0.298,4.628,0.827,0.771,0.771,0.771,0.498
794,COMPLETE,7.987,101,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,true,false,1.000,0.309,4.755,0.806,0.841,0.841,0.841,0.570
794,COMPLETE,7.987,102,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,false,false,0.974,0.294,4.449,0.779,0.817,0.817,0.817,0.766
794,COMPLETE,7.987,103,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,false,false,0.956,0.308,4.665,0.765,0.729,0.729,0.729,0.820
794,COMPLETE,7.987,104,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,true,false,1.000,0.309,4.843,0.864,0.779,0.779,0.779,0.585
794,COMPLETE,7.987,105,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,true,false,1.000,0.295,4.586,0.837,0.795,0.795,0.795,0.585
794,COMPLETE,7.987,106,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,false,false,0.939,0.307,4.639,0.751,0.710,0.710,0.710,0.529
794,COMPLETE,7.987,107,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,true,false,1.000,0.307,4.785,0.839,0.791,0.791,0.791,0.521
794,COMPLETE,7.987,108,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,true,false,1.000,0.289,4.464,0.835,0.696,0.696,0.696,0.675
794,COMPLETE,7.987,109,8,225.000,2,0.500,3500.000,1.000000e-05,0.110,1.000,true,false,1.000,0.309,4.835,0.866,0.606,0.606,0.606,0.617
795,COMPLETE,11.000,100,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.300,4.730,0.811,0.830,0.830,0.830,0.400
795,COMPLETE,11.000,101,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.295,4.660,0.814,0.862,0.862,0.862,0.365
795,COMPLETE,11.000,102,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.280,4.446,0.824,0.793,0.793,0.793,0.659
795,COMPLETE,11.000,103,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.290,4.650,0.858,0.800,0.800,0.800,0.643
795,COMPLETE,11.000,104,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.263,4.129,0.810,0.749,0.749,0.749,0.477
795,COMPLETE,11.000,105,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.288,4.557,0.830,0.861,0.861,0.861,0.665
795,COMPLETE,11.000,106,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.284,4.511,0.847,0.849,0.849,0.849,0.525
795,COMPLETE,11.000,107,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.275,4.362,0.834,0.767,0.767,0.767,0.483
795,COMPLETE,11.000,108,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.285,4.492,0.813,0.785,0.785,0.785,0.496
795,COMPLETE,11.000,109,8,210.000,4,0.560,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.287,4.583,0.868,0.727,0.727,0.727,0.664
796,COMPLETE,4.963,100,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,true,false,1.000,0.303,4.713,0.832,0.791,0.791,0.791,0.452
796,COMPLETE,4.963,101,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,false,false,0.944,0.293,4.408,0.755,0.702,0.702,0.702,0.460
796,COMPLETE,4.963,102,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,false,false,0.770,0.298,4.238,0.616,0.706,0.706,0.706,0.751
796,COMPLETE,4.963,103,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,false,false,0.984,0.297,4.534,0.787,0.714,0.714,0.714,0.569
796,COMPLETE,4.963,104,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,false,false,0.962,0.274,4.156,0.769,0.638,0.638,0.638,0.497
796,COMPLETE,4.963,105,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,true,false,1.000,0.311,4.787,0.811,0.720,0.720,0.720,0.731
796,COMPLETE,4.963,106,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,false,false,0.976,0.299,4.540,0.780,0.784,0.784,0.784,0.440
796,COMPLETE,4.963,107,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,true,false,1.000,0.301,4.712,0.861,0.788,0.788,0.788,0.507
796,COMPLETE,4.963,108,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,false,false,0.995,0.291,4.469,0.796,0.736,0.736,0.736,0.530
796,COMPLETE,4.963,109,8,225.000,4,0.500,3500.000,1.000000e-05,0.130,1.000,true,false,1.000,0.319,4.970,0.838,0.797,0.797,0.797,0.497
797,COMPLETE,4.984,100,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.291,4.440,0.803,0.779,0.779,0.779,0.360
797,COMPLETE,4.984,101,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,1.000,0.287,4.366,0.800,0.763,0.763,0.763,0.264
797,COMPLETE,4.984,102,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.995,0.313,4.759,0.796,0.809,0.809,0.809,0.540
797,COMPLETE,4.984,103,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.269,4.178,0.868,0.669,0.669,0.669,0.712
797,COMPLETE,4.984,104,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.301,4.697,0.867,0.835,0.835,0.835,0.500
797,COMPLETE,4.984,105,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.955,0.284,4.270,0.764,0.731,0.731,0.731,0.507
797,COMPLETE,4.984,106,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.962,0.284,4.253,0.770,0.707,0.707,0.707,0.548
797,COMPLETE,4.984,107,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.975,0.288,4.371,0.780,0.853,0.853,0.853,0.552
797,COMPLETE,4.984,108,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.291,4.488,0.825,0.852,0.852,0.852,0.512
797,COMPLETE,4.984,109,8,225.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.953,0.277,4.166,0.762,0.752,0.752,0.752,0.438
798,COMPLETE,6.968,100,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.988,0.453,7.110,0.790,0.780,0.780,0.780,0.446
798,COMPLETE,6.968,101,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.448,7.101,0.813,0.579,0.579,0.579,0.512
798,COMPLETE,6.968,102,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.466,7.400,0.809,0.697,0.697,0.697,0.292
798,COMPLETE,6.968,103,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.460,7.351,0.837,0.680,0.680,0.680,0.380
798,COMPLETE,6.968,104,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.854,0.458,6.908,0.683,0.655,0.655,0.655,0.754
798,COMPLETE,6.968,105,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.462,7.345,0.820,0.628,0.628,0.628,0.641
798,COMPLETE,6.968,106,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.837,0.438,6.580,0.670,0.747,0.747,0.747,0.282
798,COMPLETE,6.968,107,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,false,false,0.998,0.432,6.788,0.799,0.666,0.666,0.666,0.372
798,COMPLETE,6.968,108,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.446,7.021,0.800,0.648,0.648,0.648,0.425
798,COMPLETE,6.968,109,8,360.000,4,0.500,3750.000,1.000000e-05,0.130,1.000,true,false,1.000,0.461,7.366,0.832,0.826,0.826,0.826,0.555
799,COMPLETE,8.994,100,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.976,0.289,4.376,0.780,0.676,0.676,0.676,0.612
799,COMPLETE,8.994,101,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.299,4.624,0.851,0.793,0.793,0.793,0.770
799,COMPLETE,8.994,102,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.273,4.205,0.839,0.793,0.793,0.793,0.299
799,COMPLETE,8.994,103,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.300,4.592,0.807,0.727,0.727,0.727,0.360
799,COMPLETE,8.994,104,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.279,4.341,0.856,0.837,0.837,0.837,0.529
799,COMPLETE,8.994,105,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.316,4.889,0.833,0.811,0.811,0.811,0.605
799,COMPLETE,8.994,106,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.296,4.589,0.842,0.816,0.816,0.816,0.542
799,COMPLETE,8.994,107,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.285,4.365,0.817,0.793,0.793,0.793,0.459
799,COMPLETE,8.994,108,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.310,4.844,0.867,0.809,0.809,0.809,0.685
799,COMPLETE,8.994,109,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.969,0.284,4.272,0.775,0.775,0.775,0.775,0.719
800,COMPLETE,8.994,100,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.976,0.289,4.376,0.780,0.676,0.676,0.676,0.612
800,COMPLETE,8.994,101,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.299,4.624,0.851,0.793,0.793,0.793,0.770
800,COMPLETE,8.994,102,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.273,4.205,0.839,0.793,0.793,0.793,0.299
800,COMPLETE,8.994,103,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.300,4.592,0.807,0.727,0.727,0.727,0.360
800,COMPLETE,8.994,104,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.279,4.341,0.856,0.837,0.837,0.837,0.529
800,COMPLETE,8.994,105,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.316,4.889,0.833,0.811,0.811,0.811,0.605
800,COMPLETE,8.994,106,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.296,4.589,0.842,0.816,0.816,0.816,0.542
800,COMPLETE,8.994,107,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.285,4.365,0.817,0.793,0.793,0.793,0.459
800,COMPLETE,8.994,108,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.310,4.844,0.867,0.809,0.809,0.809,0.685
800,COMPLETE,8.994,109,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.969,0.284,4.272,0.775,0.775,0.775,0.775,0.719
801,COMPLETE,6.928,100,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.306,4.165,0.846,0.843,0.843,0.843,0.499
801,COMPLETE,6.928,101,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.288,3.885,0.800,0.748,0.748,0.748,0.478
801,COMPLETE,6.928,102,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.931,0.276,3.638,0.745,0.476,0.476,0.476,0.600
801,COMPLETE,6.928,103,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.951,0.307,4.108,0.761,0.769,0.769,0.769,0.470
801,COMPLETE,6.928,104,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.283,3.818,0.804,0.768,0.768,0.768,0.575
801,COMPLETE,6.928,105,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.302,4.063,0.800,0.831,0.831,0.831,0.607
801,COMPLETE,6.928,106,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.293,3.990,0.807,0.842,0.842,0.842,0.438
801,COMPLETE,6.928,107,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.302,4.076,0.805,0.779,0.779,0.779,0.665
801,COMPLETE,6.928,108,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,1.000,0.289,3.886,0.800,0.818,0.818,0.818,0.667
801,COMPLETE,6.928,109,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.395,0.292,3.456,0.316,0.381,0.381,0.381,0.599
802,COMPLETE,2.973,100,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.996,0.444,6.997,0.797,0.745,0.745,0.745,0.462
802,COMPLETE,2.973,101,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.917,0.432,6.654,0.734,0.680,0.680,0.680,0.544
802,COMPLETE,2.973,102,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.998,0.434,6.823,0.798,0.591,0.591,0.591,0.519
802,COMPLETE,2.973,103,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.903,0.466,7.130,0.722,0.828,0.828,0.828,0.641
802,COMPLETE,2.973,104,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.461,7.409,0.852,0.761,0.761,0.761,0.601
802,COMPLETE,2.973,105,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.970,0.469,7.343,0.776,0.716,0.716,0.716,0.631
802,COMPLETE,2.973,106,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.969,0.468,7.286,0.775,0.634,0.634,0.634,0.580
802,COMPLETE,2.973,107,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.465,7.481,0.847,0.755,0.755,0.755,0.583
802,COMPLETE,2.973,108,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.989,0.445,6.993,0.791,0.671,0.671,0.671,0.286
802,COMPLETE,2.973,109,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.987,0.481,7.567,0.790,0.797,0.797,0.797,0.722
803,COMPLETE,8.994,100,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.976,0.289,4.376,0.780,0.676,0.676,0.676,0.612
803,COMPLETE,8.994,101,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.299,4.624,0.851,0.793,0.793,0.793,0.770
803,COMPLETE,8.994,102,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.273,4.205,0.839,0.793,0.793,0.793,0.299
803,COMPLETE,8.994,103,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.300,4.592,0.807,0.727,0.727,0.727,0.360
803,COMPLETE,8.994,104,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.279,4.341,0.856,0.837,0.837,0.837,0.529
803,COMPLETE,8.994,105,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.316,4.889,0.833,0.811,0.811,0.811,0.605
803,COMPLETE,8.994,106,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.296,4.589,0.842,0.816,0.816,0.816,0.542
803,COMPLETE,8.994,107,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.285,4.365,0.817,0.793,0.793,0.793,0.459
803,COMPLETE,8.994,108,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.310,4.844,0.867,0.809,0.809,0.809,0.685
803,COMPLETE,8.994,109,8,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.969,0.284,4.272,0.775,0.775,0.775,0.775,0.719
804,COMPLETE,6.986,100,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,false,false,0.985,0.308,4.784,0.788,0.854,0.854,0.854,0.441
804,COMPLETE,6.986,101,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.281,4.436,0.855,0.839,0.839,0.839,0.703
804,COMPLETE,6.986,102,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,false,false,0.915,0.290,4.388,0.732,0.676,0.676,0.676,0.637
804,COMPLETE,6.986,103,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,false,false,0.979,0.292,4.506,0.783,0.727,0.727,0.727,0.510
804,COMPLETE,6.986,104,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.304,4.812,0.836,0.800,0.800,0.800,0.790
804,COMPLETE,6.986,105,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.308,4.894,0.851,0.810,0.810,0.810,0.641
804,COMPLETE,6.986,106,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.286,4.533,0.840,0.734,0.734,0.734,0.547
804,COMPLETE,6.986,107,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.287,4.508,0.813,0.817,0.817,0.817,0.490
804,COMPLETE,6.986,108,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.308,4.835,0.824,0.762,0.762,0.762,0.502
804,COMPLETE,6.986,109,8,225.000,4,0.540,3750.000,1.000000e-05,0.110,1.000,false,false,0.977,0.285,4.377,0.782,0.762,0.762,0.762,0.668
805,COMPLETE,8.994,100,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.264,4.106,0.877,0.829,0.829,0.829,0.415
805,COMPLETE,8.994,101,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.275,4.308,0.903,0.761,0.761,0.761,0.527
805,COMPLETE,8.994,102,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.267,4.060,0.818,0.827,0.827,0.827,0.563
805,COMPLETE,8.994,103,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.264,4.025,0.827,0.794,0.794,0.794,0.467
805,COMPLETE,8.994,104,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.953,0.285,4.240,0.762,0.817,0.817,0.817,0.687
805,COMPLETE,8.994,105,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.285,4.402,0.854,0.857,0.857,0.857,0.514
805,COMPLETE,8.994,106,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.263,3.982,0.818,0.689,0.689,0.689,0.345
805,COMPLETE,8.994,107,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.283,4.287,0.817,0.823,0.823,0.823,0.534
805,COMPLETE,8.994,108,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.987,0.253,3.794,0.790,0.857,0.857,0.857,0.633
805,COMPLETE,8.994,109,7,225.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.292,4.556,0.884,0.851,0.851,0.851,0.576
806,COMPLETE,2.973,100,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.996,0.444,6.997,0.797,0.745,0.745,0.745,0.462
806,COMPLETE,2.973,101,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.917,0.432,6.654,0.734,0.680,0.680,0.680,0.544
806,COMPLETE,2.973,102,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.998,0.434,6.823,0.798,0.591,0.591,0.591,0.519
806,COMPLETE,2.973,103,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.903,0.466,7.130,0.722,0.828,0.828,0.828,0.641
806,COMPLETE,2.973,104,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.461,7.409,0.852,0.761,0.761,0.761,0.601
806,COMPLETE,2.973,105,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.970,0.469,7.343,0.776,0.716,0.716,0.716,0.631
806,COMPLETE,2.973,106,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.969,0.468,7.286,0.775,0.634,0.634,0.634,0.580
806,COMPLETE,2.973,107,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.465,7.481,0.847,0.755,0.755,0.755,0.583
806,COMPLETE,2.973,108,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.989,0.445,6.993,0.791,0.671,0.671,0.671,0.286
806,COMPLETE,2.973,109,8,360.000,4,0.500,3750.000,1.000000e-05,0.110,1.000,false,false,0.987,0.481,7.567,0.790,0.797,0.797,0.797,0.722
807,COMPLETE,6.928,100,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.306,4.165,0.846,0.843,0.843,0.843,0.499
807,COMPLETE,6.928,101,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.288,3.885,0.800,0.748,0.748,0.748,0.478
807,COMPLETE,6.928,102,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.931,0.276,3.638,0.745,0.476,0.476,0.476,0.600
807,COMPLETE,6.928,103,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.951,0.307,4.108,0.761,0.769,0.769,0.769,0.470
807,COMPLETE,6.928,104,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.283,3.818,0.804,0.768,0.768,0.768,0.575
807,COMPLETE,6.928,105,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.302,4.063,0.800,0.831,0.831,0.831,0.607
807,COMPLETE,6.928,106,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.293,3.990,0.807,0.842,0.842,0.842,0.438
807,COMPLETE,6.928,107,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.302,4.076,0.805,0.779,0.779,0.779,0.665
807,COMPLETE,6.928,108,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,1.000,0.289,3.886,0.800,0.818,0.818,0.818,0.667
807,COMPLETE,6.928,109,8,225.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.395,0.292,3.456,0.316,0.381,0.381,0.381,0.599
808,COMPLETE,3.942,100,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.904,0.424,5.757,0.723,0.781,0.781,0.781,0.518
808,COMPLETE,3.942,101,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.418,5.814,0.817,0.720,0.720,0.720,0.643
808,COMPLETE,3.942,102,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.439,6.112,0.811,0.770,0.770,0.770,0.618
808,COMPLETE,3.942,103,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.966,0.435,6.001,0.773,0.716,0.716,0.716,0.477
808,COMPLETE,3.942,104,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.976,0.389,5.371,0.781,0.664,0.664,0.664,0.504
808,COMPLETE,3.942,105,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.448,6.282,0.842,0.781,0.781,0.781,0.583
808,COMPLETE,3.942,106,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.666,0.435,5.606,0.533,0.633,0.633,0.633,0.567
808,COMPLETE,3.942,107,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.964,0.447,6.163,0.771,0.695,0.695,0.695,0.611
808,COMPLETE,3.942,108,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.974,0.430,5.946,0.779,0.772,0.772,0.772,0.548
808,COMPLETE,3.942,109,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.967,0.413,5.698,0.774,0.856,0.856,0.856,0.513
809,COMPLETE,3.942,100,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.904,0.424,5.757,0.723,0.781,0.781,0.781,0.518
809,COMPLETE,3.942,101,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.418,5.814,0.817,0.720,0.720,0.720,0.643
809,COMPLETE,3.942,102,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.439,6.112,0.811,0.770,0.770,0.770,0.618
809,COMPLETE,3.942,103,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.966,0.435,6.001,0.773,0.716,0.716,0.716,0.477
809,COMPLETE,3.942,104,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,false,false,0.976,0.389,5.371,0.781,0.664,0.664,0.664,0.504
809,COMPLETE,3.942,105,7,360.000,4,0.300,3750.000,1.000000e-05,0.110,1.000,true,false,1.000,0.448,6.282,0.842,0.781,0.781,0.781,0.583
