number,state,value,seed,food_site_count,food_site_radius,food_site_capacity,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_dance_propensity
0,COMPLETE,-8.433,100,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.603,0.003,0.001,0.483,0.619,0.438,0.438,0.167
0,COMPLETE,-8.433,101,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.676,0.006,0.001,0.541,0.728,0.573,0.573,0.691
0,COMPLETE,-8.433,102,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.362,0.001,0.001,0.290,0.601,0.398,0.398,0.343
0,COMPLETE,-8.433,103,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.382,0.008,0.002,0.306,0.538,0.328,0.328,0.605
0,COMPLETE,-8.433,104,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.406,0.006,0.001,0.325,0.671,0.485,0.485,0.329
0,COMPLETE,-8.433,105,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.342,0.006,0.001,0.274,0.284,0.328,0.284,0.838
0,COMPLETE,-8.433,106,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,true,true,1.000,0.011,0.001,0.848,0.884,0.748,0.748,0.880
0,COMPLETE,-8.433,107,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.851,0.004,0.003,0.744,0.539,0.425,0.425,0.212
0,COMPLETE,-8.433,108,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.815,0.007,0.001,0.652,0.417,0.611,0.417,0.369
0,COMPLETE,-8.433,109,1,75.000,3,0.520,3750.000,1.250000e-05,0.120,0.300,false,true,0.231,0.007,0.001,0.185,0.550,0.325,0.325,0.516
1,COMPLETE,-8.848,100,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.113,0.001,0.002,0.402,0.117,0.056,0.056,0.105
1,COMPLETE,-8.848,101,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.234,0.003,0.005,0.188,0.163,0.526,0.163,0.806
1,COMPLETE,-8.848,102,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,false,0.268,0.040,0.001,0.323,0.409,0.134,0.134,0.307
1,COMPLETE,-8.848,103,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.117,0.005,0.008,0.157,0.299,0.059,0.059,0.847
1,COMPLETE,-8.848,104,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.155,0.004,0.001,0.155,0.077,0.173,0.077,0.642
1,COMPLETE,-8.848,105,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.067,0.003,0.003,0.241,0.077,0.033,0.033,0.889
1,COMPLETE,-8.848,106,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.093,0.011,0.001,0.075,0.314,0.110,0.110,0.792
1,COMPLETE,-8.848,107,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.120,0.002,0.004,0.203,0.460,0.060,0.060,0.356
1,COMPLETE,-8.848,108,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.185,0.003,0.001,0.161,0.214,0.092,0.092,0.909
1,COMPLETE,-8.848,109,3,135.000,6,0.260,6250.000,4.000000e-05,0.040,0.000,false,true,0.166,0.002,0.001,0.133,0.172,0.254,0.172,0.463
2,COMPLETE,0.178,100,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.271,0.131,0.343,0.217,0.218,0.148,0.148,0.335
2,COMPLETE,0.178,101,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.114,0.159,0.461,0.091,0.351,0.165,0.165,0.506
2,COMPLETE,0.178,102,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.128,0.191,0.426,0.102,0.183,0.108,0.108,0.588
2,COMPLETE,0.178,103,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.130,0.153,0.368,0.104,0.270,0.282,0.270,0.531
2,COMPLETE,0.178,104,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.194,0.187,0.429,0.155,0.127,0.116,0.116,0.845
2,COMPLETE,0.178,105,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.266,0.156,0.317,0.213,0.176,0.250,0.176,0.697
2,COMPLETE,0.178,106,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.173,0.183,0.396,0.138,0.225,0.110,0.110,0.454
2,COMPLETE,0.178,107,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.147,0.145,0.371,0.117,0.108,0.170,0.108,0.626
2,COMPLETE,0.178,108,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.156,0.137,0.327,0.125,0.116,0.200,0.116,0.760
2,COMPLETE,0.178,109,6,195.000,4,0.300,5500.000,5.500000e-05,0.070,0.200,false,false,0.200,0.143,0.414,0.160,0.142,0.250,0.142,0.757
3,COMPLETE,7.995,100,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,false,false,0.985,0.159,2.289,0.788,0.774,0.715,0.715,0.643
3,COMPLETE,7.995,101,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,true,false,1.000,0.151,2.206,0.847,0.773,0.712,0.712,0.615
3,COMPLETE,7.995,102,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,true,false,1.000,0.135,1.932,0.827,0.848,0.544,0.544,0.809
3,COMPLETE,7.995,103,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,false,false,0.994,0.153,2.203,0.795,0.738,0.689,0.689,0.722
3,COMPLETE,7.995,104,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,false,false,0.972,0.142,1.991,0.778,0.668,0.690,0.668,0.565
3,COMPLETE,7.995,105,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,true,false,1.000,0.156,2.262,0.816,0.751,0.575,0.575,0.421
3,COMPLETE,7.995,106,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,true,false,1.000,0.170,2.512,0.837,0.825,0.820,0.820,0.470
3,COMPLETE,7.995,107,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,true,false,1.000,0.149,2.153,0.829,0.760,0.604,0.604,0.762
3,COMPLETE,7.995,108,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,true,false,1.000,0.154,2.267,0.870,0.759,0.655,0.655,0.464
3,COMPLETE,7.995,109,5,165.000,6,0.500,3000.000,1.000000e-05,0.130,0.200,true,false,1.000,0.153,2.249,0.852,0.719,0.653,0.653,0.563
4,COMPLETE,0.709,100,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.807,0.284,2.810,0.645,0.761,0.763,0.761,0.502
4,COMPLETE,0.709,101,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.854,0.300,3.007,0.683,0.605,0.633,0.605,0.460
4,COMPLETE,0.709,102,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.978,0.328,3.380,0.783,0.825,0.793,0.793,0.591
4,COMPLETE,0.709,103,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.850,0.287,2.863,0.680,0.607,0.627,0.607,0.470
4,COMPLETE,0.709,104,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.509,0.305,3.023,0.407,0.549,0.574,0.549,0.430
4,COMPLETE,0.709,105,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.279,0.297,2.885,0.223,0.343,0.348,0.343,0.562
4,COMPLETE,0.709,106,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.652,0.300,2.938,0.521,0.719,0.688,0.688,0.575
4,COMPLETE,0.709,107,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.662,0.305,3.041,0.529,0.640,0.625,0.625,0.553
4,COMPLETE,0.709,108,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.521,0.308,3.039,0.417,0.438,0.462,0.438,0.453
4,COMPLETE,0.709,109,7,270.000,2,0.100,4000.000,2.750000e-05,0.140,0.900,false,false,0.982,0.310,3.164,0.786,0.780,0.763,0.763,0.464
5,COMPLETE,1.370,100,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.233,0.093,0.636,0.186,0.315,0.267,0.267,0.728
5,COMPLETE,1.370,101,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.160,0.084,0.535,0.128,0.409,0.363,0.363,0.462
5,COMPLETE,1.370,102,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.262,0.091,0.590,0.209,0.164,0.242,0.164,0.531
5,COMPLETE,1.370,103,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.196,0.093,0.621,0.157,0.219,0.365,0.219,0.610
5,COMPLETE,1.370,104,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.158,0.095,0.608,0.126,0.213,0.226,0.213,0.554
5,COMPLETE,1.370,105,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.264,0.100,0.676,0.211,0.157,0.236,0.157,0.508
5,COMPLETE,1.370,106,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,true,false,1.000,0.091,0.689,0.871,0.838,0.786,0.786,0.674
5,COMPLETE,1.370,107,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.794,0.093,0.698,0.635,0.711,0.707,0.707,0.571
5,COMPLETE,1.370,108,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.277,0.098,0.672,0.222,0.271,0.233,0.233,0.531
5,COMPLETE,1.370,109,4,135.000,8,0.340,4500.000,1.500000e-05,0.110,0.600,false,false,0.359,0.086,0.550,0.287,0.280,0.269,0.269,0.738
6,COMPLETE,9.966,100,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.282,4.349,0.883,0.880,0.788,0.788,0.524
6,COMPLETE,9.966,101,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.290,4.522,0.918,0.866,0.813,0.813,0.753
6,COMPLETE,9.966,102,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.269,4.049,0.849,0.791,0.763,0.763,0.623
6,COMPLETE,9.966,103,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.265,4.057,0.883,0.765,0.766,0.765,0.502
6,COMPLETE,9.966,104,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.258,3.881,0.851,0.798,0.657,0.657,0.765
6,COMPLETE,9.966,105,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.289,4.452,0.892,0.838,0.801,0.801,0.656
6,COMPLETE,9.966,106,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.256,3.914,0.880,0.817,0.689,0.689,0.476
6,COMPLETE,9.966,107,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.270,4.107,0.853,0.810,0.837,0.810,0.375
6,COMPLETE,9.966,108,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,true,false,1.000,0.255,3.829,0.838,0.704,0.716,0.704,0.831
6,COMPLETE,9.966,109,8,180.000,8,0.520,3000.000,1.500000e-05,0.080,0.200,false,false,0.664,0.253,3.886,0.906,0.814,0.332,0.332,0.852
7,COMPLETE,-9.727,100,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.207,0.012,0.001,0.165,0.228,0.228,0.228,0.666
7,COMPLETE,-9.727,101,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.313,0.014,0.001,0.552,0.156,0.156,0.156,0.581
7,COMPLETE,-9.727,102,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.508,0.010,0.001,0.406,0.411,0.411,0.411,0.853
7,COMPLETE,-9.727,103,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.202,0.026,0.001,0.161,0.196,0.196,0.196,0.772
7,COMPLETE,-9.727,104,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.238,0.013,0.001,0.191,0.277,0.277,0.277,0.729
7,COMPLETE,-9.727,105,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.171,0.017,0.001,0.137,0.322,0.322,0.322,0.763
7,COMPLETE,-9.727,106,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.362,0.003,0.001,0.290,0.215,0.215,0.215,0.163
7,COMPLETE,-9.727,107,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.147,0.002,0.001,0.166,0.074,0.074,0.074,0.945
7,COMPLETE,-9.727,108,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.251,0.002,0.001,0.201,0.432,0.432,0.432,0.554
7,COMPLETE,-9.727,109,2,105.000,3,0.140,5250.000,5.750000e-05,0.040,1.000,false,true,0.329,0.003,0.001,0.345,0.164,0.164,0.164,0.721
8,COMPLETE,2.437,100,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,true,false,1.000,0.314,3.588,0.862,0.787,0.798,0.787,0.767
8,COMPLETE,2.437,101,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,false,false,0.298,0.381,3.817,0.238,0.162,0.164,0.162,0.617
8,COMPLETE,2.437,102,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,false,false,0.342,0.354,3.562,0.274,0.174,0.225,0.174,0.760
8,COMPLETE,2.437,103,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,false,false,0.261,0.350,3.450,0.209,0.205,0.277,0.205,0.328
8,COMPLETE,2.437,104,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,false,false,0.346,0.364,3.711,0.332,0.173,0.195,0.173,0.710
8,COMPLETE,2.437,105,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,false,false,0.240,0.354,3.518,0.276,0.125,0.120,0.120,0.883
8,COMPLETE,2.437,106,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,true,false,1.000,0.345,4.212,0.893,0.863,0.873,0.863,0.757
8,COMPLETE,2.437,107,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,false,false,0.240,0.366,3.559,0.192,0.306,0.299,0.299,0.364
8,COMPLETE,2.437,108,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,false,false,0.343,0.383,3.858,0.275,0.200,0.263,0.200,0.835
8,COMPLETE,2.437,109,7,300.000,5,0.360,4750.000,3.000000e-05,0.050,0.900,false,false,0.299,0.359,3.497,0.239,0.225,0.249,0.225,0.812
9,COMPLETE,-7.759,100,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,true,0.053,0.045,0.001,0.043,0.090,0.676,0.090,0.634
9,COMPLETE,-7.759,101,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,true,0.153,0.020,0.001,0.122,0.639,0.367,0.367,0.539
9,COMPLETE,-7.759,102,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,true,0.074,0.041,0.009,0.059,0.072,0.067,0.067,0.476
9,COMPLETE,-7.759,103,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,true,0.693,0.010,0.001,0.554,0.726,0.813,0.726,0.816
9,COMPLETE,-7.759,104,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,true,0.079,0.071,0.001,0.063,0.081,0.553,0.081,0.901
9,COMPLETE,-7.759,105,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,true,0.044,0.033,0.008,0.035,0.723,0.480,0.480,0.897
9,COMPLETE,-7.759,106,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,true,0.048,0.034,0.001,0.038,0.394,0.376,0.376,0.734
9,COMPLETE,-7.759,107,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,true,0.072,0.021,0.001,0.057,0.304,0.423,0.304,0.522
9,COMPLETE,-7.759,108,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,true,true,1.000,0.014,0.001,0.842,0.650,0.807,0.650,0.804
9,COMPLETE,-7.759,109,5,90.000,2,0.200,4250.000,3.750000e-05,0.060,0.400,false,false,0.198,0.051,0.006,0.322,0.099,0.101,0.099,0.653
10,COMPLETE,-8.700,100,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,false,0.663,0.035,0.001,0.530,0.369,0.384,0.369,0.712
10,COMPLETE,-8.700,101,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.323,0.036,0.001,0.258,0.213,0.376,0.213,0.653
10,COMPLETE,-8.700,102,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.220,0.019,0.001,0.493,0.110,0.657,0.110,0.404
10,COMPLETE,-8.700,103,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.379,0.031,0.001,0.435,0.190,0.606,0.190,0.651
10,COMPLETE,-8.700,104,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.288,0.020,0.001,0.230,0.247,0.435,0.247,0.630
10,COMPLETE,-8.700,105,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.183,0.036,0.001,0.147,0.208,0.584,0.208,0.511
10,COMPLETE,-8.700,106,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.315,0.023,0.001,0.340,0.157,0.212,0.157,0.537
10,COMPLETE,-8.700,107,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.146,0.015,0.001,0.117,0.190,0.577,0.190,0.611
10,COMPLETE,-8.700,108,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.231,0.015,0.001,0.185,0.343,0.173,0.173,0.598
10,COMPLETE,-8.700,109,5,90.000,9,0.600,7250.000,4.000000e-05,0.040,0.100,false,true,0.247,0.014,0.001,0.198,0.258,0.172,0.172,0.346
11,COMPLETE,-9.594,100,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.203,0.019,0.002,0.162,0.415,0.138,0.138,0.679
11,COMPLETE,-9.594,101,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.537,0.015,0.001,0.429,0.773,0.620,0.620,0.223
11,COMPLETE,-9.594,102,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.636,0.025,0.005,0.548,0.413,0.318,0.318,0.547
11,COMPLETE,-9.594,103,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.559,0.026,0.001,0.739,0.280,0.479,0.280,0.296
11,COMPLETE,-9.594,104,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.313,0.037,0.001,0.250,0.413,0.483,0.413,0.812
11,COMPLETE,-9.594,105,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.340,0.013,0.006,0.575,0.732,0.170,0.170,0.151
11,COMPLETE,-9.594,106,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.446,0.009,0.001,0.357,0.773,0.935,0.773,0.141
11,COMPLETE,-9.594,107,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.375,0.011,0.003,0.418,0.188,0.278,0.188,0.145
11,COMPLETE,-9.594,108,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.462,0.017,0.001,0.370,0.360,0.685,0.360,0.155
11,COMPLETE,-9.594,109,4,135.000,7,0.280,5750.000,5.000000e-05,0.140,0.100,false,true,0.187,0.011,0.002,0.150,0.307,0.267,0.267,0.446
12,COMPLETE,-9.393,100,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.972,0.018,0.001,0.778,0.528,0.524,0.524,0.805
12,COMPLETE,-9.393,101,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.837,0.021,0.001,0.670,0.582,0.653,0.582,0.631
12,COMPLETE,-9.393,102,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.684,0.021,0.001,0.547,0.837,0.726,0.726,0.644
12,COMPLETE,-9.393,103,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.322,0.021,0.001,0.457,0.169,0.161,0.161,0.451
12,COMPLETE,-9.393,104,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.305,0.013,0.001,0.244,0.564,0.447,0.447,0.360
12,COMPLETE,-9.393,105,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.509,0.023,0.001,0.408,0.741,0.736,0.736,0.666
12,COMPLETE,-9.393,106,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.422,0.016,0.001,0.338,0.556,0.393,0.393,0.556
12,COMPLETE,-9.393,107,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.651,0.029,0.001,0.520,0.568,0.570,0.568,0.227
12,COMPLETE,-9.393,108,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.541,0.022,0.001,0.433,0.296,0.434,0.296,0.382
12,COMPLETE,-9.393,109,5,60.000,3,0.240,4250.000,4.750000e-05,0.080,0.800,false,true,0.822,0.027,0.001,0.658,0.478,0.420,0.420,0.627
13,COMPLETE,0.301,100,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.376,0.300,2.701,0.325,0.188,0.312,0.188,0.463
13,COMPLETE,0.301,101,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.206,0.304,2.685,0.165,0.238,0.258,0.238,0.670
13,COMPLETE,0.301,102,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.318,0.264,2.241,0.254,0.210,0.211,0.210,0.649
13,COMPLETE,0.301,103,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.182,0.314,2.834,0.146,0.238,0.222,0.222,0.364
13,COMPLETE,0.301,104,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.355,0.286,2.583,0.284,0.192,0.322,0.192,0.667
13,COMPLETE,0.301,105,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.294,0.304,2.731,0.235,0.189,0.148,0.148,0.826
13,COMPLETE,0.301,106,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.310,0.314,2.843,0.248,0.235,0.196,0.196,0.702
13,COMPLETE,0.301,107,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.313,0.285,2.474,0.250,0.252,0.373,0.252,0.667
13,COMPLETE,0.301,108,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.378,0.292,2.577,0.303,0.251,0.303,0.251,0.737
13,COMPLETE,0.301,109,4,360.000,10,0.300,4250.000,3.500000e-05,0.090,0.200,false,false,0.276,0.287,2.484,0.221,0.356,0.324,0.324,0.475
14,COMPLETE,1.304,100,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.232,0.128,0.756,0.186,0.135,0.128,0.128,0.419
14,COMPLETE,1.304,101,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.222,0.126,0.751,0.178,0.235,0.191,0.191,0.589
14,COMPLETE,1.304,102,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.208,0.127,0.640,0.166,0.221,0.155,0.155,0.439
14,COMPLETE,1.304,103,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.212,0.136,0.796,0.169,0.162,0.325,0.162,0.609
14,COMPLETE,1.304,104,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.239,0.133,0.743,0.191,0.171,0.189,0.171,0.440
14,COMPLETE,1.304,105,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.171,0.131,0.685,0.137,0.264,0.175,0.175,0.775
14,COMPLETE,1.304,106,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,true,false,1.000,0.132,1.012,0.908,0.878,0.769,0.769,0.803
14,COMPLETE,1.304,107,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.240,0.136,0.762,0.192,0.204,0.257,0.204,0.791
14,COMPLETE,1.304,108,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.210,0.131,0.755,0.168,0.199,0.169,0.169,0.402
14,COMPLETE,1.304,109,2,315.000,7,0.580,6000.000,2.000000e-05,0.070,0.700,false,false,0.304,0.116,0.706,0.243,0.232,0.161,0.161,0.837
15,COMPLETE,-9.689,100,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.248,0.001,0.004,0.203,0.124,0.209,0.124,0.727
15,COMPLETE,-9.689,101,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.244,0.002,0.005,0.261,0.397,0.122,0.122,0.877
15,COMPLETE,-9.689,102,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.336,0.000,0.001,0.269,0.217,0.957,0.217,0.132
15,COMPLETE,-9.689,103,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.471,0.002,0.009,0.377,0.548,0.345,0.345,0.043
15,COMPLETE,-9.689,104,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.086,0.002,0.003,0.069,0.461,0.653,0.461,0.793
15,COMPLETE,-9.689,105,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.782,0.002,0.005,0.626,0.880,0.894,0.880,0.278
15,COMPLETE,-9.689,106,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.500,0.001,0.004,0.400,0.728,0.486,0.486,0.559
15,COMPLETE,-9.689,107,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.083,0.002,0.005,0.266,0.042,0.216,0.042,0.962
15,COMPLETE,-9.689,108,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.293,0.003,0.002,0.407,0.146,0.461,0.146,0.251
15,COMPLETE,-9.689,109,2,150.000,3,0.100,3000.000,6.000000e-05,0.060,0.400,false,true,0.070,0.001,0.006,0.740,0.035,0.224,0.035,0.357
16,COMPLETE,0.162,100,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.222,0.160,0.675,0.177,0.169,0.169,0.169,0.612
16,COMPLETE,0.162,101,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.162,0.185,0.726,0.129,0.149,0.149,0.149,0.846
16,COMPLETE,0.162,102,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.191,0.185,0.801,0.153,0.114,0.114,0.114,0.759
