number,state,value,food_site_count,food_site_radius,food_site_radius_log_sd,food_site_capacity,food_value,vertical_comb_benefit,food_site_min_distance,food_site_max_distance,foray_shape,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,mean_final_dance_propensity,elapsed_seconds
980,COMPLETE,8.990,8,225.000,0.6,8,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.000,8,10,0,0.990,0.253,3.337,0.829,0.729,0.542,1006.734
981,COMPLETE,8.990,8,225.000,0.6,8,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.000,8,10,0,0.990,0.253,3.337,0.829,0.729,0.542,1015.032
982,COMPLETE,7.937,8,225.000,0.6,9,,0.580,750.0,5250.000,2.0,2.000000e-05,0.110,0.000,7,10,0,0.937,0.258,3.428,0.794,0.670,0.488,998.889
983,COMPLETE,11.000,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.000,10,10,0,1.000,0.256,3.396,0.844,0.666,0.575,1019.784
984,COMPLETE,11.000,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.000,10,10,0,1.000,0.256,3.396,0.844,0.666,0.575,1029.544
985,COMPLETE,11.000,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,10,10,0,1.000,0.254,3.391,0.852,0.734,0.557,1059.996
986,COMPLETE,11.000,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,10,10,0,1.000,0.254,3.391,0.852,0.734,0.557,1035.158
987,COMPLETE,8.988,8,360.000,0.6,7,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,8,10,0,0.988,0.396,5.902,0.829,0.686,0.484,1238.754
988,COMPLETE,11.000,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.000,10,10,0,1.000,0.256,3.396,0.844,0.666,0.575,1048.478
989,COMPLETE,11.000,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,10,10,0,1.000,0.254,3.391,0.852,0.734,0.557,1042.739
990,COMPLETE,11.000,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,10,10,0,1.000,0.254,3.391,0.852,0.734,0.557,1033.403
991,COMPLETE,8.952,8,195.000,0.6,7,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,8,10,0,0.952,0.223,2.762,0.813,0.686,0.593,973.681
992,COMPLETE,9.993,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,9,10,0,0.993,0.399,6.009,0.846,0.701,0.516,1215.846
993,COMPLETE,9.993,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,9,10,0,0.993,0.399,6.009,0.846,0.701,0.516,1210.448
994,COMPLETE,9.993,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,9,10,0,0.993,0.399,6.009,0.846,0.701,0.516,1231.807
995,COMPLETE,8.988,8,360.000,0.6,7,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,8,10,0,0.988,0.396,5.902,0.829,0.686,0.484,1240.908
996,COMPLETE,9.993,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,9,10,0,0.993,0.399,6.009,0.846,0.701,0.516,1216.000
997,COMPLETE,8.996,8,360.000,0.6,9,,0.520,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,8,10,0,0.996,0.400,5.806,0.816,0.720,0.465,1251.883
998,COMPLETE,7.994,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,7,10,0,0.994,0.405,6.056,0.819,0.771,0.514,1244.425
999,COMPLETE,8.994,8,195.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,8,10,0,0.994,0.221,2.782,0.827,0.783,0.577,994.973
1000,COMPLETE,9.993,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,9,10,0,0.993,0.399,6.009,0.846,0.701,0.516,1219.811
1001,COMPLETE,9.993,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,9,10,0,0.993,0.399,6.009,0.846,0.701,0.516,1208.212
1002,COMPLETE,7.986,8,360.000,0.6,9,,0.560,750.0,3250.000,2.0,2.000000e-05,0.110,0.900,7,10,0,0.986,0.495,7.889,0.817,0.734,0.575,1375.757
1003,COMPLETE,8.994,8,195.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,8,10,0,0.994,0.221,2.782,0.827,0.783,0.577,992.133
1004,COMPLETE,7.994,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,7,10,0,0.994,0.405,6.056,0.819,0.771,0.514,1247.562
1005,COMPLETE,9.993,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,9,10,0,0.993,0.399,6.009,0.846,0.701,0.516,1221.469
1006,COMPLETE,7.932,8,195.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,7,10,0,0.932,0.224,2.758,0.790,0.707,0.547,997.456
1007,COMPLETE,11.000,8,195.000,0.6,9,,0.560,750.0,3250.000,2.0,2.000000e-05,0.110,0.900,10,10,0,1.000,0.277,4.123,0.839,0.772,0.675,1049.361
1008,COMPLETE,7.994,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,7,10,0,0.994,0.405,6.056,0.819,0.771,0.514,1249.777
1009,COMPLETE,6.966,8,360.000,0.6,9,,0.560,750.0,3250.000,2.0,2.000000e-05,0.130,0.900,6,10,0,0.966,0.477,7.532,0.791,0.696,0.524,1319.757
1010,COMPLETE,8.994,8,195.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,8,10,0,0.994,0.221,2.782,0.827,0.783,0.577,994.487
1011,COMPLETE,8.992,8,360.000,0.6,9,,0.560,750.0,4000.000,2.0,2.000000e-05,0.110,0.900,8,10,0,0.992,0.442,6.914,0.820,0.739,0.497,1310.823
1012,COMPLETE,7.994,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,7,10,0,0.994,0.405,6.056,0.819,0.771,0.514,1271.091
1013,COMPLETE,11.000,8,225.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,10,10,0,1.000,0.258,3.425,0.828,0.812,0.536,1039.210
1014,COMPLETE,7.994,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.900,7,10,0,0.994,0.405,6.056,0.819,0.771,0.514,1251.470
1015,COMPLETE,6.989,8,360.000,0.6,9,,0.560,750.0,3000.000,2.0,2.000000e-05,0.110,0.900,6,10,0,0.989,0.496,7.979,0.822,0.691,0.495,1374.487
1016,COMPLETE,7.985,8,360.000,0.6,9,,0.560,750.0,5000.000,2.0,2.000000e-05,0.110,0.200,7,10,0,0.985,0.405,6.087,0.812,0.699,0.557,1227.762
1017,COMPLETE,9.999,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.200,9,10,0,0.999,0.399,6.028,0.847,0.707,0.530,1229.205
1018,COMPLETE,9.999,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.200,9,10,0,0.999,0.399,6.028,0.847,0.707,0.530,1224.692
1019,COMPLETE,8.979,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.090,0.200,8,10,0,0.979,0.404,6.076,0.830,0.694,0.559,1234.743
1020,COMPLETE,7.986,8,360.000,0.6,9,,0.560,750.0,4750.000,2.0,2.000000e-05,0.110,0.400,7,10,0,0.986,0.411,6.227,0.814,0.710,0.506,1274.570
1021,COMPLETE,9.993,8,360.000,0.6,9,,0.560,750.0,5250.000,2.0,2.000000e-05,0.110,0.400,9,10,0,0.993,0.399,6.009,0.846,0.701,0.516,1239.300
1022,COMPLETE,5.976,7,360.000,0.6,9,,0.560,750.0,4750.000,2.0,2.000000e-05,0.110,0.200,5,10,0,0.976,0.374,5.568,0.821,0.637,0.597,1174.298
1023,COMPLETE,5.976,7,360.000,0.6,9,,0.560,750.0,4750.000,2.0,2.000000e-05,0.110,0.200,5,10,0,0.976,0.374,5.568,0.821,0.637,0.597,1191.946
