point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,300,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,79,0.222,47,0.251,79,0.098,0,0.640,0.819,0.189,0.134,0.134,0.054,0.131,0.464,4.121,83.910
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,301,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,41,0.349,73,0.482,85,0.098,0,0.831,0.831,0.395,0.376,0.376,0.019,0.134,0.475,4.237,92.450
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,302,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,27,0.238,63,0.295,37,0.105,0,0.914,0.732,0.276,0.184,0.184,0.092,0.199,0.460,4.080,83.537
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,303,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.320,63,0.188,113,0.110,0,0.843,0.884,0.177,0.337,0.177,0.160,0.160,0.479,4.304,103.827
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,304,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,20,0.314,102,0.359,107,0.106,0,0.825,0.868,0.380,0.180,0.180,0.199,0.134,0.480,4.292,93.852
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,305,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,77,0.314,118,0.284,77,0.114,0,0.807,0.872,0.176,0.109,0.109,0.067,0.310,0.448,4.026,99.645
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,306,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,104,0.452,40,0.256,104,0.105,0,0.846,0.810,0.201,0.377,0.201,0.177,0.144,0.473,4.300,94.212
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,307,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.251,90,0.202,57,0.101,0,0.853,0.851,0.214,0.180,0.180,0.035,0.194,0.474,4.271,102.774
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,308,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,46,93,0.716,83,0.314,110,0.112,0,0.322,0.461,0.252,0.257,0.252,0.005,0.458,0.416,3.654,70.672
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,309,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,51,0.265,96,0.329,53,0.103,0,0.791,0.690,0.158,0.239,0.158,0.081,0.123,0.461,4.110,84.919
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,310,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,95,0.227,50,0.282,98,0.108,0,0.767,0.902,0.221,0.229,0.221,0.008,0.152,0.474,4.264,98.412
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,311,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,71,0.405,72,0.322,84,0.112,0,0.722,0.242,0.299,0.307,0.299,0.008,0.164,0.403,3.399,73.706
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,312,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.392,72,0.248,92,0.099,0,0.720,0.918,0.281,0.211,0.211,0.071,0.245,0.458,4.095,93.893
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,313,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,115,0.279,109,0.276,116,0.106,0,0.809,0.874,0.257,0.354,0.257,0.097,0.213,0.477,4.293,104.283
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,314,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,86,0.162,94,0.384,105,0.102,0,0.748,0.866,0.294,0.375,0.294,0.081,0.108,0.475,4.260,94.307
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,315,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,74,0.361,49,0.449,100,0.107,0,0.795,0.870,0.352,0.389,0.352,0.037,0.083,0.473,4.214,101.487
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,316,unsuccessful,gravity_without_vertical,false,true,false,false,68,not_reached,not_reached,42,0.297,59,0.624,92,0.112,0,0.826,0.846,0.314,0.525,0.314,0.211,0.140,0.456,4.064,81.459
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,317,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.197,120,0.238,67,0.099,0,0.700,0.850,0.144,0.197,0.144,0.053,0.197,0.466,4.190,95.488
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,318,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,57,0.246,39,0.322,61,0.092,0,0.864,0.825,0.220,0.313,0.220,0.094,0.151,0.474,4.268,98.685
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,319,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.255,54,0.248,119,0.118,0,0.868,0.889,0.253,0.246,0.246,0.006,0.211,0.464,4.170,96.313
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,320,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.328,83,0.230,105,0.103,0,0.792,0.804,0.265,0.145,0.145,0.120,0.096,0.471,4.223,86.939
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,321,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.366,89,0.198,97,0.112,0,0.367,0.278,0.194,0.196,0.194,0.002,0.350,0.390,3.347,69.070
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,322,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.392,49,0.187,82,0.107,0,0.870,0.846,0.115,0.168,0.115,0.053,0.141,0.490,4.437,97.929
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,323,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,71,0.380,85,0.260,71,0.107,0,0.878,0.824,0.179,0.187,0.179,0.009,0.126,0.491,4.424,94.792
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,324,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.230,93,0.234,82,0.092,0,0.872,0.895,0.142,0.278,0.142,0.137,0.188,0.464,4.193,94.503
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,325,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,88,0.302,68,0.411,117,0.103,0,0.835,0.756,0.400,0.434,0.400,0.034,0.122,0.464,4.118,86.527
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,326,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,109,0.496,73,0.262,110,0.109,0,0.699,0.914,0.395,0.186,0.186,0.209,0.142,0.468,4.179,84.798
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,327,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.274,117,0.209,58,0.099,0,0.883,0.846,0.126,0.122,0.122,0.004,0.217,0.471,4.295,91.316
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,328,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,117,0.487,58,0.305,119,0.109,0,0.876,0.877,0.239,0.440,0.239,0.201,0.205,0.457,4.046,91.632
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,329,unsuccessful,gravity_without_vertical,false,true,false,false,91,not_reached,not_reached,36,0.351,48,0.519,102,0.101,0,0.736,0.871,0.289,0.441,0.289,0.152,0.117,0.464,4.135,95.037
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,330,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,58,0.284,104,0.311,59,0.100,0,0.652,0.581,0.136,0.165,0.136,0.029,0.187,0.443,3.887,89.482
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,331,unsuccessful,flat,false,false,false,false,not_reached,not_reached,50,70,0.582,63,0.311,86,0.109,0,0.687,0.805,0.360,0.249,0.249,0.112,0.256,0.448,3.951,87.296
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,332,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.205,47,0.213,119,0.101,0,0.868,0.878,0.155,0.276,0.155,0.122,0.089,0.499,4.517,94.547
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,333,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.290,70,0.182,70,0.107,0,0.903,0.885,0.127,0.179,0.127,0.052,0.195,0.497,4.532,87.537
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,334,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,72,0.369,42,0.336,90,0.105,0,0.852,0.666,0.290,0.198,0.198,0.093,0.197,0.457,4.053,91.298
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,335,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,35,0.308,99,0.305,37,0.096,0,0.748,0.828,0.334,0.252,0.252,0.081,0.092,0.486,4.370,86.998
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,336,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,72,0.471,50,0.319,73,0.096,0,0.895,0.876,0.100,0.539,0.100,0.440,0.094,0.487,4.363,91.305
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,337,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,98,0.285,93,0.299,99,0.098,0,0.898,0.820,0.260,0.236,0.236,0.024,0.102,0.483,4.338,91.769
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,338,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,51,0.229,30,0.390,102,0.099,0,0.768,0.897,0.385,0.239,0.239,0.146,0.086,0.469,4.169,91.696
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,339,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,99,0.391,82,0.347,115,0.099,0,0.794,0.880,0.255,0.361,0.255,0.106,0.112,0.469,4.236,88.668
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,340,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,92,52,0.622,111,0.400,109,0.110,0,0.304,0.345,0.336,0.298,0.298,0.038,0.416,0.392,3.378,75.770
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,341,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,61,0.358,116,0.312,63,0.103,0,0.657,0.864,0.178,0.140,0.140,0.038,0.318,0.455,4.107,99.781
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,342,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,34,0.242,30,0.303,120,0.106,0,0.837,0.838,0.303,0.375,0.303,0.071,0.089,0.474,4.252,96.217
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,343,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,54,0.248,120,0.276,55,0.091,0,0.803,0.783,0.181,0.176,0.176,0.005,0.248,0.457,4.095,86.020
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,344,unsuccessful,flat,false,false,false,false,not_reached,not_reached,60,not_reached,0.577,71,0.233,115,0.103,0,0.568,0.533,0.398,0.190,0.190,0.208,0.221,0.425,3.695,79.614
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,345,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,60,0.155,35,0.354,91,0.106,0,0.693,0.756,0.252,0.648,0.252,0.396,0.124,0.443,3.880,91.981
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,346,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,95,0.355,47,0.261,95,0.104,0,0.739,0.776,0.204,0.492,0.204,0.288,0.200,0.466,4.151,93.508
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,347,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,97,0.250,110,0.301,101,0.105,0,0.713,0.782,0.209,0.438,0.209,0.228,0.164,0.459,4.072,93.509
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,348,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,63,0.314,60,0.287,103,0.109,0,0.802,0.803,0.253,0.200,0.200,0.053,0.140,0.468,4.208,95.222
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,349,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,73,0.215,29,0.251,73,0.098,0,0.856,0.781,0.091,0.248,0.091,0.158,0.116,0.473,4.241,101.297
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,350,unsuccessful,flat,false,false,false,false,not_reached,not_reached,57,not_reached,0.568,79,0.249,118,0.100,0,0.893,0.794,0.271,0.190,0.190,0.081,0.238,0.463,4.153,89.410
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,351,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,33,0.439,116,0.270,73,0.092,0,0.674,0.832,0.205,0.172,0.172,0.033,0.313,0.455,4.053,92.327
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,352,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,77,0.344,113,0.281,84,0.100,0,0.809,0.815,0.187,0.248,0.187,0.062,0.273,0.447,4.017,88.239
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,353,unsuccessful,partial_tilt,false,false,false,false,not_reached,not_reached,49,not_reached,0.696,106,0.196,81,0.102,0,0.270,0.256,0.163,0.312,0.163,0.149,0.635,0.378,3.299,69.387
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,354,unsuccessful,flat,false,false,false,false,not_reached,not_reached,87,not_reached,0.600,114,0.247,68,0.103,0,0.234,0.354,0.297,0.156,0.156,0.141,0.479,0.398,3.454,74.806
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,355,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.245,30,0.245,92,0.099,0,0.804,0.795,0.188,0.235,0.188,0.047,0.127,0.466,4.161,88.206
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,356,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.342,30,0.210,101,0.106,0,0.835,0.879,0.170,0.173,0.170,0.003,0.135,0.482,4.352,90.330
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,357,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,41,0.280,59,0.356,72,0.106,0,0.631,0.852,0.398,0.239,0.239,0.158,0.177,0.426,3.734,96.665
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,358,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,39,0.308,49,0.297,58,0.097,0,0.715,0.766,0.143,0.478,0.143,0.335,0.085,0.467,4.119,85.308
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,359,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,53,0.295,35,0.335,63,0.110,0,0.845,0.848,0.137,0.139,0.137,0.003,0.129,0.481,4.329,93.882
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,360,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.340,70,0.221,116,0.105,0,0.847,0.861,0.226,0.171,0.171,0.055,0.249,0.472,4.265,102.064
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,361,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,54,0.234,59,0.285,56,0.101,0,0.907,0.901,0.198,0.243,0.198,0.045,0.070,0.497,4.491,92.284
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,362,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,58,0.234,90,0.359,67,0.107,0,0.778,0.859,0.105,0.151,0.105,0.046,0.106,0.474,4.257,99.663
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,363,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,70,0.271,52,0.330,75,0.117,0,0.903,0.878,0.156,0.354,0.156,0.198,0.151,0.503,4.580,81.465
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,364,unsuccessful,flat,false,false,false,false,not_reached,not_reached,88,not_reached,0.515,88,0.193,120,0.113,0,0.693,0.843,0.193,0.195,0.193,0.001,0.267,0.465,4.176,83.917
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,365,unsuccessful,gravity_without_vertical,false,true,false,false,99,not_reached,not_reached,70,0.325,95,0.584,107,0.103,0,0.770,0.650,0.651,0.473,0.473,0.179,0.085,0.441,3.845,74.938
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,366,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.369,37,0.233,65,0.105,0,0.831,0.838,0.161,0.296,0.161,0.135,0.191,0.437,3.899,102.334
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,367,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,100,0.233,74,0.428,113,0.109,0,0.868,0.872,0.330,0.573,0.330,0.244,0.110,0.463,4.096,88.661
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,368,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,not_reached,0.409,42,0.237,50,0.101,0,0.856,0.858,0.241,0.105,0.105,0.136,0.197,0.479,4.329,90.026
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,369,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,56,0.229,37,0.318,62,0.116,0,0.833,0.714,0.152,0.404,0.152,0.252,0.115,0.469,4.154,93.644
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,370,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,94,0.438,74,0.270,97,0.094,0,0.851,0.668,0.167,0.248,0.167,0.081,0.153,0.468,4.165,78.028
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,371,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,111,0.219,100,0.371,120,0.099,0,0.750,0.914,0.376,0.371,0.371,0.005,0.093,0.489,4.411,95.797
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,372,unsuccessful,flat,false,false,false,false,not_reached,not_reached,54,79,0.645,76,0.327,88,0.099,0,0.827,0.520,0.234,0.130,0.130,0.103,0.181,0.439,3.871,85.659
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,373,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,41,0.272,57,0.423,112,0.102,0,0.877,0.908,0.306,0.387,0.306,0.081,0.111,0.484,4.350,99.465
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,7,0.220,14,1.000,0.100,7.500,0.020,0.045,0.000,374,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,90,0.389,60,0.438,102,0.101,0,0.598,0.738,0.199,0.423,0.199,0.224,0.107,0.448,3.966,76.990
