point,parameter,parameter_value,is_baseline,group_kind,group,generation,runs,mean_directional_bias,mean_receiver_attention,mean_sender_transposition,mean_receiver_transposition,mean_min_transposition,mean_transposition_gap,mean_comb_tilt,mean_success,mean_payoff
baseline,baseline,baseline,true,all,all,0,100,0.074,0.124,0.000,0.000,0.000,0.000,0.000,0.164,0.517
baseline,baseline,baseline,true,all,all,1,100,0.090,0.136,0.035,0.035,0.035,0.000,0.036,0.221,0.901
baseline,baseline,baseline,true,all,all,2,100,0.109,0.147,0.059,0.059,0.059,0.000,0.063,0.267,1.240
baseline,baseline,baseline,true,all,all,3,100,0.125,0.161,0.079,0.079,0.079,0.000,0.087,0.313,1.588
baseline,baseline,baseline,true,all,all,4,100,0.141,0.176,0.098,0.098,0.098,0.000,0.110,0.352,1.893
baseline,baseline,baseline,true,all,all,5,100,0.161,0.193,0.115,0.115,0.115,0.000,0.131,0.387,2.168
baseline,baseline,baseline,true,all,all,6,100,0.181,0.210,0.131,0.131,0.131,0.000,0.155,0.414,2.388
baseline,baseline,baseline,true,all,all,7,100,0.201,0.221,0.144,0.144,0.144,0.000,0.175,0.432,2.536
baseline,baseline,baseline,true,all,all,8,100,0.217,0.234,0.156,0.156,0.156,0.000,0.194,0.449,2.677
baseline,baseline,baseline,true,all,all,9,100,0.238,0.250,0.167,0.167,0.167,0.000,0.218,0.461,2.803
baseline,baseline,baseline,true,all,all,10,100,0.258,0.271,0.176,0.176,0.176,0.000,0.240,0.470,2.900
baseline,baseline,baseline,true,all,all,11,100,0.278,0.291,0.187,0.187,0.187,0.000,0.260,0.476,2.980
baseline,baseline,baseline,true,all,all,12,100,0.297,0.309,0.193,0.193,0.193,0.000,0.287,0.483,3.069
baseline,baseline,baseline,true,all,all,13,100,0.313,0.328,0.204,0.204,0.204,0.000,0.308,0.487,3.135
baseline,baseline,baseline,true,all,all,14,100,0.325,0.346,0.215,0.215,0.215,0.000,0.329,0.490,3.200
baseline,baseline,baseline,true,all,all,15,100,0.338,0.365,0.225,0.225,0.225,0.000,0.356,0.495,3.270
baseline,baseline,baseline,true,all,all,16,100,0.357,0.382,0.227,0.227,0.227,0.000,0.380,0.500,3.354
baseline,baseline,baseline,true,all,all,17,100,0.371,0.396,0.234,0.234,0.234,0.000,0.399,0.501,3.397
baseline,baseline,baseline,true,all,all,18,100,0.387,0.410,0.241,0.241,0.241,0.000,0.421,0.505,3.460
baseline,baseline,baseline,true,all,all,19,100,0.401,0.426,0.246,0.246,0.246,0.000,0.443,0.506,3.513
baseline,baseline,baseline,true,all,all,20,100,0.419,0.442,0.254,0.254,0.254,0.000,0.458,0.507,3.556
baseline,baseline,baseline,true,all,all,21,100,0.438,0.457,0.261,0.261,0.261,0.000,0.472,0.511,3.618
baseline,baseline,baseline,true,all,all,22,100,0.453,0.468,0.265,0.265,0.265,0.000,0.492,0.513,3.672
baseline,baseline,baseline,true,all,all,23,100,0.462,0.482,0.268,0.268,0.268,0.000,0.511,0.513,3.725
baseline,baseline,baseline,true,all,all,24,100,0.481,0.498,0.279,0.279,0.279,0.000,0.526,0.513,3.745
baseline,baseline,baseline,true,all,all,25,100,0.492,0.514,0.286,0.286,0.286,0.000,0.541,0.516,3.821
baseline,baseline,baseline,true,all,all,26,100,0.510,0.532,0.290,0.290,0.290,0.000,0.550,0.516,3.837
baseline,baseline,baseline,true,all,all,27,100,0.528,0.549,0.297,0.297,0.297,0.000,0.569,0.517,3.888
baseline,baseline,baseline,true,all,all,28,100,0.537,0.564,0.303,0.303,0.303,0.000,0.573,0.521,3.949
baseline,baseline,baseline,true,all,all,29,100,0.541,0.577,0.313,0.313,0.313,0.000,0.581,0.522,3.976
baseline,baseline,baseline,true,all,all,30,100,0.551,0.592,0.328,0.328,0.328,0.000,0.583,0.524,4.011
baseline,baseline,baseline,true,all,all,31,100,0.568,0.606,0.337,0.337,0.337,0.000,0.596,0.525,4.047
baseline,baseline,baseline,true,all,all,32,100,0.577,0.620,0.346,0.346,0.346,0.000,0.609,0.524,4.074
baseline,baseline,baseline,true,all,all,33,100,0.586,0.631,0.352,0.352,0.352,0.000,0.614,0.528,4.134
baseline,baseline,baseline,true,all,all,34,100,0.601,0.642,0.369,0.369,0.369,0.000,0.621,0.530,4.167
baseline,baseline,baseline,true,all,all,35,100,0.608,0.649,0.378,0.378,0.378,0.000,0.627,0.532,4.209
baseline,baseline,baseline,true,all,all,36,100,0.615,0.656,0.391,0.391,0.391,0.000,0.639,0.532,4.238
baseline,baseline,baseline,true,all,all,37,100,0.623,0.662,0.407,0.407,0.407,0.000,0.645,0.533,4.279
baseline,baseline,baseline,true,all,all,38,100,0.630,0.666,0.419,0.419,0.419,0.000,0.649,0.533,4.288
baseline,baseline,baseline,true,all,all,39,100,0.637,0.676,0.426,0.426,0.426,0.000,0.653,0.534,4.322
baseline,baseline,baseline,true,all,all,40,100,0.644,0.686,0.434,0.434,0.434,0.000,0.657,0.535,4.353
baseline,baseline,baseline,true,all,all,41,100,0.649,0.688,0.450,0.450,0.450,0.000,0.664,0.535,4.378
baseline,baseline,baseline,true,all,all,42,100,0.655,0.695,0.460,0.460,0.460,0.000,0.676,0.538,4.430
baseline,baseline,baseline,true,all,all,43,100,0.661,0.698,0.470,0.470,0.470,0.000,0.686,0.538,4.451
baseline,baseline,baseline,true,all,all,44,100,0.663,0.705,0.482,0.482,0.482,0.000,0.698,0.539,4.491
baseline,baseline,baseline,true,all,all,45,100,0.669,0.709,0.493,0.493,0.493,0.000,0.704,0.539,4.515
baseline,baseline,baseline,true,all,all,46,100,0.675,0.712,0.505,0.505,0.505,0.000,0.712,0.539,4.533
baseline,baseline,baseline,true,all,all,47,100,0.680,0.719,0.512,0.512,0.512,0.000,0.719,0.540,4.562
baseline,baseline,baseline,true,all,all,48,100,0.692,0.720,0.524,0.524,0.524,0.000,0.722,0.541,4.592
baseline,baseline,baseline,true,all,all,49,100,0.692,0.727,0.535,0.535,0.535,0.000,0.728,0.543,4.638
baseline,baseline,baseline,true,all,all,50,100,0.697,0.731,0.541,0.541,0.541,0.000,0.732,0.544,4.675
baseline,baseline,baseline,true,all,all,51,100,0.698,0.738,0.553,0.553,0.553,0.000,0.736,0.545,4.694
baseline,baseline,baseline,true,all,all,52,100,0.701,0.733,0.558,0.558,0.558,0.000,0.741,0.545,4.715
baseline,baseline,baseline,true,all,all,53,100,0.707,0.738,0.571,0.571,0.571,0.000,0.745,0.547,4.764
baseline,baseline,baseline,true,all,all,54,100,0.710,0.738,0.580,0.580,0.580,0.000,0.749,0.547,4.762
baseline,baseline,baseline,true,all,all,55,100,0.718,0.741,0.588,0.588,0.588,0.000,0.750,0.547,4.768
baseline,baseline,baseline,true,all,all,56,100,0.724,0.744,0.600,0.600,0.600,0.000,0.750,0.549,4.812
baseline,baseline,baseline,true,all,all,57,100,0.730,0.747,0.607,0.607,0.607,0.000,0.755,0.551,4.832
baseline,baseline,baseline,true,all,all,58,100,0.733,0.756,0.619,0.619,0.619,0.000,0.756,0.550,4.840
baseline,baseline,baseline,true,all,all,59,100,0.736,0.759,0.627,0.627,0.627,0.000,0.761,0.550,4.867
baseline,baseline,baseline,true,all,all,60,100,0.739,0.758,0.637,0.637,0.637,0.000,0.768,0.552,4.898
baseline,baseline,baseline,true,all,all,61,100,0.746,0.758,0.643,0.643,0.643,0.000,0.770,0.551,4.900
baseline,baseline,baseline,true,all,all,62,100,0.743,0.761,0.656,0.656,0.656,0.000,0.777,0.553,4.952
baseline,baseline,baseline,true,all,all,63,100,0.750,0.763,0.666,0.666,0.666,0.000,0.786,0.553,4.983
baseline,baseline,baseline,true,all,all,64,100,0.750,0.763,0.677,0.677,0.677,0.000,0.795,0.554,5.016
baseline,baseline,baseline,true,all,all,65,100,0.751,0.767,0.688,0.688,0.688,0.000,0.795,0.555,5.045
baseline,baseline,baseline,true,all,all,66,100,0.757,0.769,0.692,0.692,0.692,0.000,0.796,0.556,5.050
baseline,baseline,baseline,true,all,all,67,100,0.756,0.770,0.694,0.694,0.694,0.000,0.795,0.555,5.034
baseline,baseline,baseline,true,all,all,68,100,0.757,0.771,0.699,0.699,0.699,0.000,0.798,0.555,5.046
baseline,baseline,baseline,true,all,all,69,100,0.757,0.777,0.705,0.705,0.705,0.000,0.797,0.557,5.080
baseline,baseline,baseline,true,all,all,70,100,0.758,0.771,0.715,0.715,0.715,0.000,0.800,0.558,5.098
baseline,baseline,baseline,true,all,all,71,100,0.763,0.776,0.725,0.725,0.725,0.000,0.804,0.559,5.111
baseline,baseline,baseline,true,all,all,72,100,0.764,0.776,0.725,0.725,0.725,0.000,0.807,0.558,5.108
baseline,baseline,baseline,true,all,all,73,100,0.767,0.775,0.729,0.729,0.729,0.000,0.809,0.557,5.102
baseline,baseline,baseline,true,all,all,74,100,0.766,0.774,0.736,0.736,0.736,0.000,0.811,0.558,5.133
baseline,baseline,baseline,true,all,all,75,100,0.766,0.775,0.744,0.744,0.744,0.000,0.819,0.558,5.153
baseline,baseline,baseline,true,all,all,76,100,0.766,0.778,0.751,0.751,0.751,0.000,0.817,0.558,5.164
baseline,baseline,baseline,true,all,all,77,100,0.765,0.780,0.759,0.759,0.759,0.000,0.824,0.559,5.200
baseline,baseline,baseline,true,all,all,78,100,0.765,0.782,0.763,0.763,0.763,0.000,0.828,0.558,5.204
baseline,baseline,baseline,true,all,all,79,100,0.769,0.785,0.775,0.775,0.775,0.000,0.830,0.560,5.244
baseline,baseline,baseline,true,all,all,80,100,0.771,0.783,0.776,0.776,0.776,0.000,0.832,0.560,5.240
baseline,baseline,baseline,true,all,all,81,100,0.771,0.783,0.779,0.779,0.779,0.000,0.834,0.560,5.246
baseline,baseline,baseline,true,all,all,82,100,0.772,0.785,0.782,0.782,0.782,0.000,0.837,0.560,5.267
baseline,baseline,baseline,true,all,all,83,100,0.769,0.787,0.783,0.783,0.783,0.000,0.836,0.560,5.247
baseline,baseline,baseline,true,all,all,84,100,0.772,0.791,0.781,0.781,0.781,0.000,0.836,0.560,5.238
baseline,baseline,baseline,true,all,all,85,100,0.771,0.794,0.786,0.786,0.786,0.000,0.836,0.561,5.262
baseline,baseline,baseline,true,all,all,86,100,0.762,0.796,0.787,0.787,0.787,0.000,0.836,0.560,5.250
baseline,baseline,baseline,true,all,all,87,100,0.763,0.798,0.791,0.791,0.791,0.000,0.838,0.563,5.284
baseline,baseline,baseline,true,all,all,88,100,0.771,0.799,0.797,0.797,0.797,0.000,0.839,0.561,5.273
baseline,baseline,baseline,true,all,all,89,100,0.771,0.799,0.799,0.799,0.799,0.000,0.841,0.563,5.298
baseline,baseline,baseline,true,all,all,90,100,0.770,0.798,0.799,0.799,0.799,0.000,0.841,0.563,5.300
baseline,baseline,baseline,true,all,all,91,100,0.770,0.802,0.804,0.804,0.804,0.000,0.843,0.563,5.306
baseline,baseline,baseline,true,all,all,92,100,0.773,0.799,0.805,0.805,0.805,0.000,0.844,0.564,5.330
baseline,baseline,baseline,true,all,all,93,100,0.773,0.800,0.809,0.809,0.809,0.000,0.849,0.565,5.361
baseline,baseline,baseline,true,all,all,94,100,0.776,0.801,0.809,0.809,0.809,0.000,0.846,0.565,5.344
baseline,baseline,baseline,true,all,all,95,100,0.776,0.804,0.809,0.809,0.809,0.000,0.845,0.566,5.355
baseline,baseline,baseline,true,all,all,96,100,0.779,0.803,0.815,0.815,0.815,0.000,0.843,0.567,5.372
baseline,baseline,baseline,true,all,all,97,100,0.781,0.805,0.821,0.821,0.821,0.000,0.845,0.568,5.399
baseline,baseline,baseline,true,all,all,98,100,0.782,0.805,0.823,0.823,0.823,0.000,0.846,0.567,5.390
baseline,baseline,baseline,true,all,all,99,100,0.781,0.808,0.824,0.824,0.824,0.000,0.849,0.567,5.402
baseline,baseline,baseline,true,all,all,100,100,0.783,0.807,0.825,0.825,0.825,0.000,0.850,0.567,5.395
baseline,baseline,baseline,true,all,all,101,100,0.781,0.803,0.826,0.826,0.826,0.000,0.853,0.567,5.405
baseline,baseline,baseline,true,all,all,102,100,0.786,0.807,0.825,0.825,0.825,0.000,0.851,0.565,5.385
baseline,baseline,baseline,true,all,all,103,100,0.782,0.804,0.825,0.825,0.825,0.000,0.849,0.565,5.367
baseline,baseline,baseline,true,all,all,104,100,0.783,0.803,0.823,0.823,0.823,0.000,0.848,0.564,5.364
baseline,baseline,baseline,true,all,all,105,100,0.782,0.799,0.819,0.819,0.819,0.000,0.846,0.564,5.331
baseline,baseline,baseline,true,all,all,106,100,0.779,0.797,0.821,0.821,0.821,0.000,0.845,0.565,5.353
baseline,baseline,baseline,true,all,all,107,100,0.781,0.798,0.823,0.823,0.823,0.000,0.844,0.565,5.351
baseline,baseline,baseline,true,all,all,108,100,0.781,0.796,0.822,0.822,0.822,0.000,0.846,0.562,5.320
baseline,baseline,baseline,true,all,all,109,100,0.781,0.797,0.821,0.821,0.821,0.000,0.849,0.564,5.350
baseline,baseline,baseline,true,all,all,110,100,0.781,0.794,0.822,0.822,0.822,0.000,0.852,0.563,5.350
baseline,baseline,baseline,true,all,all,111,100,0.779,0.792,0.821,0.821,0.821,0.000,0.853,0.563,5.340
baseline,baseline,baseline,true,all,all,112,100,0.777,0.793,0.821,0.821,0.821,0.000,0.851,0.562,5.333
baseline,baseline,baseline,true,all,all,113,100,0.779,0.795,0.822,0.822,0.822,0.000,0.852,0.564,5.363
baseline,baseline,baseline,true,all,all,114,100,0.777,0.792,0.819,0.819,0.819,0.000,0.852,0.563,5.337
baseline,baseline,baseline,true,all,all,115,100,0.775,0.794,0.823,0.823,0.823,0.000,0.855,0.562,5.341
baseline,baseline,baseline,true,all,all,116,100,0.774,0.798,0.820,0.820,0.820,0.000,0.853,0.561,5.317
baseline,baseline,baseline,true,all,all,117,100,0.773,0.792,0.819,0.819,0.819,0.000,0.849,0.561,5.321
baseline,baseline,baseline,true,all,all,118,100,0.772,0.792,0.821,0.821,0.821,0.000,0.847,0.561,5.313
baseline,baseline,baseline,true,all,all,119,100,0.770,0.796,0.819,0.819,0.819,0.000,0.844,0.562,5.303
baseline,baseline,baseline,true,all,all,120,100,0.768,0.792,0.820,0.820,0.820,0.000,0.847,0.561,5.309
baseline,baseline,baseline,true,comparison,successful,0,91,0.074,0.125,0.000,0.000,0.000,0.000,0.000,0.164,0.517
baseline,baseline,baseline,true,comparison,successful,1,91,0.090,0.136,0.034,0.034,0.034,0.000,0.036,0.221,0.901
baseline,baseline,baseline,true,comparison,successful,2,91,0.109,0.146,0.059,0.059,0.059,0.000,0.063,0.267,1.240
baseline,baseline,baseline,true,comparison,successful,3,91,0.124,0.161,0.079,0.079,0.079,0.000,0.087,0.313,1.587
baseline,baseline,baseline,true,comparison,successful,4,91,0.140,0.176,0.098,0.098,0.098,0.000,0.110,0.351,1.884
baseline,baseline,baseline,true,comparison,successful,5,91,0.162,0.193,0.115,0.115,0.115,0.000,0.132,0.385,2.155
baseline,baseline,baseline,true,comparison,successful,6,91,0.183,0.212,0.131,0.131,0.131,0.000,0.156,0.414,2.383
baseline,baseline,baseline,true,comparison,successful,7,91,0.202,0.222,0.143,0.143,0.143,0.000,0.176,0.432,2.538
baseline,baseline,baseline,true,comparison,successful,8,91,0.217,0.235,0.156,0.156,0.156,0.000,0.196,0.448,2.677
baseline,baseline,baseline,true,comparison,successful,9,91,0.239,0.252,0.167,0.167,0.167,0.000,0.219,0.461,2.802
baseline,baseline,baseline,true,comparison,successful,10,91,0.259,0.272,0.177,0.177,0.177,0.000,0.241,0.470,2.902
baseline,baseline,baseline,true,comparison,successful,11,91,0.280,0.292,0.187,0.187,0.187,0.000,0.260,0.477,2.984
baseline,baseline,baseline,true,comparison,successful,12,91,0.299,0.310,0.192,0.192,0.192,0.000,0.288,0.483,3.070
baseline,baseline,baseline,true,comparison,successful,13,91,0.314,0.330,0.203,0.203,0.203,0.000,0.308,0.487,3.133
baseline,baseline,baseline,true,comparison,successful,14,91,0.326,0.350,0.215,0.215,0.215,0.000,0.328,0.490,3.202
baseline,baseline,baseline,true,comparison,successful,15,91,0.338,0.370,0.224,0.224,0.224,0.000,0.355,0.495,3.274
baseline,baseline,baseline,true,comparison,successful,16,91,0.356,0.387,0.226,0.226,0.226,0.000,0.379,0.500,3.358
baseline,baseline,baseline,true,comparison,successful,17,91,0.370,0.400,0.234,0.234,0.234,0.000,0.398,0.502,3.398
baseline,baseline,baseline,true,comparison,successful,18,91,0.387,0.413,0.242,0.242,0.242,0.000,0.421,0.505,3.463
baseline,baseline,baseline,true,comparison,successful,19,91,0.403,0.430,0.248,0.248,0.248,0.000,0.443,0.507,3.514
baseline,baseline,baseline,true,comparison,successful,20,91,0.421,0.446,0.256,0.256,0.256,0.000,0.458,0.508,3.559
baseline,baseline,baseline,true,comparison,successful,21,91,0.441,0.462,0.261,0.261,0.261,0.000,0.474,0.511,3.619
baseline,baseline,baseline,true,comparison,successful,22,91,0.456,0.473,0.264,0.264,0.264,0.000,0.492,0.513,3.678
baseline,baseline,baseline,true,comparison,successful,23,91,0.464,0.485,0.267,0.267,0.267,0.000,0.511,0.513,3.727
baseline,baseline,baseline,true,comparison,successful,24,91,0.483,0.502,0.277,0.277,0.277,0.000,0.526,0.513,3.744
baseline,baseline,baseline,true,comparison,successful,25,91,0.494,0.518,0.283,0.283,0.283,0.000,0.542,0.516,3.820
baseline,baseline,baseline,true,comparison,successful,26,91,0.512,0.535,0.287,0.287,0.287,0.000,0.552,0.516,3.841
baseline,baseline,baseline,true,comparison,successful,27,91,0.529,0.550,0.295,0.295,0.295,0.000,0.571,0.518,3.887
baseline,baseline,baseline,true,comparison,successful,28,91,0.539,0.563,0.303,0.303,0.303,0.000,0.575,0.521,3.952
baseline,baseline,baseline,true,comparison,successful,29,91,0.542,0.576,0.313,0.313,0.313,0.000,0.583,0.521,3.976
baseline,baseline,baseline,true,comparison,successful,30,91,0.551,0.590,0.329,0.329,0.329,0.000,0.585,0.524,4.012
baseline,baseline,baseline,true,comparison,successful,31,91,0.569,0.605,0.339,0.339,0.339,0.000,0.597,0.525,4.047
baseline,baseline,baseline,true,comparison,successful,32,91,0.579,0.619,0.349,0.349,0.349,0.000,0.611,0.525,4.079
baseline,baseline,baseline,true,comparison,successful,33,91,0.589,0.630,0.355,0.355,0.355,0.000,0.616,0.529,4.133
baseline,baseline,baseline,true,comparison,successful,34,91,0.603,0.643,0.372,0.372,0.372,0.000,0.625,0.530,4.179
baseline,baseline,baseline,true,comparison,successful,35,91,0.610,0.648,0.382,0.382,0.382,0.000,0.631,0.532,4.214
baseline,baseline,baseline,true,comparison,successful,36,91,0.617,0.656,0.396,0.396,0.396,0.000,0.644,0.532,4.251
baseline,baseline,baseline,true,comparison,successful,37,91,0.623,0.661,0.412,0.412,0.412,0.000,0.649,0.533,4.285
baseline,baseline,baseline,true,comparison,successful,38,91,0.628,0.666,0.424,0.424,0.424,0.000,0.653,0.533,4.290
baseline,baseline,baseline,true,comparison,successful,39,91,0.635,0.677,0.431,0.431,0.431,0.000,0.657,0.533,4.322
baseline,baseline,baseline,true,comparison,successful,40,91,0.642,0.687,0.440,0.440,0.440,0.000,0.660,0.534,4.356
baseline,baseline,baseline,true,comparison,successful,41,91,0.647,0.688,0.456,0.456,0.456,0.000,0.666,0.535,4.382
baseline,baseline,baseline,true,comparison,successful,42,91,0.653,0.696,0.466,0.466,0.466,0.000,0.677,0.538,4.430
baseline,baseline,baseline,true,comparison,successful,43,91,0.660,0.700,0.478,0.478,0.478,0.000,0.687,0.539,4.461
baseline,baseline,baseline,true,comparison,successful,44,91,0.661,0.707,0.489,0.489,0.489,0.000,0.698,0.539,4.493
baseline,baseline,baseline,true,comparison,successful,45,91,0.666,0.711,0.498,0.498,0.498,0.000,0.706,0.539,4.511
baseline,baseline,baseline,true,comparison,successful,46,91,0.674,0.712,0.507,0.507,0.507,0.000,0.714,0.538,4.530
baseline,baseline,baseline,true,comparison,successful,47,91,0.679,0.718,0.514,0.514,0.514,0.000,0.722,0.539,4.556
baseline,baseline,baseline,true,comparison,successful,48,91,0.691,0.719,0.526,0.526,0.526,0.000,0.726,0.541,4.595
baseline,baseline,baseline,true,comparison,successful,49,91,0.691,0.726,0.537,0.537,0.537,0.000,0.731,0.542,4.633
baseline,baseline,baseline,true,comparison,successful,50,91,0.695,0.730,0.541,0.541,0.541,0.000,0.736,0.543,4.670
baseline,baseline,baseline,true,comparison,successful,51,91,0.695,0.735,0.553,0.553,0.553,0.000,0.739,0.544,4.683
baseline,baseline,baseline,true,comparison,successful,52,91,0.699,0.730,0.559,0.559,0.559,0.000,0.744,0.544,4.704
baseline,baseline,baseline,true,comparison,successful,53,91,0.704,0.733,0.572,0.572,0.572,0.000,0.746,0.546,4.750
baseline,baseline,baseline,true,comparison,successful,54,91,0.706,0.732,0.581,0.581,0.581,0.000,0.752,0.546,4.748
baseline,baseline,baseline,true,comparison,successful,55,91,0.716,0.736,0.589,0.589,0.589,0.000,0.752,0.547,4.762
baseline,baseline,baseline,true,comparison,successful,56,91,0.723,0.740,0.603,0.603,0.603,0.000,0.753,0.549,4.812
baseline,baseline,baseline,true,comparison,successful,57,91,0.728,0.742,0.610,0.610,0.610,0.000,0.759,0.550,4.824
baseline,baseline,baseline,true,comparison,successful,58,91,0.730,0.751,0.624,0.624,0.624,0.000,0.762,0.549,4.845
baseline,baseline,baseline,true,comparison,successful,59,91,0.733,0.754,0.633,0.633,0.633,0.000,0.765,0.550,4.867
baseline,baseline,baseline,true,comparison,successful,60,91,0.736,0.753,0.642,0.642,0.642,0.000,0.772,0.551,4.896
baseline,baseline,baseline,true,comparison,successful,61,91,0.744,0.755,0.648,0.648,0.648,0.000,0.775,0.551,4.902
baseline,baseline,baseline,true,comparison,successful,62,91,0.741,0.758,0.662,0.662,0.662,0.000,0.783,0.552,4.954
baseline,baseline,baseline,true,comparison,successful,63,91,0.748,0.760,0.673,0.673,0.673,0.000,0.792,0.553,4.989
baseline,baseline,baseline,true,comparison,successful,64,91,0.748,0.761,0.686,0.686,0.686,0.000,0.803,0.554,5.029
baseline,baseline,baseline,true,comparison,successful,65,91,0.749,0.764,0.698,0.698,0.698,0.000,0.805,0.555,5.061
baseline,baseline,baseline,true,comparison,successful,66,91,0.755,0.766,0.702,0.702,0.702,0.000,0.805,0.555,5.063
baseline,baseline,baseline,true,comparison,successful,67,91,0.754,0.767,0.703,0.703,0.703,0.000,0.805,0.555,5.055
baseline,baseline,baseline,true,comparison,successful,68,91,0.755,0.769,0.709,0.709,0.709,0.000,0.806,0.555,5.058
baseline,baseline,baseline,true,comparison,successful,69,91,0.756,0.774,0.715,0.715,0.715,0.000,0.805,0.558,5.101
baseline,baseline,baseline,true,comparison,successful,70,91,0.757,0.770,0.723,0.723,0.723,0.000,0.807,0.558,5.113
baseline,baseline,baseline,true,comparison,successful,71,91,0.762,0.776,0.734,0.734,0.734,0.000,0.810,0.559,5.127
baseline,baseline,baseline,true,comparison,successful,72,91,0.763,0.776,0.734,0.734,0.734,0.000,0.813,0.558,5.125
baseline,baseline,baseline,true,comparison,successful,73,91,0.765,0.775,0.735,0.735,0.735,0.000,0.817,0.557,5.119
baseline,baseline,baseline,true,comparison,successful,74,91,0.763,0.774,0.744,0.744,0.744,0.000,0.819,0.558,5.148
baseline,baseline,baseline,true,comparison,successful,75,91,0.765,0.776,0.752,0.752,0.752,0.000,0.827,0.558,5.167
baseline,baseline,baseline,true,comparison,successful,76,91,0.765,0.780,0.758,0.758,0.758,0.000,0.823,0.558,5.175
baseline,baseline,baseline,true,comparison,successful,77,91,0.765,0.782,0.767,0.767,0.767,0.000,0.830,0.559,5.214
baseline,baseline,baseline,true,comparison,successful,78,91,0.763,0.782,0.774,0.774,0.774,0.000,0.834,0.558,5.214
baseline,baseline,baseline,true,comparison,successful,79,91,0.768,0.785,0.785,0.785,0.785,0.000,0.837,0.560,5.264
baseline,baseline,baseline,true,comparison,successful,80,91,0.771,0.782,0.788,0.788,0.788,0.000,0.838,0.560,5.260
baseline,baseline,baseline,true,comparison,successful,81,91,0.771,0.783,0.791,0.791,0.791,0.000,0.841,0.560,5.272
baseline,baseline,baseline,true,comparison,successful,82,91,0.772,0.786,0.793,0.793,0.793,0.000,0.843,0.561,5.288
baseline,baseline,baseline,true,comparison,successful,83,91,0.769,0.788,0.793,0.793,0.793,0.000,0.843,0.560,5.268
baseline,baseline,baseline,true,comparison,successful,84,91,0.773,0.793,0.791,0.791,0.791,0.000,0.843,0.560,5.260
baseline,baseline,baseline,true,comparison,successful,85,91,0.771,0.795,0.796,0.796,0.796,0.000,0.843,0.561,5.294
baseline,baseline,baseline,true,comparison,successful,86,91,0.763,0.798,0.796,0.796,0.796,0.000,0.843,0.561,5.277
baseline,baseline,baseline,true,comparison,successful,87,91,0.763,0.800,0.800,0.800,0.800,0.000,0.845,0.564,5.317
baseline,baseline,baseline,true,comparison,successful,88,91,0.772,0.802,0.807,0.807,0.807,0.000,0.846,0.562,5.304
baseline,baseline,baseline,true,comparison,successful,89,91,0.773,0.800,0.809,0.809,0.809,0.000,0.847,0.563,5.329
baseline,baseline,baseline,true,comparison,successful,90,91,0.772,0.799,0.809,0.809,0.809,0.000,0.845,0.563,5.324
baseline,baseline,baseline,true,comparison,successful,91,91,0.773,0.802,0.815,0.815,0.815,0.000,0.849,0.563,5.338
baseline,baseline,baseline,true,comparison,successful,92,91,0.777,0.799,0.816,0.816,0.816,0.000,0.849,0.565,5.361
baseline,baseline,baseline,true,comparison,successful,93,91,0.775,0.800,0.818,0.818,0.818,0.000,0.853,0.566,5.385
baseline,baseline,baseline,true,comparison,successful,94,91,0.775,0.801,0.820,0.820,0.820,0.000,0.851,0.565,5.362
baseline,baseline,baseline,true,comparison,successful,95,91,0.777,0.804,0.820,0.820,0.820,0.000,0.849,0.567,5.377
baseline,baseline,baseline,true,comparison,successful,96,91,0.779,0.802,0.826,0.826,0.826,0.000,0.849,0.567,5.393
baseline,baseline,baseline,true,comparison,successful,97,91,0.781,0.804,0.833,0.833,0.833,0.000,0.851,0.568,5.415
baseline,baseline,baseline,true,comparison,successful,98,91,0.784,0.806,0.834,0.834,0.834,0.000,0.852,0.567,5.406
baseline,baseline,baseline,true,comparison,successful,99,91,0.782,0.808,0.833,0.833,0.833,0.000,0.857,0.567,5.425
baseline,baseline,baseline,true,comparison,successful,100,91,0.785,0.807,0.834,0.834,0.834,0.000,0.857,0.567,5.419
baseline,baseline,baseline,true,comparison,successful,101,91,0.783,0.804,0.836,0.836,0.836,0.000,0.858,0.567,5.419
baseline,baseline,baseline,true,comparison,successful,102,91,0.786,0.809,0.835,0.835,0.835,0.000,0.854,0.565,5.396
baseline,baseline,baseline,true,comparison,successful,103,91,0.783,0.806,0.836,0.836,0.836,0.000,0.853,0.566,5.388
baseline,baseline,baseline,true,comparison,successful,104,91,0.784,0.805,0.834,0.834,0.834,0.000,0.852,0.565,5.381
baseline,baseline,baseline,true,comparison,successful,105,91,0.783,0.801,0.831,0.831,0.831,0.000,0.849,0.564,5.357
baseline,baseline,baseline,true,comparison,successful,106,91,0.781,0.798,0.832,0.832,0.832,0.000,0.850,0.565,5.373
baseline,baseline,baseline,true,comparison,successful,107,91,0.782,0.799,0.834,0.834,0.834,0.000,0.847,0.565,5.369
baseline,baseline,baseline,true,comparison,successful,108,91,0.782,0.798,0.834,0.834,0.834,0.000,0.849,0.563,5.343
baseline,baseline,baseline,true,comparison,successful,109,91,0.783,0.798,0.833,0.833,0.833,0.000,0.851,0.565,5.373
baseline,baseline,baseline,true,comparison,successful,110,91,0.783,0.796,0.832,0.832,0.832,0.000,0.855,0.564,5.368
baseline,baseline,baseline,true,comparison,successful,111,91,0.782,0.795,0.831,0.831,0.831,0.000,0.856,0.563,5.359
