number,state,value,seed,food_site_count,food_site_radius,food_site_capacity,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_dance_propensity
0,COMPLETE,-8.350,100,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.918,0.007,0.030,0.734,0.487,0.838,0.487,0.141
0,COMPLETE,-8.350,101,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.424,0.008,0.023,0.893,0.212,0.320,0.212,0.632
0,COMPLETE,-8.350,102,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.833,0.008,0.042,0.704,0.416,0.921,0.416,0.490
0,COMPLETE,-8.350,103,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.392,0.008,0.032,0.544,0.196,0.490,0.196,0.154
0,COMPLETE,-8.350,104,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.257,0.007,0.023,0.829,0.902,0.129,0.129,0.542
0,COMPLETE,-8.350,105,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,true,true,1.000,0.014,0.027,0.802,0.812,0.820,0.812,0.095
0,COMPLETE,-8.350,106,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.411,0.007,0.026,0.703,0.472,0.206,0.206,0.253
0,COMPLETE,-8.350,107,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.947,0.010,0.037,0.757,0.734,0.926,0.734,0.915
0,COMPLETE,-8.350,108,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.462,0.011,0.052,0.861,0.231,0.488,0.231,0.673
0,COMPLETE,-8.350,109,1,330.000,4,0.480,7500.000,5.250000e-05,0.140,0.000,false,true,0.857,0.009,0.046,0.686,0.823,0.702,0.702,0.308
1,COMPLETE,0.165,100,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.181,0.116,0.545,0.145,0.242,0.244,0.242,0.888
1,COMPLETE,0.165,101,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.159,0.120,0.521,0.127,0.196,0.104,0.104,0.520
1,COMPLETE,0.165,102,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.110,0.117,0.570,0.088,0.315,0.338,0.315,0.677
1,COMPLETE,0.165,103,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.167,0.120,0.531,0.134,0.092,0.137,0.092,0.852
1,COMPLETE,0.165,104,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.139,0.120,0.582,0.111,0.159,0.200,0.159,0.688
1,COMPLETE,0.165,105,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.120,0.117,0.608,0.096,0.256,0.165,0.165,0.535
1,COMPLETE,0.165,106,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.282,0.113,0.480,0.225,0.160,0.203,0.160,0.596
1,COMPLETE,0.165,107,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.174,0.112,0.485,0.139,0.207,0.185,0.185,0.509
1,COMPLETE,0.165,108,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.169,0.114,0.492,0.135,0.283,0.455,0.283,0.586
1,COMPLETE,0.165,109,2,270.000,5,0.100,5250.000,2.250000e-05,0.080,0.800,false,false,0.150,0.115,0.496,0.120,0.208,0.215,0.208,0.433
2,COMPLETE,0.232,100,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.166,0.130,0.855,0.133,0.166,0.137,0.137,0.705
2,COMPLETE,0.232,101,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.297,0.128,0.900,0.237,0.205,0.191,0.191,0.558
2,COMPLETE,0.232,102,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.310,0.113,0.764,0.248,0.244,0.204,0.204,0.672
2,COMPLETE,0.232,103,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.170,0.123,0.812,0.136,0.249,0.271,0.249,0.699
2,COMPLETE,0.232,104,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.222,0.127,0.812,0.179,0.181,0.111,0.111,0.680
2,COMPLETE,0.232,105,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.203,0.125,0.846,0.163,0.257,0.180,0.180,0.662
2,COMPLETE,0.232,106,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.136,0.122,0.825,0.109,0.283,0.270,0.270,0.599
2,COMPLETE,0.232,107,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.301,0.109,0.720,0.240,0.227,0.265,0.227,0.682
2,COMPLETE,0.232,108,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.226,0.136,0.962,0.180,0.176,0.206,0.176,0.829
2,COMPLETE,0.232,109,3,240.000,3,0.400,6250.000,1.500000e-05,0.090,0.800,false,false,0.286,0.122,0.785,0.228,0.282,0.296,0.282,0.534
3,COMPLETE,1.319,100,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.217,0.392,4.646,0.393,0.159,0.108,0.108,0.720
3,COMPLETE,1.319,101,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.407,0.401,4.656,0.334,0.205,0.204,0.204,0.930
3,COMPLETE,1.319,102,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.285,0.408,4.936,0.484,0.142,0.185,0.142,0.846
3,COMPLETE,1.319,103,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,true,false,1.000,0.350,4.645,0.832,0.708,0.649,0.649,0.859
3,COMPLETE,1.319,104,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.208,0.380,4.233,0.166,0.220,0.167,0.167,0.696
3,COMPLETE,1.319,105,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.124,0.421,4.602,0.099,0.204,0.128,0.128,0.574
3,COMPLETE,1.319,106,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.207,0.403,4.470,0.165,0.289,0.394,0.289,0.662
3,COMPLETE,1.319,107,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.280,0.439,4.971,0.224,0.144,0.262,0.144,0.776
3,COMPLETE,1.319,108,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.305,0.370,4.378,0.423,0.153,0.226,0.153,0.791
3,COMPLETE,1.319,109,6,345.000,7,0.340,3750.000,2.000000e-05,0.040,0.300,false,false,0.158,0.410,4.752,0.327,0.331,0.079,0.079,0.869
4,COMPLETE,0.212,100,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.173,0.143,0.596,0.139,0.266,0.287,0.266,0.712
4,COMPLETE,0.212,101,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.260,0.152,0.613,0.208,0.190,0.300,0.190,0.584
4,COMPLETE,0.212,102,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.199,0.150,0.622,0.159,0.245,0.196,0.196,0.722
4,COMPLETE,0.212,103,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.213,0.155,0.653,0.171,0.210,0.186,0.186,0.635
4,COMPLETE,0.212,104,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.143,0.149,0.678,0.114,0.236,0.232,0.232,0.797
4,COMPLETE,0.212,105,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.240,0.147,0.630,0.192,0.222,0.276,0.222,0.510
4,COMPLETE,0.212,106,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.240,0.147,0.617,0.192,0.147,0.272,0.147,0.818
4,COMPLETE,0.212,107,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.227,0.140,0.508,0.181,0.184,0.206,0.184,0.796
4,COMPLETE,0.212,108,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.264,0.147,0.604,0.211,0.305,0.205,0.205,0.604
4,COMPLETE,0.212,109,6,135.000,5,0.140,3500.000,4.500000e-05,0.110,0.200,false,false,0.158,0.153,0.668,0.126,0.189,0.458,0.189,0.632
5,COMPLETE,5.950,100,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,false,false,0.964,0.148,1.087,0.771,0.774,0.707,0.707,0.618
5,COMPLETE,5.950,101,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,false,false,0.643,0.173,1.350,0.514,0.451,0.457,0.451,0.646
5,COMPLETE,5.950,102,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,false,false,0.952,0.155,1.234,0.761,0.740,0.753,0.740,0.638
5,COMPLETE,5.950,103,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,true,false,1.000,0.158,1.331,0.855,0.846,0.738,0.738,0.485
5,COMPLETE,5.950,104,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,true,false,1.000,0.174,1.506,0.815,0.825,0.840,0.825,0.511
5,COMPLETE,5.950,105,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,false,false,0.981,0.154,1.197,0.785,0.787,0.714,0.714,0.386
5,COMPLETE,5.950,106,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,true,false,1.000,0.165,1.487,0.869,0.866,0.867,0.866,0.713
5,COMPLETE,5.950,107,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,true,false,1.000,0.161,1.336,0.808,0.874,0.879,0.874,0.585
5,COMPLETE,5.950,108,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,true,false,1.000,0.163,1.357,0.814,0.842,0.830,0.830,0.448
5,COMPLETE,5.950,109,8,150.000,9,0.480,5500.000,2.500000e-05,0.140,0.300,false,false,0.962,0.156,1.275,0.769,0.769,0.790,0.769,0.631
6,COMPLETE,-7.482,100,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,false,true,0.167,0.002,0.006,0.538,0.083,0.106,0.083,0.750
6,COMPLETE,-7.482,101,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,false,true,0.881,0.011,0.004,0.705,0.839,0.828,0.828,0.643
6,COMPLETE,-7.482,102,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,false,true,0.247,0.003,0.001,0.392,0.124,0.123,0.123,0.658
6,COMPLETE,-7.482,103,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,false,true,0.549,0.004,0.001,0.439,0.798,0.912,0.798,0.482
6,COMPLETE,-7.482,104,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,false,true,0.142,0.003,0.005,0.114,0.205,0.359,0.205,0.378
6,COMPLETE,-7.482,105,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,true,true,1.000,0.002,0.006,0.941,0.589,0.736,0.589,0.892
6,COMPLETE,-7.482,106,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,false,true,0.195,0.008,0.007,0.156,0.152,0.127,0.127,0.196
6,COMPLETE,-7.482,107,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,false,true,0.140,0.004,0.001,0.112,0.394,0.127,0.127,0.681
6,COMPLETE,-7.482,108,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,false,true,0.864,0.003,0.006,0.691,0.780,0.696,0.696,0.417
6,COMPLETE,-7.482,109,1,180.000,10,0.400,5500.000,4.000000e-05,0.120,0.900,true,true,1.000,0.003,0.001,0.859,0.766,0.863,0.766,0.536
7,COMPLETE,0.279,100,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.240,0.240,2.440,0.192,0.236,0.285,0.236,0.722
7,COMPLETE,0.279,101,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.160,0.272,2.783,0.128,0.265,0.261,0.261,0.672
7,COMPLETE,0.279,102,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.424,0.245,2.551,0.339,0.259,0.291,0.259,0.713
7,COMPLETE,0.279,103,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.295,0.244,2.517,0.266,0.148,0.278,0.148,0.685
7,COMPLETE,0.279,104,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.227,0.245,2.509,0.182,0.316,0.413,0.316,0.498
7,COMPLETE,0.279,105,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.203,0.251,2.558,0.163,0.294,0.340,0.294,0.612
7,COMPLETE,0.279,106,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.257,0.234,2.435,0.333,0.129,0.148,0.129,0.627
7,COMPLETE,0.279,107,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.388,0.229,2.398,0.322,0.194,0.246,0.194,0.540
7,COMPLETE,0.279,108,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.377,0.232,2.422,0.331,0.199,0.189,0.189,0.416
7,COMPLETE,0.279,109,5,285.000,3,0.200,5250.000,1.250000e-05,0.080,0.400,false,false,0.215,0.263,2.696,0.172,0.319,0.350,0.319,0.311
8,COMPLETE,-9.697,100,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.306,0.028,0.001,0.385,0.153,0.259,0.153,0.844
8,COMPLETE,-9.697,101,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.326,0.015,0.001,0.260,0.198,0.691,0.198,0.629
8,COMPLETE,-9.697,102,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.336,0.025,0.001,0.327,0.248,0.168,0.168,0.765
8,COMPLETE,-9.697,103,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.255,0.015,0.001,0.204,0.167,0.801,0.167,0.244
8,COMPLETE,-9.697,104,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.226,0.024,0.001,0.181,0.241,0.413,0.241,0.690
8,COMPLETE,-9.697,105,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.174,0.029,0.001,0.139,0.427,0.199,0.199,0.578
8,COMPLETE,-9.697,106,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.246,0.017,0.001,0.230,0.123,0.146,0.123,0.725
8,COMPLETE,-9.697,107,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.149,0.017,0.001,0.119,0.260,0.227,0.227,0.259
8,COMPLETE,-9.697,108,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.711,0.011,0.001,0.569,0.482,0.922,0.482,0.605
8,COMPLETE,-9.697,109,5,60.000,5,0.420,7250.000,5.750000e-05,0.040,0.500,false,true,0.306,0.009,0.001,0.245,0.336,0.291,0.291,0.931
9,COMPLETE,0.388,100,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.264,0.287,2.304,0.211,0.188,0.177,0.177,0.730
9,COMPLETE,0.388,101,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.262,0.269,2.081,0.209,0.337,0.335,0.335,0.645
9,COMPLETE,0.388,102,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.190,0.273,2.150,0.152,0.281,0.310,0.281,0.680
9,COMPLETE,0.388,103,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.137,0.269,2.082,0.110,0.277,0.266,0.266,0.585
9,COMPLETE,0.388,104,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.403,0.257,2.040,0.323,0.223,0.265,0.223,0.826
9,COMPLETE,0.388,105,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.691,0.256,2.083,0.553,0.724,0.699,0.699,0.524
9,COMPLETE,0.388,106,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.257,0.269,2.077,0.206,0.267,0.241,0.241,0.509
9,COMPLETE,0.388,107,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.399,0.276,2.277,0.319,0.344,0.346,0.344,0.690
9,COMPLETE,0.388,108,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.985,0.237,1.950,0.788,0.811,0.802,0.802,0.646
9,COMPLETE,0.388,109,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.288,0.243,1.911,0.230,0.388,0.345,0.345,0.448
10,COMPLETE,7.917,100,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,true,false,1.000,0.379,4.196,0.822,0.805,0.805,0.805,0.621
10,COMPLETE,7.917,101,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,false,false,0.971,0.373,3.920,0.777,0.854,0.854,0.854,0.289
10,COMPLETE,7.917,102,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,true,false,1.000,0.403,4.376,0.838,0.812,0.812,0.812,0.436
10,COMPLETE,7.917,103,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,true,false,1.000,0.383,4.295,0.888,0.857,0.857,0.857,0.683
10,COMPLETE,7.917,104,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,false,false,0.211,0.373,3.346,0.169,0.229,0.229,0.229,0.448
10,COMPLETE,7.917,105,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,true,false,1.000,0.391,4.246,0.857,0.760,0.760,0.760,0.802
10,COMPLETE,7.917,106,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,true,false,1.000,0.412,4.730,0.895,0.888,0.888,0.888,0.385
10,COMPLETE,7.917,107,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,false,false,0.988,0.396,4.274,0.791,0.884,0.884,0.884,0.501
10,COMPLETE,7.917,108,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,true,false,1.000,0.395,4.325,0.832,0.801,0.801,0.801,0.566
10,COMPLETE,7.917,109,7,345.000,5,0.320,4750.000,4.250000e-05,0.090,1.000,true,false,1.000,0.399,4.406,0.871,0.760,0.760,0.760,0.475
11,COMPLETE,0.183,100,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.172,0.287,2.328,0.138,0.191,0.281,0.191,0.756
11,COMPLETE,0.183,101,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.140,0.292,2.426,0.241,0.137,0.070,0.070,0.719
11,COMPLETE,0.183,102,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.136,0.296,2.425,0.109,0.107,0.109,0.107,0.757
11,COMPLETE,0.183,103,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.211,0.283,2.268,0.169,0.171,0.243,0.171,0.830
11,COMPLETE,0.183,104,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.206,0.288,2.447,0.165,0.164,0.315,0.164,0.905
11,COMPLETE,0.183,105,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.171,0.279,2.213,0.137,0.372,0.339,0.339,0.763
11,COMPLETE,0.183,106,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.250,0.284,2.291,0.200,0.245,0.285,0.245,0.710
11,COMPLETE,0.183,107,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.184,0.283,2.298,0.147,0.208,0.366,0.208,0.765
11,COMPLETE,0.183,108,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.241,0.275,2.278,0.193,0.131,0.278,0.131,0.525
11,COMPLETE,0.183,109,4,345.000,4,0.180,5000.000,3.250000e-05,0.050,0.800,false,false,0.120,0.279,2.263,0.096,0.187,0.070,0.070,0.764
12,COMPLETE,-9.702,100,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.510,0.002,0.001,0.408,0.471,0.418,0.418,0.638
12,COMPLETE,-9.702,101,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.143,0.003,0.001,0.114,0.154,0.334,0.154,0.716
12,COMPLETE,-9.702,102,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.378,0.022,0.001,0.503,0.430,0.189,0.189,0.630
12,COMPLETE,-9.702,103,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.200,0.004,0.001,0.160,0.744,0.124,0.124,0.497
12,COMPLETE,-9.702,104,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.300,0.038,0.001,0.240,0.221,0.365,0.221,0.859
12,COMPLETE,-9.702,105,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.668,0.037,0.001,0.605,0.334,0.406,0.334,0.818
12,COMPLETE,-9.702,106,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.173,0.008,0.001,0.138,0.266,0.292,0.266,0.933
12,COMPLETE,-9.702,107,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.253,0.008,0.001,0.203,0.425,0.232,0.232,0.233
12,COMPLETE,-9.702,108,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.145,0.030,0.001,0.249,0.072,0.177,0.072,0.667
12,COMPLETE,-9.702,109,3,90.000,4,0.260,3500.000,5.750000e-05,0.040,0.400,false,true,0.210,0.033,0.001,0.168,0.437,0.397,0.397,0.628
13,COMPLETE,8.871,100,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,true,false,1.000,0.349,4.978,0.868,0.905,0.901,0.901,0.615
13,COMPLETE,8.871,101,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,true,false,1.000,0.351,5.110,0.884,0.874,0.826,0.826,0.807
13,COMPLETE,8.871,102,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,true,false,1.000,0.327,4.669,0.891,0.702,0.664,0.664,0.689
13,COMPLETE,8.871,103,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,false,false,0.267,0.374,4.025,0.214,0.180,0.160,0.160,0.525
13,COMPLETE,8.871,104,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,true,false,1.000,0.308,4.234,0.815,0.830,0.768,0.768,0.363
13,COMPLETE,8.871,105,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,true,false,1.000,0.355,5.151,0.875,0.895,0.899,0.895,0.809
13,COMPLETE,8.871,106,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,true,false,1.000,0.320,4.558,0.852,0.819,0.791,0.791,0.809
13,COMPLETE,8.871,107,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,false,false,0.445,0.292,3.994,0.893,0.223,0.222,0.222,0.416
13,COMPLETE,8.871,108,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,true,false,1.000,0.348,4.929,0.841,0.842,0.811,0.811,0.545
13,COMPLETE,8.871,109,5,330.000,4,0.580,3750.000,3.000000e-05,0.070,0.800,true,false,1.000,0.342,4.887,0.879,0.820,0.794,0.794,0.739
14,COMPLETE,-5.345,100,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,true,true,1.000,0.007,0.001,0.858,0.704,0.526,0.526,0.702
14,COMPLETE,-5.345,101,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,false,true,0.277,0.006,0.003,0.222,0.545,0.545,0.545,0.840
14,COMPLETE,-5.345,102,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,false,true,0.660,0.014,0.001,0.528,0.663,0.523,0.523,0.321
14,COMPLETE,-5.345,103,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,false,true,0.424,0.008,0.001,0.339,0.430,0.812,0.430,0.168
14,COMPLETE,-5.345,104,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,true,true,1.000,0.013,0.001,0.889,0.721,0.631,0.631,0.140
14,COMPLETE,-5.345,105,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,false,true,0.516,0.024,0.001,0.648,0.258,0.385,0.258,0.246
14,COMPLETE,-5.345,106,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,true,true,1.000,0.005,0.002,0.921,0.598,0.655,0.598,0.487
14,COMPLETE,-5.345,107,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,false,true,0.286,0.012,0.001,0.229,0.634,0.782,0.634,0.156
14,COMPLETE,-5.345,108,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,false,true,0.385,0.010,0.001,0.308,0.511,0.689,0.511,0.812
14,COMPLETE,-5.345,109,3,135.000,9,0.320,4750.000,5.750000e-05,0.120,0.900,true,true,1.000,0.033,0.006,0.865,0.889,0.889,0.889,0.642
15,COMPLETE,0.256,100,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.141,0.347,3.510,0.113,0.290,0.275,0.275,0.333
15,COMPLETE,0.256,101,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.318,0.340,3.414,0.255,0.187,0.283,0.187,0.597
15,COMPLETE,0.256,102,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.235,0.335,3.366,0.188,0.341,0.308,0.308,0.645
15,COMPLETE,0.256,103,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.285,0.322,3.274,0.350,0.168,0.143,0.143,0.803
15,COMPLETE,0.256,104,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.201,0.320,3.186,0.161,0.226,0.363,0.226,0.524
15,COMPLETE,0.256,105,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.279,0.331,3.291,0.223,0.231,0.469,0.231,0.524
15,COMPLETE,0.256,106,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.288,0.338,3.389,0.231,0.241,0.245,0.241,0.549
15,COMPLETE,0.256,107,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.300,0.333,3.349,0.240,0.282,0.328,0.282,0.642
15,COMPLETE,0.256,108,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.238,0.334,3.339,0.191,0.265,0.227,0.227,0.540
15,COMPLETE,0.256,109,8,300.000,7,0.140,6750.000,1.500000e-05,0.060,0.900,false,false,0.277,0.319,3.181,0.222,0.357,0.349,0.349,0.420
16,COMPLETE,-9.895,100,5,60.000,10,0.300,3250.000,3.500000e-05,0.070,0.600,false,true,0.066,0.041,0.003,0.053,0.114,0.078,0.078,0.633
16,COMPLETE,-9.895,101,5,60.000,10,0.300,3250.000,3.500000e-05,0.070,0.600,false,true,0.073,0.051,0.004,0.059,0.222,0.152,0.152,0.533
16,COMPLETE,-9.895,102,5,60.000,10,0.300,3250.000,3.500000e-05,0.070,0.600,false,true,0.101,0.023,0.002,0.288,0.050,0.086,0.050,0.838
16,COMPLETE,-9.895,103,5,60.000,10,0.300,3250.000,3.500000e-05,0.070,0.600,false,true,0.090,0.054,0.010,0.072,0.441,0.228,0.228,0.554
