number,state,value,seed,food_site_count,food_site_radius,food_site_capacity,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_dance_propensity
266,COMPLETE,-9.643,100,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.278,0.004,0.001,0.222,0.606,0.715,0.606,0.251
266,COMPLETE,-9.643,101,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.289,0.001,0.001,0.231,0.760,0.571,0.571,0.421
266,COMPLETE,-9.643,102,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.297,0.008,0.001,0.237,0.546,0.412,0.412,0.343
266,COMPLETE,-9.643,103,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.248,0.004,0.001,0.199,0.754,0.144,0.144,0.868
266,COMPLETE,-9.643,104,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.372,0.009,0.001,0.486,0.186,0.190,0.186,0.339
266,COMPLETE,-9.643,105,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.506,0.012,0.001,0.405,0.646,0.416,0.416,0.503
266,COMPLETE,-9.643,106,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.699,0.007,0.001,0.713,0.349,0.801,0.349,0.573
266,COMPLETE,-9.643,107,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.190,0.007,0.001,0.152,0.774,0.517,0.517,0.320
266,COMPLETE,-9.643,108,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.359,0.009,0.001,0.287,0.230,0.293,0.230,0.828
266,COMPLETE,-9.643,109,1,90.000,8,0.260,4500.000,3.000000e-05,0.060,0.000,false,true,0.337,0.002,0.001,0.269,0.209,0.288,0.209,0.835
267,COMPLETE,2.350,100,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,false,false,0.166,0.174,0.659,0.133,0.254,0.232,0.232,0.618
267,COMPLETE,2.350,101,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,true,false,1.000,0.179,0.953,0.907,0.861,0.843,0.843,0.601
267,COMPLETE,2.350,102,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,false,false,0.161,0.194,0.685,0.129,0.310,0.284,0.284,0.513
267,COMPLETE,2.350,103,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,false,false,0.161,0.210,0.795,0.128,0.154,0.221,0.154,0.787
267,COMPLETE,2.350,104,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,false,false,0.152,0.184,0.803,0.122,0.243,0.246,0.243,0.810
267,COMPLETE,2.350,105,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,false,false,0.237,0.178,0.509,0.190,0.246,0.183,0.183,0.721
267,COMPLETE,2.350,106,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,false,false,0.171,0.210,0.852,0.137,0.160,0.200,0.160,0.648
267,COMPLETE,2.350,107,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,true,false,1.000,0.168,0.777,0.824,0.817,0.813,0.813,0.530
267,COMPLETE,2.350,108,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,false,false,0.268,0.164,0.556,0.214,0.189,0.278,0.189,0.643
267,COMPLETE,2.350,109,4,300.000,12,0.600,5750.000,5.000000e-05,0.130,0.000,false,false,0.181,0.178,0.658,0.145,0.292,0.187,0.187,0.690
268,COMPLETE,0.230,100,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.236,0.085,0.426,0.188,0.304,0.304,0.304,0.576
268,COMPLETE,0.230,101,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.253,0.091,0.492,0.202,0.148,0.148,0.148,0.690
268,COMPLETE,0.230,102,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.125,0.090,0.490,0.100,0.343,0.343,0.343,0.600
268,COMPLETE,0.230,103,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.208,0.085,0.453,0.166,0.250,0.250,0.250,0.524
268,COMPLETE,0.230,104,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.421,0.082,0.374,0.337,0.306,0.306,0.306,0.626
268,COMPLETE,0.230,105,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.238,0.089,0.466,0.190,0.204,0.204,0.204,0.578
268,COMPLETE,0.230,106,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.167,0.090,0.443,0.133,0.197,0.197,0.197,0.786
268,COMPLETE,0.230,107,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.221,0.091,0.453,0.176,0.172,0.172,0.172,0.523
268,COMPLETE,0.230,108,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.204,0.086,0.428,0.163,0.249,0.249,0.249,0.407
268,COMPLETE,0.230,109,5,120.000,4,0.340,5500.000,1.500000e-05,0.090,1.000,false,false,0.230,0.097,0.562,0.184,0.310,0.310,0.310,0.739
269,COMPLETE,6.918,100,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,true,false,1.000,0.270,3.206,0.839,0.841,0.831,0.831,0.689
269,COMPLETE,6.918,101,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,false,false,0.991,0.271,3.190,0.793,0.799,0.806,0.799,0.595
269,COMPLETE,6.918,102,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,false,false,0.295,0.268,2.771,0.236,0.413,0.492,0.413,0.577
269,COMPLETE,6.918,103,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,true,false,1.000,0.270,3.209,0.862,0.691,0.720,0.691,0.583
269,COMPLETE,6.918,104,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,true,false,1.000,0.287,3.463,0.851,0.829,0.794,0.794,0.407
269,COMPLETE,6.918,105,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,true,false,1.000,0.275,3.252,0.828,0.807,0.827,0.807,0.834
269,COMPLETE,6.918,106,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,true,false,1.000,0.259,3.031,0.818,0.771,0.774,0.771,0.481
269,COMPLETE,6.918,107,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,false,false,0.977,0.274,3.247,0.781,0.801,0.826,0.801,0.498
269,COMPLETE,6.918,108,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,true,false,1.000,0.290,3.446,0.818,0.861,0.852,0.852,0.774
269,COMPLETE,6.918,109,7,255.000,5,0.240,5000.000,1.500000e-05,0.100,0.900,false,false,0.919,0.277,3.241,0.735,0.727,0.736,0.727,0.661
270,COMPLETE,-0.827,100,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.196,0.106,0.149,0.157,0.330,0.299,0.299,0.713
270,COMPLETE,-0.827,101,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.138,0.118,0.231,0.110,0.301,0.399,0.301,0.603
270,COMPLETE,-0.827,102,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.170,0.115,0.236,0.136,0.278,0.230,0.230,0.551
270,COMPLETE,-0.827,103,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.222,0.107,0.148,0.178,0.249,0.254,0.249,0.587
270,COMPLETE,-0.827,104,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.118,0.119,0.260,0.095,0.257,0.275,0.257,0.621
270,COMPLETE,-0.827,105,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.227,0.106,0.195,0.182,0.138,0.324,0.138,0.588
270,COMPLETE,-0.827,106,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.137,0.098,0.134,0.110,0.357,0.343,0.343,0.739
270,COMPLETE,-0.827,107,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.179,0.107,0.172,0.143,0.201,0.194,0.194,0.606
270,COMPLETE,-0.827,108,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,true,0.155,0.110,0.254,0.124,0.193,0.370,0.193,0.781
270,COMPLETE,-0.827,109,4,135.000,10,0.100,3500.000,4.500000e-05,0.140,0.200,false,false,0.183,0.124,0.250,0.147,0.150,0.224,0.150,0.695
271,COMPLETE,0.224,100,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.173,0.205,1.755,0.261,0.086,0.095,0.086,0.798
271,COMPLETE,0.224,101,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.138,0.185,1.572,0.328,0.164,0.069,0.069,0.638
271,COMPLETE,0.224,102,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.300,0.190,1.586,0.294,0.150,0.178,0.150,0.652
271,COMPLETE,0.224,103,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.221,0.219,1.892,0.177,0.212,0.196,0.196,0.581
271,COMPLETE,0.224,104,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.145,0.215,1.808,0.116,0.162,0.147,0.147,0.340
271,COMPLETE,0.224,105,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.195,0.206,1.707,0.191,0.097,0.116,0.097,0.609
271,COMPLETE,0.224,106,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.205,0.227,1.956,0.181,0.102,0.111,0.102,0.742
271,COMPLETE,0.224,107,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.200,0.210,1.760,0.160,0.124,0.333,0.124,0.830
271,COMPLETE,0.224,108,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.360,0.203,1.757,0.288,0.274,0.303,0.274,0.732
271,COMPLETE,0.224,109,6,165.000,10,0.360,3500.000,3.000000e-05,0.050,0.700,false,false,0.307,0.204,1.743,0.246,0.258,0.231,0.231,0.569
272,COMPLETE,0.216,100,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.189,0.233,1.625,0.257,0.094,0.125,0.094,0.888
272,COMPLETE,0.216,101,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.200,0.254,1.759,0.160,0.175,0.152,0.152,0.699
272,COMPLETE,0.216,102,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.160,0.255,1.778,0.128,0.114,0.198,0.114,0.617
272,COMPLETE,0.216,103,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.244,0.244,1.632,0.195,0.196,0.156,0.156,0.398
272,COMPLETE,0.216,104,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.222,0.233,1.525,0.178,0.198,0.232,0.198,0.533
272,COMPLETE,0.216,105,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.183,0.209,1.297,0.147,0.277,0.237,0.237,0.540
272,COMPLETE,0.216,106,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.209,0.224,1.447,0.167,0.239,0.189,0.189,0.410
272,COMPLETE,0.216,107,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.248,0.230,1.460,0.199,0.283,0.124,0.124,0.782
272,COMPLETE,0.216,108,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.289,0.223,1.469,0.243,0.210,0.144,0.144,0.431
272,COMPLETE,0.216,109,3,285.000,11,0.380,3000.000,6.000000e-05,0.070,0.500,false,false,0.219,0.249,1.673,0.175,0.189,0.229,0.189,0.745
273,COMPLETE,0.219,100,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.339,0.105,1.067,0.271,0.176,0.197,0.176,0.863
273,COMPLETE,0.219,101,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.192,0.108,1.096,0.247,0.155,0.096,0.096,0.812
273,COMPLETE,0.219,102,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.133,0.103,0.976,0.106,0.192,0.492,0.192,0.881
273,COMPLETE,0.219,103,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.181,0.111,1.096,0.204,0.090,0.204,0.090,0.463
273,COMPLETE,0.219,104,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.191,0.108,1.043,0.153,0.250,0.294,0.250,0.622
273,COMPLETE,0.219,105,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.228,0.111,1.093,0.183,0.191,0.259,0.191,0.449
273,COMPLETE,0.219,106,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.255,0.118,1.193,0.204,0.139,0.146,0.139,0.715
273,COMPLETE,0.219,107,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.220,0.104,1.021,0.176,0.292,0.120,0.120,0.616
273,COMPLETE,0.219,108,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.187,0.112,1.091,0.150,0.332,0.163,0.163,0.613
273,COMPLETE,0.219,109,1,330.000,5,0.460,3500.000,1.000000e-05,0.040,0.000,false,false,0.261,0.115,1.162,0.221,0.131,0.254,0.131,0.893
274,COMPLETE,3.569,100,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,false,false,0.553,0.417,4.839,0.442,0.277,0.434,0.277,0.593
274,COMPLETE,3.569,101,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,false,false,0.300,0.471,5.285,0.250,0.150,0.281,0.150,0.647
274,COMPLETE,3.569,102,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,false,false,0.439,0.437,5.009,0.368,0.220,0.365,0.220,0.212
274,COMPLETE,3.569,103,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,true,false,1.000,0.426,5.428,0.820,0.766,0.813,0.766,0.625
274,COMPLETE,3.569,104,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,false,false,0.293,0.436,4.865,0.234,0.244,0.269,0.244,0.631
274,COMPLETE,3.569,105,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,false,false,0.369,0.425,4.768,0.295,0.238,0.271,0.238,0.820
274,COMPLETE,3.569,106,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,true,false,1.000,0.447,5.733,0.825,0.870,0.830,0.830,0.295
274,COMPLETE,3.569,107,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,false,false,0.376,0.401,4.890,0.680,0.188,0.235,0.188,0.389
274,COMPLETE,3.569,108,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,true,false,1.000,0.445,5.727,0.857,0.864,0.833,0.833,0.747
274,COMPLETE,3.569,109,8,300.000,10,0.260,3250.000,2.500000e-05,0.070,0.400,false,false,0.366,0.433,5.016,0.415,0.197,0.183,0.183,0.818
275,COMPLETE,1.775,100,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.725,0.411,4.899,0.580,0.550,0.588,0.550,0.628
275,COMPLETE,1.775,101,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.378,0.397,4.516,0.303,0.389,0.383,0.383,0.564
275,COMPLETE,1.775,102,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.996,0.367,4.484,0.796,0.512,0.503,0.503,0.382
275,COMPLETE,1.775,103,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.513,0.377,4.361,0.411,0.417,0.326,0.326,0.526
275,COMPLETE,1.775,104,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,true,false,1.000,0.428,5.367,0.903,0.827,0.808,0.808,0.638
275,COMPLETE,1.775,105,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.899,0.371,4.495,0.719,0.647,0.672,0.647,0.439
275,COMPLETE,1.775,106,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.926,0.388,4.735,0.741,0.723,0.658,0.658,0.481
275,COMPLETE,1.775,107,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.868,0.390,4.736,0.694,0.865,0.805,0.805,0.397
275,COMPLETE,1.775,108,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.955,0.374,4.561,0.764,0.715,0.682,0.682,0.352
275,COMPLETE,1.775,109,7,360.000,2,0.160,4250.000,1.250000e-05,0.120,0.300,false,false,0.492,0.375,4.340,0.394,0.494,0.382,0.382,0.394
276,COMPLETE,-8.770,100,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.224,0.046,0.070,0.179,0.219,0.213,0.213,0.408
276,COMPLETE,-8.770,101,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.088,0.049,0.055,0.070,0.223,0.280,0.223,0.597
276,COMPLETE,-8.770,102,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.128,0.054,0.093,0.102,0.148,0.208,0.148,0.691
276,COMPLETE,-8.770,103,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.147,0.056,0.071,0.118,0.137,0.164,0.137,0.637
276,COMPLETE,-8.770,104,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.116,0.049,0.092,0.201,0.058,0.147,0.058,0.691
276,COMPLETE,-8.770,105,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.294,0.067,0.061,0.235,0.192,0.158,0.158,0.679
276,COMPLETE,-8.770,106,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,true,true,1.000,0.073,0.100,0.890,0.846,0.874,0.846,0.721
276,COMPLETE,-8.770,107,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.129,0.074,0.104,0.103,0.095,0.319,0.095,0.495
276,COMPLETE,-8.770,108,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.124,0.073,0.103,0.099,0.217,0.268,0.217,0.911
276,COMPLETE,-8.770,109,2,165.000,10,0.100,4500.000,2.500000e-05,0.090,0.800,false,true,0.054,0.046,0.048,0.043,0.452,0.477,0.452,0.266
277,COMPLETE,0.202,100,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.237,0.235,1.681,0.190,0.135,0.222,0.135,0.422
277,COMPLETE,0.202,101,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.159,0.245,1.748,0.127,0.164,0.156,0.156,0.750
277,COMPLETE,0.202,102,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.240,0.230,1.683,0.192,0.252,0.157,0.157,0.599
277,COMPLETE,0.202,103,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.174,0.231,1.569,0.140,0.314,0.302,0.302,0.449
277,COMPLETE,0.202,104,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.225,0.222,1.517,0.180,0.159,0.292,0.159,0.524
277,COMPLETE,0.202,105,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.192,0.222,1.520,0.154,0.249,0.252,0.249,0.541
277,COMPLETE,0.202,106,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.221,0.202,1.423,0.177,0.298,0.359,0.298,0.601
277,COMPLETE,0.202,107,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.250,0.221,1.491,0.200,0.312,0.316,0.312,0.678
277,COMPLETE,0.202,108,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.196,0.228,1.575,0.157,0.249,0.257,0.249,0.721
277,COMPLETE,0.202,109,5,270.000,6,0.380,5750.000,3.000000e-05,0.090,0.400,false,false,0.122,0.213,1.441,0.098,0.360,0.352,0.352,0.746
278,COMPLETE,0.290,100,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.352,0.165,1.208,0.282,0.246,0.287,0.246,0.373
278,COMPLETE,0.290,101,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.344,0.175,1.379,0.304,0.172,0.243,0.172,0.602
278,COMPLETE,0.290,102,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.333,0.172,1.326,0.267,0.239,0.255,0.239,0.645
278,COMPLETE,0.290,103,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.238,0.179,1.481,0.190,0.185,0.240,0.185,0.613
278,COMPLETE,0.290,104,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.283,0.178,1.439,0.227,0.221,0.249,0.221,0.727
278,COMPLETE,0.290,105,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.284,0.164,1.303,0.319,0.205,0.142,0.142,0.508
278,COMPLETE,0.290,106,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.152,0.167,1.212,0.121,0.366,0.348,0.348,0.657
278,COMPLETE,0.290,107,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.321,0.166,1.298,0.257,0.183,0.302,0.183,0.533
278,COMPLETE,0.290,108,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.374,0.167,1.288,0.300,0.272,0.187,0.187,0.677
278,COMPLETE,0.290,109,3,300.000,5,0.420,5000.000,2.250000e-05,0.130,0.300,false,false,0.221,0.165,1.234,0.177,0.345,0.233,0.233,0.664
279,COMPLETE,-7.563,100,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,false,true,0.188,0.016,0.006,0.443,0.094,0.094,0.094,0.701
279,COMPLETE,-7.563,101,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,false,true,0.200,0.011,0.001,0.207,0.100,0.100,0.100,0.146
279,COMPLETE,-7.563,102,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,true,true,1.000,0.006,0.002,0.900,0.947,0.947,0.947,0.950
279,COMPLETE,-7.563,103,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,false,true,0.478,0.007,0.008,0.382,0.528,0.528,0.528,0.353
279,COMPLETE,-7.563,104,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,false,true,0.188,0.006,0.009,0.150,0.152,0.152,0.152,0.209
279,COMPLETE,-7.563,105,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,true,true,1.000,0.009,0.001,0.871,0.612,0.612,0.612,0.096
279,COMPLETE,-7.563,106,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,false,true,0.466,0.005,0.014,0.664,0.233,0.233,0.233,0.869
279,COMPLETE,-7.563,107,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,false,true,0.099,0.010,0.012,0.634,0.050,0.050,0.050,0.588
279,COMPLETE,-7.563,108,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,false,true,0.245,0.010,0.016,0.196,0.432,0.432,0.432,0.576
279,COMPLETE,-7.563,109,3,195.000,6,0.240,7000.000,6.000000e-05,0.110,1.000,false,true,0.503,0.009,0.014,0.604,0.251,0.251,0.251,0.387
280,COMPLETE,0.260,100,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.243,0.137,1.035,0.194,0.258,0.297,0.258,0.663
280,COMPLETE,0.260,101,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.190,0.143,1.095,0.152,0.137,0.203,0.137,0.532
280,COMPLETE,0.260,102,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.376,0.133,1.041,0.344,0.213,0.188,0.188,0.607
280,COMPLETE,0.260,103,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.306,0.114,0.844,0.245,0.309,0.310,0.309,0.585
280,COMPLETE,0.260,104,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.305,0.119,0.806,0.244,0.278,0.393,0.278,0.525
280,COMPLETE,0.260,105,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.306,0.140,1.047,0.245,0.196,0.233,0.196,0.598
280,COMPLETE,0.260,106,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.200,0.128,0.966,0.160,0.257,0.287,0.257,0.572
280,COMPLETE,0.260,107,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.196,0.143,1.141,0.156,0.115,0.159,0.115,0.469
280,COMPLETE,0.260,108,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.205,0.143,1.085,0.164,0.229,0.226,0.226,0.724
280,COMPLETE,0.260,109,2,345.000,5,0.160,5750.000,1.500000e-05,0.120,0.500,false,false,0.276,0.122,0.881,0.221,0.300,0.388,0.300,0.525
281,COMPLETE,-7.789,100,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,true,true,1.000,0.098,0.041,0.927,0.902,0.901,0.901,0.820
281,COMPLETE,-7.789,101,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,true,0.119,0.079,0.050,0.095,0.130,0.137,0.130,0.886
281,COMPLETE,-7.789,102,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,true,0.069,0.061,0.032,0.055,0.509,0.614,0.509,0.924
281,COMPLETE,-7.789,103,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,true,0.127,0.084,0.052,0.102,0.223,0.203,0.203,0.786
281,COMPLETE,-7.789,104,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,true,0.166,0.091,0.050,0.132,0.241,0.205,0.205,0.506
281,COMPLETE,-7.789,105,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,true,0.132,0.088,0.042,0.106,0.251,0.263,0.251,0.784
281,COMPLETE,-7.789,106,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,true,0.059,0.082,0.063,0.047,0.200,0.307,0.200,0.672
281,COMPLETE,-7.789,107,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,false,0.107,0.108,0.128,0.086,0.331,0.133,0.133,0.522
281,COMPLETE,-7.789,108,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,true,0.264,0.095,0.044,0.211,0.405,0.470,0.405,0.523
281,COMPLETE,-7.789,109,4,150.000,2,0.220,4250.000,5.000000e-05,0.100,0.800,false,true,0.066,0.084,0.072,0.052,0.465,0.291,0.291,0.919
282,COMPLETE,-8.788,100,4,210.000,5,0.100,7000.000,4.250000e-05,0.080,1.000,false,true,0.082,0.086,0.117,0.065,0.343,0.343,0.343,0.810
282,COMPLETE,-8.788,101,4,210.000,5,0.100,7000.000,4.250000e-05,0.080,1.000,true,true,1.000,0.080,0.120,0.910,0.890,0.890,0.890,0.757
282,COMPLETE,-8.788,102,4,210.000,5,0.100,7000.000,4.250000e-05,0.080,1.000,false,true,0.103,0.090,0.123,0.083,0.414,0.414,0.414,0.896
282,COMPLETE,-8.788,103,4,210.000,5,0.100,7000.000,4.250000e-05,0.080,1.000,false,true,0.157,0.085,0.134,0.126,0.186,0.186,0.186,0.423
