initial_comb_tilt,vertical_comb_benefit,vertical_comb_modifier,seed,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
1.000,0.250,linear,101,success_after_collapse,115,0.899,0.921,0.929,0.889,0.889,0.040,0.901,0.486,0.409,7.350,0.199,0.904
1.000,0.250,linear,101,success_after_collapse,116,0.906,0.904,0.931,0.889,0.889,0.042,0.912,0.224,0.381,7.246,0.196,0.895
1.000,0.250,linear,101,success_after_collapse,117,0.895,0.896,0.929,0.870,0.870,0.059,0.911,3.055,0.402,7.410,0.199,0.900
1.000,0.250,linear,101,success_after_collapse,118,0.861,0.882,0.926,0.869,0.869,0.057,0.895,3.130,0.318,7.424,0.199,0.881
1.000,0.250,linear,101,success_after_collapse,119,0.868,0.881,0.907,0.870,0.870,0.037,0.909,0.043,0.199,7.289,0.196,0.892
1.000,0.250,linear,101,success_after_collapse,120,0.852,0.889,0.905,0.894,0.894,0.012,0.905,2.939,0.030,7.106,0.193,0.881
1.000,0.250,linear,102,flat,0,0.070,0.129,0.000,0.000,0.000,0.000,1.000,1.078,0.135,2.369,0.025,0.001
1.000,0.250,linear,102,flat,1,0.090,0.133,0.028,0.029,0.028,0.001,0.963,1.253,0.151,2.218,0.024,0.001
1.000,0.250,linear,102,flat,2,0.090,0.138,0.052,0.051,0.051,0.001,0.927,0.856,0.071,2.334,0.025,0.001
1.000,0.250,linear,102,flat,3,0.105,0.158,0.066,0.053,0.053,0.013,0.913,2.843,0.040,2.271,0.027,0.002
1.000,0.250,linear,102,flat,4,0.151,0.181,0.077,0.070,0.070,0.007,0.836,1.631,0.270,2.167,0.025,0.001
1.000,0.250,linear,102,flat,5,0.175,0.162,0.090,0.066,0.066,0.024,0.836,1.854,0.206,2.520,0.030,0.003
1.000,0.250,linear,102,flat,6,0.225,0.166,0.096,0.070,0.070,0.026,0.825,1.944,0.547,4.004,0.055,0.002
1.000,0.250,linear,102,flat,7,0.252,0.162,0.088,0.061,0.061,0.026,0.812,1.877,0.458,4.205,0.062,0.006
1.000,0.250,linear,102,flat,8,0.255,0.108,0.095,0.057,0.057,0.037,0.727,1.686,0.597,5.111,0.076,0.002
1.000,0.250,linear,102,flat,9,0.272,0.108,0.069,0.046,0.046,0.023,0.660,1.523,0.554,5.201,0.074,0.008
1.000,0.250,linear,102,flat,10,0.256,0.135,0.033,0.053,0.033,0.020,0.752,1.316,0.646,6.141,0.092,0.001
1.000,0.250,linear,102,flat,11,0.258,0.134,0.052,0.067,0.052,0.016,0.734,1.368,0.468,6.138,0.095,0.003
1.000,0.250,linear,102,flat,12,0.306,0.179,0.068,0.104,0.068,0.037,0.770,1.535,0.526,6.258,0.096,0.013
1.000,0.250,linear,102,flat,13,0.314,0.201,0.074,0.083,0.074,0.009,0.847,0.970,0.498,6.825,0.109,0.022
1.000,0.250,linear,102,flat,14,0.471,0.367,0.057,0.084,0.057,0.027,0.731,1.372,0.744,7.126,0.121,0.028
1.000,0.250,linear,102,flat,15,0.447,0.445,0.075,0.066,0.066,0.009,0.716,1.366,0.629,6.795,0.116,0.037
1.000,0.250,linear,102,flat,16,0.467,0.546,0.046,0.042,0.042,0.003,0.642,1.727,0.412,6.592,0.125,0.097
1.000,0.250,linear,102,flat,17,0.504,0.556,0.074,0.094,0.074,0.019,0.489,1.980,0.268,6.496,0.131,0.171
1.000,0.250,linear,102,flat,18,0.575,0.574,0.097,0.093,0.093,0.004,0.403,1.910,0.090,6.931,0.145,0.216
1.000,0.250,linear,102,flat,19,0.638,0.596,0.067,0.058,0.058,0.009,0.326,2.360,0.327,7.008,0.151,0.293
1.000,0.250,linear,102,flat,20,0.685,0.634,0.070,0.084,0.070,0.013,0.261,2.020,0.301,7.020,0.168,0.485
1.000,0.250,linear,102,flat,21,0.765,0.652,0.060,0.088,0.060,0.028,0.260,1.660,0.330,7.127,0.178,0.575
1.000,0.250,linear,102,flat,22,0.787,0.714,0.090,0.116,0.090,0.026,0.226,1.248,0.283,7.279,0.182,0.591
1.000,0.250,linear,102,flat,23,0.788,0.751,0.090,0.135,0.090,0.045,0.199,0.797,0.164,7.649,0.190,0.617
1.000,0.250,linear,102,flat,24,0.810,0.737,0.075,0.104,0.075,0.030,0.217,0.673,0.229,7.467,0.186,0.613
1.000,0.250,linear,102,flat,25,0.845,0.768,0.096,0.132,0.096,0.036,0.166,1.027,0.097,7.330,0.195,0.732
1.000,0.250,linear,102,flat,26,0.821,0.779,0.086,0.127,0.086,0.041,0.171,0.974,0.063,7.401,0.191,0.666
1.000,0.250,linear,102,flat,27,0.843,0.818,0.122,0.152,0.122,0.030,0.152,0.359,0.173,7.445,0.195,0.715
1.000,0.250,linear,102,flat,28,0.862,0.810,0.113,0.144,0.113,0.031,0.141,0.302,0.106,7.292,0.191,0.675
1.000,0.250,linear,102,flat,29,0.871,0.871,0.085,0.136,0.085,0.051,0.115,0.929,0.167,7.216,0.203,0.845
1.000,0.250,linear,102,flat,30,0.882,0.873,0.108,0.201,0.108,0.093,0.100,0.773,0.297,7.240,0.199,0.789
1.000,0.250,linear,102,flat,31,0.877,0.866,0.113,0.199,0.113,0.086,0.099,0.828,0.468,7.189,0.191,0.696
1.000,0.250,linear,102,flat,32,0.875,0.857,0.125,0.188,0.125,0.062,0.106,0.823,0.370,7.113,0.192,0.727
1.000,0.250,linear,102,flat,33,0.871,0.853,0.116,0.207,0.116,0.091,0.097,0.912,0.396,7.140,0.192,0.721
1.000,0.250,linear,102,flat,34,0.862,0.912,0.098,0.205,0.098,0.107,0.114,0.782,0.259,7.307,0.200,0.794
1.000,0.250,linear,102,flat,35,0.838,0.924,0.087,0.202,0.087,0.115,0.134,0.633,0.262,7.259,0.194,0.733
1.000,0.250,linear,102,flat,36,0.848,0.915,0.102,0.226,0.102,0.124,0.137,0.771,0.237,7.214,0.208,0.928
1.000,0.250,linear,102,flat,37,0.869,0.907,0.090,0.192,0.090,0.102,0.133,0.820,0.259,7.239,0.200,0.821
1.000,0.250,linear,102,flat,38,0.876,0.903,0.113,0.204,0.113,0.090,0.147,0.929,0.163,7.390,0.196,0.727
1.000,0.250,linear,102,flat,39,0.865,0.898,0.141,0.188,0.141,0.048,0.135,0.532,0.221,7.433,0.194,0.712
1.000,0.250,linear,102,flat,40,0.870,0.889,0.107,0.168,0.107,0.060,0.178,0.993,0.299,7.404,0.198,0.760
1.000,0.250,linear,102,flat,41,0.865,0.883,0.122,0.178,0.122,0.056,0.161,1.182,0.259,7.369,0.193,0.704
1.000,0.250,linear,102,flat,42,0.866,0.878,0.132,0.202,0.132,0.070,0.134,1.079,0.113,7.290,0.202,0.821
1.000,0.250,linear,102,flat,43,0.840,0.872,0.141,0.176,0.141,0.035,0.155,0.357,0.165,7.145,0.194,0.754
1.000,0.250,linear,102,flat,44,0.845,0.888,0.129,0.161,0.129,0.033,0.152,3.114,0.248,7.261,0.194,0.725
1.000,0.250,linear,102,flat,45,0.834,0.860,0.139,0.176,0.139,0.036,0.144,0.153,0.272,7.403,0.198,0.744
1.000,0.250,linear,102,flat,46,0.806,0.843,0.136,0.158,0.136,0.022,0.161,0.028,0.250,7.390,0.193,0.685
1.000,0.250,linear,102,flat,47,0.804,0.819,0.151,0.166,0.151,0.016,0.147,0.439,0.206,7.345,0.198,0.766
1.000,0.250,linear,102,flat,48,0.821,0.845,0.145,0.168,0.145,0.023,0.128,0.704,0.099,7.383,0.200,0.778
1.000,0.250,linear,102,flat,49,0.827,0.832,0.121,0.166,0.121,0.045,0.112,2.609,0.025,7.309,0.203,0.825
1.000,0.250,linear,102,flat,50,0.811,0.840,0.188,0.165,0.165,0.023,0.116,2.257,0.253,7.309,0.194,0.718
1.000,0.250,linear,102,flat,51,0.830,0.872,0.198,0.149,0.149,0.049,0.126,2.377,0.172,7.299,0.194,0.719
1.000,0.250,linear,102,flat,52,0.816,0.899,0.161,0.128,0.128,0.032,0.120,0.010,0.195,7.314,0.204,0.835
1.000,0.250,linear,102,flat,53,0.864,0.906,0.164,0.141,0.141,0.023,0.129,0.365,0.229,7.264,0.201,0.816
1.000,0.250,linear,102,flat,54,0.862,0.890,0.170,0.132,0.132,0.038,0.114,0.700,0.201,7.223,0.202,0.835
1.000,0.250,linear,102,flat,55,0.866,0.896,0.209,0.155,0.155,0.055,0.144,0.050,0.145,7.275,0.202,0.827
1.000,0.250,linear,102,flat,56,0.864,0.923,0.248,0.173,0.173,0.075,0.113,2.927,0.294,7.286,0.206,0.860
1.000,0.250,linear,102,flat,57,0.873,0.914,0.253,0.178,0.178,0.075,0.120,0.066,0.355,7.210,0.196,0.769
1.000,0.250,linear,102,flat,58,0.886,0.915,0.262,0.144,0.144,0.118,0.093,0.057,0.211,7.256,0.198,0.772
1.000,0.250,linear,102,flat,59,0.893,0.926,0.248,0.131,0.131,0.117,0.092,2.759,0.373,7.142,0.195,0.755
1.000,0.250,linear,102,flat,60,0.905,0.912,0.250,0.113,0.113,0.137,0.092,2.953,0.233,6.860,0.189,0.735
1.000,0.250,linear,102,flat,61,0.921,0.887,0.291,0.156,0.156,0.135,0.075,0.123,0.267,7.006,0.196,0.798
1.000,0.250,linear,102,flat,62,0.909,0.887,0.303,0.133,0.133,0.170,0.077,0.162,0.259,6.898,0.190,0.747
1.000,0.250,linear,102,flat,63,0.881,0.866,0.324,0.133,0.133,0.191,0.097,0.196,0.151,7.005,0.187,0.675
1.000,0.250,linear,102,flat,64,0.913,0.894,0.357,0.120,0.120,0.237,0.082,0.613,0.133,7.161,0.203,0.853
1.000,0.250,linear,102,flat,65,0.908,0.910,0.395,0.163,0.163,0.232,0.081,0.161,0.162,7.254,0.196,0.753
1.000,0.250,linear,102,flat,66,0.882,0.910,0.392,0.167,0.167,0.225,0.070,0.873,0.102,7.275,0.197,0.767
1.000,0.250,linear,102,flat,67,0.890,0.902,0.335,0.166,0.166,0.170,0.071,0.975,0.300,7.206,0.195,0.742
1.000,0.250,linear,102,flat,68,0.900,0.891,0.272,0.118,0.118,0.154,0.083,1.242,0.163,7.200,0.199,0.794
1.000,0.250,linear,102,flat,69,0.891,0.903,0.232,0.126,0.126,0.107,0.078,1.375,0.056,7.220,0.202,0.824
1.000,0.250,linear,102,flat,70,0.887,0.922,0.229,0.128,0.128,0.100,0.084,1.007,0.219,7.292,0.207,0.878
1.000,0.250,linear,102,flat,71,0.897,0.889,0.204,0.112,0.112,0.092,0.089,1.111,0.096,7.237,0.205,0.863
1.000,0.250,linear,102,flat,72,0.878,0.901,0.211,0.105,0.105,0.106,0.088,1.459,0.129,7.291,0.203,0.823
1.000,0.250,linear,102,flat,73,0.867,0.892,0.203,0.141,0.141,0.063,0.084,1.088,0.295,7.372,0.204,0.822
1.000,0.250,linear,102,flat,74,0.890,0.908,0.203,0.158,0.158,0.045,0.096,1.034,0.392,7.436,0.210,0.880
1.000,0.250,linear,102,flat,75,0.898,0.917,0.189,0.130,0.130,0.059,0.095,1.217,0.062,7.451,0.209,0.870
1.000,0.250,linear,102,flat,76,0.881,0.886,0.227,0.167,0.167,0.060,0.101,2.688,0.190,7.574,0.211,0.880
1.000,0.250,linear,102,flat,77,0.910,0.879,0.225,0.168,0.168,0.057,0.140,2.739,0.244,7.576,0.201,0.757
1.000,0.250,linear,102,flat,78,0.893,0.891,0.218,0.159,0.159,0.059,0.140,2.531,0.202,7.594,0.209,0.860
1.000,0.250,linear,102,flat,79,0.902,0.896,0.213,0.140,0.140,0.073,0.126,2.914,0.189,7.489,0.208,0.871
1.000,0.250,linear,102,flat,80,0.924,0.876,0.207,0.170,0.170,0.037,0.120,0.411,0.069,7.478,0.203,0.793
1.000,0.250,linear,102,flat,81,0.896,0.859,0.242,0.210,0.210,0.032,0.106,1.024,0.210,7.479,0.206,0.834
1.000,0.250,linear,102,flat,82,0.880,0.903,0.261,0.207,0.207,0.055,0.127,0.706,0.237,7.532,0.202,0.778
1.000,0.250,linear,102,flat,83,0.884,0.906,0.256,0.219,0.219,0.038,0.167,0.945,0.328,7.562,0.209,0.870
1.000,0.250,linear,102,flat,84,0.872,0.902,0.256,0.250,0.250,0.006,0.179,0.871,0.367,7.582,0.203,0.791
1.000,0.250,linear,102,flat,85,0.872,0.888,0.249,0.269,0.249,0.020,0.131,0.961,0.288,7.523,0.206,0.825
1.000,0.250,linear,102,flat,86,0.878,0.883,0.232,0.253,0.232,0.021,0.097,0.969,0.144,7.605,0.208,0.839
1.000,0.250,linear,102,flat,87,0.850,0.864,0.231,0.270,0.231,0.040,0.098,0.727,0.330,7.456,0.199,0.742
1.000,0.250,linear,102,flat,88,0.823,0.887,0.199,0.237,0.199,0.038,0.114,0.602,0.305,7.406,0.202,0.796
1.000,0.250,linear,102,flat,89,0.851,0.888,0.210,0.255,0.210,0.045,0.114,0.547,0.306,7.431,0.203,0.807
1.000,0.250,linear,102,flat,90,0.868,0.917,0.203,0.242,0.203,0.039,0.133,0.164,0.263,7.435,0.199,0.762
1.000,0.250,linear,102,flat,91,0.868,0.931,0.206,0.249,0.206,0.043,0.130,0.262,0.285,7.304,0.204,0.838
1.000,0.250,linear,102,flat,92,0.848,0.937,0.178,0.213,0.178,0.035,0.144,0.086,0.239,7.223,0.194,0.736
1.000,0.250,linear,102,flat,93,0.836,0.928,0.194,0.217,0.194,0.023,0.116,0.195,0.165,7.101,0.197,0.811
1.000,0.250,linear,102,flat,94,0.889,0.930,0.160,0.171,0.160,0.011,0.106,0.052,0.146,7.121,0.194,0.753
1.000,0.250,linear,102,flat,95,0.902,0.918,0.181,0.214,0.181,0.033,0.111,0.125,0.243,7.348,0.204,0.834
1.000,0.250,linear,102,flat,96,0.901,0.920,0.193,0.221,0.193,0.028,0.123,2.976,0.110,7.263,0.198,0.775
1.000,0.250,linear,102,flat,97,0.919,0.900,0.142,0.158,0.142,0.016,0.140,0.783,0.041,7.533,0.210,0.882
1.000,0.250,linear,102,flat,98,0.923,0.891,0.144,0.173,0.144,0.029,0.131,0.038,0.178,7.353,0.204,0.842
1.000,0.250,linear,102,flat,99,0.895,0.892,0.146,0.153,0.146,0.007,0.125,2.916,0.115,7.417,0.201,0.783
1.000,0.250,linear,102,flat,100,0.917,0.909,0.176,0.199,0.176,0.023,0.116,2.627,0.120,7.178,0.204,0.872
1.000,0.250,linear,102,flat,101,0.913,0.885,0.182,0.223,0.182,0.041,0.123,2.681,0.241,7.289,0.201,0.809
1.000,0.250,linear,102,flat,102,0.930,0.895,0.177,0.212,0.177,0.035,0.094,3.140,0.281,7.333,0.203,0.811
1.000,0.250,linear,102,flat,103,0.904,0.902,0.193,0.243,0.193,0.050,0.118,3.029,0.267,7.301,0.198,0.769
1.000,0.250,linear,102,flat,104,0.917,0.882,0.186,0.234,0.186,0.048,0.116,2.999,0.144,7.429,0.206,0.844
1.000,0.250,linear,102,flat,105,0.913,0.878,0.194,0.212,0.194,0.017,0.118,2.756,0.117,7.297,0.202,0.822
1.000,0.250,linear,102,flat,106,0.902,0.897,0.177,0.209,0.177,0.033,0.118,2.780,0.170,7.376,0.204,0.829
1.000,0.250,linear,102,flat,107,0.900,0.878,0.170,0.180,0.170,0.010,0.144,2.400,0.139,7.481,0.201,0.776
1.000,0.250,linear,102,flat,108,0.909,0.908,0.169,0.132,0.132,0.037,0.163,2.241,0.157,7.391,0.205,0.853
1.000,0.250,linear,102,flat,109,0.850,0.916,0.197,0.139,0.139,0.058,0.151,2.764,0.046,7.299,0.197,0.769
1.000,0.250,linear,102,flat,110,0.842,0.918,0.192,0.163,0.163,0.029,0.152,2.955,0.054,7.196,0.195,0.759
1.000,0.250,linear,102,flat,111,0.874,0.908,0.219,0.188,0.188,0.031,0.098,1.982,0.158,7.296,0.195,0.727
1.000,0.250,linear,102,flat,112,0.890,0.903,0.188,0.151,0.151,0.037,0.109,1.620,0.242,7.281,0.209,0.906
1.000,0.250,linear,102,flat,113,0.905,0.919,0.141,0.127,0.127,0.014,0.103,1.909,0.274,7.243,0.205,0.862
1.000,0.250,linear,102,flat,114,0.903,0.888,0.157,0.145,0.145,0.012,0.125,1.854,0.090,7.393,0.207,0.867
1.000,0.250,linear,102,flat,115,0.899,0.923,0.167,0.156,0.156,0.010,0.084,2.441,0.036,7.310,0.203,0.826
1.000,0.250,linear,102,flat,116,0.899,0.894,0.172,0.146,0.146,0.025,0.102,0.451,0.197,7.246,0.196,0.748
1.000,0.250,linear,102,flat,117,0.909,0.891,0.168,0.134,0.134,0.034,0.112,0.237,0.038,7.426,0.204,0.828
1.000,0.250,linear,102,flat,118,0.922,0.920,0.161,0.128,0.128,0.033,0.116,2.517,0.197,7.481,0.211,0.894
1.000,0.250,linear,102,flat,119,0.916,0.919,0.172,0.122,0.122,0.050,0.102,1.503,0.084,7.397,0.205,0.834
1.000,0.250,linear,102,flat,120,0.917,0.919,0.162,0.155,0.155,0.007,0.094,0.414,0.140,7.435,0.201,0.762
1.000,0.250,linear,103,flat,0,0.075,0.110,0.000,0.000,0.000,0.000,1.000,2.386,0.079,2.432,0.028,0.001
1.000,0.250,linear,103,flat,1,0.079,0.113,0.028,0.030,0.028,0.002,0.973,2.464,0.053,2.470,0.028,0.001
1.000,0.250,linear,103,flat,2,0.098,0.118,0.040,0.050,0.040,0.011,0.953,1.537,0.111,2.424,0.028,0.004
1.000,0.250,linear,103,flat,3,0.087,0.148,0.085,0.128,0.085,0.043,0.937,1.432,0.673,3.508,0.046,0.004
1.000,0.250,linear,103,flat,4,0.105,0.112,0.108,0.111,0.108,0.003,0.928,1.219,0.771,3.625,0.049,0.002
1.000,0.250,linear,103,flat,5,0.147,0.137,0.087,0.091,0.087,0.003,0.918,1.407,0.531,3.693,0.052,0.010
1.000,0.250,linear,103,flat,6,0.195,0.107,0.045,0.080,0.045,0.035,0.867,0.605,0.627,4.650,0.070,0.004
1.000,0.250,linear,103,flat,7,0.257,0.168,0.050,0.068,0.050,0.018,0.897,0.290,0.652,4.624,0.068,0.004
1.000,0.250,linear,103,flat,8,0.260,0.204,0.061,0.054,0.054,0.007,0.910,0.100,0.681,4.911,0.076,0.005
1.000,0.250,linear,103,flat,9,0.125,0.193,0.086,0.073,0.073,0.013,0.812,2.899,0.612,5.003,0.074,0.002
1.000,0.250,linear,103,flat,10,0.136,0.219,0.112,0.150,0.112,0.038,0.803,0.025,0.537,5.550,0.084,0.005
1.000,0.250,linear,103,flat,11,0.155,0.187,0.070,0.217,0.070,0.147,0.704,0.256,0.742,6.662,0.105,0.007
1.000,0.250,linear,103,flat,12,0.188,0.211,0.060,0.145,0.060,0.084,0.692,0.199,0.647,6.493,0.102,0.009
1.000,0.250,linear,103,flat,13,0.179,0.190,0.095,0.173,0.095,0.079,0.708,2.841,0.391,6.045,0.092,0.005
1.000,0.250,linear,103,flat,14,0.161,0.166,0.075,0.132,0.075,0.057,0.686,2.934,0.618,6.007,0.092,0.004
1.000,0.250,linear,103,flat,15,0.300,0.235,0.102,0.101,0.101,0.001,0.608,2.874,0.733,5.351,0.083,0.010
1.000,0.250,linear,103,flat,16,0.339,0.330,0.170,0.127,0.127,0.043,0.632,3.097,0.690,5.112,0.083,0.017
1.000,0.250,linear,103,flat,17,0.335,0.306,0.119,0.122,0.119,0.003,0.529,2.792,0.596,5.169,0.086,0.017
1.000,0.250,linear,103,flat,18,0.369,0.339,0.138,0.143,0.138,0.004,0.464,2.289,0.483,5.195,0.086,0.021
1.000,0.250,linear,103,flat,19,0.345,0.300,0.117,0.102,0.102,0.016,0.473,0.074,0.257,6.350,0.109,0.030
1.000,0.250,linear,103,flat,20,0.422,0.298,0.177,0.122,0.122,0.055,0.399,2.797,0.494,7.016,0.126,0.069
1.000,0.250,linear,103,flat,21,0.471,0.336,0.197,0.130,0.130,0.067,0.347,2.982,0.359,7.254,0.135,0.108
1.000,0.250,linear,103,flat,22,0.536,0.364,0.200,0.159,0.159,0.041,0.254,2.783,0.620,7.183,0.141,0.136
1.000,0.250,linear,103,flat,23,0.571,0.401,0.201,0.206,0.201,0.005,0.234,2.753,0.653,7.366,0.147,0.196
1.000,0.250,linear,103,flat,24,0.590,0.463,0.192,0.220,0.192,0.028,0.240,2.741,0.601,7.256,0.152,0.254
1.000,0.250,linear,103,flat,25,0.596,0.516,0.158,0.184,0.158,0.026,0.190,2.720,0.546,7.108,0.156,0.317
1.000,0.250,linear,103,flat,26,0.656,0.549,0.139,0.207,0.139,0.068,0.168,2.843,0.328,7.198,0.165,0.397
1.000,0.250,linear,103,flat,27,0.668,0.594,0.150,0.214,0.150,0.064,0.164,2.992,0.310,7.219,0.168,0.427
1.000,0.250,linear,103,flat,28,0.713,0.641,0.142,0.204,0.142,0.062,0.156,3.097,0.172,7.194,0.169,0.430
1.000,0.250,linear,103,flat,29,0.787,0.682,0.149,0.220,0.149,0.070,0.146,2.165,0.141,7.295,0.185,0.624
1.000,0.250,linear,103,flat,30,0.805,0.722,0.155,0.228,0.155,0.073,0.150,1.446,0.175,7.308,0.184,0.600
1.000,0.250,linear,103,flat,31,0.804,0.786,0.132,0.203,0.132,0.071,0.178,1.341,0.149,7.339,0.193,0.703
1.000,0.250,linear,103,flat,32,0.798,0.846,0.107,0.172,0.107,0.065,0.194,0.527,0.138,6.976,0.184,0.669
1.000,0.250,linear,103,flat,33,0.802,0.837,0.096,0.168,0.096,0.072,0.201,0.179,0.211,7.037,0.185,0.668
1.000,0.250,linear,103,flat,34,0.828,0.850,0.133,0.174,0.133,0.041,0.140,0.211,0.200,7.052,0.187,0.690
1.000,0.250,linear,103,flat,35,0.835,0.855,0.164,0.203,0.164,0.039,0.153,1.140,0.187,7.079,0.186,0.665
1.000,0.250,linear,103,flat,36,0.870,0.877,0.191,0.235,0.191,0.044,0.146,0.838,0.239,6.973,0.186,0.699
1.000,0.250,linear,103,flat,37,0.885,0.886,0.195,0.256,0.195,0.061,0.133,0.250,0.061,7.084,0.193,0.752
1.000,0.250,linear,103,flat,38,0.889,0.917,0.186,0.246,0.186,0.060,0.123,2.890,0.188,7.199,0.202,0.847
1.000,0.250,linear,103,flat,39,0.889,0.918,0.213,0.263,0.213,0.050,0.143,2.650,0.203,7.049,0.197,0.819
1.000,0.250,linear,103,flat,40,0.904,0.911,0.222,0.263,0.222,0.041,0.118,2.836,0.317,7.124,0.196,0.781
1.000,0.250,linear,103,flat,41,0.912,0.895,0.207,0.244,0.207,0.037,0.150,2.837,0.206,7.058,0.192,0.748
1.000,0.250,linear,103,flat,42,0.899,0.913,0.223,0.256,0.223,0.033,0.162,2.819,0.070,7.043,0.198,0.826
1.000,0.250,linear,103,flat,43,0.927,0.913,0.233,0.256,0.233,0.022,0.137,2.659,0.156,7.325,0.191,0.689
1.000,0.250,linear,103,flat,44,0.943,0.930,0.211,0.239,0.211,0.029,0.155,2.713,0.238,7.221,0.197,0.777
1.000,0.250,linear,103,flat,45,0.913,0.912,0.202,0.218,0.202,0.016,0.160,2.853,0.250,7.302,0.204,0.861
1.000,0.250,linear,103,flat,46,0.902,0.887,0.221,0.263,0.221,0.042,0.171,0.612,0.156,7.432,0.200,0.787
1.000,0.250,linear,103,flat,47,0.903,0.866,0.217,0.260,0.217,0.042,0.160,3.070,0.130,7.388,0.207,0.871
1.000,0.250,linear,103,flat,48,0.875,0.863,0.241,0.259,0.241,0.019,0.171,2.882,0.230,7.207,0.186,0.641
1.000,0.250,linear,103,flat,49,0.858,0.879,0.249,0.270,0.249,0.021,0.172,2.597,0.100,7.356,0.192,0.685
1.000,0.250,linear,103,flat,50,0.835,0.885,0.245,0.279,0.245,0.034,0.134,1.472,0.018,7.228,0.195,0.752
1.000,0.250,linear,103,flat,51,0.863,0.862,0.238,0.299,0.238,0.061,0.120,2.618,0.084,7.326,0.192,0.702
1.000,0.250,linear,103,flat,52,0.888,0.850,0.217,0.310,0.217,0.093,0.139,3.052,0.177,7.372,0.197,0.744
1.000,0.250,linear,103,flat,53,0.903,0.861,0.217,0.298,0.217,0.081,0.139,3.073,0.241,7.438,0.195,0.712
1.000,0.250,linear,103,flat,54,0.888,0.854,0.213,0.270,0.213,0.057,0.172,0.525,0.100,7.264,0.191,0.687
1.000,0.250,linear,103,flat,55,0.869,0.835,0.248,0.215,0.215,0.033,0.145,0.877,0.124,7.310,0.196,0.747
1.000,0.250,linear,103,flat,56,0.884,0.819,0.231,0.236,0.231,0.005,0.134,1.823,0.076,7.183,0.194,0.743
1.000,0.250,linear,103,flat,57,0.872,0.860,0.201,0.243,0.201,0.043,0.117,1.817,0.139,6.988,0.188,0.712
1.000,0.250,linear,103,flat,58,0.887,0.880,0.194,0.276,0.194,0.083,0.134,2.333,0.151,6.875,0.186,0.707
1.000,0.250,linear,103,flat,59,0.907,0.880,0.188,0.277,0.188,0.089,0.147,0.001,0.136,7.160,0.193,0.733
1.000,0.250,linear,103,flat,60,0.907,0.872,0.180,0.283,0.180,0.103,0.138,1.486,0.160,7.208,0.193,0.731
1.000,0.250,linear,103,flat,61,0.906,0.881,0.223,0.349,0.223,0.127,0.122,0.927,0.140,7.354,0.198,0.752
1.000,0.250,linear,103,flat,62,0.912,0.879,0.221,0.370,0.221,0.149,0.138,0.958,0.163,7.326,0.201,0.806
1.000,0.250,linear,103,flat,63,0.899,0.866,0.219,0.407,0.219,0.188,0.132,2.284,0.098,7.200,0.192,0.711
1.000,0.250,linear,103,flat,64,0.898,0.839,0.191,0.345,0.191,0.154,0.138,1.646,0.178,7.507,0.195,0.707
1.000,0.250,linear,103,flat,65,0.902,0.833,0.179,0.279,0.179,0.100,0.140,1.292,0.211,7.615,0.202,0.763
1.000,0.250,linear,103,flat,66,0.887,0.852,0.157,0.259,0.157,0.102,0.158,0.912,0.240,7.548,0.202,0.775
1.000,0.250,linear,103,flat,67,0.855,0.838,0.166,0.240,0.166,0.074,0.119,0.688,0.242,7.527,0.196,0.700
1.000,0.250,linear,103,flat,68,0.841,0.850,0.193,0.288,0.193,0.095,0.085,0.570,0.256,7.372,0.201,0.788
1.000,0.250,linear,103,flat,69,0.866,0.881,0.210,0.312,0.210,0.102,0.087,0.751,0.174,7.344,0.196,0.731
1.000,0.250,linear,103,flat,70,0.846,0.912,0.182,0.323,0.182,0.142,0.086,0.829,0.268,7.117,0.194,0.753
1.000,0.250,linear,103,flat,71,0.875,0.914,0.146,0.278,0.146,0.132,0.101,0.766,0.485,7.163,0.195,0.755
1.000,0.250,linear,103,flat,72,0.876,0.916,0.167,0.303,0.167,0.136,0.102,0.817,0.294,7.186,0.202,0.842
1.000,0.250,linear,103,flat,73,0.882,0.917,0.150,0.252,0.150,0.103,0.099,0.747,0.373,7.319,0.203,0.814
1.000,0.250,linear,103,flat,74,0.889,0.914,0.154,0.271,0.154,0.117,0.086,1.057,0.304,7.176,0.200,0.820
1.000,0.250,linear,103,flat,75,0.885,0.909,0.141,0.239,0.141,0.098,0.096,1.310,0.189,7.246,0.201,0.806
1.000,0.250,linear,103,flat,76,0.898,0.896,0.117,0.199,0.117,0.082,0.112,1.014,0.278,7.242,0.201,0.815
1.000,0.250,linear,103,flat,77,0.924,0.909,0.093,0.182,0.093,0.089,0.121,0.721,0.404,7.429,0.214,0.957
1.000,0.250,linear,103,flat,78,0.916,0.904,0.077,0.176,0.077,0.099,0.132,0.427,0.277,7.460,0.201,0.776
1.000,0.250,linear,103,flat,79,0.892,0.914,0.077,0.138,0.077,0.062,0.116,3.095,0.180,7.357,0.200,0.789
1.000,0.250,linear,103,flat,80,0.880,0.927,0.088,0.166,0.088,0.078,0.120,3.113,0.090,7.361,0.211,0.917
1.000,0.250,linear,103,flat,81,0.879,0.937,0.081,0.164,0.081,0.083,0.112,0.610,0.123,7.441,0.205,0.828
